%a vratio
7.0625 0.0015625
7.125 0.00153125
7.1875 0.0016375
7.25 0.00170625
7.3125 0.0017375
7.375 0.0018875
7.4375 0.00193125
7.5 0.00200625
7.5625 0.00204375
7.625 0.0021875
7.6875 0.0021125
7.75 0.0022625
7.8125 0.002275
7.875 0.00249375
7.9375 0.0025625
8.0 0.0025
8.0625 0.00261875
8.125 0.0026625
8.1875 0.0027625
8.25 0.00271875
8.3125 0.00268125
8.375 0.0027375
8.4375 0.002875
8.5 0.00295
8.5625 0.0028375
8.625 0.0029
8.6875 0.00311875
8.75 0.00325625
8.8125 0.0033
8.875 0.0034375
8.9375 0.00369375
9.0 0.00365625
9.0625 0.0038375
9.125 0.00405625
9.1875 0.004175
9.25 0.00444375
9.3125 0.00453125
9.375 0.00440625
9.4375 0.00446875
9.5 0.00448125
9.5625 0.00438125
9.625 0.00424375
9.6875 0.0042375
9.75 0.0041625
9.8125 0.0042625
9.875 0.00433125
9.9375 0.00435625
10.0 0.00419375
10.0625 0.0043375
10.125 0.0041875
10.1875 0.00413125
10.25 0.0041
10.3125 0.00408125
10.375 0.0040625
10.4375 0.0041125
10.5 0.0039625
10.5625 0.00388125
10.625 0.00396875
10.6875 0.00396875
10.75 0.0038375
10.8125 0.0039
10.875 0.00390625
10.9375 0.00368125
11.0 0.00349375
11.0625 0.00364375
11.125 0.0035375
11.1875 0.0034625
11.25 0.00325
11.3125 0.00315625
11.375 0.0029375
11.4375 0.0026875
11.5 0.00235625
11.5625 0.00205625
11.625 0.00155625
11.6875 0.00123125
11.75 0.00099375
11.8125 0.0008
11.875 0.00074375
11.9375 0.000775
12.0 0.000775
12.0625 0.00083125
12.125 0.00083125
12.1875 0.0008125
12.25 0.00084375
12.3125 0.00085625
12.375 0.00088125
12.4375 0.0008625
12.5 0.00090625
12.5625 0.0009125
12.625 0.0008625
12.6875 0.0009
12.75 0.001
12.8125 0.001
12.875 0.00105
12.9375 0.001075
13.0 0.001125
13.0625 0.0011625
13.125 0.0011625
13.1875 0.00126875
13.25 0.0013125
13.3125 0.00128125
13.375 0.0013375
13.4375 0.00139375
13.5 0.00146875
13.5625 0.00149375
13.625 0.00155
13.6875 0.00159375
13.75 0.0016625
13.8125 0.0016375
13.875 0.0018125
13.9375 0.001825
14.0 0.00186875
14.0625 0.00189375
14.125 0.0019125
14.1875 0.00200625
14.25 0.00200625
14.3125 0.00216875
14.375 0.00215625
14.4375 0.00223125
14.5 0.0023125
14.5625 0.00234375
14.625 0.0024125
14.6875 0.0024375
14.75 0.0025375
14.8125 0.00259375
14.875 0.00265
14.9375 0.00270625
15.0 0.0027375
15.0625 0.00285
15.125 0.00293125
15.1875 0.0030625
15.25 0.00304375
15.3125 0.003075
15.375 0.0031875
15.4375 0.003175
15.5 0.00335625
15.5625 0.00338125
15.625 0.0033375
15.6875 0.0034375
15.75 0.00350625
15.8125 0.00353125
15.875 0.0036125
15.9375 0.00360625
16.0 0.0037375
16.0625 0.00379375
16.125 0.00379375
16.1875 0.00388125
16.25 0.0039125
16.3125 0.0038125
16.375 0.0040375
16.4375 0.004125
16.5 0.00418125
16.5625 0.0042
16.625 0.00429375
16.6875 0.0043875
16.75 0.0044875
16.8125 0.00444375
16.875 0.00465
16.9375 0.0046875
17.0 0.0047875
17.0625 0.0049125
17.125 0.00493125
17.1875 0.0050625
17.25 0.005175
17.3125 0.0051625
17.375 0.00525625
17.4375 0.0052625
17.5 0.0053625
17.5625 0.00554375
17.625 0.00556875
17.6875 0.0055875
17.75 0.0057125
17.8125 0.00570625
17.875 0.00578125
17.9375 0.00580625
18.0 0.00590625
18.0625 0.0059
18.125 0.00604375
18.1875 0.00606875
18.25 0.0060875
18.3125 0.0062125
18.375 0.00614375
18.4375 0.00619375
18.5 0.006225
18.5625 0.006325
18.625 0.00636875
18.6875 0.00639375
18.75 0.00630625
18.8125 0.006375
18.875 0.0064
18.9375 0.00639375
19.0 0.0063625
19.0625 0.00643125
19.125 0.0066
19.1875 0.0066125
19.25 0.00658125
19.3125 0.0066
19.375 0.0065875
19.4375 0.00668125
19.5 0.00668125
19.5625 0.00671875
19.625 0.00673125
19.6875 0.00673125
19.75 0.0067625
19.8125 0.00693125
19.875 0.00675625
19.9375 0.00686875
20.0 0.00686875
20.0625 0.00689375
20.125 0.00685
20.1875 0.00689375
20.25 0.00695625
20.3125 0.0069375
20.375 0.0070125
20.4375 0.00683125
20.5 0.00695625
20.5625 0.0068625
20.625 0.00691875
20.6875 0.0067375
20.75 0.0068875
20.8125 0.00690625
20.875 0.00678125
20.9375 0.00684375
21.0 0.00694375
21.0625 0.00685625
21.125 0.00684375
21.1875 0.00683125
21.25 0.00684375
21.3125 0.006775
21.375 0.00679375
21.4375 0.00681875
21.5 0.00683125
21.5625 0.0068375
21.625 0.00696875
21.6875 0.0068625
21.75 0.00686875
21.8125 0.0068125
21.875 0.00696875
21.9375 0.006775
22.0 0.00685
22.0625 0.00684375
22.125 0.0068375
22.1875 0.0069375
22.25 0.00691875
22.3125 0.0068375
22.375 0.006975
22.4375 0.00695
22.5 0.0068625
22.5625 0.00700625
22.625 0.0069125
22.6875 0.00693125
22.75 0.00716875
22.8125 0.0070375
22.875 0.00690625
22.9375 0.0070625
23.0 0.00706875
23.0625 0.00701875
23.125 0.00698125
23.1875 0.0070625
23.25 0.00704375
23.3125 0.007025
23.375 0.006975
23.4375 0.0070125
23.5 0.0069
23.5625 0.00688125
23.625 0.00678125
23.6875 0.006775
23.75 0.0067375
23.8125 0.00645625
23.875 0.00654375
23.9375 0.00641875
24.0 0.0063125
24.0625 0.006125
24.125 0.00591875
24.1875 0.00594375
24.25 0.00563125
24.3125 0.00555
24.375 0.00538125
24.4375 0.00513125
24.5 0.0050125
24.5625 0.00459375
24.625 0.0045375
24.6875 0.00419375
24.75 0.00406875
24.8125 0.00379375
24.875 0.0035375
24.9375 0.00330625
