%m vratio
0.01 0.0
0.01023293 0.0
0.01047129 0.00075625
0.01071519 0.0
0.01096478 0.0
0.01122018 0.0
0.01148153 0.0
0.01174897 0.0
0.01202264 0.0
0.01230269 0.0
0.01258925 0.0
0.01288249 0.0
0.01318256 0.0
0.01348963 0.0
0.01380384 0.0
0.01412537 0.0
0.01445439 0.0
0.01479108 0.0
0.01513561 0.0
0.01548816 0.0
0.01584893 0.0
0.01621809 0.0
0.01659586 0.0
0.01698243 0.0
0.017378 0.0
0.01778278 0.0
0.018197 0.0
0.01862086 0.0
0.0190546 0.0
0.01949843 0.0
0.01995261 0.0
0.02041737 0.0
0.02089295 0.0
0.0213796 0.0
0.0218776 0.0
0.02238719 1.25e-05
0.02290866 0.0001375
0.02344227 3.75e-05
0.02398831 0.0002125
0.02454707 0.0002125
0.02511884 0.00016875
0.02570393 0.0003125
0.02630266 0.00025625
0.02691532 0.00030625
0.02754226 0.00031875
0.0281838 0.0002125
0.02884029 0.00030625
0.02951206 0.000325
0.03019948 0.000275
0.03090292 0.00035625
0.03162274 0.00041875
0.03235933 0.00030625
0.03311307 0.00075625
0.03388438 0.00059375
0.03467364 0.0006125
0.0354813 0.00093125
0.03630776 0.00090625
0.03715347 0.00114375
0.03801889 0.00149375
0.03890447 0.00144375
0.03981066 0.00210625
0.04073797 0.00228125
0.04168688 0.00225
0.04265789 0.0029125
0.04365152 0.00293125
0.04466829 0.00320625
0.04570875 0.00345
0.04677344 0.0037625
0.04786294 0.00436875
0.04897781 0.00479375
0.05011865 0.00525
0.05128606 0.005775
0.05248066 0.00638125
0.05370309 0.00689375
0.054954 0.00748125
0.05623404 0.0081125
0.0575439 0.0087
0.05888427 0.00924375
0.06025586 0.01000625
0.06165939 0.0106625
0.06309562 0.01115
0.06456531 0.0117625
0.06606922 0.0126375
0.06760818 0.01276875
0.06918297 0.01381875
0.07079445 0.01434375
0.07244346 0.0151625
0.07413089 0.0157125
0.07585761 0.01571875
0.07762456 0.01645
0.07943267 0.01671875
0.08128289 0.01751875
0.08317621 0.0176625
0.08511363 0.01845
0.08709618 0.0182375
0.08912491 0.019025
0.09120089 0.01919375
0.09332523 0.0191
0.09549905 0.01969375
0.09772351 0.0198125
0.09999999 0.01996875
0.1011579 0.01963125
0.1023293 0.0197625
0.1035142 0.02015625
0.1047129 0.021475
0.1059254 0.01989375
0.1071519 0.019825
0.1083927 0.02023125
0.1096478 0.019925
0.1109175 0.01974375
0.1122018 0.02004375
0.1135011 0.020275
0.1148153 0.02041875
0.1161449 0.0205875
0.1174897 0.0208
0.1188502 0.02093125
0.1202264 0.02109375
0.1216186 0.02129375
0.1230268 0.021375
0.1244514 0.021525
0.1258925 0.0212375
0.1273503 0.0214
0.1288249 0.02138125
0.1303166 0.02136875
0.1318256 0.0216
0.1333521 0.02156875
0.1348962 0.02133125
0.1364583 0.02159375
0.1380384 0.0217
0.1396368 0.0223375
0.1412537 0.02243125
0.1428893 0.0219625
0.1445439 0.0218375
0.1462177 0.021725
0.1479108 0.02146875
0.1496235 0.02143125
