%m vratio
0.1513561 0.02148125
0.1531087 0.02153125
0.1548816 0.0215125
0.156675 0.02146875
0.1584892 0.02165
0.1603245 0.02214375
0.1621809 0.0223375
0.1640589 0.02305625
0.1659586 0.02296875
0.1678803 0.02316875
0.1698243 0.02335
0.1717908 0.0238625
0.17378 0.02354375
0.1757923 0.0236125
0.1778278 0.02386875
0.179887 0.02388125
0.18197 0.02414375
0.1840771 0.0239125
0.1862086 0.0238875
0.1883648 0.0237
0.190546 0.02364375
0.1927524 0.02345625
0.1949843 0.02316875
0.1972422 0.0230125
0.1995261 0.023125
0.2018365 0.0229
0.2041737 0.022925
0.2065379 0.02305
0.2089295 0.0228375
0.2113487 0.0228625
0.2137961 0.023
0.2162717 0.02325625
0.218776 0.02334375
0.2213093 0.0235625
0.2238719 0.02326875
0.2264642 0.0233625
0.2290866 0.0234375
0.2317393 0.02345
0.2344227 0.02331875
0.2371372 0.02329375
0.2398831 0.0235
0.2426608 0.0234875
0.2454707 0.023825
0.2483131 0.02373125
0.2511884 0.023775
0.254097 0.02405
0.2570393 0.02420625
0.2600157 0.02415625
0.2630266 0.02431875
0.2660722 0.02440625
0.2691532 0.0245625
0.2722699 0.02478125
0.2754226 0.024825
0.2786118 0.0249875
0.281838 0.0254375
0.2851015 0.0254875
0.2884029 0.02550625
0.2917424 0.02598125
0.2951206 0.0261625
0.2985379 0.026425
0.3019949 0.026675
0.3054918 0.02688125
0.3090292 0.02701875
0.3126076 0.027375
0.3162274 0.027575
0.3198892 0.0276625
0.3235933 0.0278625
0.3273403 0.02825625
0.3311307 0.02848125
0.3349651 0.02873125
0.3388438 0.02893125
0.3427674 0.02929375
0.3467365 0.029625
0.3507515 0.029975
0.3548129 0.03008125
0.3589215 0.03039375
0.3630776 0.03095625
0.3672818 0.03124375
0.3715348 0.031525
0.3758369 0.03186875
0.3801889 0.0323375
0.3845913 0.03231875
0.3890446 0.0328875
0.3935496 0.0332375
0.3981066 0.03364375
0.4027165 0.033875
0.4073797 0.0344
0.412097 0.0347625
0.4168688 0.0354375
0.4216959 0.03588125
0.4265789 0.0363125
0.4315185 0.03661875
0.4365152 0.036925
0.4415698 0.03735625
0.4466829 0.0382375
0.4518553 0.03835
0.4570875 0.03895
0.4623803 0.039525
0.4677345 0.04015625
0.4731506 0.041025
0.4786294 0.04165
0.4841716 0.04235
0.4897781 0.0426625
0.4954494 0.04338125
0.5011865 0.044075
0.50699 0.04470625
0.5128606 0.04514375
0.5187992 0.04523125
0.5248066 0.04533125
0.5308836 0.045425
0.5370309 0.045875
0.5432495 0.04583125
0.54954 0.04573125
0.5559034 0.0459
0.5623404 0.04598125
0.568852 0.045975
0.575439 0.04613125
0.5821022 0.0458875
0.5888426 0.04611875
0.5956612 0.0462125
0.6025586 0.046325
0.6095359 0.0461375
0.6165939 0.04636875
0.6237338 0.04603125
0.6309562 0.045925
0.6382623 0.04576875
0.6456531 0.0454875
0.6531294 0.04539375
0.6606923 0.04515
0.6683427 0.04438125
0.6760817 0.04413125
0.6839104 0.04350625
0.6918297 0.043125
0.6998407 0.0422
0.7079445 0.04166875
0.7161421 0.04088125
0.7244346 0.03994375
0.7328231 0.03895625
0.7413088 0.038125
0.7498928 0.03725
0.7585762 0.03634375
0.76736 0.0355125
0.7762457 0.0344625
0.7852342 0.0339875
0.7943267 0.03280625
0.8035246 0.0321625
0.812829 0.03123125
0.8222411 0.030425
0.8317622 0.02954375
0.8413936 0.02874375
0.8511364 0.0279625
0.8609921 0.0272125
0.870962 0.0263625
0.8810472 0.025775
0.8912493 0.0251625
0.9015695 0.024475
0.9120091 0.02365
0.9225697 0.0230125
0.9332526 0.02266875
0.9440591 0.02205625
0.9549908 0.0216875
0.9660491 0.021225
0.9772354 0.02079375
0.9885513 0.0203375
0.9999982 0.01968125
1.011578 0.01925
1.023291 0.018725
1.03514 0.01809375
1.047127 0.01745625
1.059252 0.01701875
1.071517 0.01669375
1.083925 0.01623125
1.096476 0.015925
1.109173 0.01544375
1.122016 0.0151125
1.135009 0.015025
1.148151 0.01455
1.161446 0.01444375
1.174895 0.0140875
1.1885 0.0138375
1.202262 0.0135625
1.216184 0.01333125
1.230266 0.01339375
1.244512 0.01305
1.258923 0.012775
1.273501 0.01258125
1.288247 0.012425
1.303164 0.0122625
1.318254 0.01205
1.333519 0.01194375
1.34896 0.0116375
1.364581 0.0115
1.380382 0.01128125
1.396366 0.01129375
1.412535 0.01086875
1.428891 0.01091875
1.445437 0.01056875
1.462174 0.01063125
1.479106 0.01053125
1.496233 0.0101875
1.513558 0.0101875
1.531085 0.00995625
1.548814 0.009775
1.566748 0.0096
1.58489 0.00945625
1.603242 0.00935625
1.621807 0.009275
1.640586 0.00895
1.659584 0.00894375
1.678801 0.00865625
1.69824 0.0086125
1.717905 0.00851875
1.737797 0.00818125
1.75792 0.00810625
1.778276 0.008125
1.798867 0.007925
1.819697 0.0077
1.840768 0.00761875
1.862083 0.007575
1.883645 0.0074
1.905457 0.007175
1.927521 0.0070125
1.94984 0.00708125
1.972418 0.0068125
1.995258 0.00649375
2.018362 0.0064875
2.041734 0.0063625
2.065376 0.0061125
2.089291 0.00608125
2.113484 0.00589375
2.137957 0.00563125
2.162714 0.00566875
2.187757 0.00558125
2.21309 0.00545
2.238716 0.00521875
2.264639 0.00516875
2.290862 0.00514375
2.317389 0.00499375
2.344223 0.00489375
2.371368 0.00478125
2.398827 0.00454375
2.426604 0.00460625
2.454703 0.00444375
2.483127 0.00424375
2.51188 0.0043
2.540967 0.00425625
2.57039 0.003875
2.600153 0.00393125
2.630262 0.00380625
2.660718 0.00364375
2.691528 0.003575
2.722695 0.00355
2.754222 0.0033375
2.786114 0.00323125
2.818376 0.0031125
2.851011 0.002975
2.884024 0.00295
2.91742 0.00286875
2.951202 0.00265
2.985375 0.00255
3.019944 0.00250625
3.054913 0.002375
3.090287 0.0022625
3.126071 0.00224375
3.162269 0.00213125
3.198887 0.0021125
3.235928 0.001925
3.273398 0.0018875
3.311302 0.00186875
3.349646 0.001775
3.388433 0.0017875
3.427669 0.00159375
3.467359 0.0016125
3.507509 0.00161875
3.548124 0.0014375
3.58921 0.00143125
3.630771 0.00131875
3.672813 0.00135625
3.715342 0.001275
3.758364 0.00125
3.801883 0.00113125
3.845907 0.001125
3.890441 0.00114375
3.93549 0.0009875
3.981061 0.001125
4.027159 0.00089375
4.073791 0.0010125
4.120964 0.00091875
4.168682 0.0008125
4.216953 0.00080625
4.265783 0.000825
4.315178 0.00075625
4.365146 0.0007125
4.415691 0.000575
4.466823 0.0006625
4.518546 0.00058125
4.570868 0.0006125
4.623796 0.00056875
4.677338 0.0004875
4.731498 0.0005125
4.786287 0.0004
4.841709 0.0004625
4.897773 0.00039375
4.954487 0.00038125
5.011857 0.00039375
5.069891 0.00029375
5.128598 0.0003
5.187984 0.000275
5.248058 0.00026875
5.308828 0.00029375
5.370301 0.00024375
5.432486 0.00025
5.495392 0.00025625
5.559025 0.00025
5.623395 0.0002125
5.688511 0.000225
5.754381 0.00020625
5.821013 0.0002
5.888418 0.0002125
5.956603 0.00020625
6.025576 0.0002
6.095349 0.00016875
6.16593 0.00015625
6.237328 0.00016875
6.309553 0.00016875
6.382614 0.0001875
6.456521 0.0001625
6.531284 0.00018125
6.606913 0.00016875
6.683417 0.00015625
6.760808 0.00018125
6.839094 0.0001875
6.918286 0.00015625
6.998397 0.00014375
7.079434 0.0001125
7.16141 0.0001375
7.244335 0.0001375
7.32822 0.00011875
7.413077 0.00016875
7.498917 0.00011875
7.585749 0.00011875
7.673588 9.375e-05
7.762445 9.375e-05
7.852328 0.00010625
7.943254 7.5e-05
8.035233 8.75e-05
8.128276 0.0001
8.222398 8.125e-05
8.317609 7.5e-05
8.41392 6.875e-05
8.51135 7.5e-05
8.609907 4.375e-05
8.709604 6.875e-05
8.810457 0.0001
8.912478 8.125e-05
9.015678 6.875e-05
9.120075 5.625e-05
9.225681 4.375e-05
9.332508 6.25e-05
9.440575 6.875e-05
9.549891 5.625e-05
9.660473 5e-05
9.772336 4.375e-05
9.885495 4.375e-05
