%a vratio
0.0 0.000335
0.0625 0.000225
0.125 0.000195
0.1875 0.000190
0.25 0.000195
0.3125 0.000155
0.375 0.000170
0.4375 0.000165
0.5 0.000165
0.5625 0.000115
0.625 0.000155
0.6875 0.000160
0.75 0.000085
0.8125 0.000070
0.875 0.000075
0.9375 0.000060
1.0 0.000075
1.0625 0.000085
1.125 0.000060
1.1875 0.000080
1.25 0.000065
1.3125 0.000085
1.375 0.000040
1.4375 0.000050
1.5 0.000045
1.5625 0.000020
1.625 0.000015
1.6875 0.000020
1.75 0.000030
1.8125 0.000010
1.875 0.000030
1.9375 0.000010
2.0 0.000035
2.0625 0.000030
2.125 0.000030
2.1875 0.000015
2.25 0.000015
2.3125 0.000035
2.375 0.000015
2.4375 0.000030
2.5 0.000045
2.5625 0.000055
2.625 0.000070
2.6875 0.000040
2.75 0.000050
2.8125 0.000055
2.875 0.000085
2.9375 0.000120
3.0 0.000115
3.0625 0.000115
3.125 0.000095
3.1875 0.000155
3.25 0.000165
3.3125 0.000155
3.375 0.000180
3.4375 0.000215
3.5 0.000210
3.5625 0.000250
3.625 0.000280
3.6875 0.000275
3.75 0.000370
3.8125 0.000420
3.875 0.000300
3.9375 0.000405
4.0 0.000435
4.0625 0.000475
4.125 0.000575
4.1875 0.000655
4.25 0.000635
4.3125 0.000730
4.375 0.000690
4.4375 0.000805
4.5 0.000820
4.5625 0.000920
4.625 0.000970
4.6875 0.001185
4.75 0.001275
4.8125 0.001335
4.875 0.001345
4.9375 0.001330
5.0 0.001470
5.0625 0.001520
5.125 0.001510
5.1875 0.001705
5.25 0.001620
5.3125 0.001820
5.375 0.001860
5.4375 0.001955
5.5 0.002065
5.5625 0.002230
5.625 0.002265
5.6875 0.002385
5.75 0.002325
5.8125 0.002410
5.875 0.002475
5.9375 0.002740
6.0 0.002810
6.0625 0.003025
6.125 0.003120
6.1875 0.003390
6.25 0.003680
6.3125 0.003690
6.375 0.004050
6.4375 0.004495
6.5 0.004790
6.5625 0.005095
6.625 0.005385
6.6875 0.005740
6.75 0.005970
6.8125 0.006030
6.875 0.006685
6.9375 0.006600
7.0 0.006995
7.0625 0.007680
7.125 0.008315
7.1875 0.009575
7.25 0.009000
7.3125 0.009375
7.375 0.009960
7.4375 0.011525
7.5 0.012580
7.5625 0.013135
7.625 0.014325
7.6875 0.014315
7.75 0.014175
7.8125 0.014280
7.875 0.014280
7.9375 0.013945
8.0 0.014000
8.0625 0.013590
8.125 0.013705
8.1875 0.013425
8.25 0.012890
8.3125 0.013805
8.375 0.013415
8.4375 0.013905
8.5 0.013545
8.5625 0.013775
8.625 0.014050
8.6875 0.013710
8.75 0.013755
8.8125 0.013355
8.875 0.013765
8.9375 0.013290
9.0 0.013300
9.0625 0.013750
9.125 0.013555
9.1875 0.014045
9.25 0.013910
9.3125 0.014055
9.375 0.014825
9.4375 0.014525
9.5 0.014670
9.5625 0.014445
9.625 0.014795
9.6875 0.014815
9.75 0.015215
9.8125 0.015455
9.875 0.015280
9.9375 0.015595
10.0 0.015295
10.0625 0.015930
10.125 0.016035
10.1875 0.016665
10.25 0.016795
10.3125 0.016810
10.375 0.016860
10.4375 0.016605
10.5 0.017060
10.5625 0.017030
10.625 0.017180
10.6875 0.016970
10.75 0.016990
10.8125 0.016980
10.875 0.016025
10.9375 0.016400
11.0 0.016230
11.0625 0.016690
11.125 0.016685
11.1875 0.016120
11.25 0.016285
11.3125 0.016180
11.375 0.015990
11.4375 0.015815
11.5 0.015975
11.5625 0.015980
11.625 0.015290
11.6875 0.015775
11.75 0.015350
11.8125 0.015500
11.875 0.015660
11.9375 0.015555
12.0 0.015145
12.0625 0.015880
12.125 0.016175
12.1875 0.015545
12.25 0.015635
12.3125 0.015895
12.375 0.015960
12.4375 0.015570
12.5 0.016240
12.5625 0.016225
12.625 0.015745
12.6875 0.015395
12.75 0.015895
12.8125 0.015735
12.875 0.015730
12.9375 0.015585
13.0 0.015430
13.0625 0.016020
13.125 0.015735
13.1875 0.016015
13.25 0.015720
13.3125 0.015855
13.375 0.015850
13.4375 0.015765
13.5 0.015325
13.5625 0.015450
13.625 0.015695
13.6875 0.015260
13.75 0.015550
13.8125 0.015320
13.875 0.015005
13.9375 0.015320
14.0 0.015540
14.0625 0.015475
14.125 0.015710
14.1875 0.015495
14.25 0.015695
14.3125 0.015650
14.375 0.015425
14.4375 0.015355
14.5 0.015655
14.5625 0.015505
14.625 0.015725
14.6875 0.016240
14.75 0.015805
14.8125 0.015930
14.875 0.015860
14.9375 0.015940
15.0 0.016575
15.0625 0.016255
15.125 0.016050
15.1875 0.016075
15.25 0.016155
15.3125 0.016285
15.375 0.016750
15.4375 0.016250
15.5 0.016435
15.5625 0.016700
15.625 0.016335
15.6875 0.016550
15.75 0.016065
15.8125 0.016315
15.875 0.016350
15.9375 0.016280
16.0 0.016015
16.0625 0.016705
16.125 0.016265
16.1875 0.016110
16.25 0.016435
16.3125 0.016630
16.375 0.016640
16.4375 0.016750
16.5 0.016610
16.5625 0.016935
16.625 0.016275
16.6875 0.016365
16.75 0.016325
16.8125 0.016480
16.875 0.016605
16.9375 0.016825
17.0 0.016615
17.0625 0.016330
17.125 0.016470
17.1875 0.016565
17.25 0.016085
17.3125 0.016090
17.375 0.016355
17.4375 0.015410
17.5 0.015950
17.5625 0.016185
17.625 0.015850
17.6875 0.016225
17.75 0.015645
17.8125 0.015395
17.875 0.015610
17.9375 0.015385
18.0 0.014865
18.0625 0.014815
18.125 0.015155
18.1875 0.014935
18.25 0.015230
18.3125 0.015160
18.375 0.014895
18.4375 0.015160
18.5 0.015325
18.5625 0.015175
18.625 0.014765
18.6875 0.015005
18.75 0.015100
18.8125 0.014820
18.875 0.015155
18.9375 0.014475
19.0 0.014675
19.0625 0.014430
19.125 0.014250
19.1875 0.014395
19.25 0.014400
19.3125 0.014740
19.375 0.014670
19.4375 0.014365
19.5 0.014440
19.5625 0.014415
19.625 0.014280
19.6875 0.014315
19.75 0.014210
19.8125 0.014045
19.875 0.014070
19.9375 0.014070
20.0 0.013970
20.0625 0.014200
20.125 0.014010
20.1875 0.014175
20.25 0.013830
20.3125 0.013695
20.375 0.014000
20.4375 0.014055
20.5 0.013605
20.5625 0.013445
