%a vratio
20.625 0.014030
20.6875 0.013665
20.75 0.013585
20.8125 0.013680
20.875 0.013420
20.9375 0.013265
21.0 0.013690
21.0625 0.013310
21.125 0.013240
21.1875 0.013270
21.25 0.013455
21.3125 0.012690
21.375 0.012890
21.4375 0.013010
21.5 0.012615
21.5625 0.012970
21.625 0.012895
21.6875 0.013000
21.75 0.012605
21.8125 0.012325
21.875 0.012905
21.9375 0.012465
22.0 0.012160
22.0625 0.012360
22.125 0.012470
22.1875 0.012180
22.25 0.011855
22.3125 0.012145
22.375 0.011925
22.4375 0.011900
22.5 0.012085
22.5625 0.012030
22.625 0.011830
22.6875 0.011990
22.75 0.011855
22.8125 0.012060
22.875 0.011970
22.9375 0.011580
23.0 0.011795
23.0625 0.011710
23.125 0.011640
23.1875 0.011520
23.25 0.011335
23.3125 0.011405
23.375 0.011400
23.4375 0.011420
23.5 0.011455
23.5625 0.011405
23.625 0.011410
23.6875 0.011045
23.75 0.011205
23.8125 0.011225
23.875 0.011245
23.9375 0.010515
24.0 0.010805
24.0625 0.010980
24.125 0.011005
24.1875 0.010855
24.25 0.011010
24.3125 0.010750
24.375 0.010290
24.4375 0.010670
24.5 0.010610
24.5625 0.010275
24.625 0.010345
24.6875 0.010215
24.75 0.009905
24.8125 0.010085
24.875 0.009950
24.9375 0.009795
