%a vratio
16.9375 0.00534375
17.0 0.00536875
17.0625 0.00525
17.125 0.0050875
17.1875 0.0050625
17.25 0.00545
17.3125 0.00506875
17.375 0.0056625
17.4375 0.00535625
17.5 0.0053375
17.5625 0.0054625
17.625 0.00540625
17.6875 0.005425
17.75 0.0054375
17.8125 0.00541875
17.875 0.00526875
17.9375 0.00534375
18.0 0.005075
18.0625 0.00526875
18.125 0.00569375
18.1875 0.00523125
18.25 0.00539375
18.3125 0.0055
18.375 0.00549375
18.4375 0.00568125
18.5 0.00575
18.5625 0.00551875
18.625 0.005625
18.6875 0.005525
18.75 0.00575625
18.8125 0.005775
18.875 0.00573125
18.9375 0.00555625
19.0 0.00541875
19.0625 0.00569375
19.125 0.0057875
19.1875 0.0055875
19.25 0.00564375
19.3125 0.0054875
19.375 0.00541875
19.4375 0.0054375
19.5 0.0054375
19.5625 0.00566875
19.625 0.0055875
19.6875 0.00525
19.75 0.005325
19.8125 0.0055375
19.875 0.00533125
19.9375 0.0054125
20.0 0.00485625
20.0625 0.00516875
20.125 0.005175
20.1875 0.0053375
20.25 0.00508125
20.3125 0.00489375
20.375 0.0052625
20.4375 0.00543125
20.5 0.0053625
20.5625 0.00520625
20.625 0.00551875
20.6875 0.00533125
20.75 0.0052375
20.8125 0.00520625
20.875 0.00480625
20.9375 0.0050625
21.0 0.0052375
21.0625 0.00500625
21.125 0.005
21.1875 0.00525
21.25 0.0050125
21.3125 0.00485
21.375 0.00508125
21.4375 0.00514375
21.5 0.0049625
21.5625 0.00505625
21.625 0.00505625
21.6875 0.00495625
21.75 0.00483125
21.8125 0.005125
21.875 0.0050875
21.9375 0.005025
22.0 0.00516875
22.0625 0.0050875
22.125 0.00515625
22.1875 0.00523125
22.25 0.004975
22.3125 0.005175
22.375 0.00500625
22.4375 0.00510625
22.5 0.00531875
22.5625 0.00503125
22.625 0.0053
22.6875 0.00565
22.75 0.00545625
22.8125 0.00540625
22.875 0.0051125
22.9375 0.0053375
23.0 0.005375
23.0625 0.0052875
23.125 0.0055875
23.1875 0.00523125
23.25 0.00551875
23.3125 0.00521875
23.375 0.00511875
23.4375 0.0052375
23.5 0.005425
23.5625 0.0052625
23.625 0.00504375
23.6875 0.00544375
23.75 0.00503125
23.8125 0.00541875
23.875 0.00549375
23.9375 0.00534375
24.0 0.0054
24.0625 0.00558125
24.125 0.005325
24.1875 0.00523125
24.25 0.00483125
24.3125 0.0052
24.375 0.00525
24.4375 0.00546875
24.5 0.0057125
24.5625 0.00543125
24.625 0.0053
24.6875 0.0051375
24.75 0.005025
24.8125 0.00524375
24.875 0.005425
