%m vratio
0.01 0.0
0.0101742 0.0
0.01035142 0.0
0.01053174 0.0
0.0107152 0.0
0.01090185 0.0
0.01109176 0.0
0.01128497 0.0
0.01148155 0.0
0.01168155 0.0
0.01188504 0.0
0.01209207 0.0
0.01230271 0.0
0.01251701 0.0
0.01273505 0.0
0.01295689 0.0
0.01318259 0.0
0.01341223 0.0
0.01364586 0.0
0.01388356 0.0
0.01412541 0.0
0.01437147 0.0
0.01462181 0.0
0.01487651 0.0
0.01513566 0.0
0.01539931 0.0
0.01566756 0.0
0.01594048 0.0
0.01621816 0.0
0.01650067 0.0
0.0167881 0.0
0.01708054 0.0
0.01737808 0.0
0.01768079 0.0
0.01798878 0.0
0.01830214 0.0
0.01862095 0.0
0.01894532 0.0
0.01927534 1.25e-05
0.0196111 3.75e-05
0.01995272 7.5e-05
0.02030029 0.00011875
0.02065391 0.00015
0.02101369 0.00018125
0.02137974 0.00021875
0.02175216 0.000275
0.02213107 0.00033125
0.02251658 0.000375
0.02290881 0.0004375
0.02330787 0.00048125
0.02371388 0.00059375
0.02412696 0.000725
0.02454724 0.00090625
0.02497484 0.001075
0.02540989 0.00128125
0.02585252 0.00151875
0.02630286 0.0014875
0.02676104 0.00174375
0.0272272 0.0019375
0.02770149 0.0021
0.02818403 0.0023625
0.02867498 0.002575
0.02917449 0.00281875
0.02968269 0.0030625
0.03019975 0.00334375
0.03072581 0.0034625
0.03126104 0.00393125
0.03180559 0.0041375
0.03235963 0.004425
0.03292332 0.00465
0.03349683 0.00505625
0.03408033 0.005375
0.03467399 0.0056375
0.03527799 0.0062375
0.03589251 0.00643125
0.03651774 0.006825
0.03715386 0.00728125
0.03780106 0.0074
0.03845954 0.00771875
0.03912948 0.0084
0.0398111 0.00889375
0.04050459 0.00910625
0.04121016 0.00950625
0.04192802 0.01000625
0.04265838 0.0105625
0.04340147 0.01098125
0.04415751 0.0113125
0.0449267 0.0120375
0.0457093 0.0123875
0.04650554 0.01288125
0.04731564 0.0137
0.04813986 0.01446875
0.04897843 0.01495
0.04983161 0.01541875
0.05069965 0.01624375
0.05158281 0.0172125
0.05248135 0.01793125
0.05339555 0.01898125
0.05432568 0.01975625
0.055272 0.020625
0.05623481 0.02159375
0.05721439 0.02274375
0.05821104 0.0235125
0.05922505 0.024075
0.06025672 0.02468125
0.06130636 0.02563125
0.06237428 0.0264625
0.06346081 0.02723125
0.06456626 0.02818125
0.06569098 0.02883125
0.06683528 0.02959375
0.06799952 0.03045625
0.06918404 0.03105625
0.07038918 0.0317875
0.07161532 0.03249375
0.07286283 0.0332375
0.07413206 0.0343875
0.0754234 0.03503125
0.07673724 0.0359
0.07807396 0.03680625
0.07943398 0.03768125
0.08081768 0.0383
0.08222548 0.03888125
0.0836578 0.039725
0.08511508 0.040375
0.08659774 0.0407625
0.08810623 0.041425
0.08964099 0.0420625
0.0912025 0.04283125
0.09279119 0.04324375
0.09440757 0.044125
0.0960521 0.0449125
0.09772528 0.04541875
0.0994276 0.04623125
0.1011596 0.04664375
0.1029217 0.0475125
0.1047145 0.04900625
0.1065386 0.048175
0.1083944 0.0483875
0.1102826 0.04910625
0.1122036 0.049475
0.1141581 0.0495625
0.1161467 0.05013125
0.1181699 0.050225
0.1202284 0.05023125
0.1223227 0.05038125
0.1244534 0.05044375
0.1266213 0.05040625
0.128827 0.05079375
0.1310711 0.0510625
0.1333542 0.05124375
0.1356772 0.05188125
0.1380406 0.05213125
0.1404452 0.05284375
0.1428916 0.0529
0.1453807 0.0537
0.1479132 0.0538
0.1504897 0.05398125
0.1531111 0.05431875
0.1557782 0.0544625
0.1584918 0.05459375
0.1612526 0.054475
0.1640615 0.0543875
0.1669194 0.05400625
0.169827 0.05386875
0.1727853 0.05350625
0.1757951 0.05276875
0.1788573 0.051925
0.1819729 0.05130625
0.1851428 0.050325
0.1883678 0.04993125
0.1916491 0.0494375
0.1949875 0.0488125
0.198384 0.0484625
0.2018397 0.04768125
0.2053557 0.0473625
0.2089328 0.0467375
0.2125723 0.04565625
0.2162752 0.04459375
0.2200425 0.0433625
0.2238755 0.042625
0.2277753 0.041125
0.231743 0.04014375
0.2357798 0.03974375
0.2398869 0.038775
0.2440656 0.038275
0.2483171 0.037975
0.2526426 0.0375875
0.2570435 0.0372375
0.261521 0.03699375
0.2660765 0.03631875
0.2707114 0.0354
0.275427 0.03485
0.2802248 0.03435
0.2851061 0.03363125
0.2900725 0.0330625
0.2951254 0.03234375
0.3002662 0.0319625
0.3054967 0.0309125
0.3108183 0.03028125
0.3162325 0.02909375
0.3217411 0.0283
0.3273456 0.02771875
0.3330477 0.02711875
0.3388492 0.02681875
0.3447517 0.02615625
0.3507571 0.026175
0.356867 0.0261875
0.3630835 0.026075
0.3694081 0.0256125
0.375843 0.0253
0.3823899 0.02493125
0.3890509 0.02485
0.3958279 0.02465625
0.402723 0.02424375
0.4097381 0.023875
0.4168755 0.0236375
0.4241372 0.02345625
0.4315254 0.02356875
0.4390423 0.02370625
0.4466901 0.02379375
0.4544712 0.0237
0.4623878 0.02396875
0.4704423 0.02430625
0.4786371 0.02458125
0.4869746 0.0250875
0.4954574 0.02575625
0.5040879 0.025925
0.5128688 0.02593125
0.5218027 0.02614375
0.5308921 0.025675
0.5401399 0.02653125
0.5495488 0.0270875
0.5591216 0.027825
0.5688611 0.02835
0.5787703 0.0286125
0.5888521 0.0293375
0.5991095 0.0298875
0.6095456 0.03049375
0.6201635 0.03129375
0.6309664 0.0318875
0.6419574 0.031725
0.6531399 0.0316
0.6645172 0.03155
0.6760926 0.03160625
0.6878697 0.03121875
0.6998519 0.03110625
0.7120429 0.030675
0.7244462 0.03000625
0.7370656 0.028175
0.7499048 0.02703125
0.7629677 0.02568125
0.7762581 0.02440625
0.78978 0.02334375
0.8035375 0.0223875
0.8175346 0.02140625
0.8317755 0.02026875
0.8462645 0.0194125
0.861006 0.0184125
0.8760041 0.01753125
0.8912635 0.01661875
0.9067888 0.0158
0.9225845 0.01495
0.9386553 0.01435
0.9550061 0.0136875
0.9716417 0.01303125
0.9885671 0.01241875
1.005787 0.01153125
1.023307 0.01121875
1.041133 0.01084375
1.059269 0.00995625
1.077721 0.00970625
1.096494 0.00908125
1.115594 0.00871875
1.135027 0.008225
1.154798 0.00791875
1.174914 0.00776875
1.19538 0.00748125
1.216203 0.00740625
1.237389 0.00733125
1.258943 0.0073125
1.280873 0.0072375
1.303185 0.0071375
1.325886 0.00694375
1.348982 0.0065625
1.37248 0.0062625
1.396388 0.00610625
1.420712 0.0059875
1.44546 0.0058125
1.470639 0.00576875
1.496257 0.00565625
1.522321 0.0054375
1.548838 0.00528125
1.575818 0.00501875
1.603268 0.005075
1.631196 0.004775
1.65961 0.004725
1.688519 0.00454375
1.717932 0.0043625
1.747858 0.0043125
1.778304 0.004175
1.809281 0.00385
1.840798 0.00373125
1.872863 0.00346875
1.905487 0.00320625
1.938679 0.0030875
1.97245 0.002825
2.006809 0.002775
2.041766 0.00248125
2.077332 0.0023625
2.113518 0.00223125
2.150334 0.002275
2.187792 0.0022
2.225902 0.00223125
2.264675 0.00209375
2.304125 0.00198125
2.344261 0.0018625
2.385096 0.00183125
2.426643 0.0017375
2.468914 0.00163125
2.511921 0.001675
2.555677 0.00161875
2.600195 0.00149375
2.645489 0.0015125
2.691571 0.00148125
2.738457 0.001475
2.786159 0.00138125
2.834692 0.00145625
2.88407 0.00145625
2.934309 0.0014125
2.985423 0.001525
3.037427 0.0014375
3.090337 0.0015125
3.144169 0.00139375
3.198938 0.00141875
3.254662 0.0014125
3.311356 0.00140625
3.369037 0.00135
3.427724 0.00145
3.487432 0.00126875
3.548181 0.00140625
3.609988 0.0013
3.672872 0.00136875
3.736851 0.00124375
3.801944 0.0012625
3.868172 0.00126875
3.935553 0.00119375
4.004107 0.0011875
4.073856 0.0011375
4.144821 0.00115625
4.217021 0.001075
4.290478 0.00099375
4.365216 0.00101875
4.441255 0.00088125
4.518619 0.0008875
4.59733 0.00088125
4.677413 0.000775
4.75889 0.0007625
4.841787 0.0007625
4.926127 0.00070625
5.011938 0.000625
5.099242 0.00060625
5.188068 0.000575
5.27844 0.0005875
5.370388 0.00049375
5.463936 0.00055625
5.559114 0.00055
5.655951 0.00060625
5.754474 0.00056875
5.854712 0.00060625
5.956698 0.0006375
6.06046 0.00063125
6.166029 0.00074375
6.273437 0.00068125
6.382717 0.00070625
6.493899 0.0007
6.607018 0.00073125
6.722109 0.00081875
6.839203 0.00070625
6.958338 0.0008
7.079547 0.00079375
7.202869 0.00081875
7.328338 0.00085625
7.455993 0.000875
7.585871 0.0008375
7.718012 0.00088125
7.852455 0.00091875
7.98924 0.00095
8.128407 0.0008625
8.269999 0.000975
8.414057 0.00093125
8.560624 0.00090625
8.709744 0.0008875
8.861463 0.00093125
9.015823 0.00088125
9.172873 0.00096875
9.332659 0.00085625
9.495228 0.00094375
9.660628 0.00090625
9.82891 0.0009125
