%a vratio
11.375 0.00563125
11.4375 0.0054625
11.5 0.00551875
11.5625 0.00548125
11.625 0.00541875
11.6875 0.00539375
11.75 0.00534375
11.8125 0.00539375
11.875 0.0054625
11.9375 0.00548125
12.0 0.00526875
12.0625 0.00535625
12.125 0.00540625
12.1875 0.00564375
12.25 0.0054875
12.3125 0.00531875
12.375 0.00534375
12.4375 0.0055
12.5 0.00553125
12.5625 0.005375
12.625 0.00531875
12.6875 0.00554375
12.75 0.0053625
12.8125 0.00550625
12.875 0.00570625
12.9375 0.00558125
13.0 0.00559375
13.0625 0.00578125
13.125 0.00563125
13.1875 0.005725
13.25 0.0060625
13.3125 0.00591875
13.375 0.005925
13.4375 0.006375
13.5 0.00620625
13.5625 0.0062125
13.625 0.00639375
13.6875 0.00650625
13.75 0.00648125
13.8125 0.00674375
13.875 0.00680625
13.9375 0.00679375
14.0 0.00705
14.0625 0.00706875
14.125 0.0070875
14.1875 0.0070875
14.25 0.00729375
14.3125 0.007525
14.375 0.0075875
14.4375 0.007525
14.5 0.00755
14.5625 0.0075875
14.625 0.00780625
14.6875 0.00764375
14.75 0.00784375
14.8125 0.00815
14.875 0.0082375
14.9375 0.00825
15.0 0.0082875
15.0625 0.00855
15.125 0.0086875
15.1875 0.00880625
15.25 0.00883125
15.3125 0.00908125
15.375 0.00903125
15.4375 0.00934375
15.5 0.00915625
15.5625 0.00943125
15.625 0.00951875
15.6875 0.00978125
15.75 0.009825
15.8125 0.0100625
15.875 0.010075
15.9375 0.0102125
16.0 0.01035625
16.0625 0.01041875
16.125 0.01054375
16.1875 0.01065625
16.25 0.010775
16.3125 0.01086875
16.375 0.01105625
16.4375 0.010925
16.5 0.01111875
16.5625 0.01115
16.625 0.01149375
16.6875 0.01133125
16.75 0.01151875
16.8125 0.0117875
16.875 0.01175
16.9375 0.01151875
17.0 0.0117375
17.0625 0.01189375
17.125 0.0121375
17.1875 0.01194375
17.25 0.01200625
17.3125 0.0120125
17.375 0.01196875
17.4375 0.0121375
17.5 0.01225
17.5625 0.0120875
17.625 0.0122625
17.6875 0.0124625
17.75 0.01218125
17.8125 0.0120875
17.875 0.01214375
17.9375 0.0123125
18.0 0.01214375
18.0625 0.01220625
18.125 0.01225
18.1875 0.01219375
18.25 0.0121125
18.3125 0.01215625
18.375 0.0119625
18.4375 0.01200625
18.5 0.01209375
18.5625 0.01213125
18.625 0.011975
18.6875 0.011975
18.75 0.0119
18.8125 0.01189375
18.875 0.0119375
18.9375 0.011925
19.0 0.01195
19.0625 0.01191875
19.125 0.01165625
19.1875 0.01168125
19.25 0.0118125
19.3125 0.01176875
19.375 0.01165625
19.4375 0.01159375
19.5 0.0116625
19.5625 0.011475
19.625 0.01163125
19.6875 0.01155
19.75 0.01145
19.8125 0.01150625
19.875 0.0115125
19.9375 0.01131875
20.0 0.01124375
20.0625 0.01126875
20.125 0.0111375
20.1875 0.01113125
20.25 0.01106875
20.3125 0.01095625
20.375 0.0109625
20.4375 0.01095
20.5 0.01113125
20.5625 0.011275
20.625 0.0108375
20.6875 0.01075
20.75 0.0106875
20.8125 0.01083125
20.875 0.01089375
20.9375 0.01085
21.0 0.01059375
21.0625 0.01058125
21.125 0.0105375
21.1875 0.01058125
21.25 0.0105125
21.3125 0.01055625
21.375 0.0104125
21.4375 0.01039375
21.5 0.01035
21.5625 0.01034375
21.625 0.0104
21.6875 0.0102625
21.75 0.01038125
21.8125 0.01038125
21.875 0.01026875
21.9375 0.0103125
22.0 0.01033125
22.0625 0.01031875
22.125 0.010225
22.1875 0.01016875
22.25 0.01010625
22.3125 0.01028125
22.375 0.0102125
22.4375 0.01015
22.5 0.010175
22.5625 0.0101625
22.625 0.01009375
22.6875 0.010025
22.75 0.01
22.8125 0.0099875
22.875 0.0101375
22.9375 0.00996875
23.0 0.00995
23.0625 0.00994375
23.125 0.0098625
23.1875 0.00995
23.25 0.009975
23.3125 0.00993125
23.375 0.009925
23.4375 0.009925
23.5 0.0098375
23.5625 0.009775
23.625 0.00971875
23.6875 0.00964375
23.75 0.0096625
23.8125 0.009675
23.875 0.0097
23.9375 0.00965625
24.0 0.0096125
24.0625 0.0096125
24.125 0.0095125
24.1875 0.0094875
24.25 0.0094625
24.3125 0.00935
24.375 0.00934375
24.4375 0.0093125
24.5 0.00938125
24.5625 0.009425
24.625 0.0092875
24.6875 0.0092375
24.75 0.009175
24.8125 0.00909375
24.875 0.00911875
24.9375 0.009175
