%a vratio
0.0 0.0002625
0.0625 0.00021875
0.125 0.00020625
0.1875 0.000175
0.25 0.00015
0.3125 0.000125
0.375 0.00011875
0.4375 0.000125
0.5 0.00011875
0.5625 0.0001125
0.625 0.0001125
0.6875 0.0001125
0.75 0.000125
0.8125 0.0001375
0.875 0.0001375
0.9375 0.00013125
1.0 0.00011875
1.0625 0.00010625
1.125 0.0001
1.1875 8.75e-05
1.25 7.5e-05
1.3125 4.375e-05
1.375 1.875e-05
1.4375 0.0
1.5 0.0
1.5625 0.0
1.625 0.0
1.6875 0.0
1.75 0.0
1.8125 0.0
1.875 0.0
1.9375 0.0
2.0 0.0
2.0625 0.0
2.125 0.0
2.1875 0.0
2.25 0.0
2.3125 0.0
2.375 0.0
2.4375 0.0
2.5 0.0
2.5625 0.0
2.625 0.0
2.6875 6.25e-06
2.75 1.25e-05
2.8125 6.25e-05
2.875 7.5e-05
2.9375 0.000175
3.0 0.00025625
3.0625 0.00033125
3.125 0.0003875
3.1875 0.0004875
3.25 0.00060625
3.3125 0.00081875
3.375 0.000875
3.4375 0.001025
3.5 0.00114375
3.5625 0.0009875
3.625 0.00113125
3.6875 0.0009125
3.75 0.00079375
3.8125 0.00074375
3.875 0.0007625
3.9375 0.0008
4.0 0.000775
4.0625 0.0007875
4.125 0.00094375
4.1875 0.001325
4.25 0.0015
4.3125 0.00171875
4.375 0.00176875
4.4375 0.001625
4.5 0.00146875
4.5625 0.00105625
4.625 0.00100625
4.6875 0.00095625
4.75 0.00089375
4.8125 0.00104375
4.875 0.00105625
4.9375 0.00101875
5.0 0.00128125
5.0625 0.00126875
5.125 0.00143125
5.1875 0.0015
5.25 0.00145625
5.3125 0.001525
5.375 0.00185
5.4375 0.0018875
5.5 0.00168125
5.5625 0.002025
5.625 0.001975
5.6875 0.00209375
5.75 0.0022625
5.8125 0.00240625
5.875 0.0024625
5.9375 0.00266875
6.0 0.002775
6.0625 0.00284375
6.125 0.00306875
6.1875 0.00315
6.25 0.00346875
6.3125 0.0036375
6.375 0.0039625
6.4375 0.004275
6.5 0.00405625
6.5625 0.0042375
6.625 0.00433125
6.6875 0.003775
6.75 0.00395
6.8125 0.00366875
6.875 0.003525
6.9375 0.0035625
7.0 0.0036375
7.0625 0.00385
7.125 0.00385
7.1875 0.0043375
7.25 0.00440625
7.3125 0.00426875
7.375 0.0046375
7.4375 0.00469375
7.5 0.00480625
7.5625 0.00481875
7.625 0.00495625
7.6875 0.00503125
7.75 0.00504375
7.8125 0.00495625
7.875 0.0048375
7.9375 0.0048125
8.0 0.00466875
8.0625 0.00479375
8.125 0.0049625
8.1875 0.00496875
8.25 0.00509375
8.3125 0.00514375
8.375 0.00505625
8.4375 0.005025
8.5 0.00529375
8.5625 0.00511875
8.625 0.00509375
8.6875 0.00518125
8.75 0.00505625
8.8125 0.0050625
8.875 0.00508125
8.9375 0.00516875
9.0 0.005125
9.0625 0.0050375
9.125 0.004925
9.1875 0.00489375
9.25 0.00493125
9.3125 0.00500625
9.375 0.0048125
9.4375 0.0048375
9.5 0.00486875
9.5625 0.0049375
9.625 0.004825
9.6875 0.00506875
9.75 0.00524375
9.8125 0.00525625
9.875 0.00535625
9.9375 0.00538125
10.0 0.005125
10.0625 0.0054125
10.125 0.005025
10.1875 0.00515625
10.25 0.004925
10.3125 0.00498125
10.375 0.00511875
10.4375 0.00505625
10.5 0.00505625
10.5625 0.00514375
10.625 0.0051
10.6875 0.0052125
10.75 0.00535625
10.8125 0.0053625
10.875 0.005375
10.9375 0.005225
11.0 0.00530625
11.0625 0.00530625
11.125 0.00556875
11.1875 0.0056125
11.25 0.00543125
11.3125 0.00558125
