%m vratio
0.1445439 0.02736875
0.1462177 0.02711875
0.1479108 0.02716875
0.1496235 0.0271125
0.1513561 0.027375
0.1531087 0.02700625
0.1548816 0.0271
0.156675 0.02755
0.1584892 0.026475
0.1603245 0.02655625
0.1621809 0.0262875
0.1640589 0.02626875
0.1659586 0.02610625
0.1678803 0.02658125
0.1698243 0.0262375
0.1717907 0.0255
0.17378 0.02583125
0.1757923 0.02589375
0.1778278 0.02560625
0.179887 0.02453125
0.18197 0.02504375
0.1840771 0.02491875
0.1862086 0.02464375
0.1883648 0.02354375
0.190546 0.02344375
0.1927524 0.02329375
0.1949843 0.0225
0.1972421 0.02313125
0.1995261 0.02298125
0.2018365 0.02289375
0.2041737 0.02228125
0.2065379 0.02200625
0.2089295 0.0216
0.2113488 0.02145
0.213796 0.02108125
0.2162717 0.021275
0.218776 0.0210625
0.2213093 0.02041875
0.2238719 0.0205
0.2264643 0.02048125
0.2290866 0.0203125
0.2317393 0.0202
0.2344227 0.0202625
0.2371372 0.0197625
0.2398831 0.01965
0.2426608 0.01938125
0.2454707 0.01921875
0.2483131 0.0194875
0.2511884 0.0190875
0.254097 0.01900625
0.2570393 0.01951875
0.2600157 0.018325
0.2630266 0.01893125
0.2660722 0.01858125
0.2691532 0.01789375
0.2722699 0.01820625
0.2754226 0.0183
0.2786118 0.0172875
0.281838 0.017625
0.2851015 0.0174
0.2884029 0.0177625
0.2917424 0.017275
0.2951206 0.01764375
0.2985379 0.01760625
0.3019949 0.0170375
0.3054918 0.01658125
0.3090292 0.01668125
0.3126076 0.01776875
0.3162274 0.01665625
0.3198892 0.0169375
0.3235933 0.016825
0.3273403 0.017325
0.3311307 0.0173375
0.3349651 0.01736875
0.3388438 0.0170375
0.3427674 0.016875
0.3467364 0.0173625
0.3507515 0.01795625
0.3548129 0.01683125
0.3589215 0.01656875
0.3630776 0.0164625
0.3672819 0.0158
0.3715348 0.01555625
0.3758369 0.0156875
0.3801889 0.01516875
0.3845913 0.01535
0.3890446 0.01555625
0.3935496 0.01565625
0.3981066 0.014775
0.4027165 0.0153625
0.4073797 0.0148
0.412097 0.014825
0.4168688 0.01500625
0.4216959 0.01454375
0.4265789 0.01429375
0.4315185 0.01415625
0.4365152 0.01409375
0.4415698 0.0137875
0.446683 0.01399375
0.4518553 0.01400625
0.4570875 0.01328125
0.4623803 0.0136625
0.4677345 0.01338125
0.4731506 0.0135
0.4786294 0.01356875
0.4841716 0.01429375
0.4897781 0.01390625
0.4954494 0.0137875
0.5011865 0.01368125
0.5069899 0.0135625
0.5128606 0.0132375
0.5187992 0.01345
0.5248066 0.0130125
0.5308836 0.0128625
0.5370309 0.0124375
0.5432494 0.0123625
0.54954 0.01255
0.5559034 0.0121375
0.5623404 0.01229375
0.568852 0.01245
0.575439 0.012275
0.5821022 0.0123125
0.5888426 0.0124375
0.5956611 0.012625
0.6025586 0.0126
0.6095359 0.01343125
0.616594 0.01453125
0.6237338 0.0145375
0.6309562 0.01431875
0.6382623 0.0152375
0.6456531 0.0152
0.6531294 0.0153625
0.6606923 0.01448125
0.6683427 0.014275
0.6760817 0.01421875
0.6839104 0.013625
0.6918297 0.01335625
0.6998407 0.01273125
0.7079445 0.01228125
0.7161421 0.011975
0.7244346 0.01139375
0.7328231 0.0111875
0.7413088 0.0103125
0.7498928 0.01006875
0.7585761 0.0096375
0.76736 0.009725
0.7762457 0.009375
0.7852342 0.00921875
0.7943267 0.009025
0.8035246 0.0085625
0.812829 0.00841875
0.8222411 0.0080375
0.8317622 0.0080625
0.8413936 0.00755
0.8511364 0.00764375
0.8609921 0.00714375
0.870962 0.0075375
0.8810472 0.00725
0.8912493 0.006575
0.9015695 0.0065
0.9120091 0.0064375
0.9225697 0.0062625
0.9332526 0.00613125
0.9440591 0.005975
0.9549908 0.00550625
0.9660491 0.00565625
0.9772354 0.0052625
0.9885513 0.00535625
0.9999982 0.005575
1.011578 0.0054125
1.023291 0.00533125
1.03514 0.005325
1.047127 0.0054
1.059252 0.00489375
1.071517 0.0047375
1.083925 0.00470625
1.096476 0.00474375
1.109173 0.0043625
1.122016 0.00448125
1.135009 0.0045625
1.148151 0.00439375
1.161446 0.0045875
1.174895 0.0044625
1.1885 0.00445
1.202262 0.0043375
1.216184 0.004
1.230266 0.00421875
1.244512 0.00395
1.258923 0.0042375
1.273501 0.00393125
1.288247 0.0042
1.303164 0.004175
1.318254 0.003975
1.333519 0.00405
1.34896 0.0039
1.364581 0.00365
1.380382 0.003525
1.396366 0.00354375
1.412535 0.00335
1.428891 0.00403125
1.445437 0.0035
1.462174 0.0036
1.479106 0.00355625
1.496233 0.003525
1.513558 0.00339375
1.531084 0.0034375
1.548814 0.00358125
1.566748 0.00311875
1.58489 0.00323125
1.603242 0.0029625
1.621807 0.00305625
1.640586 0.0032125
1.659584 0.00305625
1.678801 0.00325
1.69824 0.00311875
1.717905 0.00324375
1.737797 0.0032125
1.75792 0.00340625
1.778276 0.003225
1.798867 0.00315625
1.819697 0.00323125
1.840768 0.0032625
1.862083 0.0032875
1.883645 0.00315625
1.905457 0.0031375
1.927521 0.00289375
1.94984 0.00301875
1.972418 0.00291875
1.995258 0.002975
2.018362 0.00275625
2.041734 0.0026625
2.065376 0.00270625
2.089292 0.0024125
2.113484 0.00244375
2.137957 0.00221875
2.162714 0.00230625
2.187757 0.0020875
2.21309 0.002325
2.238716 0.0020125
2.264639 0.00198125
2.290862 0.00214375
2.317389 0.002
2.344223 0.0020625
2.371368 0.0019875
2.398827 0.00193125
2.426604 0.001925
2.454703 0.00178125
2.483127 0.0020125
2.51188 0.0019375
2.540967 0.00185625
2.57039 0.0017625
2.600153 0.00200625
2.630262 0.00175625
2.660718 0.001725
2.691528 0.00174375
2.722695 0.0017
2.754222 0.0017875
2.786114 0.00176875
2.818376 0.00160625
2.851011 0.0018875
2.884024 0.0015
2.91742 0.00168125
2.951202 0.00170625
2.985375 0.00151875
3.019944 0.00175625
3.054913 0.00166875
3.090287 0.001625
3.126071 0.0017875
3.162269 0.001725
3.198887 0.00154375
3.235928 0.00164375
3.273398 0.00173125
3.311302 0.0016125
3.349645 0.00160625
3.388433 0.001525
3.427669 0.00168125
3.467359 0.001625
3.507509 0.0014
3.548124 0.00158125
3.58921 0.00158125
3.630771 0.00164375
3.672813 0.0016
3.715342 0.0015125
3.758364 0.001625
3.801883 0.00161875
3.845907 0.00154375
3.89044 0.00141875
3.93549 0.0014
3.981061 0.00138125
4.027159 0.001475
4.073791 0.0013375
4.120964 0.001325
4.168682 0.001375
4.216953 0.00124375
4.265783 0.0013
4.315178 0.00145
4.365146 0.00121875
4.415691 0.00106875
4.466823 0.00129375
4.518546 0.00116875
4.570868 0.00105625
4.623796 0.00110625
4.677338 0.00101875
4.731498 0.0011125
4.786286 0.0010375
4.841709 0.00113125
4.897773 0.001175
4.954487 0.0009375
5.011857 0.0009875
5.069891 0.001
5.128598 0.0008125
5.187984 0.00091875
5.248058 0.00103125
5.308828 0.00075
5.370301 0.0008125
5.432487 0.000975
5.495391 0.000825
5.559025 0.0008875
5.623395 0.00081875
5.688511 0.0009125
5.754381 0.0007625
5.821013 0.00071875
5.888418 0.00091875
5.956602 0.0008
6.025577 0.00073125
6.095349 0.00088125
6.16593 0.00076875
6.237328 0.000625
6.309553 0.0006375
6.382614 0.00075625
6.456521 0.00075625
6.531284 0.0007
6.606913 0.000675
6.683417 0.00065
6.760807 0.00064375
6.839094 0.000525
6.918286 0.000625
6.998396 0.00068125
7.079434 0.0005875
7.16141 0.00054375
7.244335 0.00056875
7.32822 0.00051875
7.413077 0.00051875
7.498916 0.00055625
7.58575 0.00063125
7.673588 0.0005375
7.762444 0.00055625
7.852329 0.00064375
7.943254 0.000475
8.035233 0.00055
8.128277 0.0005
8.222398 0.0004875
8.317608 0.000525
8.413921 0.0004
8.51135 0.0004625
8.609907 0.00048125
8.709605 0.00054375
8.810457 0.0003375
8.912477 0.0004375
9.015678 0.000475
9.120075 0.00048125
9.22568 0.00031875
9.332509 0.0004375
9.440575 0.0004125
9.549891 0.00040625
9.660473 0.000375
9.772336 0.0003125
9.885494 0.000325
