%m vratio
0.01 0.0
0.01023293 0.0
0.01047129 0.00045625
0.01071519 0.0
0.01096478 1.25e-05
0.01122018 3.125e-05
0.01148153 2.5e-05
0.01174897 9.375e-05
0.01202264 0.00011875
0.01230269 0.0001
0.01258925 0.00019375
0.01288249 0.0002125
0.01318256 0.00034375
0.01348963 0.00040625
0.01380384 0.00045625
0.01412537 0.0005875
0.01445439 0.00074375
0.01479108 0.000875
0.01513561 0.0010125
0.01548816 0.00115
0.01584893 0.00143125
0.01621809 0.0017125
0.01659586 0.0017625
0.01698243 0.0022125
0.017378 0.00238125
0.01778278 0.0027375
0.018197 0.00309375
0.01862086 0.0034625
0.0190546 0.0039625
0.01949843 0.0042
0.01995261 0.00448125
0.02041737 0.0046125
0.02089295 0.004825
0.0213796 0.0056
0.0218776 0.00566875
0.02238719 0.0058625
0.02290866 0.00615625
0.02344227 0.006425
0.02398831 0.0069125
0.02454707 0.00701875
0.02511884 0.007375
0.02570393 0.00763125
0.02630266 0.00791875
0.02691532 0.00824375
0.02754226 0.0084625
0.0281838 0.0089375
0.02884029 0.009125
0.02951206 0.00979375
0.03019948 0.009775
0.03090292 0.01014375
0.03162274 0.010225
0.03235933 0.0106375
0.03311307 0.0107375
0.03388438 0.010925
0.03467364 0.01085
0.0354813 0.01174375
0.03630776 0.01155625
0.03715347 0.012275
0.03801889 0.01235625
0.03890447 0.01244375
0.03981066 0.0131375
0.04073797 0.01304375
0.04168688 0.0130375
0.04265789 0.01378125
0.04365152 0.01398125
0.04466829 0.01463125
0.04570875 0.01448125
0.04677344 0.015025
0.04786294 0.0157875
0.04897781 0.01555
0.05011865 0.01629375
0.05128606 0.016775
0.05248066 0.01710625
0.05370309 0.01764375
0.054954 0.01759375
0.05623404 0.01776875
0.0575439 0.01845
0.05888427 0.0186625
0.06025586 0.01915
0.06165939 0.019125
0.06309562 0.02030625
0.06456531 0.02001875
0.06606922 0.0209125
0.06760818 0.02069375
0.06918297 0.0209875
0.07079445 0.02080625
0.07244346 0.021525
0.07413089 0.0218125
0.07585761 0.02216875
0.07762456 0.02263125
0.07943267 0.02263125
0.08128289 0.022975
0.08317621 0.0236875
0.08511363 0.02365625
0.08709618 0.02358125
0.08912491 0.0237125
0.09120089 0.02503125
0.09332523 0.02488125
0.09549905 0.02588125
0.09772351 0.02561875
0.1 0.0262
0.1011579 0.0259375
0.1023293 0.02649375
0.1035142 0.026625
0.1047129 0.0274625
0.1059254 0.026525
0.1071519 0.027175
0.1083927 0.0276625
0.1096478 0.02704375
0.1109175 0.027825
0.1122018 0.02766875
0.1135011 0.02749375
0.1148153 0.027575
0.1161448 0.02673125
0.1174897 0.02730625
0.1188502 0.02745
0.1202264 0.0276
0.1216186 0.0275125
0.1230269 0.02725
0.1244514 0.02733125
0.1258925 0.02711875
0.1273503 0.02756875
0.1288249 0.0271625
0.1303166 0.02733125
0.1318256 0.02733125
0.1333521 0.02736875
0.1348962 0.02688125
0.1364583 0.02720625
0.1380384 0.0269
0.1396368 0.0273625
0.1412537 0.026975
0.1428894 0.0273
