%a vratio
11.5 0.019825
11.5625 0.020010
11.625 0.020040
11.6875 0.019900
11.75 0.020200
11.8125 0.020120
11.875 0.020230
11.9375 0.020385
12.0 0.020195
12.0625 0.020640
12.125 0.020515
12.1875 0.020800
12.25 0.020615
12.3125 0.020800
12.375 0.020515
12.4375 0.020875
12.5 0.020900
12.5625 0.020525
12.625 0.020830
12.6875 0.020620
12.75 0.020790
12.8125 0.020905
12.875 0.021020
12.9375 0.021220
13.0 0.021425
13.0625 0.021540
13.125 0.021850
13.1875 0.022000
13.25 0.022075
13.3125 0.022620
13.375 0.022615
13.4375 0.022900
13.5 0.022860
13.5625 0.023140
13.625 0.023300
13.6875 0.023365
13.75 0.023315
13.8125 0.023655
13.875 0.023650
13.9375 0.023600
14.0 0.023605
14.0625 0.023960
14.125 0.023615
14.1875 0.023965
14.25 0.023700
14.3125 0.023610
14.375 0.023525
14.4375 0.023535
14.5 0.023260
14.5625 0.023170
14.625 0.023380
14.6875 0.023640
14.75 0.023245
14.8125 0.023380
14.875 0.023450
14.9375 0.023475
15.0 0.023705
15.0625 0.023840
15.125 0.023400
15.1875 0.023635
15.25 0.023730
15.3125 0.023695
15.375 0.023825
15.4375 0.023885
15.5 0.024020
15.5625 0.023830
15.625 0.024120
15.6875 0.023865
15.75 0.023990
15.8125 0.023875
15.875 0.023955
15.9375 0.024285
16.0 0.024035
16.0625 0.024005
16.125 0.024180
16.1875 0.024170
16.25 0.024050
16.3125 0.024140
16.375 0.024065
16.4375 0.024450
16.5 0.024110
16.5625 0.024235
16.625 0.024300
16.6875 0.024430
16.75 0.024315
16.8125 0.024030
16.875 0.023840
16.9375 0.024220
17.0 0.023980
17.0625 0.024190
17.125 0.024020
17.1875 0.023740
17.25 0.023870
17.3125 0.023715
17.375 0.023705
17.4375 0.023880
17.5 0.023580
17.5625 0.023585
17.625 0.023355
17.6875 0.023235
17.75 0.023415
17.8125 0.023120
17.875 0.022880
17.9375 0.022955
18.0 0.022920
18.0625 0.022920
18.125 0.022635
18.1875 0.022730
18.25 0.022520
18.3125 0.022430
18.375 0.022310
18.4375 0.022305
18.5 0.022185
18.5625 0.022070
18.625 0.021940
18.6875 0.022110
18.75 0.021800
18.8125 0.021785
18.875 0.021505
18.9375 0.021735
19.0 0.021605
19.0625 0.021330
19.125 0.021285
19.1875 0.021165
19.25 0.021035
19.3125 0.020925
19.375 0.020720
19.4375 0.020665
19.5 0.020605
19.5625 0.020595
19.625 0.020435
19.6875 0.020250
19.75 0.020205
19.8125 0.020175
19.875 0.019835
19.9375 0.019785
20.0 0.019865
20.0625 0.019590
20.125 0.019415
20.1875 0.019290
20.25 0.019255
20.3125 0.019220
20.375 0.018965
20.4375 0.018985
20.5 0.018760
20.5625 0.018545
20.625 0.018510
20.6875 0.018460
20.75 0.018380
20.8125 0.018265
20.875 0.018100
20.9375 0.017940
21.0 0.017980
21.0625 0.017835
21.125 0.017710
21.1875 0.017670
21.25 0.017555
21.3125 0.017310
21.375 0.017335
21.4375 0.017100
21.5 0.017100
21.5625 0.017050
21.625 0.016805
21.6875 0.016725
21.75 0.016705
21.8125 0.016775
21.875 0.016525
21.9375 0.016485
22.0 0.016515
22.0625 0.016245
22.125 0.016290
22.1875 0.016320
22.25 0.016090
22.3125 0.015975
22.375 0.016035
22.4375 0.015890
22.5 0.015875
22.5625 0.015765
22.625 0.015655
22.6875 0.015695
22.75 0.015630
22.8125 0.015565
22.875 0.015415
22.9375 0.015375
23.0 0.015335
23.0625 0.015280
23.125 0.015210
23.1875 0.015160
23.25 0.015125
23.3125 0.014915
23.375 0.014895
23.4375 0.014895
23.5 0.014735
23.5625 0.014695
23.625 0.014565
23.6875 0.014435
23.75 0.014325
23.8125 0.014335
23.875 0.014185
23.9375 0.014200
24.0 0.014155
24.0625 0.014025
24.125 0.013960
24.1875 0.013880
24.25 0.013840
24.3125 0.013705
24.375 0.013585
24.4375 0.013535
24.5 0.013490
24.5625 0.013310
24.625 0.013365
24.6875 0.013320
24.75 0.013185
24.8125 0.013080
24.875 0.013065
24.9375 0.012905
