%a vratio
0.0 0.000465
0.0625 0.000460
0.125 0.000405
0.1875 0.000380
0.25 0.000390
0.3125 0.000410
0.375 0.000415
0.4375 0.000420
0.5 0.000430
0.5625 0.000430
0.625 0.000395
0.6875 0.000290
0.75 0.000250
0.8125 0.000240
0.875 0.000235
0.9375 0.000200
1.0 0.000200
1.0625 0.000200
1.125 0.000195
1.1875 0.000250
1.25 0.000180
1.3125 0.000180
1.375 0.000145
1.4375 0.000110
1.5 0.000105
1.5625 0.000140
1.625 0.000120
1.6875 0.000100
1.75 0.000090
1.8125 0.000105
1.875 0.000080
1.9375 0.000090
2.0 0.000060
2.0625 0.000075
2.125 0.000055
2.1875 0.000075
2.25 0.000085
2.3125 0.000075
2.375 0.000075
2.4375 0.000095
2.5 0.000095
2.5625 0.000115
2.625 0.000125
2.6875 0.000200
2.75 0.000230
2.8125 0.000260
2.875 0.000305
2.9375 0.000350
3.0 0.000360
3.0625 0.000415
3.125 0.000435
3.1875 0.000465
3.25 0.000495
3.3125 0.000635
3.375 0.000695
3.4375 0.000710
3.5 0.000770
3.5625 0.000860
3.625 0.000975
3.6875 0.001095
3.75 0.001245
3.8125 0.001365
3.875 0.001445
3.9375 0.001465
4.0 0.001710
4.0625 0.001940
4.125 0.002270
4.1875 0.002560
4.25 0.002785
4.3125 0.003190
4.375 0.003180
4.4375 0.003275
4.5 0.003710
4.5625 0.003820
4.625 0.004310
4.6875 0.004530
4.75 0.004835
4.8125 0.004505
4.875 0.004770
4.9375 0.004730
5.0 0.004845
5.0625 0.004790
5.125 0.004915
5.1875 0.004880
5.25 0.005040
5.3125 0.005105
5.375 0.005340
5.4375 0.005630
5.5 0.005740
5.5625 0.005960
5.625 0.006160
5.6875 0.006615
5.75 0.006765
5.8125 0.007320
5.875 0.007530
5.9375 0.007790
6.0 0.008155
6.0625 0.008565
6.125 0.008950
6.1875 0.009385
6.25 0.009285
6.3125 0.010065
6.375 0.010500
6.4375 0.010795
6.5 0.011135
6.5625 0.011885
6.625 0.012070
6.6875 0.012675
6.75 0.012630
6.8125 0.013545
6.875 0.014400
6.9375 0.015325
7.0 0.016560
7.0625 0.017225
7.125 0.018660
7.1875 0.019975
7.25 0.021020
7.3125 0.020150
7.375 0.020630
7.4375 0.021500
7.5 0.022230
7.5625 0.023730
7.625 0.023495
7.6875 0.023055
7.75 0.023225
