%a vratio
7.8125 0.022880
7.875 0.023335
7.9375 0.023325
8.0 0.023110
8.0625 0.022805
8.125 0.023265
8.1875 0.022730
8.25 0.023555
8.3125 0.023955
8.375 0.024140
8.4375 0.024575
8.5 0.024365
8.5625 0.024550
8.625 0.025075
8.6875 0.024855
8.75 0.024640
8.8125 0.024445
8.875 0.024940
8.9375 0.024895
9.0 0.025100
9.0625 0.025930
9.125 0.025915
9.1875 0.026505
9.25 0.027090
9.3125 0.027310
9.375 0.027675
9.4375 0.027250
9.5 0.028105
9.5625 0.028745
9.625 0.028700
9.6875 0.028685
9.75 0.028820
9.8125 0.029390
9.875 0.029845
9.9375 0.029860
10.0 0.030050
10.0625 0.029880
10.125 0.030395
10.1875 0.030920
10.25 0.031065
10.3125 0.031650
10.375 0.031890
10.4375 0.032010
10.5 0.031355
10.5625 0.031785
10.625 0.031565
10.6875 0.031720
10.75 0.031900
10.8125 0.031770
10.875 0.031555
10.9375 0.031220
11.0 0.032185
11.0625 0.032350
11.125 0.032520
11.1875 0.033100
11.25 0.032765
11.3125 0.032750
11.375 0.032695
11.4375 0.032890
11.5 0.033215
11.5625 0.033190
11.625 0.032920
11.6875 0.033135
11.75 0.033140
11.8125 0.032905
11.875 0.033280
11.9375 0.033580
12.0 0.032850
12.0625 0.032980
12.125 0.032885
12.1875 0.032620
12.25 0.032605
12.3125 0.032240
12.375 0.031855
12.4375 0.031730
12.5 0.032240
12.5625 0.031760
12.625 0.032250
12.6875 0.032280
12.75 0.032455
12.8125 0.032100
12.875 0.032155
12.9375 0.032075
13.0 0.032135
13.0625 0.032385
13.125 0.032150
13.1875 0.032225
13.25 0.032135
13.3125 0.032430
13.375 0.032105
13.4375 0.032390
13.5 0.032220
13.5625 0.032400
13.625 0.032450
13.6875 0.032885
13.75 0.032445
13.8125 0.032350
13.875 0.032130
13.9375 0.033215
14.0 0.032340
14.0625 0.032525
14.125 0.032280
14.1875 0.032380
14.25 0.032700
14.3125 0.032835
14.375 0.032620
14.4375 0.032860
14.5 0.032615
14.5625 0.032745
14.625 0.032680
14.6875 0.032960
14.75 0.033010
14.8125 0.032800
14.875 0.032585
14.9375 0.033040
15.0 0.032585
15.0625 0.032890
15.125 0.032495
15.1875 0.032600
15.25 0.032500
15.3125 0.032865
15.375 0.032640
15.4375 0.032350
15.5 0.032570
15.5625 0.032815
15.625 0.032335
15.6875 0.032285
15.75 0.032465
15.8125 0.032705
15.875 0.032095
15.9375 0.032765
16.0 0.032610
16.0625 0.032600
16.125 0.032875
16.1875 0.032985
16.25 0.032580
16.3125 0.032970
16.375 0.032660
16.4375 0.032680
16.5 0.032830
16.5625 0.032450
16.625 0.032485
16.6875 0.032895
16.75 0.032525
16.8125 0.032630
16.875 0.032535
16.9375 0.032615
17.0 0.031945
17.0625 0.031595
17.125 0.031770
17.1875 0.031240
17.25 0.031115
17.3125 0.030940
17.375 0.030500
17.4375 0.030705
17.5 0.030260
17.5625 0.030240
17.625 0.030115
17.6875 0.030200
17.75 0.030105
17.8125 0.029415
17.875 0.029850
17.9375 0.029250
18.0 0.029620
18.0625 0.029135
18.125 0.029350
18.1875 0.029370
18.25 0.029455
18.3125 0.029010
18.375 0.029045
18.4375 0.028640
18.5 0.028665
18.5625 0.028710
18.625 0.028380
18.6875 0.028445
18.75 0.028335
18.8125 0.028050
18.875 0.028160
18.9375 0.028075
19.0 0.027985
19.0625 0.027710
19.125 0.027835
19.1875 0.027760
19.25 0.027950
19.3125 0.027455
19.375 0.027360
19.4375 0.027305
19.5 0.027325
19.5625 0.027140
19.625 0.027035
19.6875 0.026955
19.75 0.026620
19.8125 0.027415
19.875 0.026645
19.9375 0.026775
20.0 0.026640
20.0625 0.026605
20.125 0.026655
20.1875 0.026705
20.25 0.026515
20.3125 0.026420
20.375 0.026615
20.4375 0.026700
20.5 0.026455
20.5625 0.026305
20.625 0.026460
20.6875 0.026260
20.75 0.026135
20.8125 0.025970
20.875 0.025870
20.9375 0.025395
21.0 0.025710
21.0625 0.025560
21.125 0.025725
21.1875 0.025625
21.25 0.025230
21.3125 0.025080
21.375 0.025000
21.4375 0.025185
21.5 0.024950
21.5625 0.024720
21.625 0.024720
21.6875 0.024115
21.75 0.024260
21.8125 0.024190
21.875 0.024210
21.9375 0.024110
22.0 0.023865
22.0625 0.023905
22.125 0.023960
22.1875 0.023465
22.25 0.023835
22.3125 0.023530
22.375 0.023400
22.4375 0.023535
22.5 0.023425
22.5625 0.023605
22.625 0.023265
22.6875 0.023145
22.75 0.023055
22.8125 0.022920
22.875 0.022760
22.9375 0.022870
23.0 0.022480
23.0625 0.022810
23.125 0.022490
23.1875 0.022440
23.25 0.022440
23.3125 0.022460
23.375 0.022685
23.4375 0.022505
23.5 0.022575
23.5625 0.022910
23.625 0.022735
23.6875 0.022600
23.75 0.022685
23.8125 0.022695
23.875 0.022560
23.9375 0.022335
24.0 0.022505
24.0625 0.022515
24.125 0.022445
24.1875 0.022200
24.25 0.022235
24.3125 0.022680
24.375 0.022365
24.4375 0.022310
24.5 0.022400
24.5625 0.021960
24.625 0.022045
24.6875 0.022035
24.75 0.022085
24.8125 0.021770
24.875 0.021690
24.9375 0.021600
