#./overdamped_3d --dev=0 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=65536 --periods=1000 --trans=100 --samples=100 --spp=1000 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=a:-1:2:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=0.277777777778 --zeta=3.6 --comp=0 --mean=0.0 --second=3.14 --skew=0.99 --distribution=s>> comp_s_3.14_a:-1:2:300:1_0.0_0.99_3.6_0.277777777778.dat
#a <<v>> qnu(q) mu_q Dx Gx EBx
1.000000e-01 9.985405e-01 1.000532e+00 2.883199e+04 2.312521e+00 -5.184889e-03 1.628160e-03
1.023293e-01 9.984011e-01 1.004548e+00 2.908350e+04 2.318251e+00 -1.194906e-02 1.613021e-03
1.047129e-01 9.985002e-01 1.003003e+00 2.901772e+04 2.288966e+00 -2.194279e-02 1.623154e-03
1.071519e-01 9.983029e-01 1.011183e+00 2.916421e+04 2.344034e+00 -1.427513e-02 1.635551e-03
1.096478e-01 9.983099e-01 1.000526e+00 2.898503e+04 2.321115e+00 -2.006865e-02 1.621962e-03
1.122018e-01 9.982818e-01 1.008837e+00 2.916160e+04 2.354856e+00 -3.725410e-03 1.634002e-03
1.148153e-01 9.979272e-01 1.004636e+00 2.897039e+04 2.279099e+00 -9.750724e-03 1.609206e-03
1.174897e-01 9.979985e-01 1.008136e+00 2.901095e+04 2.306473e+00 -1.011974e-02 1.625776e-03
1.202264e-01 9.981028e-01 1.003042e+00 2.922175e+04 2.305200e+00 -1.928246e-02 1.614213e-03
1.230269e-01 9.981476e-01 1.008006e+00 2.918155e+04 2.307110e+00 -1.907778e-02 1.621008e-03
1.258925e-01 9.977346e-01 1.001579e+00 2.883872e+04 2.233580e+00 -1.053059e-02 1.611114e-03
1.288249e-01 9.977119e-01 1.014671e+00 2.949789e+04 2.377138e+00 -5.179882e-03 1.647115e-03
1.318256e-01 9.979752e-01 1.007287e+00 2.919307e+04 2.284192e+00 -3.276229e-03 1.612782e-03
1.348962e-01 9.976779e-01 1.001420e+00 2.898239e+04 2.291513e+00 -7.629275e-03 1.615047e-03
1.380384e-01 9.977687e-01 1.008207e+00 2.944303e+04 2.362178e+00 -1.401061e-02 1.621246e-03
