#./overdamped_3d --dev=0 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=262144 --periods=1000 --trans=100 --samples=100 --spp=1000 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=a:-1:3:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=6.66666666667 --zeta=0.15 --comp=0 --mean=1.0 --second=3.14 --skew=0.99 --distribution=s>> sim_integrate_6.66666666667_0.15_a:-1:3:300:1.dat
#a <<v>> qnu(q) mu_q Dx Gx EBx
1.000000e-01 1.000891e+00 1.020239e+00 1.398112e+05 1.113193e+01 3.867090e-02 3.995895e-04
1.031177e-01 1.000961e+00 1.022264e+00 1.404222e+05 1.109119e+01 3.780186e-02 4.040003e-04
1.063327e-01 1.000944e+00 1.020778e+00 1.398487e+05 1.116154e+01 3.416002e-02 3.795624e-04
1.096478e-01 1.001042e+00 1.024918e+00 1.406387e+05 1.129268e+01 3.333437e-02 3.777742e-04
1.130663e-01 1.000975e+00 1.024074e+00 1.405336e+05 1.113193e+01 3.617883e-02 3.894567e-04
1.165914e-01 1.001088e+00 1.021247e+00 1.404587e+05 1.112589e+01 3.169823e-02 3.657341e-04
1.202264e-01 1.001098e+00 1.021538e+00 1.402877e+05 1.114435e+01 3.132176e-02 3.900528e-04
1.239747e-01 1.001130e+00 1.019235e+00 1.397560e+05 1.117045e+01 3.279042e-02 3.702641e-04
1.278399e-01 1.000899e+00 1.021683e+00 1.398394e+05 1.112366e+01 3.408670e-02 3.641844e-04
1.318256e-01 1.001168e+00 1.023600e+00 1.406360e+05 1.118636e+01 3.838921e-02 3.726482e-04
1.359356e-01 1.001027e+00 1.020651e+00 1.401495e+05 1.118764e+01 3.925359e-02 3.868341e-04
1.401737e-01 1.000930e+00 1.021079e+00 1.401792e+05 1.122806e+01 3.749561e-02 3.668070e-04
1.445439e-01 1.001244e+00 1.020710e+00 1.398483e+05 1.108737e+01 3.369832e-02 3.610849e-04
1.490504e-01 1.000950e+00 1.023482e+00 1.401077e+05 1.106095e+01 3.185177e-02 3.727674e-04
1.536974e-01 1.001200e+00 1.016656e+00 1.397404e+05 1.116981e+01 3.328669e-02 3.806353e-04
1.584892e-01 1.001093e+00 1.019464e+00 1.398521e+05 1.122329e+01 2.811468e-02 3.591776e-04
1.634305e-01 1.001345e+00 1.022066e+00 1.407891e+05 1.122456e+01 4.171789e-02 3.817081e-04
1.685258e-01 1.001367e+00 1.023201e+00 1.405654e+05 1.123411e+01 3.748214e-02 3.720522e-04
1.737800e-01 1.001155e+00 1.022210e+00 1.400583e+05 1.108419e+01 3.407514e-02 4.001856e-04
1.791980e-01 1.001227e+00 1.016772e+00 1.397598e+05 1.108769e+01 3.375244e-02 3.947020e-04
1.847849e-01 1.001330e+00 1.024180e+00 1.406093e+05 1.109883e+01 3.645003e-02 3.533363e-04
1.905460e-01 1.001292e+00 1.021069e+00 1.402660e+05 1.109278e+01 2.796829e-02 3.975630e-04
