#./overdamped_3d --dev=0 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=262144 --periods=1000 --trans=100 --samples=100 --spp=1000 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=a:-1:3:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=10.0 --zeta=0.1 --comp=0 --mean=1.0 --second=3.14 --skew=0.99 --distribution=s>> sim_integrate_10.0_0.1_a:-1:3:300:1.dat
#a <<v>> qnu(q) mu_q Dx Gx EBx
1.000000e-01 1.000838e+00 1.001747e+00 1.998877e+05 1.587952e+01 -3.084421e-03 3.414154e-04
1.031177e-01 1.000841e+00 1.000222e+00 1.981907e+05 1.582382e+01 1.910806e-03 3.243685e-04
1.063327e-01 1.000786e+00 1.004857e+00 1.992435e+05 1.590340e+01 -2.848506e-03 2.995729e-04
1.096478e-01 1.001061e+00 1.001857e+00 1.986053e+05 1.586743e+01 3.582478e-03 3.507137e-04
1.130663e-01 1.000857e+00 1.006568e+00 1.999318e+05 1.596738e+01 -3.251433e-04 3.309250e-04
1.165914e-01 1.000813e+00 1.002569e+00 1.994287e+05 1.587380e+01 6.774068e-03 3.010035e-04
1.202264e-01 1.000915e+00 1.005092e+00 1.999530e+05 1.596356e+01 7.522583e-03 3.229380e-04
1.239747e-01 1.000834e+00 1.004588e+00 1.989191e+05 1.596260e+01 3.767967e-03 3.229380e-04
1.278399e-01 1.000932e+00 1.006321e+00 1.992367e+05 1.588716e+01 -1.309037e-03 2.870560e-04
1.318256e-01 1.000850e+00 1.004288e+00 1.995479e+05 1.599093e+01 5.179048e-03 3.274679e-04
1.359356e-01 1.001014e+00 1.001565e+00 1.991733e+05 1.581905e+01 -8.210540e-04 3.247261e-04
1.401737e-01 1.001065e+00 1.004005e+00 1.995532e+05 1.594223e+01 6.118178e-03 3.221035e-04
1.445439e-01 1.001229e+00 1.003701e+00 1.990200e+05 1.587730e+01 1.773596e-03 3.274679e-04
1.490504e-01 1.001023e+00 1.000230e+00 1.980775e+05 1.575156e+01 2.104402e-03 3.305674e-04
1.536974e-01 1.001032e+00 1.001933e+00 1.990906e+05 1.582127e+01 3.188133e-03 3.318787e-04
1.584892e-01 1.001073e+00 1.001990e+00 1.994781e+05 1.602690e+01 3.128171e-03 3.067255e-04
1.634305e-01 1.001073e+00 1.006592e+00 2.002509e+05 1.590849e+01 -2.261579e-03 3.343821e-04
1.685258e-01 1.001184e+00 1.008590e+00 2.003938e+05 1.602563e+01 2.247691e-03 3.246069e-04
1.737800e-01 1.001347e+00 1.003680e+00 1.993327e+05 1.587348e+01 1.051307e-03 3.203154e-04
1.791980e-01 1.001221e+00 1.003382e+00 1.997913e+05 1.590181e+01 -5.785227e-04 3.366470e-04
1.847849e-01 1.001280e+00 1.004914e+00 1.994592e+05 1.587125e+01 1.302361e-03 3.058910e-04
1.905460e-01 1.001025e+00 1.006914e+00 2.000795e+05 1.576939e+01 -2.758384e-03 2.987385e-04
1.964867e-01 1.001195e+00 1.000739e+00 1.985820e+05 1.583592e+01 9.387851e-03 3.050566e-04
2.026126e-01 1.001452e+00 1.004655e+00 1.997226e+05 1.596770e+01 3.580213e-03 3.147125e-04
2.089295e-01 1.001320e+00 1.003834e+00 1.985206e+05 1.587348e+01 5.487919e-03 3.710985e-04
2.154433e-01 1.001272e+00 1.000712e+00 1.995210e+05 1.591040e+01 5.952716e-03 3.185272e-04
2.221602e-01 1.001396e+00 1.003829e+00 1.996305e+05 1.590658e+01 1.184821e-03 3.473759e-04
2.290866e-01 1.001437e+00 1.002613e+00 1.985291e+05 1.580536e+01 -2.137542e-03 3.416538e-04
2.362289e-01 1.001725e+00 1.001558e+00 1.989845e+05 1.577639e+01 9.684563e-04 3.156662e-04
2.435938e-01 1.001876e+00 1.007246e+00 2.006979e+05 1.601990e+01 3.113985e-03 3.380775e-04
2.511884e-01 1.001788e+00 1.005563e+00 1.991804e+05 1.591613e+01 2.631545e-03 3.272295e-04
2.590198e-01 1.001905e+00 1.003736e+00 1.998726e+05 1.591008e+01 -1.951694e-03 3.069639e-04
2.670953e-01 1.001792e+00 1.007182e+00 2.001012e+05 1.592663e+01 -1.870334e-03 3.483295e-04
2.754226e-01 1.001638e+00 1.005515e+00 2.002314e+05 1.598680e+01 -1.497090e-03 3.209114e-04
2.840095e-01 1.001998e+00 1.010001e+00 2.007635e+05 1.601608e+01 2.713442e-03 3.093481e-04
