#./overdamped_3d --dev=1 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=262144 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=g:-0.997:0.997:300:0 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=10 --skew=0.99 --distribution=s>> journal_5_s_10_g:-0.997:0.997:300:0_1.0_30.0_40.0.dat
#g <<v>> qnu(q) mu_q Dx Gx EBx
5.250883e-01 1.429733e+00 9.846451e-01 1.961219e+06 1.561304e+02 -1.954722e-02 4.500151e-04
5.317349e-01 1.439802e+00 9.821400e-01 1.951464e+06 1.554065e+02 -1.583123e-02 4.405975e-04
5.383816e-01 1.446918e+00 9.858422e-01 1.967440e+06 1.567326e+02 -6.773651e-03 4.336834e-04
5.450283e-01 1.454913e+00 9.895456e-01 1.974129e+06 1.570337e+02 -1.337123e-02 4.316568e-04
5.516750e-01 1.463488e+00 9.879261e-01 1.972414e+06 1.570471e+02 -1.285881e-02 4.277229e-04
5.583217e-01 1.471644e+00 9.853222e-01 1.964172e+06 1.563793e+02 -1.248288e-02 4.767179e-04
5.649684e-01 1.480835e+00 9.869531e-01 1.964113e+06 1.566307e+02 -1.656318e-02 4.652739e-04
5.716151e-01 1.488846e+00 9.874735e-01 1.975859e+06 1.573482e+02 -1.332092e-02 4.596710e-04
5.782618e-01 1.497470e+00 9.927869e-01 1.993324e+06 1.586826e+02 -1.880091e-02 4.732609e-04
5.849085e-01 1.506453e+00 9.878645e-01 1.986106e+06 1.582197e+02 -1.648891e-02 4.596710e-04
5.915552e-01 1.513776e+00 9.876466e-01 1.982344e+06 1.578480e+02 -1.140797e-02 4.559755e-04
5.982019e-01 1.522521e+00 9.903644e-01 1.972273e+06 1.568701e+02 -1.463020e-02 4.215240e-04
6.048486e-01 1.531507e+00 9.907551e-01 1.977233e+06 1.573718e+02 -1.015186e-02 4.563332e-04
6.114953e-01 1.540005e+00 9.842135e-01 1.965681e+06 1.563054e+02 -7.893562e-03 4.410744e-04
6.181419e-01 1.548953e+00 9.911255e-01 1.984772e+06 1.579505e+02 -6.775558e-03 4.352331e-04
6.247886e-01 1.557074e+00 9.928343e-01 1.992142e+06 1.584088e+02 -1.106012e-02 4.374981e-04
6.314353e-01 1.565125e+00 9.912297e-01 1.984732e+06 1.578811e+02 -1.186508e-02 4.384518e-04
6.380820e-01 1.574148e+00 9.909878e-01 1.982371e+06 1.578066e+02 -6.893635e-03 4.624128e-04
6.447287e-01 1.581987e+00 9.924386e-01 1.985098e+06 1.580924e+02 -8.140922e-03 4.674196e-04
6.513754e-01 1.591543e+00 9.918616e-01 1.985000e+06 1.580090e+02 -9.334028e-03 4.409552e-04
6.580221e-01 1.599288e+00 9.844999e-01 1.976860e+06 1.573947e+02 -8.710802e-03 4.520416e-04
6.646688e-01 1.608272e+00 9.904376e-01 1.977893e+06 1.573533e+02 -1.209825e-02 4.631281e-04
6.713155e-01 1.616368e+00 9.908492e-01 1.990327e+06 1.586787e+02 -1.370919e-02 4.434586e-04
6.779622e-01 1.624330e+00 9.908419e-01 1.989666e+06 1.584897e+02 -8.809865e-03 4.694462e-04
6.846089e-01 1.633431e+00 9.937086e-01 1.998980e+06 1.591721e+02 -9.985387e-03 4.460812e-04
6.912556e-01 1.642185e+00 9.885893e-01 1.998800e+06 1.592995e+02 -1.607901e-02 4.574060e-04
6.979023e-01 1.649889e+00 9.885874e-01 1.999188e+06 1.591830e+02 -1.250768e-02 4.448891e-04
7.045490e-01 1.657979e+00 9.918928e-01 1.989634e+06 1.585871e+02 -1.759785e-02 4.627705e-04
7.111956e-01 1.666487e+00 9.941838e-01 2.003115e+06 1.595541e+02 -1.182330e-02 4.799366e-04
7.178423e-01 1.673649e+00 9.978295e-01 2.015913e+06 1.602429e+02 -1.158220e-02 4.602671e-04
7.244890e-01 1.680408e+00 9.936912e-01 1.994793e+06 1.586832e+02 -1.605189e-02 4.572868e-04
7.311357e-01 1.689196e+00 9.938514e-01 2.003232e+06 1.593644e+02 -1.121974e-02 4.416704e-04
7.377824e-01 1.696136e+00 9.947435e-01 2.000949e+06 1.590187e+02 -1.138836e-02 4.451275e-04
7.444291e-01 1.703966e+00 9.925032e-01 1.996771e+06 1.591995e+02 -7.338822e-03 4.799366e-04
7.510758e-01 1.713050e+00 9.883820e-01 1.984540e+06 1.579142e+02 -7.814705e-03 4.749298e-04
7.577225e-01 1.719586e+00 9.880550e-01 1.987638e+06 1.583184e+02 -3.940821e-03 4.730225e-04
7.643692e-01 1.727199e+00 9.949055e-01 1.999904e+06 1.590887e+02 -5.723476e-03 4.601479e-04
7.710159e-01 1.732887e+00 9.919975e-01 1.996411e+06 1.585915e+02 6.648183e-03 4.647970e-04
7.776626e-01 1.740234e+00 9.901912e-01 1.986647e+06 1.581007e+02 -9.803474e-03 4.814863e-04
7.843093e-01 1.748218e+00 9.936927e-01 1.999520e+06 1.593160e+02 -8.747160e-03 4.476309e-04
7.909560e-01 1.755153e+00 9.915268e-01 1.992210e+06 1.589321e+02 -3.249645e-04 4.727840e-04
7.976027e-01 1.761438e+00 9.892246e-01 1.991829e+06 1.583948e+02 -2.618432e-04 4.729033e-04
8.042493e-01 1.768638e+00 9.916148e-01 1.997807e+06 1.590696e+02 -2.376735e-03 4.934072e-04
8.108960e-01 1.774356e+00 9.910059e-01 1.997811e+06 1.591524e+02 2.393365e-03 4.546642e-04
8.175427e-01 1.780627e+00 9.910295e-01 1.996863e+06 1.590461e+02 -1.888037e-03 4.692078e-04
8.241894e-01 1.785947e+00 9.828637e-01 1.984277e+06 1.583764e+02 2.040982e-03 4.698038e-04
8.308361e-01 1.791052e+00 9.902719e-01 1.991527e+06 1.584973e+02 4.670262e-03 4.763603e-04
8.374828e-01 1.796004e+00 9.920048e-01 2.003290e+06 1.594758e+02 -5.876422e-04 4.693270e-04
8.441295e-01 1.801394e+00 9.908890e-01 2.000219e+06 1.591072e+02 5.341291e-03 4.506111e-04
8.507762e-01 1.805647e+00 9.945753e-01 2.009948e+06 1.601169e+02 -4.000247e-03 4.602671e-04
8.574229e-01 1.810044e+00 9.890931e-01 1.995908e+06 1.588564e+02 -5.884528e-03 4.564524e-04
8.640696e-01 1.815631e+00 9.943509e-01 2.018035e+06 1.605141e+02 -2.469659e-03 4.724264e-04
8.707163e-01 1.819723e+00 9.940396e-01 2.010676e+06 1.599634e+02 -3.219426e-03 4.539490e-04
8.773630e-01 1.821715e+00 9.951127e-01 2.014322e+06 1.601239e+02 -3.350437e-03 4.651546e-04
8.840097e-01 1.824795e+00 9.961993e-01 2.016783e+06 1.604396e+02 6.086349e-03 4.761219e-04
8.906564e-01 1.827225e+00 9.995692e-01 2.029874e+06 1.615957e+02 3.698707e-03 4.726648e-04
8.973030e-01 1.829529e+00 1.001638e+00 2.031195e+06 1.620286e+02 -9.048879e-03 4.626513e-04
9.039497e-01 1.830857e+00 1.001380e+00 2.034684e+06 1.619039e+02 -3.483891e-03 4.855394e-04
9.105964e-01 1.830619e+00 9.991137e-01 2.030833e+06 1.618338e+02 -3.638983e-03 4.742146e-04
9.172431e-01 1.831489e+00 9.989563e-01 2.039554e+06 1.621019e+02 -3.592491e-03 4.838705e-04
9.238898e-01 1.829811e+00 1.003197e+00 2.044598e+06 1.628970e+02 -8.192539e-03 4.451275e-04
9.305365e-01 1.827531e+00 1.001960e+00 2.044567e+06 1.624679e+02 -6.208897e-03 4.674196e-04
9.371832e-01 1.824944e+00 1.004550e+00 2.046073e+06 1.631249e+02 -1.722813e-03 4.823208e-04
9.438299e-01 1.821779e+00 1.004321e+00 2.051617e+06 1.631777e+02 -1.070207e-02 4.767179e-04
9.504766e-01 1.817895e+00 1.003969e+00 2.054192e+06 1.638557e+02 -9.057403e-03 4.842281e-04
9.571233e-01 1.809629e+00 1.007239e+00 2.064144e+06 1.644701e+02 -8.261740e-03 4.894733e-04
9.637700e-01 1.801613e+00 1.007468e+00 2.050838e+06 1.630842e+02 -3.816903e-03 4.705191e-04
9.704167e-01 1.792903e+00 1.010726e+00 2.061433e+06 1.641295e+02 -1.332718e-02 4.744530e-04
9.770634e-01 1.779899e+00 1.008963e+00 2.071369e+06 1.652200e+02 -9.029567e-03 4.867315e-04
9.837101e-01 1.765949e+00 1.008908e+00 2.062044e+06 1.640505e+02 -4.339218e-04 4.796982e-04
9.903567e-01 1.750679e+00 1.010969e+00 2.061044e+06 1.638729e+02 -4.452288e-03 4.857779e-04
