#./overdamped_3d --dev=1 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=262144 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=g:-0.997:0.997:300:0 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=1 --skew=0.99 --distribution=s>> journal_5_s_1_g:-0.997:0.997:300:0_1.0_30.0_40.0.dat
#g <<v>> qnu(q) mu_q Dx Gx EBx
-8.906529e-01 -1.427668e+00 1.004274e+00 9.126666e+04 7.288660e+00 -1.957804e-02 8.926392e-04
-8.840062e-01 -1.415152e+00 1.001661e+00 9.030802e+04 7.214175e+00 -1.592749e-02 8.974075e-04
-8.773595e-01 -1.402807e+00 9.982972e-01 8.978388e+04 7.235183e+00 -1.739860e-02 8.628368e-04
-8.707128e-01 -1.390218e+00 9.992183e-01 9.003283e+04 7.170248e+00 -1.834202e-02 8.813143e-04
-8.640661e-01 -1.377539e+00 9.979407e-01 8.976388e+04 6.947431e+00 -2.741671e-02 8.655787e-04
-8.574194e-01 -1.365020e+00 9.983566e-01 9.013880e+04 7.267015e+00 -2.696341e-02 8.145571e-04
-8.507727e-01 -1.352313e+00 9.930605e-01 8.960820e+04 7.167702e+00 -2.588439e-02 8.468628e-04
-8.441260e-01 -1.339456e+00 1.001937e+00 9.007826e+04 6.861488e+00 -2.727950e-02 8.641481e-04
-8.374794e-01 -1.326696e+00 1.002949e+00 9.077178e+04 7.191257e+00 -2.337253e-02 8.205175e-04
-8.308327e-01 -1.314410e+00 1.001007e+00 9.071773e+04 7.002817e+00 -1.685673e-02 8.890629e-04
-8.241860e-01 -1.301670e+00 9.985178e-01 9.022765e+04 7.044516e+00 -1.788378e-02 8.481741e-04
-8.175393e-01 -1.289337e+00 1.002968e+00 9.039259e+04 7.096719e+00 -2.575374e-02 8.497238e-04
-8.108926e-01 -1.276479e+00 9.996791e-01 9.026277e+04 7.131096e+00 -1.055485e-02 8.603334e-04
-8.042459e-01 -1.263859e+00 1.004009e+00 9.046803e+04 6.935336e+00 -4.548013e-03 8.597374e-04
-7.975992e-01 -1.251397e+00 1.000046e+00 9.042470e+04 6.994541e+00 -7.671952e-03 8.553267e-04
-7.909525e-01 -1.238429e+00 1.001047e+00 8.987350e+04 7.012685e+00 -4.150152e-03 8.476973e-04
-7.843058e-01 -1.225693e+00 9.990595e-01 9.006365e+04 6.920057e+00 -8.819699e-03 8.302927e-04
-7.776591e-01 -1.212849e+00 1.003455e+00 9.006059e+04 7.031784e+00 -1.297385e-02 8.529425e-04
-7.710124e-01 -1.200226e+00 1.001490e+00 9.052334e+04 7.032102e+00 -1.304096e-02 8.448362e-04
-7.643657e-01 -1.187528e+00 9.980478e-01 9.040977e+04 7.027327e+00 -2.092081e-02 8.325577e-04
-7.577190e-01 -1.174545e+00 9.998742e-01 9.010468e+04 7.050564e+00 -7.807136e-03 8.431673e-04
-7.510723e-01 -1.161841e+00 9.982719e-01 8.962049e+04 7.076983e+00 -3.778279e-03 8.488894e-04
-7.444257e-01 -1.148960e+00 1.000093e+00 8.997441e+04 7.076028e+00 -1.623183e-02 8.283854e-04
-7.377790e-01 -1.135876e+00 1.000791e+00 8.996705e+04 7.150513e+00 -2.162892e-02 8.320808e-04
-7.311323e-01 -1.123232e+00 1.002423e+00 9.027916e+04 7.089397e+00 -2.778459e-02 8.498430e-04
-7.244856e-01 -1.110486e+00 1.003440e+00 9.025299e+04 7.093854e+00 -2.737552e-02 8.263588e-04
-7.178389e-01 -1.097637e+00 9.992534e-01 9.026199e+04 7.215448e+00 -3.191549e-02 8.616447e-04
-7.111922e-01 -1.084708e+00 1.001128e+00 9.017670e+04 7.116136e+00 -3.064752e-02 8.362532e-04
-7.045455e-01 -1.072183e+00 9.989856e-01 9.016910e+04 7.039104e+00 -2.676338e-02 8.410215e-04
-6.978988e-01 -1.059337e+00 9.926472e-01 8.882698e+04 7.072209e+00 -3.399318e-02 8.368492e-04
-6.912521e-01 -1.046380e+00 9.926777e-01 8.863692e+04 6.992949e+00 -3.679317e-02 8.378029e-04
-6.846054e-01 -1.033284e+00 9.932078e-01 8.928666e+04 7.097355e+00 -3.510195e-02 8.376837e-04
-6.779587e-01 -1.020239e+00 9.934585e-01 8.912921e+04 7.134597e+00 -2.741927e-02 7.996559e-04
-6.713120e-01 -1.007492e+00 9.935993e-01 8.912804e+04 7.185527e+00 -3.792769e-02 8.554459e-04
-6.646653e-01 -9.944978e-01 9.902864e-01 8.834118e+04 7.107860e+00 -2.897894e-02 8.080006e-04
-6.580186e-01 -9.814662e-01 9.852425e-01 8.771295e+04 7.050564e+00 -3.774780e-02 7.896423e-04
-6.513720e-01 -9.683127e-01 9.874110e-01 8.795570e+04 6.973215e+00 -3.415847e-02 8.281469e-04
-6.447253e-01 -9.553643e-01 9.882359e-01 8.773027e+04 7.013958e+00 -4.022783e-02 8.217096e-04
-6.380786e-01 -9.424917e-01 9.890173e-01 8.864046e+04 7.101175e+00 -3.555036e-02 8.254051e-04
-6.314319e-01 -9.293885e-01 9.928749e-01 8.879544e+04 7.054702e+00 -4.240066e-02 8.132458e-04
-6.247852e-01 -9.164503e-01 9.897656e-01 8.840470e+04 6.987538e+00 -4.267329e-02 8.027554e-04
-6.181385e-01 -9.034657e-01 9.920598e-01 8.889184e+04 7.014913e+00 -4.291409e-02 8.300543e-04
-6.114918e-01 -8.906989e-01 9.880384e-01 8.824108e+04 6.924672e+00 -4.215235e-02 8.252859e-04
-6.048451e-01 -8.776155e-01 9.931715e-01 8.858045e+04 6.898252e+00 -4.602426e-02 8.095503e-04
-5.981984e-01 -8.646452e-01 9.885372e-01 8.867020e+04 6.878676e+00 -3.792685e-02 8.473396e-04
-5.915517e-01 -8.515634e-01 9.920899e-01 8.889658e+04 6.931834e+00 -4.209369e-02 8.218288e-04
-5.849050e-01 -8.387174e-01 9.903756e-01 8.899995e+04 6.832681e+00 -3.310281e-02 8.254051e-04
-5.782583e-01 -8.252894e-01 9.896004e-01 8.855709e+04 6.871355e+00 -3.434420e-02 8.220673e-04
-5.716116e-01 -8.122472e-01 9.905919e-01 8.888112e+04 6.908120e+00 -4.067034e-02 8.044243e-04
-5.649650e-01 -7.991124e-01 9.890629e-01 8.849877e+04 6.854962e+00 -4.280412e-02 8.237362e-04
-5.583183e-01 -7.861939e-01 9.916629e-01 8.899010e+04 6.937564e+00 -3.673947e-02 7.913113e-04
-5.516716e-01 -7.729394e-01 9.894146e-01 8.860669e+04 6.936609e+00 -3.491825e-02 8.109808e-04
-5.450249e-01 -7.597678e-01 9.927341e-01 8.900058e+04 7.026213e+00 -3.596187e-02 8.319616e-04
-5.383782e-01 -7.465907e-01 9.947049e-01 8.999536e+04 7.135234e+00 -3.322417e-02 8.046627e-04
-5.317315e-01 -7.332695e-01 9.982580e-01 8.970991e+04 7.171522e+00 -2.753454e-02 8.192062e-04
-5.250848e-01 -7.202072e-01 9.981762e-01 8.990588e+04 7.177251e+00 -2.761513e-02 8.163452e-04
-5.184381e-01 -7.069954e-01 9.955347e-01 8.933226e+04 7.132528e+00 -2.441096e-02 8.162260e-04
-5.117914e-01 -6.937200e-01 9.954644e-01 8.954870e+04 7.192212e+00 -2.284020e-02 7.662773e-04
-5.051447e-01 -6.807771e-01 9.991245e-01 8.993906e+04 7.198896e+00 -1.624805e-02 8.211136e-04
-4.984981e-01 -6.675071e-01 9.974284e-01 8.887355e+04 7.112952e+00 -3.577232e-03 7.729530e-04
-4.918514e-01 -6.538761e-01 9.989539e-01 8.948704e+04 7.192052e+00 -8.006155e-03 8.128881e-04
-4.852047e-01 -6.408598e-01 9.957206e-01 8.910942e+04 7.171124e+00 -2.150297e-03 7.984638e-04
-4.785581e-01 -6.272700e-01 9.998638e-01 8.932381e+04 7.183219e+00 7.735491e-04 7.797480e-04
-4.719114e-01 -6.141543e-01 9.978073e-01 8.937083e+04 7.139770e+00 1.488209e-03 7.604361e-04
-4.652647e-01 -6.007630e-01 9.943912e-01 8.909913e+04 7.137781e+00 -5.748451e-03 7.780790e-04
-4.586181e-01 -5.877030e-01 9.966369e-01 8.883270e+04 7.107700e+00 -9.381354e-03 8.054972e-04
-4.519714e-01 -5.739625e-01 9.982898e-01 8.928716e+04 7.179081e+00 -6.024301e-03 7.876158e-04
-4.453247e-01 -5.607272e-01 9.942628e-01 8.866917e+04 7.121149e+00 -1.164669e-02 7.699728e-04
-4.386781e-01 -5.475497e-01 9.974191e-01 8.824952e+04 7.063057e+00 -9.745181e-03 7.883310e-04
-4.320314e-01 -5.341065e-01 9.918025e-01 8.793268e+04 7.027725e+00 -1.593703e-02 7.848740e-04
-4.253848e-01 -5.208142e-01 9.955077e-01 8.853485e+04 7.073959e+00 -2.517474e-02 7.777214e-04
-4.187381e-01 -5.072968e-01 9.908805e-01 8.827793e+04 7.054622e+00 -1.807117e-02 7.852316e-04
-4.120914e-01 -4.938874e-01 9.934133e-01 8.822595e+04 7.021677e+00 -2.802277e-02 8.087158e-04
-4.054448e-01 -4.804536e-01 9.973514e-01 8.888194e+04 7.071731e+00 -1.128542e-02 7.504225e-04
-3.987981e-01 -4.671340e-01 9.909403e-01 8.774577e+04 6.987220e+00 -1.390254e-02 8.170605e-04
-3.921514e-01 -4.539182e-01 9.923364e-01 8.806470e+04 7.000112e+00 -1.084495e-02 8.097887e-04
-3.855048e-01 -4.402706e-01 9.960861e-01 8.820373e+04 7.017778e+00 -1.828498e-02 7.942915e-04
-3.788581e-01 -4.270524e-01 9.849038e-01 8.730977e+04 6.967883e+00 -7.082105e-03 8.264780e-04
-3.722115e-01 -4.135927e-01 9.947945e-01 8.790472e+04 7.026173e+00 -8.246005e-03 7.817745e-04
-3.655648e-01 -4.000862e-01 9.959840e-01 8.798246e+04 7.039303e+00 -3.659666e-03 7.693768e-04
-3.589181e-01 -3.865848e-01 9.942857e-01 8.831752e+04 7.083071e+00 -8.086920e-03 7.717609e-04
-3.522715e-01 -3.729364e-01 9.982810e-01 8.843080e+04 7.076188e+00 -1.445287e-02 7.889271e-04
-3.456248e-01 -3.594698e-01 9.976032e-01 8.819916e+04 7.041532e+00 -9.018123e-03 8.356571e-04
-3.389781e-01 -3.456503e-01 9.964936e-01 8.797065e+04 7.026452e+00 -2.466857e-03 7.910728e-04
-3.323315e-01 -3.323006e-01 9.974908e-01 8.775766e+04 7.004648e+00 -1.432365e-02 7.921457e-04
-3.256848e-01 -3.185471e-01 9.978613e-01 8.813845e+04 7.026929e+00 -1.350230e-02 7.492304e-04
-3.190382e-01 -3.046167e-01 9.942383e-01 8.789179e+04 7.015032e+00 -2.568191e-02 7.898808e-04
-3.123915e-01 -2.909981e-01 1.002525e+00 8.910315e+04 7.105492e+00 -3.097618e-02 7.783175e-04
-3.057448e-01 -2.773755e-01 1.002362e+00 8.856539e+04 7.059576e+00 -3.865421e-02 7.529259e-04
-2.990982e-01 -2.636006e-01 1.000241e+00 8.851293e+04 7.061227e+00 -3.136528e-02 7.839203e-04
-2.924515e-01 -2.499965e-01 1.001625e+00 8.879953e+04 7.079192e+00 -3.202814e-02 8.026361e-04
-2.858048e-01 -2.365070e-01 9.997476e-01 8.834228e+04 7.043283e+00 -3.097522e-02 7.816553e-04
-2.791582e-01 -2.230279e-01 9.977140e-01 8.811742e+04 7.027626e+00 -3.741115e-02 7.853508e-04
-2.725115e-01 -2.092810e-01 9.974248e-01 8.820558e+04 7.029575e+00 -3.099227e-02 7.429123e-04
-2.658648e-01 -1.954622e-01 9.930294e-01 8.766735e+04 6.980764e+00 -3.311211e-02 8.068085e-04
-2.592182e-01 -1.816336e-01 9.998117e-01 8.850941e+04 7.042208e+00 -3.186584e-02 7.535219e-04
-2.525715e-01 -1.678844e-01 1.003587e+00 8.873564e+04 7.054383e+00 -2.744126e-02 8.044243e-04
-2.459249e-01 -1.538117e-01 9.968946e-01 8.799419e+04 6.988647e+00 -3.300369e-02 7.621050e-04
-2.392782e-01 -1.402804e-01 9.965180e-01 8.764711e+04 6.966152e+00 -2.602804e-02 7.635355e-04
-2.326315e-01 -1.261539e-01 9.961731e-01 8.749809e+04 6.955145e+00 -2.287358e-02 7.637739e-04
-2.259849e-01 -1.121683e-01 9.985863e-01 8.722985e+04 6.938150e+00 -1.725328e-02 7.791519e-04
-2.193382e-01 -9.823529e-02 9.958917e-01 8.739256e+04 6.953484e+00 -1.537770e-02 7.706881e-04
-2.126915e-01 -8.417808e-02 9.996160e-01 8.738968e+04 6.955178e+00 -1.495546e-02 7.966757e-04
-2.060449e-01 -7.032803e-02 9.977589e-01 8.736852e+04 6.953779e+00 -8.268535e-03 7.655621e-04
-1.993982e-01 -5.639668e-02 9.966021e-01 8.704345e+04 6.927815e+00 -1.484823e-02 7.504225e-04
-1.927516e-01 -4.287082e-02 9.898467e-01 8.631517e+04 6.869570e+00 -1.431662e-02 7.580519e-04
-1.861049e-01 -2.890512e-02 9.923060e-01 8.644095e+04 6.879421e+00 -1.844847e-02 7.741451e-04
-1.794582e-01 -1.510121e-02 9.936569e-01 8.604832e+04 6.848173e+00 -1.745242e-02 7.225275e-04
-1.728116e-01 -1.272767e-03 9.902891e-01 8.588373e+04 6.835346e+00 -1.387060e-02 7.648468e-04
-1.661649e-01 1.249887e-02 9.937150e-01 8.611588e+04 6.852896e+00 -1.932955e-02 7.487535e-04
-1.595182e-01 2.641373e-02 9.973461e-01 8.666574e+04 6.896273e+00 -1.768690e-02 7.610321e-04
-1.528716e-01 4.060955e-02 9.955879e-01 8.675401e+04 6.903658e+00 -1.457804e-02 7.822514e-04
-1.462249e-01 5.464992e-02 9.956365e-01 8.721553e+04 6.941158e+00 -1.195461e-02 7.503033e-04
-1.395783e-01 6.850082e-02 9.990528e-01 8.670997e+04 6.899598e+00 -1.217723e-04 7.491112e-04
-1.329316e-01 8.261274e-02 9.943500e-01 8.714298e+04 6.934532e+00 5.223751e-03 7.491112e-04
-1.262849e-01 9.666592e-02 9.862275e-01 8.611146e+04 6.851630e+00 4.044771e-03 7.523298e-04
-1.196383e-01 1.107219e-01 9.911667e-01 8.632883e+04 6.870505e+00 9.702802e-03 7.736683e-04
-1.129916e-01 1.248235e-01 9.917074e-01 8.685276e+04 6.912462e+00 8.495212e-03 7.798672e-04
-1.063449e-01 1.389198e-01 9.989452e-01 8.763318e+04 6.977079e+00 4.306197e-03 7.672310e-04
-9.969828e-02 1.529532e-01 1.000340e+00 8.795069e+04 7.007100e+00 8.607745e-03 7.396936e-04
-9.305161e-02 1.673202e-01 1.000777e+00 8.806673e+04 7.015530e+00 8.834839e-03 7.517338e-04
-8.640495e-02 1.816529e-01 1.001043e+00 8.810669e+04 7.015589e+00 8.769035e-04 7.703304e-04
-7.975829e-02 1.957408e-01 9.967982e-01 8.696074e+04 6.928631e+00 2.120495e-03 7.810593e-04
-7.311162e-02 2.099593e-01 9.963310e-01 8.722611e+04 6.943114e+00 4.503727e-03 7.634163e-04
-6.646496e-02 2.241895e-01 1.005578e+00 8.763798e+04 6.973095e+00 1.940095e-02 7.919073e-04
-5.981829e-02 2.383959e-01 1.001461e+00 8.726162e+04 6.939812e+00 1.831067e-02 7.631779e-04
-5.317163e-02 2.523474e-01 1.000323e+00 8.733279e+04 6.932670e+00 1.301527e-02 7.781982e-04
-4.652496e-02 2.662835e-01 1.003044e+00 8.721805e+04 6.924374e+00 1.663041e-02 7.443428e-04
-3.987829e-02 2.802438e-01 9.955460e-01 8.620855e+04 6.850626e+00 2.183855e-02 7.694960e-04
-3.323163e-02 2.946095e-01 9.989262e-01 8.656755e+04 6.873961e+00 3.521931e-02 7.507801e-04
-2.658496e-02 3.087457e-01 1.007047e+00 8.763916e+04 6.957239e+00 1.088727e-02 7.613897e-04
-1.993829e-02 3.229127e-01 1.006685e+00 8.795809e+04 6.977094e+00 3.014219e-02 7.765293e-04
-1.329163e-02 3.372378e-01 1.011056e+00 8.833205e+04 7.011332e+00 1.278996e-02 7.632971e-04
-6.644960e-03 3.514427e-01 1.012242e+00 8.870837e+04 7.037831e+00 3.400445e-03 7.804632e-04
1.706183e-06 3.655595e-01 1.002722e+00 8.807365e+04 6.986583e+00 -5.808651e-03 7.932186e-04
6.648373e-03 3.789645e-01 9.891495e-01 8.703774e+04 6.900123e+00 1.325083e-02 7.863045e-04
1.329504e-02 3.933892e-01 9.942247e-01 8.765807e+04 6.934341e+00 4.405260e-03 8.193254e-04
1.994171e-02 4.074999e-01 9.928457e-01 8.745755e+04 6.914407e+00 2.755833e-02 8.058548e-04
2.658837e-02 4.217732e-01 9.954913e-01 8.814758e+04 6.975363e+00 4.217207e-02 7.996559e-04
3.323504e-02 4.362001e-01 9.925243e-01 8.857965e+04 7.011730e+00 2.785027e-02 8.119345e-04
3.988171e-02 4.500670e-01 9.904436e-01 8.736018e+04 6.922006e+00 2.381897e-02 7.814169e-04
4.652837e-02 4.640667e-01 9.885851e-01 8.674915e+04 6.877244e+00 1.229835e-02 7.747412e-04
5.317504e-02 4.783827e-01 9.865237e-01 8.639823e+04 6.875334e+00 -1.971662e-03 8.138418e-04
5.982171e-02 4.922625e-01 9.899330e-01 8.645730e+04 6.891489e+00 -1.236624e-02 8.362532e-04
6.646837e-02 5.064751e-01 9.906186e-01 8.720445e+04 6.933107e+00 -9.722292e-03 7.963181e-04
7.311504e-02 5.203884e-01 9.900990e-01 8.716198e+04 6.952922e+00 2.950311e-03 8.471012e-04
7.976170e-02 5.348306e-01 9.929368e-01 8.804649e+04 7.021518e+00 -7.467687e-03 8.128881e-04
8.640836e-02 5.489321e-01 9.885764e-01 8.803271e+04 7.021120e+00 -7.915735e-03 8.310080e-04
9.305502e-02 5.626578e-01 9.911183e-01 8.766320e+04 6.989846e+00 -7.609367e-03 8.053780e-04
9.970169e-02 5.767037e-01 9.864792e-01 8.694899e+04 6.942736e+00 -1.183105e-02 8.147955e-04
1.063484e-01 5.905079e-01 9.858059e-01 8.695892e+04 6.909473e+00 -7.285058e-03 8.031130e-04
1.129950e-01 6.044805e-01 9.869366e-01 8.697639e+04 6.891568e+00 -1.233381e-02 8.076429e-04
1.196417e-01 6.183782e-01 9.879169e-01 8.675812e+04 6.856395e+00 -1.306170e-02 8.506775e-04
1.262883e-01 6.324896e-01 9.852549e-01 8.683166e+04 6.865546e+00 -1.061720e-02 8.120537e-04
1.329350e-01 6.462433e-01 9.888279e-01 8.742126e+04 6.943293e+00 -1.571155e-02 8.167028e-04
1.395817e-01 6.601316e-01 9.856194e-01 8.727724e+04 6.891250e+00 -3.248584e-02 7.917881e-04
1.462283e-01 6.742224e-01 9.880824e-01 8.770904e+04 6.937405e+00 -3.192127e-02 8.553267e-04
1.528750e-01 6.878849e-01 9.884061e-01 8.726350e+04 6.913850e+00 -2.537888e-02 8.339882e-04
1.595217e-01 7.019208e-01 9.839511e-01 8.696509e+04 6.874220e+00 -2.338475e-02 7.913113e-04
1.661683e-01 7.158274e-01 9.837877e-01 8.794746e+04 7.005205e+00 -2.861834e-02 8.037090e-04
1.728150e-01 7.296792e-01 9.825168e-01 8.735015e+04 6.911781e+00 -3.090173e-02 8.333921e-04
1.794616e-01 7.432424e-01 9.892630e-01 8.767689e+04 6.949819e+00 -3.084463e-02 8.329153e-04
1.861083e-01 7.570593e-01 9.855724e-01 8.804962e+04 6.986265e+00 -2.619845e-02 7.929802e-04
1.927550e-01 7.709496e-01 9.851769e-01 8.780827e+04 7.011730e+00 -2.190489e-02 8.385181e-04
1.994016e-01 7.844888e-01 9.859433e-01 8.794459e+04 7.072050e+00 -2.534807e-02 7.920265e-04
2.060483e-01 7.982794e-01 9.850964e-01 8.843519e+04 7.058044e+00 -1.937801e-02 8.350611e-04
2.126950e-01 8.118085e-01 9.873664e-01 8.839933e+04 7.127276e+00 -1.795125e-02 8.170605e-04
2.193416e-01 8.255128e-01 9.855821e-01 8.857257e+04 7.161017e+00 -2.081180e-02 7.958412e-04
2.259883e-01 8.391100e-01 9.853876e-01 8.864752e+04 7.174227e+00 -2.511078e-02 7.961988e-04
2.326349e-01 8.526571e-01 9.851620e-01 8.919579e+04 7.200488e+00 -2.071279e-02 8.081198e-04
2.392816e-01 8.663290e-01 9.860843e-01 8.861624e+04 7.122183e+00 -2.187109e-02 7.854700e-04
2.459283e-01 8.799068e-01 9.902409e-01 8.924095e+04 7.136508e+00 -2.319455e-02 8.468628e-04
2.525750e-01 8.932920e-01 9.856721e-01 8.883983e+04 7.011730e+00 -2.337879e-02 8.119345e-04
2.592216e-01 9.068392e-01 9.897779e-01 8.954212e+04 7.115499e+00 -2.291673e-02 8.077621e-04
2.658683e-01 9.205884e-01 9.827086e-01 8.880840e+04 6.968440e+00 -1.940858e-02 7.772446e-04
2.725149e-01 9.341663e-01 9.860284e-01 8.952215e+04 7.079848e+00 -1.693588e-02 8.342266e-04
2.791616e-01 9.475530e-01 9.831269e-01 8.962282e+04 7.057885e+00 -1.900113e-02 7.790327e-04
2.858083e-01 9.607961e-01 9.905227e-01 9.047363e+04 7.209082e+00 -1.301581e-02 8.207560e-04
2.924549e-01 9.743051e-01 9.935388e-01 9.109576e+04 7.261603e+00 -8.298814e-03 8.060932e-04
2.991016e-01 9.880511e-01 9.940704e-01 9.140781e+04 7.244096e+00 -1.571238e-02 8.502007e-04
3.057483e-01 1.001338e+00 9.942775e-01 9.150817e+04 7.271789e+00 -1.166028e-02 8.145571e-04
3.123949e-01 1.014761e+00 9.938767e-01 9.115991e+04 7.201761e+00 -1.575118e-02 8.031130e-04
3.190416e-01 1.027862e+00 9.924186e-01 9.098230e+04 7.174068e+00 -2.272844e-02 8.060932e-04
3.256882e-01 1.041476e+00 9.931777e-01 9.110234e+04 7.285795e+00 -1.225400e-02 8.087158e-04
3.323349e-01 1.054649e+00 9.929407e-01 9.127741e+04 7.213857e+00 -1.960236e-02 8.257627e-04
3.389816e-01 1.067937e+00 9.911214e-01 9.117524e+04 7.242505e+00 -2.699262e-02 8.097887e-04
3.456282e-01 1.081317e+00 9.929096e-01 9.161472e+04 7.137462e+00 -3.172958e-02 8.376837e-04
3.522749e-01 1.094444e+00 9.951907e-01 9.121839e+04 7.354231e+00 -2.035761e-02 8.171797e-04
3.589216e-01 1.107666e+00 9.913965e-01 9.123910e+04 7.311578e+00 -1.805478e-02 7.997751e-04
3.655682e-01 1.120927e+00 9.873821e-01 9.096708e+04 7.279428e+00 -2.714843e-02 8.333921e-04
3.722149e-01 1.134118e+00 9.950537e-01 9.219634e+04 7.445586e+00 -3.043365e-02 8.199215e-04
3.788615e-01 1.147573e+00 9.974179e-01 9.225234e+04 7.380014e+00 -2.611166e-02 7.989407e-04
3.855082e-01 1.160481e+00 9.981706e-01 9.210667e+04 7.476462e+00 -2.972734e-02 8.203983e-04
3.921549e-01 1.173564e+00 9.960492e-01 9.215279e+04 7.622567e+00 -2.549589e-02 8.141994e-04
3.988015e-01 1.186686e+00 1.000269e+00 9.282427e+04 7.672223e+00 -2.839297e-02 8.128881e-04
4.054482e-01 1.199931e+00 9.996201e-01 9.303195e+04 7.638482e+00 -2.675927e-02 8.336306e-04
4.120949e-01 1.213021e+00 9.952585e-01 9.259278e+04 7.540442e+00 -2.762109e-02 8.262396e-04
4.187415e-01 1.225923e+00 9.952437e-01 9.250764e+04 7.560814e+00 -2.841115e-02 8.178949e-04
4.253882e-01 1.238973e+00 9.897504e-01 9.175835e+04 7.439538e+00 -1.995760e-02 8.293390e-04
4.320349e-01 1.251982e+00 9.933357e-01 9.217755e+04 7.507339e+00 -2.287018e-02 8.270741e-04
4.386815e-01 1.265043e+00 9.898573e-01 9.218982e+04 7.543626e+00 -2.137190e-02 8.358955e-04
4.453282e-01 1.277900e+00 9.910288e-01 9.241007e+04 7.530893e+00 -2.000743e-02 8.134842e-04
4.519748e-01 1.290730e+00 9.932796e-01 9.270560e+04 7.472324e+00 -1.574051e-02 8.425713e-04
4.586215e-01 1.303812e+00 9.908350e-01 9.292616e+04 7.531212e+00 -2.083212e-02 8.329153e-04
4.652682e-01 1.316743e+00 9.924825e-01 9.285788e+04 7.625432e+00 -1.918310e-02 8.430481e-04
4.719148e-01 1.329614e+00 9.941914e-01 9.309909e+04 7.598057e+00 -2.300382e-02 8.196831e-04
4.785615e-01 1.342615e+00 9.896990e-01 9.280730e+04 7.561133e+00 -2.384043e-02 8.271933e-04
4.852082e-01 1.355590e+00 9.972268e-01 9.327788e+04 7.510203e+00 -2.368677e-02 8.505583e-04
4.918548e-01 1.368395e+00 9.973187e-01 9.339662e+04 7.414710e+00 -2.242666e-02 8.395910e-04
4.985015e-01 1.381212e+00 1.004064e+00 9.448173e+04 7.415984e+00 -2.579451e-02 8.386374e-04
5.051482e-01 1.393729e+00 9.891125e-01 9.288711e+04 7.477736e+00 -3.151560e-02 8.305311e-04
5.117949e-01 1.406488e+00 9.957222e-01 9.393112e+04 7.635617e+00 -2.834958e-02 8.422136e-04
5.184416e-01 1.419207e+00 9.949061e-01 9.382745e+04 7.649623e+00 -2.939761e-02 8.409023e-04
5.250883e-01 1.432232e+00 9.979379e-01 9.380252e+04 7.205262e+00 -3.738177e-02 8.306503e-04
5.317349e-01 1.444803e+00 9.949470e-01 9.363437e+04 7.529302e+00 -3.643221e-02 8.517504e-04
