#./overdamped_3d --dev=1 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=262144 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=g:-0.997:0.997:300:0 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=0.1 --skew=0.99 --distribution=s>> journal_5_s_0.1_g:-0.997:0.997:300:0_1.0_30.0_40.0.dat
#g <<v>> qnu(q) mu_q Dx Gx EBx
3.921549e-01 4.243989e-05 1.065955e-01 9.204146e+00 7.325892e-04 1.049260e-01 2.081513e-03
3.988015e-01 4.322279e-05 1.097424e-01 9.264038e+00 7.373783e-04 1.462560e-01 2.086282e-03
4.054482e-01 4.380053e-05 1.108019e-01 9.299473e+00 7.402587e-04 1.191194e-01 2.099156e-03
4.120949e-01 4.453068e-05 1.127611e-01 9.396807e+00 7.479562e-04 1.715202e-01 2.129912e-03
4.187415e-01 4.759520e-05 1.203015e-01 9.445889e+00 7.518647e-04 1.853477e-01 2.111793e-03
4.253882e-01 4.819651e-05 1.201564e-01 9.439231e+00 7.513115e-04 1.448617e-01 2.156734e-03
4.320349e-01 4.959894e-05 1.239976e-01 9.529703e+00 7.585259e-04 1.730446e-01 2.124310e-03
4.386815e-01 5.134692e-05 1.290108e-01 9.616250e+00 7.654532e-04 2.034850e-01 2.189994e-03
4.453282e-01 5.101384e-05 1.289371e-01 9.628386e+00 7.663456e-04 1.972905e-01 2.151132e-03
4.519748e-01 5.205936e-05 1.306519e-01 9.652660e+00 7.683211e-04 1.864746e-01 2.201796e-03
4.586215e-01 5.192622e-05 1.312526e-01 9.643523e+00 7.675629e-04 2.120601e-01 2.156377e-03
4.652682e-01 5.258137e-05 1.294454e-01 9.635259e+00 7.669348e-04 1.999844e-01 2.164364e-03
4.719148e-01 5.371691e-05 1.346394e-01 9.735926e+00 7.749402e-04 1.922801e-01 2.190590e-03
4.785615e-01 5.733817e-05 1.381034e-01 9.824758e+00 7.820063e-04 1.913427e-01 2.187729e-03
4.852082e-01 5.846106e-05 1.413147e-01 9.915881e+00 7.892792e-04 2.088081e-01 2.224445e-03
4.918548e-01 6.052353e-05 1.451638e-01 9.949316e+00 7.919245e-04 2.144463e-01 2.209425e-03
4.985015e-01 6.157871e-05 1.484584e-01 9.991008e+00 7.952428e-04 1.997259e-01 2.255678e-03
5.051482e-01 6.407734e-05 1.525497e-01 1.009396e+01 8.034348e-04 2.313195e-01 2.255797e-03
5.117949e-01 6.400482e-05 1.514425e-01 1.005578e+01 8.004025e-04 2.040418e-01 2.247334e-03
5.184416e-01 6.620502e-05 1.566433e-01 1.018981e+01 8.110857e-04 2.101043e-01 2.320766e-03
5.250883e-01 6.698995e-05 1.538405e-01 1.019799e+01 8.116942e-04 2.069467e-01 2.293587e-03
5.317349e-01 6.994401e-05 1.614789e-01 1.031528e+01 8.210470e-04 2.189494e-01 2.308965e-03
5.383816e-01 7.124845e-05 1.668298e-01 1.032182e+01 8.215765e-04 2.405145e-01 2.317667e-03
5.450283e-01 7.011447e-05 1.623996e-01 1.032236e+01 8.216236e-04 2.357638e-01 2.331257e-03
5.516750e-01 7.287989e-05 1.689256e-01 1.044347e+01 8.312664e-04 2.403035e-01 2.324939e-03
5.583217e-01 7.421945e-05 1.690009e-01 1.043434e+01 8.305187e-04 2.202358e-01 2.321243e-03
5.649684e-01 7.760651e-05 1.778633e-01 1.060980e+01 8.444973e-04 2.409821e-01 2.356291e-03
5.716151e-01 8.026822e-05 1.795100e-01 1.068973e+01 8.508397e-04 2.412997e-01 2.372742e-03
5.782618e-01 8.182735e-05 1.872751e-01 1.078044e+01 8.580746e-04 2.545297e-01 2.400756e-03
5.849085e-01 8.505200e-05 1.899232e-01 1.091889e+01 8.691464e-04 2.576801e-01 2.388358e-03
5.915552e-01 8.676086e-05 1.938659e-01 1.102177e+01 8.773074e-04 2.472771e-01 2.392054e-03
5.982019e-01 8.916694e-05 1.987528e-01 1.102899e+01 8.778780e-04 2.687429e-01 2.443314e-03
6.048486e-01 8.986362e-05 1.967938e-01 1.110401e+01 8.838429e-04 2.742186e-01 2.408504e-03
6.114953e-01 9.176309e-05 2.034985e-01 1.118018e+01 8.898778e-04 2.744279e-01 2.425432e-03
6.181419e-01 9.425278e-05 2.055040e-01 1.125853e+01 8.961514e-04 2.837052e-01 2.485991e-03
6.247886e-01 9.588106e-05 2.093518e-01 1.138516e+01 9.062091e-04 2.977879e-01 2.491832e-03
6.314353e-01 1.000874e-04 2.210212e-01 1.157835e+01 9.215943e-04 3.474840e-01 2.527595e-03
6.380820e-01 1.009262e-04 2.206602e-01 1.158010e+01 9.217259e-04 3.362230e-01 2.503037e-03
6.447287e-01 1.027895e-04 2.234351e-01 1.167122e+01 9.290143e-04 3.254757e-01 2.524495e-03
6.513754e-01 1.037929e-04 2.271472e-01 1.171647e+01 9.325903e-04 3.518133e-01 2.541304e-03
6.580221e-01 1.049520e-04 2.304094e-01 1.184838e+01 9.431029e-04 3.649204e-01 2.538919e-03
6.646688e-01 1.084277e-04 2.342168e-01 1.195667e+01 9.516573e-04 3.507702e-01 2.588153e-03
6.713155e-01 1.112769e-04 2.368423e-01 1.203648e+01 9.580827e-04 3.539436e-01 2.578020e-03
6.779622e-01 1.133736e-04 2.415346e-01 1.217288e+01 9.690056e-04 3.561175e-01 2.611518e-03
6.846089e-01 1.160700e-04 2.451423e-01 1.218705e+01 9.700168e-04 3.565210e-01 2.596378e-03
6.912556e-01 1.172553e-04 2.477700e-01 1.226025e+01 9.758708e-04 3.520167e-01 2.593875e-03
6.979023e-01 1.185857e-04 2.483433e-01 1.233810e+01 9.820326e-04 3.697197e-01 2.612114e-03
7.045490e-01 1.193419e-04 2.506314e-01 1.238282e+01 9.856817e-04 3.436447e-01 2.643585e-03
7.111956e-01 1.220749e-04 2.549187e-01 1.243131e+01 9.895229e-04 3.424000e-01 2.660275e-03
7.178423e-01 1.264980e-04 2.601279e-01 1.263766e+01 1.005929e-03 3.486973e-01 2.668977e-03
7.244890e-01 1.281169e-04 2.595429e-01 1.265542e+01 1.007313e-03 3.561713e-01 2.705455e-03
7.311357e-01 1.275591e-04 2.575891e-01 1.262891e+01 1.005212e-03 3.332057e-01 2.717972e-03
7.377824e-01 1.288590e-04 2.593617e-01 1.256075e+01 9.997886e-04 3.305947e-01 2.685308e-03
7.444291e-01 1.330970e-04 2.634255e-01 1.279391e+01 1.018271e-03 3.201640e-01 2.718687e-03
7.510758e-01 1.332420e-04 2.637167e-01 1.276797e+01 1.016233e-03 3.220162e-01 2.729535e-03
7.577225e-01 1.346495e-04 2.664164e-01 1.288985e+01 1.026031e-03 3.057027e-01 2.739310e-03
7.643692e-01 1.385166e-04 2.747650e-01 1.302804e+01 1.036971e-03 3.361206e-01 2.767682e-03
7.710159e-01 1.415254e-04 2.766636e-01 1.313072e+01 1.045104e-03 3.245943e-01 2.777219e-03
7.776626e-01 1.440831e-04 2.810284e-01 1.323872e+01 1.053787e-03 3.244125e-01 2.789736e-03
7.843093e-01 1.468851e-04 2.847600e-01 1.327249e+01 1.056409e-03 3.270756e-01 2.823234e-03
7.909560e-01 1.498965e-04 2.885382e-01 1.349783e+01 1.074310e-03 3.397288e-01 2.868176e-03
7.976027e-01 1.532764e-04 2.938453e-01 1.357120e+01 1.080203e-03 3.173006e-01 2.860188e-03
8.042493e-01 1.534311e-04 2.954640e-01 1.368482e+01 1.089301e-03 3.336451e-01 2.875090e-03
8.108960e-01 1.582583e-04 2.983629e-01 1.382580e+01 1.100382e-03 3.300469e-01 2.913356e-03
8.175427e-01 1.613646e-04 3.068705e-01 1.405565e+01 1.118722e-03 3.790023e-01 2.896309e-03
8.241894e-01 1.664682e-04 3.099519e-01 1.415282e+01 1.126363e-03 3.461055e-01 2.917886e-03
8.308361e-01 1.700710e-04 3.128285e-01 1.435501e+01 1.142454e-03 3.648045e-01 2.940297e-03
8.374828e-01 1.716437e-04 3.151390e-01 1.438606e+01 1.144882e-03 3.541657e-01 2.983809e-03
8.441295e-01 1.789792e-04 3.234177e-01 1.466510e+01 1.167068e-03 3.431094e-01 2.997398e-03
8.507762e-01 1.862890e-04 3.355493e-01 1.488818e+01 1.184739e-03 3.355812e-01 3.041387e-03
8.574229e-01 1.867965e-04 3.320134e-01 1.498389e+01 1.192348e-03 3.396041e-01 3.061652e-03
8.640696e-01 1.907499e-04 3.347657e-01 1.501997e+01 1.195302e-03 3.200701e-01 3.083825e-03
8.707163e-01 1.952625e-04 3.406399e-01 1.529824e+01 1.217338e-03 3.263776e-01 3.116012e-03
8.773630e-01 1.965634e-04 3.417467e-01 1.527446e+01 1.215504e-03 3.235809e-01 3.126264e-03
8.840097e-01 2.005338e-04 3.459976e-01 1.544975e+01 1.229257e-03 3.169411e-01 3.144383e-03
8.906564e-01 2.055960e-04 3.510212e-01 1.561222e+01 1.242238e-03 3.123295e-01 3.185153e-03
8.973030e-01 2.083870e-04 3.549875e-01 1.572439e+01 1.251030e-03 3.045781e-01 3.191471e-03
9.039497e-01 2.100813e-04 3.541659e-01 1.569029e+01 1.248431e-03 2.968888e-01 3.171563e-03
9.105964e-01 2.153300e-04 3.600093e-01 1.594384e+01 1.268528e-03 3.193110e-01 3.211141e-03
9.172431e-01 2.186064e-04 3.640613e-01 1.614272e+01 1.284351e-03 3.184192e-01 3.259182e-03
9.238898e-01 2.207438e-04 3.646557e-01 1.621550e+01 1.290145e-03 3.410536e-01 3.226876e-03
9.305365e-01 2.249629e-04 3.732229e-01 1.644443e+01 1.308325e-03 3.300372e-01 3.275752e-03
9.371832e-01 2.287817e-04 3.774206e-01 1.655807e+01 1.317336e-03 3.225844e-01 3.332615e-03
9.438299e-01 2.337325e-04 3.821542e-01 1.683211e+01 1.339176e-03 3.655137e-01 3.352880e-03
9.504766e-01 2.371040e-04 3.849882e-01 1.687025e+01 1.342157e-03 3.680536e-01 3.359675e-03
9.571233e-01 2.411049e-04 3.876752e-01 1.709241e+01 1.359716e-03 3.481781e-01 3.400564e-03
9.637700e-01 2.431290e-04 3.853680e-01 1.706142e+01 1.357314e-03 3.431749e-01 3.380418e-03
9.704167e-01 2.427510e-04 3.869512e-01 1.723557e+01 1.371129e-03 3.640662e-01 3.387451e-03
9.770634e-01 2.506471e-04 3.921815e-01 1.737047e+01 1.381773e-03 3.521029e-01 3.437281e-03
9.837101e-01 2.540620e-04 3.951557e-01 1.746588e+01 1.389395e-03 3.359830e-01 3.427982e-03
9.903567e-01 2.568271e-04 3.935985e-01 1.753600e+01 1.395009e-03 3.269424e-01 3.465533e-03
