#m p_+ p_- v_I v_II
3.077436e-02 8.747442e-02 1.511182e-08 1.852195e+02 3.803235e+02 5.713249e-01 3.487873e-01
3.249459e-02 8.456753e-02 1.518593e-09 1.782439e+02 3.627166e+02 5.713191e-01 3.514396e-01
3.431098e-02 8.165706e-02 1.183254e-10 1.715684e+02 3.459816e+02 5.713325e-01 3.540976e-01
3.622890e-02 7.874651e-02 9.118004e-12 1.651785e+02 3.300739e+02 5.713063e-01 3.567583e-01
3.825403e-02 7.583950e-02 4.889385e-13 1.590605e+02 3.149507e+02 5.713293e-01 3.594183e-01
4.039236e-02 7.293977e-02 1.365112e-14 1.532014e+02 3.005718e+02 5.713278e-01 3.620742e-01
4.265022e-02 7.005116e-02 4.930821e-16 1.475887e+02 2.868991e+02 5.713093e-01 3.647226e-01
4.503429e-02 6.717759e-02 8.694660e-18 1.422109e+02 2.738962e+02 5.713667e-01 3.673598e-01
4.755162e-02 6.432308e-02 1.050829e-19 1.370568e+02 2.615291e+02 5.712477e-01 3.699822e-01
5.020967e-02 6.149169e-02 7.359246e-22 1.321159e+02 2.497651e+02 5.713323e-01 3.725861e-01
5.301630e-02 5.868755e-02 3.043820e-24 1.273782e+02 2.385735e+02 5.712974e-01 3.751676e-01
5.597982e-02 5.591484e-02 1.756401e-26 1.228343e+02 2.279252e+02 5.713193e-01 3.777230e-01
5.910899e-02 5.317774e-02 3.503794e-29 1.184752e+02 2.177925e+02 5.713349e-01 3.802482e-01
6.241308e-02 5.048045e-02 3.534671e-32 1.142923e+02 2.081492e+02 5.713484e-01 3.827395e-01
6.590185e-02 4.782714e-02 2.280568e-35 1.102777e+02 1.989705e+02 5.713032e-01 3.851928e-01
6.958565e-02 4.522195e-02 7.710248e-39 1.064235e+02 1.902328e+02 5.713375e-01 3.876044e-01
7.347536e-02 4.266896e-02 1.409924e-42 1.027226e+02 1.819138e+02 5.712993e-01 3.899703e-01
7.758250e-02 4.017218e-02 1.158622e-46 9.916795e+01 1.739925e+02 5.713116e-01 3.922868e-01
