#./overdamped_3d --dev=1 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=65536 --periods=1000 --trans=100 --samples=100 --spp=1000 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=a:-1:2:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=0.0 --second=3.14 --skew=0.0 --distribution=s>> comp_s_3.14_a:-1:2:300:1_0.0_0.0_0.0333333333333_30.0.dat
#a <<v>> qnu(q) mu_q Dx Gx EBx
1.000000e-01 1.004773e+00 9.785883e-01 5.868046e+05 4.670465e+01 2.541566e-02 2.292395e-04
1.023293e-01 1.006314e+00 9.855762e-01 5.921356e+05 4.713310e+01 3.184831e-02 2.505779e-04
1.047129e-01 1.005656e+00 9.931924e-01 5.904067e+05 4.702233e+01 2.507699e-02 2.474785e-04
1.071519e-01 1.004810e+00 9.878734e-01 5.890210e+05 4.685203e+01 2.883720e-02 2.450943e-04
1.096478e-01 1.005182e+00 9.920069e-01 5.901660e+05 4.702169e+01 2.550232e-02 2.487898e-04
1.122018e-01 1.005288e+00 9.891941e-01 5.903580e+05 4.696790e+01 3.660643e-02 2.372265e-04
1.148153e-01 1.005689e+00 9.802107e-01 5.864366e+05 4.666709e+01 2.602351e-02 2.338886e-04
1.174897e-01 1.004868e+00 9.831901e-01 5.889442e+05 4.683325e+01 3.232408e-02 2.453327e-04
1.202264e-01 1.005372e+00 9.892964e-01 5.890379e+05 4.683930e+01 3.454041e-02 2.491474e-04
1.230269e-01 1.005401e+00 9.869343e-01 5.897918e+05 4.695898e+01 2.527976e-02 2.292395e-04
1.258925e-01 1.004926e+00 9.875854e-01 5.937051e+05 4.728780e+01 2.147961e-02 2.467632e-04
1.288249e-01 1.005791e+00 9.853404e-01 5.899960e+05 4.695580e+01 3.092194e-02 2.462864e-04
1.318256e-01 1.004911e+00 9.850064e-01 5.910050e+05 4.701787e+01 2.626503e-02 2.272129e-04
1.348962e-01 1.005117e+00 9.844214e-01 5.906428e+05 4.701691e+01 3.674519e-02 2.244711e-04
1.380384e-01 1.005812e+00 9.846681e-01 5.878624e+05 4.679824e+01 4.232728e-02 2.506971e-04
1.412537e-01 1.004991e+00 9.850764e-01 5.932406e+05 4.722031e+01 3.401530e-02 2.317429e-04
1.445439e-01 1.005743e+00 9.908983e-01 5.911167e+05 4.703920e+01 2.728498e-02 2.433062e-04
1.479108e-01 1.005074e+00 9.856412e-01 5.919221e+05 4.706848e+01 2.831137e-02 2.362728e-04
1.513561e-01 1.005395e+00 9.891846e-01 5.962619e+05 4.744186e+01 4.082501e-02 2.374649e-04
1.548816e-01 1.006019e+00 9.877310e-01 5.917605e+05 4.709267e+01 2.798975e-02 2.393723e-04
1.584892e-01 1.005299e+00 9.954081e-01 5.930220e+05 4.720631e+01 3.677785e-02 2.418756e-04
1.621809e-01 1.005054e+00 9.803918e-01 5.852679e+05 4.658974e+01 2.861428e-02 2.413988e-04
1.659586e-01 1.006045e+00 9.857821e-01 5.918511e+05 4.708854e+01 3.062534e-02 2.340078e-04
1.698243e-01 1.004797e+00 9.867951e-01 5.913102e+05 4.705702e+01 2.547085e-02 2.348423e-04
1.737800e-01 1.006141e+00 9.808775e-01 5.865727e+05 4.667410e+01 4.117846e-02 2.449751e-04
1.778278e-01 1.005742e+00 9.817686e-01 5.863486e+05 4.662285e+01 2.947128e-02 2.427101e-04
1.819700e-01 1.005512e+00 9.917194e-01 5.922059e+05 4.717862e+01 4.219818e-02 2.347231e-04
1.862086e-01 1.005912e+00 9.835396e-01 5.838600e+05 4.643823e+01 2.638268e-02 2.300739e-04
1.905460e-01 1.005257e+00 9.878289e-01 5.879357e+05 4.677373e+01 3.971481e-02 2.486706e-04
1.949843e-01 1.005284e+00 9.806674e-01 5.878756e+05 4.680460e+01 1.448762e-02 2.365112e-04
1.995261e-01 1.006098e+00 9.883797e-01 5.900101e+05 4.693352e+01 2.887738e-02 2.365112e-04
