#./overdamped_3d --dev=0 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=262144 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=s:-2:3:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=1 --zeta=1.0 --comp=0 --mean=1.0 --second=50 --skew=0.99 --distribution=s>> journal_4_s_1_s:-2:3:300:1_1.0_0.99_40.0.dat
#s <<v>> qnu(q) mu_q Dx Gx EBx
9.261137e+01 9.483753e-01 1.016057e+00 6.253451e+05 4.987407e+01 9.309649e-03 1.258373e-03
9.623454e+01 9.417234e-01 1.014398e+00 6.499306e+05 5.169925e+01 1.086771e-02 1.265407e-03
9.999945e+01 9.377785e-01 1.017330e+00 6.809194e+05 5.426865e+01 2.932787e-03 1.211047e-03
1.039117e+02 9.369541e-01 1.014061e+00 7.006626e+05 5.572046e+01 1.026297e-02 1.237750e-03
1.079769e+02 9.380822e-01 1.015928e+00 7.283694e+05 5.800274e+01 1.458669e-02 1.221299e-03
1.122012e+02 9.431134e-01 1.015671e+00 7.528809e+05 5.984862e+01 1.011765e-02 1.229525e-03
1.165908e+02 9.514871e-01 1.011722e+00 7.820339e+05 6.218788e+01 5.070686e-03 1.253009e-03
1.211521e+02 9.618735e-01 1.015407e+00 8.100699e+05 6.443356e+01 1.141644e-02 1.244307e-03
1.258918e+02 9.756387e-01 1.016174e+00 8.397311e+05 6.695266e+01 9.525061e-03 1.246214e-03
1.308170e+02 9.925191e-01 1.013734e+00 8.654369e+05 6.882560e+01 9.787083e-03 1.245141e-03
1.359349e+02 1.010661e+00 1.011582e+00 8.962529e+05 7.144337e+01 5.314589e-03 1.262546e-03
1.412529e+02 1.029839e+00 1.017772e+00 9.277812e+05 7.381638e+01 5.574226e-03 1.257300e-03
1.467791e+02 1.046155e+00 1.021633e+00 9.616492e+05 7.655862e+01 5.527020e-03 1.269102e-03
1.525214e+02 1.057979e+00 1.016847e+00 9.939834e+05 7.920027e+01 2.038479e-05 1.267076e-03
1.584884e+02 1.062215e+00 1.017080e+00 1.031668e+06 8.208575e+01 -3.619313e-03 1.274467e-03
1.646888e+02 1.057940e+00 1.013618e+00 1.074088e+06 8.561517e+01 -5.043447e-03 1.246572e-03
1.711318e+02 1.046100e+00 1.013262e+00 1.111088e+06 8.854108e+01 1.204252e-03 1.273155e-03
1.778269e+02 1.030042e+00 1.010888e+00 1.155609e+06 9.198678e+01 8.770943e-03 1.253605e-03
1.847839e+02 1.012624e+00 1.013232e+00 1.209047e+06 9.629574e+01 3.046751e-03 1.218557e-03
1.920130e+02 9.969260e-01 1.014867e+00 1.259335e+06 1.002676e+02 -1.125336e-03 1.251936e-03
1.995250e+02 9.820808e-01 1.019309e+00 1.322446e+06 1.052603e+02 4.528284e-03 1.246095e-03
2.073309e+02 9.720648e-01 1.018210e+00 1.368673e+06 1.089339e+02 1.176333e-02 1.229286e-03
2.154421e+02 9.658040e-01 1.020988e+00 1.429575e+06 1.137121e+02 9.233475e-03 1.223207e-03
2.238707e+02 9.644344e-01 1.017274e+00 1.482048e+06 1.179370e+02 8.232474e-03 1.224279e-03
2.326290e+02 9.661831e-01 1.014376e+00 1.531262e+06 1.219649e+02 1.640987e-02 1.231313e-03
2.417300e+02 9.723886e-01 1.012672e+00 1.576564e+06 1.254198e+02 1.026380e-02 1.204133e-03
2.511870e+02 9.845181e-01 1.014361e+00 1.636653e+06 1.302518e+02 9.830713e-03 1.193881e-03
2.610140e+02 9.976743e-01 1.015939e+00 1.702738e+06 1.356029e+02 7.580280e-03 1.215696e-03
2.712255e+02 1.011745e+00 1.015512e+00 1.761241e+06 1.401181e+02 7.630706e-03 1.259089e-03
2.818365e+02 1.024427e+00 1.014633e+00 1.833126e+06 1.460606e+02 1.061070e-02 1.219153e-03
2.928625e+02 1.032321e+00 1.013181e+00 1.894422e+06 1.507630e+02 7.354021e-03 1.179934e-03
3.043200e+02 1.033427e+00 1.013629e+00 1.971286e+06 1.569920e+02 3.245234e-03 1.202345e-03
3.162257e+02 1.027691e+00 1.015387e+00 2.055864e+06 1.636097e+02 -1.442790e-03 1.214147e-03
3.285971e+02 1.017285e+00 1.013929e+00 2.132720e+06 1.697664e+02 3.566861e-03 1.181602e-03
3.414526e+02 1.005388e+00 1.014679e+00 2.220690e+06 1.766804e+02 3.630400e-03 1.212597e-03
3.548110e+02 9.936436e-01 1.013644e+00 2.308937e+06 1.838290e+02 7.829070e-03 1.212120e-03
3.686920e+02 9.854382e-01 1.018187e+00 2.414669e+06 1.921812e+02 9.742022e-03 1.206040e-03
3.831161e+02 9.806190e-01 1.019628e+00 2.519672e+06 2.005327e+02 7.584453e-03 1.180172e-03
3.981045e+02 9.820520e-01 1.014285e+00 2.593340e+06 2.062874e+02 1.834512e-03 1.230121e-03
4.136792e+02 9.865871e-01 1.011179e+00 2.688704e+06 2.141029e+02 4.381776e-03 1.182914e-03
4.298633e+02 9.966775e-01 1.018034e+00 2.802202e+06 2.229570e+02 7.010460e-03 1.183629e-03
4.466805e+02 1.006125e+00 1.015337e+00 2.899025e+06 2.307702e+02 6.354332e-03 1.210093e-03
4.641557e+02 1.015851e+00 1.017506e+00 3.021889e+06 2.406461e+02 -3.014803e-03 1.207471e-03
4.823145e+02 1.021043e+00 1.020517e+00 3.143710e+06 2.501620e+02 7.047057e-03 1.190186e-03
5.011837e+02 1.018720e+00 1.021816e+00 3.269275e+06 2.602833e+02 6.714821e-03 1.207352e-03
5.207911e+02 1.013935e+00 1.014964e+00 3.370421e+06 2.682655e+02 9.111881e-03 1.211166e-03
5.411657e+02 1.004270e+00 1.015127e+00 3.515994e+06 2.797772e+02 9.654164e-03 1.181483e-03
5.623373e+02 9.960479e-01 1.017174e+00 3.668646e+06 2.919857e+02 8.400083e-03 1.193643e-03
5.843372e+02 9.929755e-01 1.015326e+00 3.789257e+06 3.015423e+02 6.980777e-03 1.191854e-03
6.071978e+02 9.914796e-01 1.014850e+00 3.936278e+06 3.132570e+02 1.133573e-02 1.214743e-03
6.309528e+02 9.946330e-01 1.016283e+00 4.098549e+06 3.261594e+02 6.885648e-03 1.228809e-03
6.556371e+02 1.001941e+00 1.016666e+00 4.232590e+06 3.369399e+02 8.032799e-03 1.168609e-03
6.812871e+02 1.008123e+00 1.017011e+00 4.413208e+06 3.512441e+02 6.557703e-03 1.209974e-03
7.079406e+02 1.013390e+00 1.017453e+00 4.600561e+06 3.661328e+02 5.754352e-03 1.195192e-03
7.356368e+02 1.012486e+00 1.016564e+00 4.775382e+06 3.800735e+02 2.247095e-04 1.196265e-03
7.644166e+02 1.008858e+00 1.022050e+00 4.984628e+06 3.967924e+02 1.792789e-03 1.195550e-03
7.943223e+02 1.002388e+00 1.016502e+00 5.163832e+06 4.110004e+02 3.835201e-03 1.207709e-03
8.253980e+02 9.986663e-01 1.019324e+00 5.364068e+06 4.268694e+02 7.456779e-03 1.164436e-03
8.576895e+02 9.965183e-01 1.016122e+00 5.553314e+06 4.419771e+02 1.628757e-03 1.182318e-03
8.912442e+02 9.991211e-01 1.022898e+00 5.824420e+06 4.635948e+02 9.272814e-03 1.171827e-03
9.261117e+02 1.001672e+00 1.016670e+00 5.991452e+06 4.768514e+02 3.615499e-03 1.156449e-03
9.623433e+02 1.008067e+00 1.015939e+00 6.237866e+06 4.965083e+02 8.728147e-03 1.210213e-03
