#./overdamped_3d --dev=0 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=262144 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=s:-2:3:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=10 --zeta=0.1 --comp=0 --mean=1.0 --second=50 --skew=0.99 --distribution=s>> journal_4_s_10_s:-2:3:300:1_1.0_0.99_40.0.dat
#s <<v>> qnu(q) mu_q Dx Gx EBx
4.823171e-02 2.689914e-08 -1.667579e-04 7.499088e+00 5.970979e-04 -2.424927e-01 5.289197e-03
5.011865e-02 -2.209271e-08 2.064453e-04 7.500943e+00 5.972482e-04 -2.420251e-01 5.343676e-03
5.207940e-02 2.146029e-08 -1.911966e-04 7.512774e+00 5.981615e-04 -2.453524e-01 5.341411e-03
5.411686e-02 -5.489449e-08 -1.887992e-04 7.490410e+00 5.964687e-04 -2.401952e-01 5.339384e-03
5.623404e-02 -3.777685e-08 9.020160e-05 7.522405e+00 5.989264e-04 -2.468414e-01 5.389571e-03
5.843404e-02 4.169788e-08 -2.279420e-04 7.509511e+00 5.979083e-04 -2.442907e-01 5.395770e-03
6.072012e-02 6.024901e-08 1.326272e-04 7.518467e+00 5.986042e-04 -2.455433e-01 5.343080e-03
6.309562e-02 -6.969323e-08 -4.538810e-05 7.521232e+00 5.988098e-04 -2.464893e-01 5.395651e-03
6.556407e-02 3.772204e-07 9.174593e-04 7.494206e+00 5.967508e-04 -2.340629e-01 5.437493e-03
6.812909e-02 4.976341e-07 1.339556e-03 7.509731e+00 5.979250e-04 -2.338599e-01 5.442739e-03
7.079445e-02 5.901790e-07 1.370440e-03 7.523130e+00 5.990062e-04 -2.331874e-01 5.434632e-03
7.356408e-02 9.625508e-07 2.553899e-03 7.554673e+00 6.014928e-04 -2.330372e-01 5.447507e-03
7.644208e-02 2.126255e-06 6.403203e-03 7.556949e+00 6.016627e-04 -2.085824e-01 5.544186e-03
7.943267e-02 2.412532e-06 6.643338e-03 7.599169e+00 6.051140e-04 -2.134613e-01 5.558133e-03
8.254025e-02 3.004609e-06 9.032945e-03 7.609733e+00 6.058967e-04 -1.975651e-01 5.609870e-03
8.576941e-02 3.756520e-06 1.050164e-02 7.657310e+00 6.098324e-04 -1.996924e-01 5.615354e-03
8.912491e-02 4.886283e-06 1.325937e-02 7.694341e+00 6.127355e-04 -1.839619e-01 5.639076e-03
9.261168e-02 8.515433e-06 2.469924e-02 7.838803e+00 6.241392e-04 -1.423187e-01 5.787373e-03
9.623486e-02 1.455547e-05 3.932408e-02 8.067579e+00 6.424185e-04 -1.003187e-01 5.974054e-03
9.999978e-02 1.881755e-05 4.932756e-02 8.235693e+00 6.557647e-04 -8.090782e-02 6.165504e-03
1.039120e-01 2.479616e-05 6.427993e-02 8.401789e+00 6.690858e-04 -3.452408e-02 6.314039e-03
1.079773e-01 3.245044e-05 8.399022e-02 8.757653e+00 6.973925e-04 5.158699e-02 6.479979e-03
1.122016e-01 4.450075e-05 1.084825e-01 9.226994e+00 7.347412e-04 7.254148e-02 6.755114e-03
1.165912e-01 6.020753e-05 1.386483e-01 9.847420e+00 7.841418e-04 1.176945e-01 7.052898e-03
1.211525e-01 8.054231e-05 1.809347e-01 1.058596e+01 8.429269e-04 1.988055e-01 7.416606e-03
1.258922e-01 1.120278e-04 2.280886e-01 1.178491e+01 9.384181e-04 2.545378e-01 8.026123e-03
1.308174e-01 1.441273e-04 2.766501e-01 1.308882e+01 1.042036e-03 3.283230e-01 8.538008e-03
1.359353e-01 1.893230e-04 3.317413e-01 1.493500e+01 1.188471e-03 3.580927e-01 9.161949e-03
1.412534e-01 2.425417e-04 3.870797e-01 1.706022e+01 1.356587e-03 3.668013e-01 9.786844e-03
1.467796e-01 3.035353e-04 4.332771e-01 1.935709e+01 1.538760e-03 3.972846e-01 1.043606e-02
1.525219e-01 3.988420e-04 4.959762e-01 2.299618e+01 1.827749e-03 3.817639e-01 1.130879e-02
1.584889e-01 5.058510e-04 5.511572e-01 2.735213e+01 2.173322e-03 3.280915e-01 1.220691e-02
1.646893e-01 6.370015e-04 6.087895e-01 3.287361e+01 2.610250e-03 3.086640e-01 1.318812e-02
1.711324e-01 7.962980e-04 6.640043e-01 3.964227e+01 3.152517e-03 2.725657e-01 1.424718e-02
1.778274e-01 9.732878e-04 6.973521e-01 4.617494e+01 3.676677e-03 2.029532e-01 1.487446e-02
1.847845e-01 1.206644e-03 7.418825e-01 5.599507e+01 4.460295e-03 1.875418e-01 1.595044e-02
1.920137e-01 1.497010e-03 7.791976e-01 6.813195e+01 5.425622e-03 1.460848e-01 1.693380e-02
1.995257e-01 1.844794e-03 8.123888e-01 8.372477e+01 6.661259e-03 9.267402e-02 1.822197e-02
2.073316e-01 2.244052e-03 8.441165e-01 9.952802e+01 7.907234e-03 8.317435e-02 1.887703e-02
2.154428e-01 2.734571e-03 8.616277e-01 1.183437e+02 9.408756e-03 4.717147e-02 1.933706e-02
2.238715e-01 3.350314e-03 8.744860e-01 1.401155e+02 1.115452e-02 4.696870e-02 1.956367e-02
2.326298e-01 4.096347e-03 8.903223e-01 1.701693e+02 1.355967e-02 6.401420e-02 2.015150e-02
2.417308e-01 4.958794e-03 9.037520e-01 2.030929e+02 1.614242e-02 4.300487e-02 2.038693e-02
2.511879e-01 6.046948e-03 9.302814e-01 2.500143e+02 1.983997e-02 4.567802e-02 2.085829e-02
2.610149e-01 7.306946e-03 9.327001e-01 2.949599e+02 2.340087e-02 5.586660e-02 2.047312e-02
2.712264e-01 8.811961e-03 9.452304e-01 3.550255e+02 2.819405e-02 2.753019e-02 2.019429e-02
2.818374e-01 1.052753e-02 9.490132e-01 4.203807e+02 3.325681e-02 -1.705992e-02 1.977193e-02
2.928635e-01 1.263330e-02 9.644856e-01 5.065931e+02 4.018550e-02 1.952708e-02 1.929867e-02
3.043210e-01 1.505074e-02 9.586097e-01 5.925230e+02 4.716209e-02 4.442334e-02 1.844621e-02
3.162267e-01 1.787578e-02 9.600971e-01 6.935450e+02 5.527394e-02 2.987587e-02 1.741171e-02
3.285983e-01 2.110003e-02 9.558823e-01 8.182751e+02 6.538393e-02 -5.656481e-05 1.652205e-02
3.414538e-01 2.494080e-02 9.700767e-01 9.792684e+02 7.757498e-02 -3.179312e-03 1.575279e-02
3.548123e-01 2.926716e-02 9.692314e-01 1.129267e+03 8.925017e-02 -1.084709e-02 1.458251e-02
3.686934e-01 3.431244e-02 9.671318e-01 1.316531e+03 1.035791e-01 1.510930e-02 1.360118e-02
3.831175e-01 4.005288e-02 9.756674e-01 1.550901e+03 1.196789e-01 4.101515e-03 1.273227e-02
3.981059e-01 4.659338e-02 9.872390e-01 1.841988e+03 1.451816e-01 -1.478755e-02 1.201022e-02
4.136808e-01 5.410684e-02 9.752753e-01 2.095978e+03 1.709057e-01 -1.155138e-03 1.095939e-02
4.298649e-01 6.255829e-02 9.897401e-01 2.473875e+03 1.991725e-01 -7.966161e-03 1.028466e-02
4.466822e-01 7.212806e-02 9.937382e-01 2.897357e+03 2.374878e-01 -9.872913e-04 9.616733e-03
4.641575e-01 8.288033e-02 9.902697e-01 3.320530e+03 2.705758e-01 -8.463979e-03 8.768916e-03
4.823164e-01 9.499672e-02 9.922917e-01 3.813764e+03 3.031504e-01 -7.210672e-03 8.115768e-03
5.011858e-01 1.086778e-01 9.881616e-01 4.292381e+03 3.316615e-01 -1.315260e-02 7.339358e-03
5.207933e-01 1.236336e-01 9.857656e-01 4.789305e+03 3.782964e-01 -2.009338e-02 6.606579e-03
5.411680e-01 1.404753e-01 9.816810e-01 5.377262e+03 4.137133e-01 -1.255822e-02 6.034136e-03
5.623397e-01 1.589913e-01 9.749198e-01 6.045622e+03 4.668512e-01 -1.074779e-02 5.534887e-03
5.843398e-01 1.795124e-01 9.809085e-01 6.800415e+03 5.537995e-01 2.802253e-03 5.072117e-03
6.072005e-01 2.019775e-01 9.758715e-01 7.595841e+03 6.499788e-01 3.959179e-03 4.559278e-03
6.309556e-01 2.265939e-01 9.809878e-01 8.638959e+03 7.310583e-01 -4.295588e-03 4.301906e-03
6.556400e-01 2.535327e-01 9.870222e-01 9.714495e+03 7.226231e-01 -1.801014e-03 3.965259e-03
6.812901e-01 2.828586e-01 9.890987e-01 1.084136e+04 8.532097e-01 1.101685e-02 3.670573e-03
7.079438e-01 3.144889e-01 9.928830e-01 1.214056e+04 9.174486e-01 1.650608e-02 3.418207e-03
7.356402e-01 3.487785e-01 9.918465e-01 1.341783e+04 9.832990e-01 1.008224e-02 3.165722e-03
7.644201e-01 3.858360e-01 9.902333e-01 1.483243e+04 1.119297e+00 1.013124e-02 2.958655e-03
7.943260e-01 4.257120e-01 9.865037e-01 1.613220e+04 1.194975e+00 4.630446e-03 2.735138e-03
8.254018e-01 4.687390e-01 9.867617e-01 1.783094e+04 1.415922e+00 1.245272e-02 2.570152e-03
8.576935e-01 5.144679e-01 9.945226e-01 1.985701e+04 1.584865e+00 -3.491759e-03 2.447844e-03
8.912484e-01 5.632007e-01 9.915041e-01 2.173277e+04 1.777204e+00 -4.707098e-03 2.320409e-03
9.261161e-01 6.151770e-01 9.952104e-01 2.396092e+04 1.880177e+00 -2.095282e-03 2.168179e-03
9.623479e-01 6.701601e-01 9.925017e-01 2.586909e+04 1.974954e+00 7.092953e-03 2.032995e-03
9.999971e-01 7.283080e-01 9.964375e-01 2.832200e+04 2.235968e+00 -4.488707e-03 1.952529e-03
1.039119e+00 7.898981e-01 9.962955e-01 3.072612e+04 2.531518e+00 -8.292794e-04 1.872182e-03
1.079772e+00 8.544891e-01 9.988446e-01 3.326529e+04 2.861447e+00 -1.331228e-02 1.768827e-03
1.122015e+00 9.221282e-01 9.965383e-01 3.572174e+04 2.701496e+00 -1.052469e-02 1.669049e-03
1.165911e+00 9.930759e-01 9.978200e-01 3.835738e+04 3.080921e+00 -1.945210e-02 1.599550e-03
1.211524e+00 1.067446e+00 9.949569e-01 4.091558e+04 3.122938e+00 -6.566286e-03 1.450896e-03
1.258922e+00 1.144696e+00 9.921744e-01 4.341914e+04 3.743642e+00 -1.921082e-02 1.404166e-03
1.308174e+00 1.225267e+00 9.918797e-01 4.643805e+04 3.881152e+00 -3.783941e-03 1.334548e-03
1.359353e+00 1.308205e+00 9.896911e-01 4.945995e+04 4.229702e+00 -4.461765e-03 1.245141e-03
1.412534e+00 1.394212e+00 9.960181e-01 5.361539e+04 4.075003e+00 -8.708119e-03 1.230955e-03
1.467795e+00 1.482913e+00 9.880818e-01 5.678121e+04 4.504085e+00 -6.506205e-03 1.196980e-03
1.525219e+00 1.574162e+00 9.870074e-01 6.118614e+04 5.068767e+00 -2.094555e-02 1.163721e-03
1.584889e+00 1.667550e+00 9.945462e-01 6.567701e+04 5.928840e+00 -1.658189e-02 1.139283e-03
1.646893e+00 1.763238e+00 9.926989e-01 6.918734e+04 5.849899e+00 -1.647866e-02 1.088977e-03
1.711323e+00 1.859740e+00 9.893912e-01 7.291679e+04 5.508034e+00 -1.581794e-02 9.956360e-04
1.778274e+00 1.958485e+00 9.950721e-01 7.786393e+04 6.310175e+00 -1.885593e-03 1.039386e-03
1.847844e+00 2.057410e+00 9.929606e-01 8.213899e+04 7.529938e+00 -6.234527e-03 9.337664e-04
1.920137e+00 2.157335e+00 9.901668e-01 8.595509e+04 6.282164e+00 -1.563668e-03 8.983612e-04
1.995257e+00 2.258044e+00 9.910201e-01 9.199501e+04 7.405161e+00 -1.485866e-02 9.287596e-04
2.073316e+00 2.359478e+00 9.985941e-01 9.808441e+04 7.826603e+00 9.654284e-03 8.977652e-04
2.154429e+00 2.460767e+00 9.920875e-01 1.018213e+05 6.823290e+00 2.457190e-02 8.131266e-04
2.238715e+00 2.561237e+00 9.841369e-01 1.066518e+05 8.354998e+00 2.076507e-02 8.113384e-04
2.326299e+00 2.661229e+00 9.894174e-01 1.129654e+05 9.444891e+00 3.472090e-02 7.808208e-04
2.417309e+00 2.760500e+00 9.934700e-01 1.206085e+05 8.474682e+00 3.411162e-02 7.776022e-04
2.511880e+00 2.857656e+00 9.990560e-01 1.275613e+05 9.640969e+00 3.242552e-02 7.678270e-04
2.610151e+00 2.953745e+00 9.997236e-01 1.355044e+05 1.081999e+01 1.748097e-02 7.421970e-04
2.712266e+00 3.047796e+00 1.004363e+00 1.431901e+05 1.210087e+01 1.156330e-03 7.091761e-04
2.818376e+00 3.139767e+00 1.006542e+00 1.498431e+05 1.189460e+01 -4.863203e-03 7.127523e-04
2.928637e+00 3.230133e+00 1.008408e+00 1.586598e+05 1.394197e+01 -1.365066e-03 7.009506e-04
3.043212e+00 3.317870e+00 1.006342e+00 1.674377e+05 1.519484e+01 -4.575908e-03 6.775856e-04
3.162270e+00 3.401853e+00 1.003068e+00 1.744747e+05 1.522285e+01 -4.500985e-03 6.536245e-04
3.285985e+00 3.483535e+00 1.005339e+00 1.837804e+05 1.535272e+01 2.304554e-03 6.766319e-04
3.414541e+00 3.561214e+00 1.001140e+00 1.933888e+05 1.558700e+01 1.042604e-03 6.229877e-04
3.548125e+00 3.635605e+00 9.975175e-01 2.011860e+05 1.636113e+01 5.244613e-03 6.352663e-04
3.686936e+00 3.706425e+00 1.003723e+00 2.131456e+05 1.884394e+01 -5.542040e-04 6.475449e-04
3.831177e+00 3.773116e+00 1.003988e+00 2.224593e+05 1.962317e+01 -2.729893e-03 6.039143e-04
3.981061e+00 3.834440e+00 1.004570e+00 2.330135e+05 1.878792e+01 -8.738399e-03 6.102324e-04
4.136810e+00 3.891830e+00 1.001217e+00 2.421797e+05 1.895599e+01 -6.747723e-03 6.275177e-04
4.298651e+00 3.942776e+00 1.002830e+00 2.543161e+05 2.131403e+01 -1.942098e-02 5.735159e-04
4.466824e+00 3.986900e+00 1.001068e+00 2.651444e+05 2.045332e+01 -2.394444e-02 6.005764e-04
4.641576e+00 4.024140e+00 9.998121e-01 2.783735e+05 2.197102e+01 -2.494228e-02 5.846024e-04
4.823165e+00 4.051930e+00 1.004709e+00 2.935524e+05 2.192518e+01 -2.104545e-02 5.972385e-04
5.011858e+00 4.069487e+00 1.008902e+00 3.102026e+05 2.291322e+01 -1.840931e-02 5.654097e-04
5.207934e+00 4.071305e+00 1.007839e+00 3.234070e+05 2.724733e+01 -1.881742e-02 5.849600e-04
5.411680e+00 4.054196e+00 1.005022e+00 3.387785e+05 2.746123e+01 -1.418281e-02 5.586147e-04
5.623397e+00 4.012595e+00 1.007774e+00 3.576535e+05 2.881596e+01 -1.368469e-02 5.785227e-04
5.843397e+00 3.941337e+00 1.004719e+00 3.744562e+05 2.991094e+01 -1.121372e-02 5.698204e-04
6.072004e+00 3.839884e+00 1.005241e+00 3.938292e+05 3.142355e+01 1.385689e-03 5.872250e-04
6.309555e+00 3.709907e+00 1.005851e+00 4.173568e+05 3.464230e+01 -2.987385e-03 5.735159e-04
6.556399e+00 3.556771e+00 1.002790e+00 4.386037e+05 3.517197e+01 -1.130855e-02 5.809069e-04
6.812900e+00 3.388791e+00 9.997095e-01 4.615236e+05 3.770317e+01 -9.941161e-03 5.801916e-04
7.079436e+00 3.210945e+00 1.000360e+00 4.848896e+05 3.983712e+01 -1.218563e-02 5.348921e-04
7.356400e+00 3.029915e+00 1.005825e+00 5.115122e+05 3.993388e+01 -2.125990e-02 5.573034e-04
7.644198e+00 2.849235e+00 1.005795e+00 5.416844e+05 4.315009e+01 -1.695859e-02 5.769730e-04
7.943257e+00 2.670862e+00 1.005246e+00 5.723962e+05 4.529168e+01 -1.999354e-02 5.537271e-04
8.254015e+00 2.495370e+00 1.008379e+00 6.015862e+05 4.785089e+01 -2.962583e-02 5.509853e-04
8.576931e+00 2.326168e+00 1.003776e+00 6.269159e+05 5.014017e+01 -2.364993e-02 5.377531e-04
8.912479e+00 2.162184e+00 1.011850e+00 6.647864e+05 5.287636e+01 -1.773977e-02 5.240440e-04
9.261156e+00 2.003785e+00 1.014316e+00 6.930298e+05 5.494283e+01 -1.700270e-02 4.888773e-04
9.623473e+00 1.852020e+00 1.012924e+00 7.234561e+05 5.770576e+01 -2.028453e-02 5.129576e-04
9.999966e+00 1.704934e+00 1.015332e+00 7.582756e+05 6.050434e+01 -1.510125e-02 5.189180e-04
1.039119e+01 1.563538e+00 1.015415e+00 7.901784e+05 6.306673e+01 -2.159590e-02 5.468130e-04
1.079772e+01 1.427898e+00 1.016895e+00 8.283313e+05 6.587296e+01 -1.346928e-02 5.022287e-04
1.122015e+01 1.298852e+00 1.015044e+00 8.538508e+05 6.801646e+01 -6.094635e-03 5.179644e-04
1.165910e+01 1.175677e+00 1.008088e+00 8.790567e+05 7.003168e+01 -5.608082e-03 5.038977e-04
1.211523e+01 1.058266e+00 1.011202e+00 9.157528e+05 7.283025e+01 -3.858268e-03 5.203485e-04
1.258921e+01 9.472131e-01 1.014281e+00 9.548872e+05 7.598757e+01 -8.070290e-03 5.223751e-04
1.308173e+01 8.415230e-01 1.014363e+00 9.916809e+05 7.886859e+01 -1.154935e-02 5.064011e-04
1.359352e+01 7.413561e-01 1.019107e+00 1.034982e+06 8.238894e+01 -5.832613e-03 5.271435e-04
1.412532e+01 6.475340e-01 1.020208e+00 1.073518e+06 8.542052e+01 -4.476905e-03 5.092621e-04
1.467794e+01 5.593429e-01 1.017524e+00 1.119002e+06 8.902252e+01 -5.729437e-03 5.061626e-04
1.525217e+01 4.790432e-01 1.018684e+00 1.163503e+06 9.258894e+01 -9.852886e-03 4.633665e-04
1.584887e+01 4.038867e-01 1.017502e+00 1.205865e+06 9.596931e+01 -1.053226e-02 5.122423e-04
1.646892e+01 3.367361e-01 1.015090e+00 1.253117e+06 9.969907e+01 -1.333737e-02 4.736185e-04
1.711322e+01 2.761241e-01 1.021934e+00 1.304888e+06 1.038305e+02 -1.431936e-02 5.034208e-04
1.778273e+01 2.223040e-01 1.017159e+00 1.339831e+06 1.066077e+02 -1.336575e-02 5.134344e-04
1.847843e+01 1.774215e-01 1.018099e+00 1.386166e+06 1.102999e+02 -1.774824e-02 4.560947e-04
1.920134e+01 1.396285e-01 1.018388e+00 1.434695e+06 1.141605e+02 -1.117909e-02 5.159378e-04
1.995255e+01 1.115479e-01 1.012633e+00 1.470737e+06 1.170337e+02 -8.763850e-03 5.080700e-04
2.073313e+01 9.235394e-02 1.015592e+00 1.526879e+06 1.215062e+02 -3.297508e-03 5.046129e-04
2.154426e+01 8.067834e-02 1.009114e+00 1.571475e+06 1.250489e+02 -3.882110e-03 5.018711e-04
2.238712e+01 7.918049e-02 1.017551e+00 1.653570e+06 1.315948e+02 4.308224e-04 5.091429e-04
2.326295e+01 8.672778e-02 1.021486e+00 1.716408e+06 1.365793e+02 2.976060e-03 4.806519e-04
2.417306e+01 1.046985e-01 1.019278e+00 1.760985e+06 1.401270e+02 1.300395e-02 5.201101e-04
2.511876e+01 1.316015e-01 1.018367e+00 1.824522e+06 1.451738e+02 4.231572e-03 4.926920e-04
2.610146e+01 1.688903e-01 1.013472e+00 1.875846e+06 1.492558e+02 5.925655e-03 5.291700e-04
2.712261e+01 2.156540e-01 1.019230e+00 1.943109e+06 1.546081e+02 6.127834e-03 5.322695e-04
2.818371e+01 2.715406e-01 1.019996e+00 2.015310e+06 1.603387e+02 5.154848e-03 4.801750e-04
2.928632e+01 3.377295e-01 1.019453e+00 2.078978e+06 1.654179e+02 1.754761e-04 5.285740e-04
3.043207e+01 4.130532e-01 1.021810e+00 2.138100e+06 1.701427e+02 6.819725e-03 5.108118e-04
3.162264e+01 4.986690e-01 1.020145e+00 2.206656e+06 1.755800e+02 -7.168055e-04 4.918575e-04
3.285979e+01 5.930674e-01 1.014686e+00 2.269434e+06 1.805934e+02 -6.193519e-04 5.168915e-04
3.414534e+01 6.987481e-01 1.012170e+00 2.340862e+06 1.862523e+02 -1.560390e-03 5.168915e-04
3.548118e+01 8.115509e-01 1.013425e+00 2.417784e+06 1.923804e+02 -1.157343e-03 5.159378e-04
3.686928e+01 9.323015e-01 1.013973e+00 2.502894e+06 1.991277e+02 -9.885073e-03 5.377531e-04
3.831170e+01 1.057721e+00 1.016365e+00 2.575399e+06 2.049855e+02 -6.386220e-03 5.079508e-04
3.981053e+01 1.188275e+00 1.016035e+00 2.673880e+06 2.128554e+02 -6.106079e-03 5.046129e-04
4.136801e+01 1.320539e+00 1.018764e+00 2.748942e+06 2.189214e+02 -1.830125e-02 5.217791e-04
4.298642e+01 1.448506e+00 1.017542e+00 2.829086e+06 2.252253e+02 -1.169431e-02 5.490780e-04
4.466815e+01 1.569742e+00 1.015782e+00 2.913499e+06 2.321001e+02 -1.112670e-02 5.155802e-04
4.641567e+01 1.672055e+00 1.016157e+00 3.029337e+06 2.413616e+02 -8.896291e-03 5.295277e-04
4.823155e+01 1.746513e+00 1.016071e+00 3.137460e+06 2.496135e+02 -1.798809e-03 5.501509e-04
5.011848e+01 1.781127e+00 1.014744e+00 3.244315e+06 2.583619e+02 -3.742397e-03 5.033016e-04
5.207923e+01 1.773306e+00 1.013235e+00 3.363826e+06 2.676668e+02 -6.528914e-03 5.507469e-04
5.411669e+01 1.721585e+00 1.009815e+00 3.487205e+06 2.777979e+02 -6.056368e-03 5.407333e-04
5.623386e+01 1.633360e+00 1.013135e+00 3.634960e+06 2.890699e+02 -2.608418e-03 5.316734e-04
5.843385e+01 1.522631e+00 1.010915e+00 3.781199e+06 3.007997e+02 -8.317828e-04 5.502701e-04
6.071991e+01 1.397255e+00 1.010996e+00 3.936869e+06 3.133035e+02 -3.960073e-03 5.280972e-04
6.309542e+01 1.269710e+00 1.014557e+00 4.142874e+06 3.298677e+02 2.378225e-03 5.360842e-04
6.556385e+01 1.145408e+00 1.007903e+00 4.289036e+06 3.413058e+02 3.131747e-03 5.334616e-04
6.812886e+01 1.028874e+00 1.017684e+00 4.511640e+06 3.591245e+02 -1.343966e-03 5.581379e-04
7.079421e+01 9.216031e-01 1.009855e+00 4.675858e+06 3.720584e+02 -2.185106e-03 5.295277e-04
7.356384e+01 8.298767e-01 1.011783e+00 4.864877e+06 3.871386e+02 2.530098e-03 5.304813e-04
7.644183e+01 7.465809e-01 1.012325e+00 5.090918e+06 4.051174e+02 -1.182657e-02 5.294085e-04
7.943240e+01 6.819019e-01 1.012794e+00 5.292366e+06 4.211026e+02 -1.411754e-02 5.002022e-04
