#./overdamped_3d --dev=0 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=262144 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=s:-2:3:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=100 --zeta=0.01 --comp=0 --mean=1.0 --second=50 --skew=0.99 --distribution=s>> journal_4_s_100_s:-2:3:300:1_1.0_0.99_40.0.dat
#s <<v>> qnu(q) mu_q Dx Gx EBx
6.072012e-02 6.063402e-04 6.038001e-01 3.179571e+01 2.529979e-03 3.381693e-01 1.888275e-03
6.309562e-02 8.211102e-04 6.600271e-01 4.011515e+01 3.192864e-03 2.505170e-01 2.064347e-03
6.556407e-02 1.076757e-03 7.121401e-01 5.077702e+01 4.041191e-03 1.523457e-01 2.241969e-03
6.812909e-02 1.402977e-03 7.662431e-01 6.473341e+01 5.152942e-03 1.573620e-01 2.474308e-03
7.079445e-02 1.862662e-03 8.376725e-01 8.601544e+01 6.845450e-03 1.573019e-01 2.819896e-03
7.356408e-02 2.438332e-03 8.535040e-01 1.066942e+02 8.487063e-03 8.847702e-02 2.992749e-03
7.644208e-02 3.165961e-03 8.825590e-01 1.349398e+02 1.073777e-02 1.087507e-01 3.279805e-03
7.943267e-02 4.022592e-03 9.103481e-01 1.694075e+02 1.347902e-02 3.853548e-02 3.582239e-03
8.254025e-02 5.081750e-03 9.432923e-01 2.201176e+02 1.751224e-02 1.493502e-02 3.942728e-03
8.576941e-02 6.521238e-03 9.642691e-01 2.825288e+02 2.248076e-02 2.954721e-03 4.276395e-03
8.912491e-02 8.252055e-03 9.736365e-01 3.567072e+02 2.839214e-02 -2.187210e-02 4.610538e-03
9.261168e-02 1.042280e-02 9.561958e-01 4.242446e+02 3.372546e-02 -3.916568e-02 4.695535e-03
9.623486e-02 1.301677e-02 9.622942e-01 5.286246e+02 4.202941e-02 -4.654437e-02 4.938841e-03
9.999978e-02 1.625987e-02 9.887471e-01 6.769205e+02 5.377968e-02 -1.589644e-02 5.270839e-03
1.039120e-01 2.021579e-02 9.864943e-01 8.323868e+02 6.631663e-02 -1.517063e-02 5.369782e-03
1.079773e-01 2.486280e-02 9.967937e-01 1.026263e+03 8.161695e-02 -3.798616e-02 5.439281e-03
1.122016e-01 3.049061e-02 1.004701e+00 1.256908e+03 1.004143e-01 -2.494156e-02 5.423069e-03
1.165912e-01 3.719578e-02 1.003093e+00 1.482592e+03 1.179904e-01 -3.059602e-02 5.301237e-03
1.211525e-01 4.506453e-02 9.861897e-01 1.730757e+03 1.385549e-01 6.416798e-03 5.049109e-03
1.258922e-01 5.434019e-02 1.016142e+00 2.176328e+03 1.777120e-01 8.448124e-03 5.095482e-03
1.308174e-01 6.514971e-02 1.024701e+00 2.648130e+03 2.112918e-01 8.786798e-03 4.979849e-03
1.359353e-01 7.771204e-02 1.011349e+00 3.046364e+03 2.436438e-01 4.863024e-03 4.590631e-03
1.412534e-01 9.214292e-02 1.034154e+00 3.748247e+03 2.997111e-01 6.650567e-03 4.498959e-03
1.467796e-01 1.091111e-01 1.033535e+00 4.438649e+03 3.475645e-01 -2.622604e-02 4.259348e-03
1.525219e-01 1.284430e-01 1.024815e+00 5.270059e+03 4.143002e-01 1.727629e-02 4.034638e-03
1.584889e-01 1.507072e-01 1.013530e+00 6.042836e+03 4.769376e-01 1.238894e-02 3.734231e-03
1.646893e-01 1.757900e-01 1.027468e+00 7.312761e+03 5.932699e-01 -2.619791e-02 3.573775e-03
1.711324e-01 2.042472e-01 1.029367e+00 8.447213e+03 6.732552e-01 -3.949881e-02 3.344536e-03
1.778274e-01 2.363080e-01 1.024521e+00 9.853720e+03 7.675446e-01 -3.373557e-02 3.150225e-03
1.847845e-01 2.721221e-01 1.027235e+00 1.135997e+04 9.181449e-01 -3.463709e-02 2.885222e-03
1.920137e-01 3.118414e-01 1.023699e+00 1.299553e+04 1.014294e+00 -5.001807e-02 2.680659e-03
1.995257e-01 3.559890e-01 1.031665e+00 1.500383e+04 1.178224e+00 -1.977980e-02 2.516270e-03
2.073316e-01 4.044635e-01 1.018999e+00 1.700262e+04 1.246780e+00 -3.214484e-02 2.341390e-03
2.154428e-01 4.580278e-01 1.012714e+00 1.900907e+04 1.495539e+00 -2.288908e-02 2.151608e-03
2.238715e-01 5.158224e-01 9.970136e-01 2.117668e+04 1.708051e+00 -2.463144e-02 1.988769e-03
2.326298e-01 5.790760e-01 1.010622e+00 2.445946e+04 1.938268e+00 -2.603894e-02 1.846910e-03
2.417308e-01 6.473886e-01 1.014087e+00 2.791698e+04 2.102914e+00 -1.354396e-03 1.743674e-03
2.511879e-01 7.206246e-01 1.014136e+00 3.084051e+04 2.490297e+00 -9.369612e-03 1.593828e-03
2.610149e-01 7.987747e-01 1.001807e+00 3.395278e+04 2.856035e+00 1.509893e-02 1.493692e-03
2.712264e-01 8.821937e-01 1.000649e+00 3.746650e+04 2.904737e+00 2.588022e-02 1.398563e-03
2.818374e-01 9.708713e-01 1.001379e+00 4.209106e+04 3.237848e+00 5.763769e-03 1.297951e-03
2.928635e-01 1.064385e+00 1.003585e+00 4.672520e+04 3.743324e+00 1.891601e-02 1.208901e-03
3.043210e-01 1.162516e+00 1.003706e+00 5.223554e+04 4.285088e+00 9.393692e-03 1.152754e-03
3.162267e-01 1.265352e+00 1.006188e+00 5.878478e+04 4.698890e+00 1.244330e-02 1.101017e-03
3.285983e-01 1.371736e+00 1.000185e+00 6.398369e+04 5.131792e+00 -2.184749e-02 1.057625e-03
3.414538e-01 1.482056e+00 9.953434e-01 6.963780e+04 5.539865e+00 -1.788527e-02 9.638071e-04
3.548123e-01 1.595657e+00 9.943227e-01 7.601957e+04 6.307629e+00 -1.512629e-02 9.233952e-04
3.686934e-01 1.712360e+00 9.875428e-01 8.103763e+04 6.990085e+00 5.509973e-03 8.339882e-04
3.831175e-01 1.831160e+00 9.827437e-01 8.775935e+04 6.531719e+00 1.143527e-02 8.149147e-04
3.981059e-01 1.951033e+00 1.004029e+00 9.950297e+04 7.780766e+00 6.381011e-02 7.902384e-04
4.136808e-01 2.073020e+00 9.989175e-01 1.087618e+05 8.889758e+00 3.655386e-02 7.376671e-04
4.298649e-01 2.194287e+00 1.003677e+00 1.197112e+05 9.556935e+00 3.554487e-02 6.972551e-04
4.466822e-01 2.315721e+00 1.009765e+00 1.318735e+05 9.835775e+00 3.682077e-02 6.887913e-04
4.641575e-01 2.436530e+00 1.010351e+00 1.440726e+05 1.196591e+01 4.379213e-02 6.548166e-04
4.823164e-01 2.556971e+00 1.012625e+00 1.578645e+05 1.315766e+01 5.471897e-02 6.531477e-04
5.011858e-01 2.674204e+00 1.005551e+00 1.678709e+05 1.374589e+01 6.108534e-02 6.265640e-04
5.207933e-01 2.789535e+00 1.000741e+00 1.794811e+05 1.363130e+01 4.464710e-02 6.614923e-04
5.411680e-01 2.901529e+00 9.956117e-01 1.941095e+05 1.639169e+01 1.433253e-02 5.922318e-04
5.623397e-01 3.010621e+00 1.001544e+00 2.111153e+05 1.726003e+01 1.962698e-02 5.865097e-04
5.843398e-01 3.115162e+00 9.986805e-01 2.269302e+05 1.772859e+01 3.129196e-02 5.764961e-04
6.072005e-01 3.216164e+00 9.977471e-01 2.441874e+05 2.018849e+01 2.544069e-02 5.339384e-04
6.309556e-01 3.312588e+00 1.007230e+00 2.655406e+05 2.171637e+01 2.301610e-02 5.403757e-04
6.556400e-01 3.402475e+00 1.013716e+00 2.881741e+05 2.418900e+01 1.694536e-02 5.221367e-04
6.812901e-01 3.487670e+00 1.008620e+00 3.041709e+05 2.453023e+01 -7.000566e-04 5.382299e-04
7.079438e-01 3.565988e+00 9.986359e-01 3.184757e+05 2.498351e+01 -1.148701e-02 5.187988e-04
7.356402e-01 3.640522e+00 1.000805e+00 3.384776e+05 2.662598e+01 -9.522438e-03 5.377531e-04
7.644201e-01 3.709601e+00 1.005703e+00 3.608240e+05 3.011975e+01 -1.324713e-02 5.072355e-04
7.943260e-01 3.773570e+00 1.008850e+00 3.844724e+05 3.205508e+01 -1.469982e-02 5.313158e-04
8.254018e-01 3.829821e+00 1.007050e+00 4.096776e+05 3.406170e+01 -1.633066e-02 5.122423e-04
8.576935e-01 3.880560e+00 1.011144e+00 4.379666e+05 3.481037e+01 -1.889473e-02 4.762411e-04
8.912484e-01 3.926817e+00 1.007110e+00 4.607751e+05 3.663365e+01 -1.965499e-02 4.965067e-04
9.261161e-01 3.965827e+00 1.005526e+00 4.874515e+05 3.736194e+01 -1.454377e-02 5.009174e-04
9.623479e-01 3.999640e+00 1.003088e+00 5.131003e+05 4.216969e+01 -2.642995e-02 4.807711e-04
9.999971e-01 4.027922e+00 1.000423e+00 5.427795e+05 4.255166e+01 -3.237206e-02 4.919767e-04
1.039119e+00 4.050596e+00 1.003523e+00 5.731783e+05 4.573476e+01 -1.382613e-02 4.981756e-04
1.079772e+00 4.068283e+00 9.998080e-01 6.020363e+05 4.934058e+01 -1.578206e-02 4.580021e-04
1.122015e+00 4.080369e+00 9.885219e-01 6.267286e+05 4.890258e+01 -1.897418e-02 5.022287e-04
1.165911e+00 4.087628e+00 9.972602e-01 6.686697e+05 5.134720e+01 -1.401216e-02 4.713535e-04
1.211524e+00 4.090739e+00 9.988485e-01 7.059341e+05 5.728559e+01 -2.331382e-02 4.680157e-04
1.258922e+00 4.090148e+00 9.900591e-01 7.310199e+05 5.706659e+01 -2.285439e-02 4.714727e-04
1.308174e+00 4.083997e+00 9.876629e-01 7.584352e+05 6.078955e+01 -3.799242e-02 4.838705e-04
1.359353e+00 4.073921e+00 9.849438e-01 7.952706e+05 6.209335e+01 -3.422797e-02 4.657507e-04
1.412534e+00 4.060813e+00 9.901158e-01 8.432364e+05 6.885679e+01 -3.512990e-02 4.708767e-04
1.467795e+00 4.042745e+00 9.918630e-01 8.850424e+05 7.028282e+01 -3.468210e-02 4.714727e-04
1.525219e+00 4.021492e+00 9.897560e-01 9.321020e+05 7.339971e+01 -3.627199e-02 4.744530e-04
1.584889e+00 3.998878e+00 9.932203e-01 9.798479e+05 7.732638e+01 -4.535490e-02 4.628897e-04
1.646893e+00 3.970798e+00 9.837913e-01 1.009440e+06 8.128870e+01 -3.704482e-02 5.037785e-04
1.711323e+00 3.941492e+00 9.815294e-01 1.049811e+06 8.121231e+01 -4.520351e-02 4.713535e-04
1.778274e+00 3.910072e+00 9.809378e-01 1.090569e+06 8.586217e+01 -3.745341e-02 4.813671e-04
1.847844e+00 3.875015e+00 9.821787e-01 1.137647e+06 8.991108e+01 -4.000860e-02 4.962683e-04
1.920137e+00 3.837975e+00 9.811197e-01 1.187798e+06 9.472902e+01 -3.978914e-02 4.910231e-04
1.995257e+00 3.799120e+00 9.856963e-01 1.239635e+06 9.796814e+01 -3.608263e-02 4.780293e-04
2.073316e+00 3.758203e+00 9.818126e-01 1.292382e+06 1.023277e+02 -4.537791e-02 4.962683e-04
2.154429e+00 3.714507e+00 9.826480e-01 1.346624e+06 1.083374e+02 -4.334694e-02 4.857779e-04
2.238715e+00 3.670236e+00 9.856263e-01 1.413531e+06 1.123659e+02 -3.618562e-02 4.553795e-04
2.326299e+00 3.624976e+00 9.892733e-01 1.480717e+06 1.181643e+02 -2.719617e-02 4.720688e-04
2.417309e+00 3.578589e+00 9.936246e-01 1.551254e+06 1.232623e+02 -2.977294e-02 4.581213e-04
2.511880e+00 3.529021e+00 9.895855e-01 1.597431e+06 1.267892e+02 -2.289802e-02 4.518032e-04
2.610151e+00 3.478653e+00 9.840866e-01 1.653612e+06 1.327581e+02 -1.304245e-02 4.798174e-04
2.712266e+00 3.427169e+00 9.814977e-01 1.715797e+06 1.369114e+02 -1.059383e-02 4.559755e-04
2.818376e+00 3.375594e+00 9.810811e-01 1.788160e+06 1.423736e+02 -1.076478e-02 4.513264e-04
2.928637e+00 3.322099e+00 9.854721e-01 1.872718e+06 1.491320e+02 -8.597851e-03 4.801750e-04
3.043212e+00 3.268743e+00 9.827574e-01 1.943621e+06 1.542759e+02 -1.949745e-02 4.655123e-04
3.162270e+00 3.214069e+00 9.849987e-01 2.025743e+06 1.610470e+02 -7.851422e-03 4.677773e-04
3.285985e+00 3.159052e+00 9.876037e-01 2.110942e+06 1.674896e+02 -3.462195e-03 4.498959e-04
3.414541e+00 3.101332e+00 9.860362e-01 2.202464e+06 1.754473e+02 -6.259561e-03 4.453659e-04
3.548125e+00 3.044020e+00 9.848753e-01 2.287483e+06 1.820962e+02 -1.226342e-02 4.699230e-04
3.686936e+00 2.987181e+00 9.886902e-01 2.390891e+06 1.902424e+02 -1.921672e-02 4.277229e-04
3.831177e+00 2.927913e+00 9.838557e-01 2.472154e+06 1.968174e+02 -2.393788e-02 4.618168e-04
3.981061e+00 2.869909e+00 9.870114e-01 2.587180e+06 2.057173e+02 -1.177686e-02 4.413128e-04
4.136810e+00 2.809530e+00 9.896265e-01 2.690421e+06 2.141105e+02 -1.778972e-02 4.699230e-04
4.298651e+00 2.748187e+00 9.841851e-01 2.764858e+06 2.207237e+02 -1.551741e-02 4.539490e-04
4.466824e+00 2.689313e+00 9.866763e-01 2.902436e+06 2.309784e+02 -2.150905e-02 4.698038e-04
4.641576e+00 2.627978e+00 9.865365e-01 3.002631e+06 2.391144e+02 -9.054780e-03 4.471540e-04
4.823165e+00 2.565787e+00 9.850795e-01 3.118826e+06 2.480920e+02 -1.702714e-02 4.589558e-04
5.011858e+00 2.503842e+00 9.946080e-01 3.294713e+06 2.625127e+02 -2.494240e-02 4.501343e-04
5.207934e+00 2.442641e+00 9.899358e-01 3.397531e+06 2.706449e+02 -1.309741e-02 4.611015e-04
5.411680e+00 2.378945e+00 9.889504e-01 3.530701e+06 2.807391e+02 -2.035278e-02 4.667044e-04
5.623397e+00 2.318350e+00 9.897822e-01 3.667438e+06 2.914763e+02 -9.022593e-03 4.780293e-04
5.843397e+00 2.254171e+00 9.943920e-01 3.831138e+06 3.049549e+02 -1.205212e-02 4.589558e-04
6.072004e+00 2.190850e+00 9.923477e-01 3.971520e+06 3.159939e+02 -1.750576e-02 4.707575e-04
6.309555e+00 2.127939e+00 9.929314e-01 4.124525e+06 3.279381e+02 -7.960737e-03 4.473925e-04
6.556399e+00 2.061659e+00 9.954595e-01 4.303935e+06 3.429623e+02 -1.297134e-02 4.512072e-04
6.812900e+00 1.996347e+00 9.900602e-01 4.424584e+06 3.519005e+02 -1.360983e-02 4.830360e-04
7.079436e+00 1.931643e+00 9.891618e-01 4.614956e+06 3.671628e+02 -1.454991e-02 4.621744e-04
7.356400e+00 1.866254e+00 9.900756e-01 4.791622e+06 3.810844e+02 -1.524496e-02 4.760027e-04
7.644198e+00 1.803614e+00 9.904112e-01 4.961598e+06 3.945228e+02 -1.435322e-02 4.824400e-04
7.943257e+00 1.741579e+00 9.969300e-01 5.171944e+06 4.115829e+02 -2.360708e-02 4.475117e-04
8.254015e+00 1.676999e+00 9.938613e-01 5.360204e+06 4.266135e+02 -2.413118e-02 4.491806e-04
8.576931e+00 1.614559e+00 9.929036e-01 5.561908e+06 4.425577e+02 -2.486920e-02 4.550219e-04
8.912479e+00 1.552947e+00 9.937983e-01 5.806592e+06 4.621764e+02 -2.122110e-02 4.718304e-04
9.261156e+00 1.489422e+00 9.886468e-01 6.007470e+06 4.779219e+02 -2.351242e-02 4.659891e-04
9.623473e+00 1.428615e+00 9.853706e-01 6.218708e+06 4.949082e+02 -2.389556e-02 4.347563e-04
9.999966e+00 1.368754e+00 9.884081e-01 6.469464e+06 5.149280e+02 -1.992494e-02 4.322529e-04
1.039119e+01 1.307498e+00 9.882327e-01 6.702675e+06 5.335223e+02 -2.391684e-02 4.495382e-04
1.079772e+01 1.250055e+00 9.915656e-01 6.991223e+06 5.564865e+02 -2.548343e-02 4.794598e-04
1.122015e+01 1.190995e+00 9.875041e-01 7.233362e+06 5.757325e+02 -1.981676e-02 4.218817e-04
1.165910e+01 1.130420e+00 9.910130e-01 7.592110e+06 6.040618e+02 -1.619881e-02 4.402399e-04
1.211523e+01 1.073500e+00 9.915531e-01 7.846342e+06 6.244396e+02 -2.130187e-02 4.659891e-04
1.258921e+01 1.017632e+00 9.903839e-01 8.195381e+06 6.521714e+02 -1.498747e-02 4.061460e-04
1.308173e+01 9.615380e-01 9.874472e-01 8.493949e+06 6.758696e+02 -1.525843e-02 4.497766e-04
1.359352e+01 9.053524e-01 9.888607e-01 8.846641e+06 7.040039e+02 -1.472974e-02 4.128218e-04
1.412532e+01 8.540013e-01 9.938499e-01 9.200878e+06 7.321716e+02 -1.932740e-02 4.545450e-04
1.467794e+01 7.992601e-01 9.953544e-01 9.617458e+06 7.652289e+02 -1.970428e-02 4.582405e-04
1.525217e+01 7.508382e-01 9.928604e-01 9.936222e+06 7.906921e+02 -2.361453e-02 4.223585e-04
1.584887e+01 7.030887e-01 9.934191e-01 1.035997e+07 8.244313e+02 -1.564062e-02 4.508495e-04
1.646892e+01 6.555076e-01 9.964274e-01 1.076949e+07 8.569890e+02 -1.316416e-02 4.341602e-04
1.711322e+01 6.094350e-01 9.934872e-01 1.114816e+07 8.870995e+02 -9.365439e-03 4.712343e-04
1.778273e+01 5.702248e-01 9.915542e-01 1.155032e+07 9.191177e+02 -1.670569e-02 4.401207e-04
1.847843e+01 5.329705e-01 9.921049e-01 1.204729e+07 9.586711e+02 -1.295477e-02 4.317760e-04
1.920134e+01 5.022897e-01 9.961679e-01 1.255066e+07 9.986724e+02 -2.337784e-02 4.425049e-04
1.995255e+01 4.729980e-01 9.901882e-01 1.292222e+07 1.028255e+03 -1.958984e-02 4.550219e-04
2.073313e+01 4.513394e-01 9.927034e-01 1.348082e+07 1.072681e+03 -1.545060e-02 4.584789e-04
2.154426e+01 4.390600e-01 9.902298e-01 1.395834e+07 1.110718e+03 -1.220220e-02 4.134178e-04
2.238712e+01 4.300511e-01 9.933596e-01 1.456000e+07 1.158606e+03 -1.795977e-02 4.501343e-04
2.326295e+01 4.275410e-01 9.920700e-01 1.510423e+07 1.201893e+03 -1.883739e-02 4.568100e-04
2.417306e+01 4.355668e-01 9.893413e-01 1.565616e+07 1.245814e+03 -1.803201e-02 4.397631e-04
2.511876e+01 4.518733e-01 9.903079e-01 1.622952e+07 1.291419e+03 -1.712000e-02 4.342794e-04
2.610146e+01 4.828462e-01 9.861898e-01 1.681036e+07 1.337648e+03 -1.021785e-02 4.358292e-04
2.712261e+01 5.218038e-01 9.906137e-01 1.756168e+07 1.397462e+03 -1.190120e-02 4.566908e-04
2.818371e+01 5.661561e-01 9.905800e-01 1.823281e+07 1.450855e+03 -1.403314e-02 4.607439e-04
2.928632e+01 6.246145e-01 9.894551e-01 1.888113e+07 1.502491e+03 -1.372945e-02 4.165173e-04
3.043207e+01 6.900861e-01 9.909549e-01 1.955683e+07 1.556199e+03 -1.546580e-02 4.650354e-04
3.162264e+01 7.648633e-01 9.892727e-01 2.032251e+07 1.617143e+03 -1.282001e-02 4.360676e-04
3.285979e+01 8.425831e-01 9.932044e-01 2.127236e+07 1.692741e+03 -1.137865e-02 4.608631e-04
3.414534e+01 9.257823e-01 9.930021e-01 2.204559e+07 1.754181e+03 -1.057982e-02 4.394054e-04
3.548118e+01 1.006837e+00 9.944603e-01 2.294979e+07 1.826198e+03 -1.099557e-02 4.769564e-04
3.686928e+01 1.094111e+00 9.967042e-01 2.379873e+07 1.893732e+03 -1.436746e-02 4.469156e-04
3.831170e+01 1.169923e+00 9.919083e-01 2.465341e+07 1.961850e+03 -9.399116e-03 4.702806e-04
3.981053e+01 1.241745e+00 9.888950e-01 2.553796e+07 2.032169e+03 -1.419139e-02 4.359484e-04
4.136801e+01 1.302140e+00 9.899293e-01 2.653195e+07 2.111210e+03 -9.608567e-03 4.357100e-04
4.298642e+01 1.350632e+00 9.913930e-01 2.745342e+07 2.184675e+03 -8.122683e-03 4.462004e-04
4.466815e+01 1.388970e+00 9.884509e-01 2.837780e+07 2.258139e+03 -7.535040e-03 4.588366e-04
4.641567e+01 1.410241e+00 9.917080e-01 2.971110e+07 2.364343e+03 -1.460284e-02 4.540682e-04
4.823155e+01 1.418616e+00 9.935166e-01 3.082695e+07 2.452760e+03 -2.059227e-02 4.400015e-04
5.011848e+01 1.412031e+00 9.888356e-01 3.204978e+07 2.550381e+03 -1.593006e-02 4.185438e-04
5.207923e+01 1.391442e+00 9.944609e-01 3.356484e+07 2.670614e+03 -1.807457e-02 4.482269e-04
5.411669e+01 1.364445e+00 9.897656e-01 3.471418e+07 2.762231e+03 -1.564544e-02 4.316568e-04
5.623386e+01 1.329021e+00 9.909871e-01 3.617344e+07 2.878401e+03 -1.522434e-02 4.283190e-04
5.843385e+01 1.279618e+00 9.907717e-01 3.758044e+07 2.990357e+03 -2.216613e-02 4.279613e-04
6.071991e+01 1.225937e+00 9.894375e-01 3.884093e+07 3.090629e+03 -2.240098e-02 4.342794e-04
6.309542e+01 1.168057e+00 9.920253e-01 4.070039e+07 3.238709e+03 -2.480918e-02 4.360676e-04
6.556385e+01 1.109021e+00 9.938696e-01 4.230002e+07 3.365908e+03 -1.837927e-02 4.203320e-04
6.812886e+01 1.048226e+00 9.940329e-01 4.422360e+07 3.518860e+03 -2.316469e-02 4.452467e-04
7.079421e+01 9.869528e-01 9.925492e-01 4.567618e+07 3.634561e+03 -1.515794e-02 4.277229e-04
7.356384e+01 9.346380e-01 9.935450e-01 4.729867e+07 3.763666e+03 -1.815331e-02 4.030466e-04
7.644183e+01 8.806828e-01 9.937316e-01 4.925002e+07 3.919117e+03 -2.130759e-02 4.299879e-04
7.943240e+01 8.381760e-01 9.910436e-01 5.105228e+07 4.062408e+03 -1.378113e-02 4.448891e-04
