#./overdamped_3d --dev=0 --amp=0.1 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=65536 --periods=1000 --trans=100 --samples=100 --spp=400 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=l:-2:3:200:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=0 --zeta=0 --comp=0 --mean=1.0 --second=3.14 --skew=-0.99 --distribution=s>> 1d_s_var_3.14_skew_-0.99_l:-2:3:200:1_0.01_0.1_1.0.dat
#l <<v>> qnu(q) mu_q Dx Gx EBx
1.000000e-02 9.982678e-01 9.946593e-01 6.215406e+05 4.942716e+01 -6.930232e-03 1.861548e-02
1.059254e-02 9.961155e-01 9.956018e-01 5.809479e+05 4.627366e+01 1.303792e-03 1.752591e-02
1.122018e-02 9.946463e-01 1.000862e+00 5.512109e+05 4.394777e+01 -1.689553e-02 1.665163e-02
1.188502e-02 1.001943e+00 9.923692e-01 5.234250e+05 4.168332e+01 -3.655136e-03 1.577365e-02
1.258925e-02 1.004937e+00 9.891624e-01 4.932110e+05 3.923551e+01 -9.095550e-03 1.475000e-02
1.333521e-02 9.978112e-01 9.937530e-01 4.635720e+05 3.689625e+01 1.341522e-02 1.416993e-02
1.412537e-02 9.976509e-01 9.967347e-01 4.410079e+05 3.510672e+01 -6.636202e-03 1.348329e-02
1.496235e-02 1.005916e+00 9.999439e-01 4.232633e+05 3.371984e+01 -6.575406e-03 1.295543e-02
1.584893e-02 9.939471e-01 9.991450e-01 3.931202e+05 3.130641e+01 -9.081006e-03 1.226628e-02
1.678803e-02 1.003783e+00 1.009573e+00 3.756045e+05 2.989598e+01 -1.342833e-02 1.163197e-02
1.778278e-02 9.969602e-01 1.006296e+00 3.514106e+05 2.797021e+01 -2.327818e-02 1.098764e-02
1.883648e-02 1.002400e+00 1.010967e+00 3.375592e+05 2.690069e+01 -2.489311e-02 1.046824e-02
1.995261e-02 9.947499e-01 1.011112e+00 3.158014e+05 2.516240e+01 -2.225399e-03 9.947538e-03
2.113488e-02 1.005234e+00 1.007270e+00 2.996470e+05 2.384364e+01 -1.703012e-02 9.398818e-03
2.238719e-02 9.914631e-01 1.004051e+00 2.806000e+05 2.235522e+01 -5.988598e-03 8.976817e-03
2.371372e-02 1.006441e+00 9.962874e-01 2.664988e+05 2.119880e+01 -2.194589e-02 8.469343e-03
2.511884e-02 9.993044e-01 9.960962e-01 2.498128e+05 1.989469e+01 -8.129299e-03 8.118629e-03
2.660723e-02 9.940314e-01 1.006819e+00 2.370416e+05 1.883917e+01 -7.878721e-03 7.766247e-03
2.818380e-02 1.007601e+00 1.004082e+00 2.252081e+05 1.795427e+01 -4.718065e-03 7.271051e-03
2.985379e-02 9.991406e-01 1.002341e+00 2.080989e+05 1.661068e+01 3.231049e-03 6.914377e-03
