#./overdamped_3d --dev=1 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=65536 --periods=1000 --trans=100 --samples=100 --spp=1000 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=a:-1:3:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.666666666667 --comp=0 --mean=20.0 --second=3.14 --skew=0.99 --distribution=s>> remake_rys1_s_3.14_a:-1:3:300:1_20.0_0.99_30.0.dat
#a <<v>> qnu(q) mu_q Dx Gx EBx
4.641582e-01 1.999810e+01 1.001614e+00 6.758729e+05 6.380458e+01 -3.251088e-02 1.419783e-04
4.786294e-01 1.999801e+01 1.003225e+00 6.734094e+05 6.853085e+01 -8.507550e-03 1.370907e-04
4.935517e-01 1.999792e+01 1.002795e+00 6.732859e+05 6.160442e+01 -1.828474e-02 1.494884e-04
5.089393e-01 1.999737e+01 1.004764e+00 6.711108e+05 5.418907e+01 -2.144265e-02 1.392365e-04
5.248066e-01 1.999741e+01 9.942982e-01 6.695114e+05 5.370015e+01 -1.901549e-02 1.362562e-04
5.411686e-01 1.999740e+01 1.003077e+00 6.732868e+05 6.070806e+01 -2.038878e-02 1.438856e-04
5.580408e-01 1.999878e+01 1.001177e+00 6.706956e+05 4.815901e+01 -2.382815e-02 1.401901e-04
5.754390e-01 1.999871e+01 9.996002e-01 6.715318e+05 5.508543e+01 -6.725132e-03 1.448393e-04
5.933796e-01 1.999795e+01 1.004158e+00 6.728106e+05 6.885679e+01 -3.024191e-02 1.354218e-04
6.118796e-01 1.999801e+01 1.005667e+00 6.734601e+05 5.997467e+01 -1.267022e-02 1.437664e-04
6.309564e-01 1.999828e+01 1.002289e+00 6.769078e+05 6.021914e+01 -1.913774e-02 1.406670e-04
6.506279e-01 1.999925e+01 9.966192e-01 6.696562e+05 4.872942e+01 -2.035850e-02 1.364946e-04
6.709126e-01 2.000011e+01 1.002504e+00 6.665482e+05 4.767009e+01 -3.119648e-02 1.448393e-04
6.918299e-01 1.999923e+01 1.006643e+00 6.736512e+05 4.612183e+01 -2.667958e-02 1.429319e-04
7.133992e-01 1.999937e+01 1.000151e+00 6.680970e+05 6.193037e+01 -1.231593e-02 1.442432e-04
7.356411e-01 1.999839e+01 1.001994e+00 6.742684e+05 5.475948e+01 -1.637167e-02 1.361370e-04
7.585764e-01 1.999944e+01 1.000765e+00 6.706747e+05 5.761154e+01 -1.133370e-02 1.300573e-04
7.822267e-01 1.999884e+01 9.991308e-01 6.695181e+05 5.810046e+01 -1.069629e-02 1.368523e-04
8.066144e-01 1.999998e+01 1.003543e+00 6.740462e+05 4.962578e+01 -2.068740e-02 1.425743e-04
8.317624e-01 1.999843e+01 1.002488e+00 6.717816e+05 4.489952e+01 -2.727622e-02 1.453161e-04
8.576946e-01 1.999857e+01 1.008957e+00 6.765176e+05 4.815901e+01 -2.257186e-02 1.331568e-04
8.844351e-01 1.999882e+01 9.958920e-01 6.682291e+05 5.614477e+01 -1.009583e-02 1.404285e-04
9.120094e-01 1.999883e+01 1.008992e+00 6.766597e+05 5.924129e+01 -1.452166e-02 1.562834e-04
9.404434e-01 1.999865e+01 1.006062e+00 6.755706e+05 7.447942e+01 -2.507710e-02 1.448393e-04
9.697639e-01 1.999913e+01 1.005913e+00 6.778070e+05 5.883385e+01 -1.871151e-02 1.440048e-04
9.999985e-01 1.999966e+01 1.004854e+00 6.779092e+05 6.820490e+01 -2.000719e-02 1.274347e-04
1.031176e+00 1.999917e+01 1.005207e+00 6.752130e+05 5.704113e+01 -2.456039e-02 1.429319e-04
1.063325e+00 1.999966e+01 1.004557e+00 6.780882e+05 7.113844e+01 -2.060086e-02 1.370907e-04
1.096476e+00 1.999882e+01 9.949859e-01 6.683026e+05 6.347863e+01 -1.443559e-02 1.444817e-04
1.130662e+00 1.999932e+01 1.000093e+00 6.734837e+05 4.807752e+01 -2.293414e-02 1.283884e-04
1.165913e+00 2.000043e+01 9.986147e-01 6.683485e+05 6.445647e+01 -2.341908e-02 1.347065e-04
1.202263e+00 2.000023e+01 1.000256e+00 6.698290e+05 5.288528e+01 -2.074504e-02 1.324415e-04
1.239746e+00 2.000000e+01 9.959862e-01 6.652893e+05 7.064951e+01 -1.756543e-02 1.412630e-04
1.278398e+00 1.999983e+01 9.973411e-01 6.716076e+05 5.793749e+01 -2.408266e-02 1.441240e-04
1.318255e+00 2.000068e+01 9.966878e-01 6.671795e+05 5.663369e+01 -1.021338e-02 1.535416e-04
1.359354e+00 2.000088e+01 1.013599e+00 6.805193e+05 8.401344e+01 -1.710272e-02 1.417398e-04
1.401735e+00 2.000109e+01 9.942625e-01 6.673047e+05 6.266375e+01 -2.206916e-02 1.335144e-04
1.445438e+00 2.000088e+01 1.004543e+00 6.669670e+05 5.101107e+01 -1.896697e-02 1.212358e-04
1.490502e+00 2.000034e+01 9.973218e-01 6.674806e+05 7.276818e+01 -1.424140e-02 1.435280e-04
1.536972e+00 2.000232e+01 9.955863e-01 6.639019e+05 4.938132e+01 -1.845640e-02 1.335144e-04
1.584891e+00 2.000153e+01 1.001463e+00 6.722001e+05 5.370015e+01 -1.477796e-02 1.339912e-04
