#./overdamped_3d --dev=1 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=65536 --periods=1000 --trans=100 --samples=100 --spp=1000 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=a:-1:3:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.00333333333333 --comp=0 --mean=0.1 --second=3.14 --skew=0.99 --distribution=s>> remake_rys1_s_3.14_a:-1:3:300:1_0.1_0.99_30.0.dat
#a <<v>> qnu(q) mu_q Dx Gx EBx
1.000000e-01 1.007033e-01 9.988270e-01 5.917212e+05 4.708777e+01 -2.026534e-02 2.593994e-04
1.031177e-01 1.013413e-01 9.968029e-01 5.857198e+05 4.661028e+01 -1.597762e-02 2.555847e-04
1.063327e-01 1.002802e-01 9.991028e-01 5.844788e+05 4.651076e+01 -9.793818e-03 2.551079e-04
1.096478e-01 1.005649e-01 1.002521e+00 5.854551e+05 4.658975e+01 -1.211172e-02 2.582073e-04
1.130663e-01 1.003707e-01 9.976193e-01 5.865194e+05 4.667331e+01 -1.014972e-02 2.481937e-04
1.165914e-01 1.004684e-01 9.991766e-01 5.882558e+05 4.681186e+01 -1.685613e-02 2.588034e-04
1.202264e-01 1.009147e-01 9.994562e-01 5.888413e+05 4.685833e+01 -2.267784e-02 2.477169e-04
1.239747e-01 1.002525e-01 9.996432e-01 5.931221e+05 4.719842e+01 -2.236563e-02 2.633333e-04
1.278399e-01 1.004566e-01 1.000014e+00 5.911454e+05 4.704186e+01 -1.349670e-02 2.471209e-04
1.318256e-01 9.974109e-02 9.912411e-01 5.829792e+05 4.639243e+01 -2.405578e-02 2.605915e-04
1.359356e-01 1.011636e-01 9.998387e-01 5.897329e+05 4.692883e+01 -1.549882e-02 2.634525e-04
1.401737e-01 1.003188e-01 1.003874e+00 5.924991e+05 4.714853e+01 -1.806533e-02 2.479553e-04
1.445439e-01 1.004926e-01 9.969898e-01 5.864119e+05 4.666474e+01 -1.856643e-02 2.475977e-04
1.490504e-01 1.011956e-01 9.991794e-01 5.868681e+05 4.670094e+01 -2.091205e-02 2.530813e-04
1.536974e-01 1.002951e-01 9.969069e-01 5.903051e+05 4.697376e+01 -2.229524e-02 2.657175e-04
1.584892e-01 1.011139e-01 1.007716e+00 5.885655e+05 4.683591e+01 -1.318210e-02 2.489090e-04
1.634305e-01 1.007444e-01 9.969532e-01 5.849645e+05 4.654961e+01 -1.377100e-02 2.532005e-04
1.685258e-01 1.019127e-01 9.889202e-01 5.807150e+05 4.621169e+01 -1.720625e-02 2.477169e-04
1.737800e-01 1.003085e-01 9.988822e-01 5.851328e+05 4.656265e+01 -1.933843e-02 2.456903e-04
1.791980e-01 1.011712e-01 9.934520e-01 5.878665e+05 4.678025e+01 -1.632196e-02 2.679825e-04
1.847849e-01 1.008461e-01 9.989781e-01 5.880206e+05 4.679272e+01 -1.126945e-02 2.572536e-04
1.905460e-01 1.004566e-01 9.990104e-01 5.866769e+05 4.668607e+01 -1.645988e-02 2.493858e-04
1.964867e-01 1.005097e-01 9.949335e-01 5.857554e+05 4.661287e+01 -1.023197e-02 2.653599e-04
2.026126e-01 1.010626e-01 1.004751e+00 5.920914e+05 4.711681e+01 -1.414931e-02 2.492666e-04
2.089295e-01 1.005941e-01 1.004417e+00 5.885916e+05 4.683865e+01 -2.478600e-02 2.402067e-04
2.154433e-01 1.010582e-01 9.990616e-01 5.871165e+05 4.672194e+01 -1.659697e-02 2.475977e-04
2.221602e-01 1.007864e-01 9.930676e-01 5.876166e+05 4.676103e+01 -1.481211e-02 2.468824e-04
2.290866e-01 1.007450e-01 1.005182e+00 5.925602e+05 4.715440e+01 -2.622873e-02 2.563000e-04
2.362289e-01 1.004252e-01 9.964651e-01 5.874411e+05 4.674720e+01 -1.508856e-02 2.542734e-04
2.435938e-01 1.011340e-01 9.959211e-01 5.855598e+05 4.659792e+01 -1.037443e-02 2.615452e-04
2.511884e-01 1.000527e-01 1.002696e+00 5.914976e+05 4.707027e+01 -1.448536e-02 2.543926e-04
2.590198e-01 1.007192e-01 9.984753e-01 5.890578e+05 4.687543e+01 -2.504098e-02 2.596378e-04
2.670953e-01 1.007661e-01 1.000682e+00 5.875680e+05 4.675677e+01 -9.596348e-05 2.548695e-04
2.754226e-01 1.003953e-01 9.983669e-01 5.838789e+05 4.646341e+01 -9.697855e-03 2.554655e-04
2.840095e-01 1.003303e-01 1.000628e+00 5.897822e+05 4.693353e+01 -1.967883e-02 2.549887e-04
2.928641e-01 1.011923e-01 9.910207e-01 5.828248e+05 4.637909e+01 -1.155394e-02 2.394915e-04
3.019949e-01 1.008387e-01 1.004460e+00 5.873016e+05 4.673562e+01 -1.566321e-02 2.428293e-04
3.114102e-01 1.013965e-01 1.010699e+00 5.955833e+05 4.739475e+01 -1.143992e-02 2.558231e-04
3.211191e-01 1.011544e-01 9.981491e-01 5.917822e+05 4.709293e+01 -1.576829e-02 2.303123e-04
3.311307e-01 1.015473e-01 1.004083e+00 5.893553e+05 4.689927e+01 -1.307082e-02 2.481937e-04
3.414545e-01 1.005998e-01 9.988796e-01 5.901286e+05 4.696035e+01 -1.764029e-02 2.491474e-04
3.521001e-01 1.014738e-01 1.003927e+00 5.882086e+05 4.680769e+01 -1.498455e-02 2.503395e-04
3.630776e-01 1.007985e-01 1.007855e+00 5.963111e+05 4.745252e+01 -1.178294e-02 2.579689e-04
3.743974e-01 1.013736e-01 1.000018e+00 5.925711e+05 4.715483e+01 -2.070248e-03 2.543926e-04
3.860700e-01 1.016624e-01 9.980054e-01 5.811558e+05 4.624749e+01 -2.338177e-02 2.558231e-04
3.981066e-01 1.022342e-01 9.952366e-01 5.877831e+05 4.677378e+01 -1.630908e-02 2.441406e-04
4.105185e-01 1.009096e-01 9.972872e-01 5.868400e+05 4.669983e+01 -1.397353e-02 2.485514e-04
4.233173e-01 1.010412e-01 9.959038e-01 5.836561e+05 4.644604e+01 -1.867491e-02 2.552271e-04
4.365152e-01 1.010835e-01 1.004603e+00 5.893982e+05 4.690297e+01 -1.401818e-02 2.622604e-04
4.501246e-01 1.017464e-01 1.001115e+00 5.896591e+05 4.692386e+01 -1.726460e-02 2.416372e-04
4.641582e-01 1.019007e-01 9.895228e-01 5.798385e+05 4.614158e+01 -1.902604e-02 2.475977e-04
4.786294e-01 1.027097e-01 9.963573e-01 5.863472e+05 4.665956e+01 -2.604449e-02 2.483130e-04
4.935517e-01 1.014822e-01 1.002617e+00 5.898336e+05 4.693686e+01 -1.675403e-02 2.560616e-04
5.089393e-01 1.018784e-01 1.005869e+00 5.888959e+05 4.686253e+01 -1.806867e-02 2.561808e-04
5.248066e-01 1.024978e-01 1.002899e+00 5.852303e+05 4.657061e+01 -1.469505e-02 2.506971e-04
5.411686e-01 1.014090e-01 1.002376e+00 5.915108e+05 4.707019e+01 -1.470315e-02 2.442598e-04
5.580408e-01 1.025936e-01 1.002333e+00 5.884292e+05 4.682569e+01 -1.391619e-02 2.492666e-04
