#./overdamped_3d --dev=0 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=65536 --periods=1000 --trans=100 --samples=100 --spp=1000 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=a:-1:3:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.333333333333 --comp=0 --mean=10.0 --second=3.14 --skew=0.99 --distribution=s>> remake_rys1_s_3.14_a:-1:3:300:1_10.0_0.99_30.0.dat
#a <<v>> qnu(q) mu_q Dx Gx EBx
1.000000e-01 9.998953e+00 9.949868e-01 6.102607e+05 4.927946e+01 -2.136099e-02 2.566576e-04
1.031177e-01 9.999780e+00 9.927700e-01 6.026886e+05 4.414576e+01 -2.310312e-02 2.543926e-04
1.063327e-01 9.998798e+00 1.009400e+00 6.082997e+05 4.508286e+01 -1.574421e-02 2.374649e-04
1.096478e-01 9.999906e+00 1.003112e+00 6.122770e+05 4.673298e+01 -1.812178e-02 2.473593e-04
1.130663e-01 9.999304e+00 9.962039e-01 6.078251e+05 4.824050e+01 -1.555961e-02 2.570152e-04
1.165914e-01 9.998822e+00 1.009151e+00 6.154575e+05 4.703856e+01 -1.508874e-02 2.557039e-04
1.202264e-01 9.998386e+00 9.963143e-01 6.122566e+05 4.970727e+01 -1.548284e-02 2.504587e-04
1.239747e-01 9.998657e+00 1.002599e+00 6.088332e+05 5.082772e+01 -1.795661e-02 2.622604e-04
1.278399e-01 9.998738e+00 1.010233e+00 6.176583e+05 4.860719e+01 -2.979314e-02 2.502203e-04
1.318256e-01 9.999412e+00 1.003905e+00 6.064999e+05 4.465506e+01 -1.247317e-02 2.540350e-04
1.359356e-01 9.999132e+00 9.980177e-01 6.075881e+05 4.730339e+01 -2.095830e-02 2.325773e-04
1.401737e-01 9.999477e+00 9.981352e-01 6.057496e+05 4.720153e+01 -2.711123e-02 2.378225e-04
1.445439e-01 1.000046e+01 9.906260e-01 6.013105e+05 4.626443e+01 -1.120108e-02 2.537966e-04
1.490504e-01 1.000029e+01 9.959130e-01 6.084402e+05 4.703856e+01 -2.062112e-02 2.543926e-04
1.536974e-01 9.998962e+00 1.008929e+00 6.142263e+05 5.090921e+01 -2.199161e-02 2.679825e-04
1.584892e-01 9.999095e+00 1.002040e+00 6.123357e+05 4.740525e+01 -2.446061e-02 2.478361e-04
1.634305e-01 9.999143e+00 9.927484e-01 6.053155e+05 4.390130e+01 -2.241379e-02 2.378225e-04
1.685258e-01 9.999486e+00 9.931259e-01 6.078695e+05 4.883128e+01 -1.779056e-02 2.551079e-04
