#./overdamped_3d --dev=0 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=65536 --periods=1000 --trans=100 --samples=100 --spp=1000 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=a:-1:3:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=0.99 --distribution=s>> remake_rys1_s_3.14_a:-1:3:300:1_1.0_0.99_30.0.dat
#a <<v>> qnu(q) mu_q Dx Gx EBx
1.000000e-01 1.000450e+00 1.000142e+00 5.880010e+05 4.680747e+01 -1.705980e-02 2.688169e-04
1.031177e-01 1.000620e+00 1.005871e+00 5.949514e+05 4.731867e+01 -1.507747e-02 2.551079e-04
1.063327e-01 1.001205e+00 9.971645e-01 5.872232e+05 4.672152e+01 -1.473486e-02 2.565384e-04
1.096478e-01 1.000459e+00 9.981950e-01 5.841548e+05 4.648916e+01 -1.328176e-02 2.573729e-04
1.130663e-01 1.000530e+00 9.922071e-01 5.833732e+05 4.639080e+01 -1.847875e-02 2.621412e-04
1.165914e-01 1.000651e+00 1.007741e+00 5.945659e+05 4.735623e+01 -1.427358e-02 2.601147e-04
1.202264e-01 1.001068e+00 1.000690e+00 5.888789e+05 4.687909e+01 -1.687020e-02 2.559423e-04
1.239747e-01 9.995722e-01 1.007660e+00 5.913148e+05 4.704397e+01 -1.461273e-02 2.403259e-04
1.278399e-01 1.000185e+00 9.989249e-01 5.885091e+05 4.681861e+01 -2.922887e-02 2.758503e-04
1.318256e-01 1.000953e+00 9.990501e-01 5.855511e+05 4.659929e+01 -1.430666e-02 2.555847e-04
1.359356e-01 1.001143e+00 9.892198e-01 5.832293e+05 4.637616e+01 -9.051859e-03 2.772808e-04
1.401737e-01 1.000483e+00 1.003001e+00 5.903879e+05 4.701914e+01 -1.027602e-02 2.621412e-04
1.445439e-01 1.000793e+00 1.001824e+00 5.879012e+05 4.678232e+01 -1.378989e-02 2.732277e-04
1.490504e-01 1.001289e+00 1.005118e+00 5.942829e+05 4.730180e+01 -1.821613e-02 2.551079e-04
1.536974e-01 1.001365e+00 9.954614e-01 5.866766e+05 4.670338e+01 -1.138419e-02 2.577305e-04
1.584892e-01 1.001639e+00 9.931130e-01 5.865065e+05 4.670433e+01 -1.019669e-02 2.540350e-04
1.634305e-01 1.001475e+00 1.002937e+00 5.878867e+05 4.683994e+01 -2.084577e-02 2.534389e-04
1.685258e-01 9.994781e-01 9.951534e-01 5.880441e+05 4.672439e+01 -1.615268e-02 2.579689e-04
1.737800e-01 9.999498e-01 9.949847e-01 5.884838e+05 4.680428e+01 -8.164585e-03 2.585649e-04
1.791980e-01 1.000265e+00 1.006012e+00 5.915509e+05 4.700355e+01 -2.721167e-02 2.516508e-04
1.847849e-01 1.000879e+00 9.966435e-01 5.871349e+05 4.669065e+01 -1.351368e-02 2.627373e-04
1.905460e-01 1.000490e+00 9.981610e-01 5.867699e+05 4.665086e+01 -1.820225e-02 2.439022e-04
1.964867e-01 1.001238e+00 9.917097e-01 5.869705e+05 4.669128e+01 -1.799363e-02 2.614260e-04
2.026126e-01 1.000714e+00 9.968104e-01 5.883966e+05 4.681288e+01 -1.691574e-02 2.597570e-04
2.089295e-01 1.001204e+00 1.005539e+00 5.873641e+05 4.676959e+01 -1.756501e-02 2.607107e-04
2.154433e-01 9.999706e-01 9.971468e-01 5.844532e+05 4.653022e+01 -1.710802e-02 2.577305e-04
2.221602e-01 1.000273e+00 9.935790e-01 5.857349e+05 4.661330e+01 -1.240677e-02 2.697706e-04
2.290866e-01 1.000049e+00 1.004944e+00 5.875639e+05 4.676099e+01 -9.230256e-03 2.604723e-04
2.362289e-01 1.001272e+00 1.003458e+00 5.928636e+05 4.719708e+01 -9.955287e-03 2.418756e-04
2.435938e-01 1.000915e+00 1.002278e+00 5.914451e+05 4.705861e+01 -2.422202e-02 2.638102e-04
2.511884e-01 1.000479e+00 1.002647e+00 5.944654e+05 4.732599e+01 -1.463503e-02 2.417564e-04
2.590198e-01 1.000669e+00 9.952754e-01 5.859626e+05 4.667091e+01 -1.102620e-02 2.570152e-04
2.670953e-01 1.000659e+00 9.973665e-01 5.920797e+05 4.713564e+01 -1.821184e-02 2.633333e-04
2.754226e-01 1.000516e+00 9.996321e-01 5.929716e+05 4.718626e+01 -1.559347e-02 2.729893e-04
2.840095e-01 1.000688e+00 9.989446e-01 5.893168e+05 4.691633e+01 -1.948607e-02 2.667904e-04
2.928641e-01 1.000730e+00 9.989616e-01 5.913410e+05 4.704906e+01 -1.333284e-02 2.590418e-04
3.019949e-01 1.000946e+00 9.994303e-01 5.872265e+05 4.669128e+01 -1.072639e-02 2.475977e-04
3.114102e-01 1.000621e+00 1.000429e+00 5.845002e+05 4.652513e+01 -1.735091e-02 2.650023e-04
3.211191e-01 9.994623e-01 9.968058e-01 5.907229e+05 4.703188e+01 -1.524508e-02 2.743006e-04
3.311307e-01 1.000771e+00 9.996222e-01 5.870394e+05 4.673585e+01 -2.137923e-02 2.679825e-04
3.414545e-01 1.000534e+00 9.918623e-01 5.819564e+05 4.633159e+01 -1.746255e-02 2.688169e-04
3.521001e-01 1.001010e+00 9.985598e-01 5.890031e+05 4.688704e+01 -1.095235e-02 2.661943e-04
3.630776e-01 1.001635e+00 9.966754e-01 5.839299e+05 4.651398e+01 -1.728284e-02 2.573729e-04
3.743974e-01 1.000586e+00 9.919570e-01 5.847824e+05 4.650571e+01 -2.055621e-02 2.764463e-04
3.860700e-01 1.001547e+00 1.007756e+00 5.898859e+05 4.692047e+01 -1.245618e-02 2.566576e-04
3.981066e-01 1.002087e+00 9.942427e-01 5.862529e+05 4.662985e+01 -1.599723e-02 2.650023e-04
4.105185e-01 1.001697e+00 1.002074e+00 5.879071e+05 4.676036e+01 -1.059270e-02 2.545118e-04
4.233173e-01 1.001837e+00 1.004167e+00 5.889682e+05 4.691028e+01 -1.520723e-02 2.676249e-04
4.365152e-01 1.001480e+00 9.921811e-01 5.873031e+05 4.677213e+01 -8.645236e-03 2.558231e-04
4.501246e-01 1.002414e+00 1.002602e+00 5.902582e+05 4.694657e+01 -1.514298e-02 2.580881e-04
