#./munderdamped_3d_gle_ratchet --dev=0 --amp=17.0 --omega=11.0 --force=0.0 --mass=0.525 --Dg=0.01 --tau=0.01 --block=1024 --paths=65536 --periods=5000 --trans=4000 --samples=200 --spp=200 --algorithm=predcorr --pav=1 --mode=moments --domain=3d --domainx=D:-4:0:100:1 --domainy=a:17.0:17.0:1:0 --domainz=w:11.0:11.0:1:0 --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> temp/f0.0-D_-4_0-m0.525-a17.0-w11.0-t0.01-ratchet.dat
#D a w <<v>> <<v^2>> qnu(q) mu_q Dx Gx EBx
1.445436e-03 1.700000e+01 1.100000e+01 5.730101e-01 7.186606e+00 2.013136e+00 1.789528e+07 3.134195e+03 -4.314632e-01 1.664630e-01
1.584889e-03 1.700000e+01 1.100000e+01 6.128832e-01 7.129558e+00 2.022483e+00 1.798673e+07 3.150048e+03 -4.190999e-01 1.187736e-01
1.737796e-03 1.700000e+01 1.100000e+01 6.405421e-01 7.065515e+00 2.033032e+00 1.837197e+07 3.217167e+03 -4.156383e-01 6.886172e-02
1.905455e-03 1.700000e+01 1.100000e+01 6.591525e-01 7.016738e+00 2.039463e+00 1.867229e+07 3.270392e+03 -4.074551e-01 3.285182e-02
2.089290e-03 1.700000e+01 1.100000e+01 6.528115e-01 6.993193e+00 2.046283e+00 1.896914e+07 3.322275e+03 -4.080670e-01 1.445282e-02
2.290861e-03 1.700000e+01 1.100000e+01 6.271088e-01 6.989556e+00 2.046451e+00 1.919518e+07 3.361289e+03 -4.108382e-01 7.292628e-03
2.511879e-03 1.700000e+01 1.100000e+01 5.422658e-01 7.001042e+00 2.040709e+00 1.962282e+07 3.436177e+03 -4.462216e-01 5.251646e-03
2.754220e-03 1.700000e+01 1.100000e+01 4.522561e-01 7.016171e+00 2.033375e+00 1.973222e+07 3.455037e+03 -4.713725e-01 5.006433e-03
3.019942e-03 1.700000e+01 1.100000e+01 3.068180e-01 7.037206e+00 2.018317e+00 1.982109e+07 3.470096e+03 -5.117229e-01 4.265428e-03
3.311300e-03 1.700000e+01 1.100000e+01 1.085715e-01 7.063001e+00 1.991946e+00 1.970958e+07 3.450712e+03 -5.537831e-01 3.362298e-03
3.630768e-03 1.700000e+01 1.100000e+01 -1.060284e-01 7.091199e+00 1.940801e+00 1.929965e+07 3.378839e+03 -5.812394e-01 2.848625e-03
3.981058e-03 1.700000e+01 1.100000e+01 -3.506502e-01 7.121088e+00 1.864454e+00 1.830238e+07 3.203908e+03 -5.853566e-01 2.273917e-03
4.365142e-03 1.700000e+01 1.100000e+01 -5.819938e-01 7.149887e+00 1.739840e+00 1.666248e+07 2.916716e+03 -5.550056e-01 1.875520e-03
4.786283e-03 1.700000e+01 1.100000e+01 -7.479665e-01 7.171347e+00 1.592808e+00 1.442422e+07 2.524932e+03 -4.874274e-01 1.638174e-03
5.248055e-03 1.700000e+01 1.100000e+01 -7.850928e-01 7.180288e+00 1.447003e+00 1.197285e+07 2.095950e+03 -4.039151e-01 1.609683e-03
5.754377e-03 1.700000e+01 1.100000e+01 -6.733363e-01 7.175503e+00 1.329181e+00 9.582086e+06 1.677479e+03 -3.356531e-01 1.617312e-03
6.309548e-03 1.700000e+01 1.100000e+01 -4.809328e-01 7.164674e+00 1.263911e+00 7.494706e+06 1.312082e+03 -2.896797e-01 1.739860e-03
6.918282e-03 1.700000e+01 1.100000e+01 -2.634019e-01 7.153266e+00 1.200593e+00 5.670376e+06 9.927081e+02 -2.378064e-01 1.907110e-03
7.585744e-03 1.700000e+01 1.100000e+01 -5.271032e-02 7.143463e+00 1.151985e+00 4.163067e+06 7.288285e+02 -1.863595e-01 2.024770e-03
8.317603e-03 1.700000e+01 1.100000e+01 1.433050e-01 7.135567e+00 1.099164e+00 2.989048e+06 5.233036e+02 -1.259755e-01 2.148867e-03
9.120069e-03 1.700000e+01 1.100000e+01 3.004217e-01 7.132401e+00 1.064165e+00 2.103634e+06 3.683081e+02 -7.625026e-02 2.293825e-03
9.999956e-03 1.700000e+01 1.100000e+01 4.401227e-01 7.131666e+00 1.030166e+00 1.479234e+06 2.590019e+02 -4.528826e-02 2.353191e-03
1.096473e-02 1.700000e+01 1.100000e+01 5.476490e-01 7.134210e+00 1.021964e+00 1.052360e+06 1.842804e+02 -1.118898e-02 2.409935e-03
1.202259e-02 1.700000e+01 1.100000e+01 6.200328e-01 7.139729e+00 1.019911e+00 7.581425e+05 1.327732e+02 -1.386750e-02 2.442241e-03
1.318251e-02 1.700000e+01 1.100000e+01 6.862197e-01 7.146378e+00 1.044212e+00 5.641948e+05 9.882598e+01 -7.925034e-04 2.467990e-03
1.445433e-02 1.700000e+01 1.100000e+01 7.270557e-01 7.155021e+00 1.042570e+00 4.276091e+05 7.491298e+01 1.366770e-02 2.500653e-03
1.584885e-02 1.700000e+01 1.100000e+01 7.647395e-01 7.163722e+00 1.034413e+00 3.272297e+05 5.733670e+01 -5.827904e-03 2.492070e-03
1.737792e-02 1.700000e+01 1.100000e+01 7.840720e-01 7.173368e+00 1.034310e+00 2.591730e+05 4.543279e+01 -8.981824e-04 2.505660e-03
1.905451e-02 1.700000e+01 1.100000e+01 8.003870e-01 7.183256e+00 1.003877e+00 2.098188e+05 3.679534e+01 1.000500e-02 2.523661e-03
2.089285e-02 1.700000e+01 1.100000e+01 8.096530e-01 7.193451e+00 9.987031e-01 1.724663e+05 3.025593e+01 1.698923e-02 2.498746e-03
2.290856e-02 1.700000e+01 1.100000e+01 8.112051e-01 7.203621e+00 9.821977e-01 1.424438e+05 2.498474e+01 -4.162312e-03 2.487063e-03
2.511873e-02 1.700000e+01 1.100000e+01 8.101124e-01 7.213983e+00 1.005752e+00 1.219288e+05 2.140709e+01 1.828194e-03 2.464533e-03
2.754214e-02 1.700000e+01 1.100000e+01 8.026780e-01 7.224891e+00 1.005922e+00 1.050209e+05 1.843605e+01 -1.113403e-02 2.416015e-03
3.019935e-02 1.700000e+01 1.100000e+01 7.916930e-01 7.235367e+00 9.962858e-01 9.109314e+04 1.599575e+01 -1.646280e-04 2.396345e-03
3.311293e-02 1.700000e+01 1.100000e+01 7.786060e-01 7.246029e+00 1.026539e+00 8.122137e+04 1.425388e+01 3.812313e-03 2.367735e-03
3.630760e-02 1.700000e+01 1.100000e+01 7.638484e-01 7.256619e+00 9.887828e-01 7.146756e+04 1.254931e+01 -6.580710e-03 2.317786e-03
3.981049e-02 1.700000e+01 1.100000e+01 7.456842e-01 7.266818e+00 1.014874e+00 6.462193e+04 1.135778e+01 4.006624e-04 2.281785e-03
4.365133e-02 1.700000e+01 1.100000e+01 7.259099e-01 7.277245e+00 9.931397e-01 5.825942e+04 1.023856e+01 -1.277447e-03 2.251506e-03
4.786273e-02 1.700000e+01 1.100000e+01 7.032080e-01 7.287722e+00 1.008731e+00 5.312588e+04 9.334361e+00 8.648634e-04 2.194524e-03
5.248043e-02 1.700000e+01 1.100000e+01 6.788242e-01 7.298178e+00 9.980977e-01 4.882820e+04 8.587422e+00 -2.636969e-03 2.117634e-03
5.754365e-02 1.700000e+01 1.100000e+01 6.519433e-01 7.308328e+00 9.939944e-01 4.456840e+04 7.834883e+00 -2.941132e-03 2.082229e-03
6.309535e-02 1.700000e+01 1.100000e+01 6.249091e-01 7.318432e+00 9.932265e-01 4.158012e+04 7.303019e+00 1.057291e-02 2.047181e-03
6.918266e-02 1.700000e+01 1.100000e+01 5.941271e-01 7.328974e+00 9.787902e-01 3.853879e+04 6.776188e+00 -2.974987e-03 1.995325e-03
7.585727e-02 1.700000e+01 1.100000e+01 5.633445e-01 7.338512e+00 1.000979e+00 3.531659e+04 6.206071e+00 1.257300e-03 1.930594e-03
8.317585e-02 1.700000e+01 1.100000e+01 5.319730e-01 7.348974e+00 1.001477e+00 3.306465e+04 5.813038e+00 -2.114594e-03 1.915693e-03
9.120049e-02 1.700000e+01 1.100000e+01 4.988848e-01 7.359492e+00 1.009034e+00 3.082255e+04 5.414534e+00 -7.027090e-03 1.833558e-03
9.999934e-02 1.700000e+01 1.100000e+01 4.652093e-01 7.369925e+00 9.815825e-01 2.852380e+04 5.010493e+00 -4.680157e-04 1.802921e-03
1.096471e-01 1.700000e+01 1.100000e+01 4.326132e-01 7.380419e+00 9.830269e-01 2.653516e+04 4.663001e+00 -6.659329e-03 1.727581e-03
1.202257e-01 1.700000e+01 1.100000e+01 4.011570e-01 7.390936e+00 9.754632e-01 2.474776e+04 4.347743e+00 -6.279349e-04 1.690030e-03
1.318248e-01 1.700000e+01 1.100000e+01 3.704436e-01 7.401949e+00 9.811713e-01 2.295151e+04 4.029267e+00 5.070925e-03 1.621723e-03
1.445431e-01 1.700000e+01 1.100000e+01 3.414835e-01 7.413461e+00 1.021324e+00 2.146922e+04 3.767876e+00 -5.797446e-03 1.542449e-03
1.584883e-01 1.700000e+01 1.100000e+01 3.129300e-01 7.425930e+00 1.020480e+00 2.040014e+04 3.581361e+00 6.879568e-04 1.498938e-03
1.737790e-01 1.700000e+01 1.100000e+01 2.859533e-01 7.439375e+00 9.916012e-01 1.905168e+04 3.340858e+00 7.315397e-03 1.433134e-03
1.905449e-01 1.700000e+01 1.100000e+01 2.611091e-01 7.454229e+00 1.032243e+00 1.797566e+04 3.153861e+00 -2.622604e-06 1.401544e-03
2.089283e-01 1.700000e+01 1.100000e+01 2.385952e-01 7.470375e+00 1.003511e+00 1.685302e+04 2.954319e+00 -3.557682e-03 1.361251e-03
2.290854e-01 1.700000e+01 1.100000e+01 2.171500e-01 7.488324e+00 9.971721e-01 1.591703e+04 2.790420e+00 -3.668368e-03 1.322269e-03
2.511871e-01 1.700000e+01 1.100000e+01 1.969378e-01 7.508929e+00 1.031458e+00 1.500512e+04 2.629552e+00 -7.882178e-03 1.302719e-03
2.754212e-01 1.700000e+01 1.100000e+01 1.781940e-01 7.531854e+00 9.818334e-01 1.422374e+04 2.492357e+00 6.792068e-03 1.238704e-03
3.019934e-01 1.700000e+01 1.100000e+01 1.623470e-01 7.556920e+00 9.968777e-01 1.353437e+04 2.370924e+00 1.041293e-03 1.234651e-03
3.311291e-01 1.700000e+01 1.100000e+01 1.471107e-01 7.585538e+00 1.001744e+00 1.296673e+04 2.271667e+00 -2.281904e-03 1.205921e-03
3.630759e-01 1.700000e+01 1.100000e+01 1.344724e-01 7.617017e+00 9.872333e-01 1.254820e+04 2.196846e+00 -5.078971e-03 1.194358e-03
3.981048e-01 1.700000e+01 1.100000e+01 1.220363e-01 7.653386e+00 9.979686e-01 1.204492e+04 2.108272e+00 7.706523e-03 1.188159e-03
4.365132e-01 1.700000e+01 1.100000e+01 1.113193e-01 7.693174e+00 1.004722e+00 1.169932e+04 2.047970e+00 1.088679e-02 1.198053e-03
4.786272e-01 1.700000e+01 1.100000e+01 1.015240e-01 7.736980e+00 1.026168e+00 1.141664e+04 1.997961e+00 1.221538e-03 1.210928e-03
5.248042e-01 1.700000e+01 1.100000e+01 9.471637e-02 7.786516e+00 1.013980e+00 1.118706e+04 1.957364e+00 -7.360041e-03 1.206160e-03
5.754364e-01 1.700000e+01 1.100000e+01 8.694307e-02 7.842501e+00 1.033821e+00 1.104420e+04 1.932278e+00 -1.696706e-03 1.258969e-03
6.309535e-01 1.700000e+01 1.100000e+01 8.209674e-02 7.903069e+00 1.040375e+00 1.091446e+04 1.909720e+00 -7.329881e-03 1.276493e-03
6.918267e-01 1.700000e+01 1.100000e+01 7.641175e-02 7.971778e+00 1.000373e+00 1.081414e+04 1.892226e+00 3.263950e-04 1.296759e-03
7.585729e-01 1.700000e+01 1.100000e+01 7.161158e-02 8.048328e+00 1.002323e+00 1.072578e+04 1.876959e+00 -2.043080e-02 1.342773e-03
8.317586e-01 1.700000e+01 1.100000e+01 6.799410e-02 8.133632e+00 9.834110e-01 1.093305e+04 1.913352e+00 1.552820e-03 1.392365e-03
9.120052e-01 1.700000e+01 1.100000e+01 6.473376e-02 8.229618e+00 1.025393e+00 1.108759e+04 1.940422e+00 -7.880032e-03 1.441956e-03

