-100 -98.4375 9177
-98.4375 -96.875 7788
-96.875 -95.3125 8381
-95.3125 -93.75 9990
-93.75 -92.1875 8975
-92.1875 -90.625 7713
-90.625 -89.0625 8354
-89.0625 -87.5 9933 #813
-87.5 -85.9375 9305
-85.9375 -84.375 7701
-84.375 -82.8125 8475
-82.8125 -81.25 10054
-81.25 -79.6875 9374
-79.6875 -78.125 7697
-78.125 -76.5625 8245
-76.5625 -75 10104
-75 -73.4375 9334
-73.4375 -71.875 7795
-71.875 -70.3125 8381
-70.3125 -68.75 10069
-68.75 -67.1875 9317
-67.1875 -65.625 7811
-65.625 -64.0625 8429
-64.0625 -62.5 10057
-62.5 -60.9375 9303
-60.9375 -59.375 7624
-59.375 -57.8125 8223
-57.8125 -56.25 9942
-56.25 -54.6875 9470
-54.6875 -53.125 7747
-53.125 -51.5625 8229
-51.5625 -50 9900
-50 -48.4375 9394
-48.4375 -46.875 7867
-46.875 -45.3125 8251
-45.3125 -43.75 9738
-43.75 -42.1875 9639
-42.1875 -40.625 7785
-40.625 -39.0625 8057
-39.0625 -37.5 9828
-37.5 -35.9375 9397
-35.9375 -34.375 7909
-34.375 -32.8125 7948
-32.8125 -31.25 9824
-31.25 -29.6875 9458
-29.6875 -28.125 7698
-28.125 -26.5625 8099
-26.5625 -25 9665
-25 -23.4375 9511
-23.4375 -21.875 7776
-21.875 -20.3125 7967
-20.3125 -18.75 9762
-18.75 -17.1875 9570
-17.1875 -15.625 7846
-15.625 -14.0625 8016
-14.0625 -12.5 9821 #9929
-12.5 -10.9375 9621
-10.9375 -9.375 7966
-9.375 -7.8125 8046
-7.8125 -6.25 9708
-6.25 -4.6875 9657
-4.6875 -3.125 7990
-3.125 -1.5625 7839
-1.5625 0 9664
0 1.5625 9618
1.5625 3.125 7966
3.125 4.6875 7970
4.6875 6.25 9705
6.25 7.8125 9837
7.8125 9.375 8127
9.375 10.9375 7944
10.9375 12.5 9747
12.5 14.0625 9891
14.0625 15.625 8145
15.625 17.1875 7860
17.1875 18.75 9576
18.75 20.3125 9720
20.3125 21.875 7908
21.875 23.4375 7761
23.4375 25 9541
25 26.5625 9812
26.5625 28.125 8132
28.125 29.6875 7867
29.6875 31.25 9466
31.25 32.8125 9910
32.8125 34.375 8137
34.375 35.9375 7804
35.9375 37.5 9477
37.5 39.0625 10000
39.0625 40.625 8301
40.625 42.1875 7743
42.1875 43.75 9623
43.75 45.3125 9940
45.3125 46.875 8230
46.875 48.4375 7780
48.4375 50 9322
50 51.5625 9869
51.5625 53.125 8341
53.125 54.6875 7789
54.6875 56.25 9116
56.25 57.8125 10006
57.8125 59.375 8135
59.375 60.9375 7717
60.9375 62.5 9290
62.5 64.0625 9967
64.0625 65.625 8286
65.625 67.1875 7816
67.1875 68.75 9290
68.75 70.3125 10016
70.3125 71.875 8249
71.875 73.4375 7864
73.4375 75 9372
75 76.5625 10038
76.5625 78.125 8268
78.125 79.6875 7636
79.6875 81.25 9155
81.25 82.8125 9958
82.8125 84.375 8390
84.375 85.9375 7715
85.9375 87.5 9207
87.5 89.0625 10023
89.0625 90.625 8400
90.625 92.1875 7720
92.1875 93.75 9363
93.75 95.3125 9977
95.3125 96.875 8483
96.875 98.4375 7562
98.4375 100 9177
