#./overdamped_3d --dev=1 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=1000 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:1.95:3.05:100:1 --domainy=a:-1.05:0.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=0.99 --distribution=s>> symmetric_var_lam_l:1.95:3.05:100:1_a:-1.05:0.05:100:1_40_0.99_1.0.dat
#l a <<v>> qnu(q) mu_q Dx Gx EBx
8.912511e+01 8.912510e-02 9.988085e-01 9.854608e-01 1.676276e+06 1.334116e+02 2.079165e-02 2.384186e-04
9.141134e+01 8.912510e-02 1.000456e+00 1.012570e+00 1.807478e+06 1.438563e+02 2.445936e-02 2.379417e-04
9.375623e+01 8.912510e-02 9.976305e-01 1.017902e+00 1.852494e+06 1.473991e+02 1.086342e-02 2.362728e-04
9.616126e+01 8.912510e-02 9.962407e-01 1.007005e+00 1.849792e+06 1.471964e+02 7.103682e-03 2.400875e-04
9.862799e+01 8.912510e-02 9.929296e-01 9.828343e-01 1.866869e+06 1.485794e+02 -3.809410e-02 2.305508e-04
1.011580e+02 8.912510e-02 9.946012e-01 9.954092e-01 1.952924e+06 1.553852e+02 2.817369e-02 2.355576e-04
1.037528e+02 8.912510e-02 9.947426e-01 9.843069e-01 1.963668e+06 1.562656e+02 -5.257308e-03 2.192259e-04
1.064143e+02 8.912510e-02 9.969336e-01 1.003617e+00 2.066850e+06 1.644850e+02 3.624594e-02 2.350807e-04
1.091440e+02 8.912510e-02 9.984691e-01 1.000272e+00 2.137220e+06 1.700644e+02 3.053272e-02 2.397299e-04
1.119437e+02 8.912510e-02 9.992225e-01 9.764644e-01 2.142333e+06 1.705014e+02 4.678237e-02 2.243519e-04
1.148153e+02 8.912510e-02 1.002163e+00 9.795094e-01 2.230392e+06 1.774740e+02 3.303552e-02 2.418756e-04
