#./overdamped_3d --dev=0 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=1000 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:-0.05:1.05:100:1 --domainy=a:-1.05:0.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=0.99 --distribution=s>> symmetric_var_lam_l:-0.05:1.05:100:1_a:-1.05:0.05:100:1_40_0.99_1.0.dat
#l a <<v>> qnu(q) mu_q Dx Gx EBx
8.912509e-01 8.912510e-02 9.989159e-01 1.004161e+00 2.500606e+04 1.980206e+00 -1.824570e-02 1.227498e-03
9.141132e-01 8.912510e-02 9.990676e-01 1.010346e+00 2.594658e+04 2.076972e+00 -2.380103e-02 1.211405e-03
9.375620e-01 8.912510e-02 9.992025e-01 9.978415e-01 2.550957e+04 2.030499e+00 -1.832408e-02 1.181126e-03
9.616123e-01 8.912510e-02 9.995773e-01 1.010346e+00 2.559854e+04 2.038775e+00 -3.689158e-02 1.139522e-03
9.862795e-01 8.912510e-02 9.996209e-01 1.005588e+00 2.634077e+04 2.079837e+00 -2.681845e-02 1.132727e-03
1.011579e+00 8.912510e-02 9.995773e-01 1.004120e+00 2.655967e+04 2.120899e+00 -4.310060e-02 1.097798e-03
1.037528e+00 8.912510e-02 9.997727e-01 1.023797e+00 2.703622e+04 2.118670e+00 -2.372110e-02 1.137733e-03
1.064143e+00 8.912510e-02 9.994062e-01 1.011845e+00 2.744118e+04 2.167054e+00 -2.199745e-02 1.105189e-03
1.091440e+00 8.912510e-02 9.994249e-01 1.027085e+00 2.837974e+04 2.272732e+00 -1.514041e-02 1.094341e-03
1.119438e+00 8.912510e-02 9.994405e-01 1.024132e+00 2.832562e+04 2.237400e+00 1.432192e-02 1.068234e-03
1.148154e+00 8.912510e-02 9.997427e-01 1.016026e+00 2.884782e+04 2.298834e+00 -6.377697e-06 1.054764e-03
1.177606e+00 8.912510e-02 9.993324e-01 1.004288e+00 2.851054e+04 2.252679e+00 -3.878319e-02 1.003027e-03
1.207814e+00 8.912510e-02 9.993808e-01 1.023060e+00 2.954053e+04 2.344352e+00 -2.343708e-02 1.019835e-03
1.238797e+00 8.912510e-02 9.997344e-01 1.022846e+00 2.966905e+04 2.365997e+00 -2.293235e-02 9.959936e-04
1.270574e+00 8.912510e-02 9.998234e-01 1.019490e+00 3.004918e+04 2.408333e+00 -2.944463e-02 9.815693e-04
1.303167e+00 8.912510e-02 1.000385e+00 1.028623e+00 3.085845e+04 2.451304e+00 -3.056699e-02 9.646416e-04
1.336596e+00 8.912510e-02 9.996001e-01 1.020240e+00 3.121747e+04 2.480589e+00 -1.981378e-02 9.173155e-04
1.370882e+00 8.912510e-02 9.998776e-01 1.019688e+00 3.220437e+04 2.533428e+00 -3.953332e-02 9.279251e-04
1.406047e+00 8.912510e-02 1.000069e+00 1.006971e+00 3.241454e+04 2.566851e+00 -1.837349e-02 9.166002e-04
1.442115e+00 8.912510e-02 1.000268e+00 1.019883e+00 3.379002e+04 2.683671e+00 -2.585375e-02 9.092093e-04
1.479108e+00 8.912510e-02 1.000678e+00 1.027714e+00 3.537320e+04 2.843781e+00 -2.625728e-02 9.121895e-04
1.517050e+00 8.912510e-02 1.000076e+00 1.023183e+00 3.542428e+04 2.815133e+00 -2.504265e-02 8.745193e-04
1.555965e+00 8.912510e-02 1.000380e+00 1.023126e+00 3.502693e+04 2.790304e+00 -5.075121e-02 8.563995e-04
1.595879e+00 8.912510e-02 1.000963e+00 1.027675e+00 3.608694e+04 2.866699e+00 -5.091912e-02 8.405447e-04
1.636816e+00 8.912510e-02 1.000579e+00 1.021306e+00 3.751952e+04 2.982882e+00 -4.814696e-02 8.357763e-04
1.678804e+00 8.912510e-02 1.001178e+00 1.029134e+00 3.882238e+04 3.099065e+00 -3.881538e-02 8.270741e-04
1.721868e+00 8.912510e-02 1.000886e+00 1.013406e+00 3.784020e+04 2.992431e+00 -2.048117e-02 8.205175e-04
1.766037e+00 8.912510e-02 1.000429e+00 1.021718e+00 4.044374e+04 3.208245e+00 -5.693769e-02 8.150339e-04
1.811340e+00 8.912510e-02 1.000797e+00 1.037164e+00 4.188226e+04 3.321882e+00 -6.175029e-02 7.948875e-04
1.857804e+00 8.912510e-02 1.000199e+00 1.048671e+00 4.223609e+04 3.371856e+00 -3.268605e-02 7.923841e-04
1.905460e+00 8.912510e-02 1.000710e+00 1.032598e+00 4.261607e+04 3.410372e+00 7.190704e-04 7.563829e-04
1.954339e+00 8.912510e-02 1.000628e+00 1.019566e+00 4.339386e+04 3.431699e+00 9.322166e-05 7.535219e-04
2.004472e+00 8.912510e-02 1.000515e+00 1.017637e+00 4.404866e+04 3.525282e+00 -1.464719e-02 7.313490e-04
2.055890e+00 8.912510e-02 1.001021e+00 1.020423e+00 4.497624e+04 3.557431e+00 1.385438e-02 7.400513e-04
2.108628e+00 8.912510e-02 1.000502e+00 1.028332e+00 4.598403e+04 3.660245e+00 4.620194e-03 7.075071e-04
2.162718e+00 8.912510e-02 1.000230e+00 1.007470e+00 4.645876e+04 3.692076e+00 6.819367e-03 6.945133e-04
2.218196e+00 8.912510e-02 1.000760e+00 1.018830e+00 4.781789e+04 3.796482e+00 -1.725417e-02 6.906986e-04
2.275097e+00 8.912510e-02 1.001017e+00 1.024559e+00 4.965491e+04 3.936538e+00 -1.918745e-02 6.899834e-04
2.333458e+00 8.912510e-02 1.000873e+00 1.016746e+00 5.096563e+04 4.036488e+00 -3.504980e-02 6.800890e-04
2.393316e+00 8.912510e-02 1.001243e+00 1.024794e+00 5.224567e+04 4.173361e+00 -1.243460e-02 6.633997e-04
2.454709e+00 8.912510e-02 1.001134e+00 1.026063e+00 5.460632e+04 4.323921e+00 -1.439714e-02 6.551743e-04
2.517677e+00 8.912510e-02 1.000923e+00 1.024390e+00 5.639372e+04 4.478938e+00 2.042174e-03 6.604195e-04
2.582260e+00 8.912510e-02 1.000909e+00 1.036210e+00 5.597065e+04 4.467797e+00 -3.719825e-02 6.195307e-04
2.648500e+00 8.912510e-02 1.000823e+00 1.030534e+00 5.827021e+04 4.620268e+00 -2.007085e-02 6.171465e-04
2.716439e+00 8.912510e-02 1.001431e+00 1.035594e+00 5.984050e+04 4.750456e+00 -4.139996e-02 6.085634e-04
2.786121e+00 8.912510e-02 1.001126e+00 1.025491e+00 6.076029e+04 4.815392e+00 -3.782421e-02 6.101131e-04
2.857591e+00 8.912510e-02 1.000930e+00 1.027943e+00 6.337542e+04 5.059217e+00 -4.519284e-03 5.919933e-04
2.930893e+00 8.912510e-02 1.001202e+00 1.020140e+00 6.375582e+04 5.068130e+00 -3.323680e-02 5.829334e-04
3.006077e+00 8.912510e-02 1.000925e+00 9.953482e-01 6.381909e+04 5.084682e+00 -3.169948e-02 5.638599e-04
3.083188e+00 8.912510e-02 1.001527e+00 1.011837e+00 6.684695e+04 5.331690e+00 -2.680928e-02 5.631447e-04
3.162278e+00 8.912510e-02 1.001220e+00 1.019660e+00 6.889166e+04 5.477158e+00 -6.325305e-03 5.596876e-04
3.243397e+00 8.912510e-02 1.000951e+00 1.010380e+00 6.919374e+04 5.497530e+00 -9.739518e-03 5.482435e-04
3.326596e+00 8.912510e-02 1.001732e+00 1.021848e+00 7.185459e+04 5.717800e+00 -2.042073e-02 5.464554e-04
3.411929e+00 8.912510e-02 1.001045e+00 1.010116e+00 7.298252e+04 5.800561e+00 4.443169e-03 5.341768e-04
3.499451e+00 8.912510e-02 1.001255e+00 1.006260e+00 7.460468e+04 5.937752e+00 -2.412379e-02 5.222559e-04
3.589219e+00 8.912510e-02 1.000855e+00 1.017870e+00 7.674577e+04 6.101364e+00 6.027937e-03 5.146265e-04
3.681289e+00 8.912510e-02 1.001174e+00 9.986339e-01 7.552180e+04 6.001733e+00 -8.052647e-03 4.969835e-04
3.775721e+00 8.912510e-02 1.001380e+00 1.025948e+00 8.086289e+04 6.431133e+00 6.261706e-03 5.091429e-04
3.872575e+00 8.912510e-02 1.000812e+00 1.000163e+00 7.879334e+04 6.293941e+00 -1.807368e-02 4.844666e-04
3.971914e+00 8.912510e-02 1.001162e+00 1.005787e+00 8.151469e+04 6.470922e+00 1.892328e-03 4.817247e-04
