#./overdamped_3d --dev=0 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=1000 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:-0.05:1.05:100:1 --domainy=a:0.95:2.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=0.99 --distribution=s>> symmetric_var_lam_l:-0.05:1.05:100:1_a:0.95:2.05:100:1_40_0.99_1.0.dat
#l a <<v>> qnu(q) mu_q Dx Gx EBx
8.912509e-01 8.912509e+00 8.100480e-01 9.835708e-01 3.031093e+04 2.467538e+00 3.270984e-03 1.457334e-03
9.141132e-01 8.912509e+00 8.160226e-01 9.996234e-01 3.153451e+04 2.566533e+00 1.350307e-02 1.480818e-03
9.375620e-01 8.912509e+00 8.214482e-01 1.013288e+00 3.184611e+04 2.577832e+00 -3.040463e-02 1.468062e-03
9.616123e-01 8.912509e+00 8.279233e-01 1.007007e+00 3.227965e+04 2.619213e+00 -1.871520e-02 1.445770e-03
9.862795e-01 8.912509e+00 8.344494e-01 1.000022e+00 3.206249e+04 2.610300e+00 -2.997464e-02 1.428127e-03
1.011579e+00 8.912509e+00 8.412394e-01 1.005962e+00 3.204140e+04 2.607117e+00 -1.171482e-02 1.389146e-03
1.037528e+00 8.912509e+00 8.475417e-01 1.010087e+00 3.276888e+04 2.651839e+00 4.185677e-03 1.409650e-03
1.064143e+00 8.912509e+00 8.546261e-01 9.798604e-01 3.188173e+04 2.582607e+00 -1.869321e-03 1.373649e-03
1.091440e+00 8.912509e+00 8.632045e-01 9.843248e-01 3.166029e+04 2.553959e+00 -2.086675e-02 1.344442e-03
1.119438e+00 8.912509e+00 8.707806e-01 1.009502e+00 3.311618e+04 2.649611e+00 -3.398538e-02 1.369119e-03
1.148154e+00 8.912509e+00 8.791147e-01 1.003086e+00 3.314819e+04 2.675872e+00 2.461314e-03 1.329899e-03
1.177606e+00 8.912509e+00 8.878108e-01 1.013016e+00 3.328373e+04 2.663776e+00 8.202791e-04 1.305103e-03
1.207814e+00 8.912509e+00 8.968414e-01 9.929578e-01 3.294092e+04 2.606799e+00 -5.684197e-03 1.264095e-03
1.238797e+00 8.912509e+00 9.060025e-01 9.994432e-01 3.367532e+04 2.664572e+00 -2.438009e-02 1.268506e-03
1.270574e+00 8.912509e+00 9.158508e-01 1.012715e+00 3.453682e+04 2.750197e+00 -3.600353e-02 1.247406e-03
1.303167e+00 8.912509e+00 9.257714e-01 1.012208e+00 3.486202e+04 2.794761e+00 -4.348195e-02 1.245379e-03
1.336596e+00 8.912509e+00 9.358016e-01 1.014454e+00 3.476240e+04 2.790941e+00 -4.052091e-02 1.245737e-03
1.370882e+00 8.912509e+00 9.465770e-01 1.003562e+00 3.466666e+04 2.765476e+00 -4.147637e-02 1.193285e-03
1.406047e+00 8.912509e+00 9.574737e-01 9.998983e-01 3.509940e+04 2.798899e+00 -3.972274e-02 1.176119e-03
1.442115e+00 8.912509e+00 9.690821e-01 1.002166e+00 3.652646e+04 2.948504e+00 -2.627230e-02 1.190543e-03
1.479108e+00 8.912509e+00 9.801380e-01 1.008566e+00 3.666556e+04 2.953916e+00 -3.686470e-02 1.193762e-03
1.517050e+00 8.912509e+00 9.923836e-01 1.019532e+00 3.766693e+04 3.023944e+00 -3.732938e-02 1.192212e-03
1.555965e+00 8.912509e+00 1.004294e+00 9.878203e-01 3.691750e+04 2.939273e+00 -3.972137e-02 1.128435e-03
1.595879e+00 8.912509e+00 1.017295e+00 1.006435e+00 3.753056e+04 2.964102e+00 -1.279140e-02 1.125574e-03
1.636816e+00 8.912509e+00 1.029537e+00 1.006041e+00 3.835646e+04 3.035721e+00 -3.927988e-02 1.103282e-03
1.678804e+00 8.912509e+00 1.042550e+00 1.019078e+00 3.968290e+04 3.150313e+00 -2.667654e-02 1.103044e-03
1.721868e+00 8.912509e+00 1.055643e+00 1.019202e+00 4.040085e+04 3.227344e+00 -4.493225e-02 1.107216e-03
1.766037e+00 8.912509e+00 1.068678e+00 1.032610e+00 4.190941e+04 3.326338e+00 -3.195834e-02 1.105309e-03
1.811340e+00 8.912509e+00 1.082609e+00 1.021474e+00 4.203965e+04 3.343209e+00 -4.251748e-02 1.080155e-03
1.857804e+00 8.912509e+00 1.097250e+00 1.037652e+00 4.322479e+04 3.454617e+00 -2.631849e-02 1.079679e-03
1.905460e+00 8.912509e+00 1.111271e+00 1.013712e+00 4.344534e+04 3.483265e+00 6.641626e-03 1.058698e-03
1.954339e+00 8.912509e+00 1.125552e+00 1.024152e+00 4.488470e+04 3.584169e+00 -4.675865e-03 1.048565e-03
2.004472e+00 8.912509e+00 1.140531e+00 1.007533e+00 4.491192e+04 3.591490e+00 -1.986533e-02 1.010537e-03
2.055890e+00 8.912509e+00 1.155712e+00 1.023622e+00 4.564807e+04 3.670749e+00 3.154159e-03 1.011729e-03
