#./overdamped_3d --dev=0 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=1000 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:-1.05:0.05:100:1 --domainy=a:-1.05:0.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=0.99 --distribution=s>> symmetric_var_lam_l:-1.05:0.05:100:1_a:-1.05:0.05:100:1_40_0.99_1.0.dat
#l a <<v>> qnu(q) mu_q Dx Gx EBx
8.912510e-02 8.912510e-02 1.003844e+00 1.003953e+00 7.125121e+04 5.656366e+00 9.009004e-03 2.572536e-03
9.141134e-02 8.912510e-02 1.002437e+00 9.915936e-01 6.976557e+04 5.555780e+00 -1.113594e-03 2.495766e-03
9.375623e-02 8.912510e-02 1.000992e+00 1.004920e+00 6.892320e+04 5.518857e+00 -2.397776e-03 2.467990e-03
9.616126e-02 8.912510e-02 9.999061e-01 9.937688e-01 6.662503e+04 5.295403e+00 -2.224040e-02 2.448201e-03
9.862799e-02 8.912510e-02 9.989854e-01 9.826518e-01 6.487710e+04 5.181130e+00 -1.289076e-02 2.449036e-03
1.011580e-01 8.912510e-02 9.973126e-01 1.008147e+00 6.643684e+04 5.287446e+00 1.482964e-03 2.455950e-03
1.037529e-01 8.912510e-02 9.968994e-01 9.966310e-01 6.434014e+04 5.114603e+00 5.790234e-03 2.425790e-03
1.064143e-01 8.912510e-02 9.955722e-01 1.010331e+00 6.374820e+04 5.081181e+00 1.104820e-02 2.429724e-03
1.091441e-01 8.912510e-02 9.952954e-01 1.016248e+00 6.176200e+04 4.929347e+00 2.145362e-02 2.351284e-03
1.119438e-01 8.912510e-02 9.947031e-01 1.008951e+00 6.098146e+04 4.835445e+00 1.893091e-02 2.332926e-03
1.148154e-01 8.912510e-02 9.931582e-01 9.958253e-01 5.785970e+04 4.600214e+00 -1.664996e-03 2.241015e-03
1.177606e-01 8.912510e-02 9.927540e-01 9.988662e-01 5.744835e+04 4.591301e+00 5.275619e-02 2.209306e-03
1.207814e-01 8.912510e-02 9.931018e-01 1.010958e+00 5.648652e+04 4.508541e+00 1.705766e-02 2.199173e-03
1.238797e-01 8.912510e-02 9.926267e-01 1.019865e+00 5.670039e+04 4.519045e+00 5.338919e-02 2.212644e-03
1.270574e-01 8.912510e-02 9.929304e-01 1.001963e+00 5.322035e+04 4.246572e+00 5.965054e-02 2.115846e-03
1.303167e-01 8.912510e-02 9.941384e-01 1.000641e+00 5.212752e+04 4.143121e+00 1.527488e-02 2.094865e-03
1.336595e-01 8.912510e-02 9.952415e-01 9.871961e-01 5.052914e+04 4.026301e+00 1.410246e-02 2.081037e-03
1.370881e-01 8.912510e-02 9.969773e-01 1.009824e+00 5.088249e+04 4.044764e+00 3.371441e-02 2.078891e-03
1.406047e-01 8.912510e-02 9.991199e-01 1.001222e+00 4.859710e+04 3.847730e+00 7.008314e-03 1.973510e-03
1.442115e-01 8.912510e-02 1.001271e+00 9.956092e-01 4.689326e+04 3.731865e+00 2.480841e-02 1.934648e-03
1.479108e-01 8.912510e-02 1.003142e+00 1.018089e+00 4.708480e+04 3.734093e+00 3.594792e-02 1.936078e-03
1.517050e-01 8.912510e-02 1.004820e+00 1.018195e+00 4.527273e+04 3.608679e+00 1.607299e-02 1.908302e-03
1.555965e-01 8.912510e-02 1.005619e+00 9.989215e-01 4.326091e+04 3.456209e+00 3.060067e-02 1.864910e-03
1.595878e-01 8.912510e-02 1.005936e+00 9.904737e-01 4.191665e+04 3.323792e+00 3.287947e-02 1.819730e-03
1.636816e-01 8.912510e-02 1.006134e+00 9.918752e-01 4.062071e+04 3.220659e+00 2.307630e-02 1.788616e-03
1.678803e-01 8.912510e-02 1.005673e+00 9.903099e-01 4.126980e+04 3.296417e+00 1.743269e-02 1.832247e-03
1.721867e-01 8.912510e-02 1.005960e+00 1.008866e+00 3.951797e+04 3.153496e+00 3.665566e-03 1.790643e-03
1.766036e-01 8.912510e-02 1.005635e+00 9.873468e-01 3.896612e+04 3.087606e+00 1.982427e-02 1.776457e-03
1.811339e-01 8.912510e-02 1.005234e+00 1.006573e+00 3.868281e+04 3.054502e+00 1.751912e-02 1.756549e-03
1.857803e-01 8.912510e-02 1.004296e+00 9.960566e-01 3.792591e+04 3.022671e+00 1.496780e-02 1.746178e-03
1.905459e-01 8.912510e-02 1.003794e+00 9.916107e-01 3.624974e+04 2.876566e+00 1.524448e-02 1.703978e-03
1.954338e-01 8.912510e-02 1.003085e+00 9.876878e-01 3.552484e+04 2.812586e+00 4.822373e-03 1.721621e-03
2.004470e-01 8.912510e-02 1.003387e+00 9.906020e-01 3.467096e+04 2.746378e+00 1.554394e-02 1.694202e-03
