#./overdamped_3d --dev=1 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=1000 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:0.95:2.05:100:1 --domainy=a:-1.05:0.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=0.99 --distribution=s>> symmetric_var_lam_l:0.95:2.05:100:1_a:-1.05:0.05:100:1_40_0.99_1.0.dat
#l a <<v>> qnu(q) mu_q Dx Gx EBx
8.912509e+00 8.912510e-02 1.000871e+00 1.012882e+00 1.842142e+05 1.466581e+01 2.029085e-02 3.508329e-04
9.141131e+00 8.912510e-02 1.000420e+00 1.009366e+00 1.872425e+05 1.489658e+01 1.237833e-02 3.396273e-04
9.375619e+00 8.912510e-02 9.997999e-01 1.000718e+00 1.887358e+05 1.504619e+01 1.674938e-02 3.300905e-04
9.616121e+00 8.912510e-02 1.000436e+00 1.006091e+00 1.933143e+05 1.539187e+01 -1.078147e-02 3.312826e-04
9.862793e+00 8.912510e-02 1.000774e+00 1.017621e+00 1.973760e+05 1.571050e+01 1.592016e-02 3.157854e-04
1.011579e+01 8.912510e-02 1.001430e+00 1.010877e+00 2.028566e+05 1.615295e+01 2.099967e-02 3.180504e-04
1.037528e+01 8.912510e-02 1.000598e+00 1.009575e+00 2.075170e+05 1.650691e+01 6.785345e-02 3.199577e-04
1.064143e+01 8.912510e-02 1.000502e+00 9.918113e-01 2.094405e+05 1.667785e+01 3.993142e-02 3.275871e-04
1.091440e+01 8.912510e-02 1.000196e+00 1.000748e+00 2.191973e+05 1.743574e+01 2.268028e-02 3.131628e-04
1.119438e+01 8.912510e-02 9.992236e-01 9.883944e-01 2.193822e+05 1.747330e+01 5.060554e-03 3.179312e-04
1.148154e+01 8.912510e-02 1.000700e+00 9.850439e-01 2.225419e+05 1.769867e+01 1.350522e-02 3.185272e-04
1.177606e+01 8.912510e-02 1.000811e+00 9.843320e-01 2.274373e+05 1.810005e+01 -1.753998e-02 3.097057e-04
1.207814e+01 8.912510e-02 9.993255e-01 9.957722e-01 2.327273e+05 1.850558e+01 -8.363247e-03 3.042221e-04
1.238797e+01 8.912510e-02 9.996695e-01 9.918483e-01 2.340241e+05 1.862304e+01 -3.630555e-02 3.006458e-04
1.270575e+01 8.912510e-02 9.994739e-01 9.869323e-01 2.404182e+05 1.915493e+01 -2.855420e-02 2.976656e-04
1.303168e+01 8.912510e-02 9.997410e-01 9.661276e-01 2.394916e+05 1.907536e+01 -2.287686e-02 3.026724e-04
1.336596e+01 8.912510e-02 9.989349e-01 9.768156e-01 2.492663e+05 1.984885e+01 1.777387e-02 2.981424e-04
1.370883e+01 8.912510e-02 9.993674e-01 9.788457e-01 2.594911e+05 2.062171e+01 1.405680e-02 2.833605e-04
1.406049e+01 8.912510e-02 9.995890e-01 9.938086e-01 2.724841e+05 2.167595e+01 3.755641e-02 2.849102e-04
1.442117e+01 8.912510e-02 9.987983e-01 1.006498e+00 2.756179e+05 2.194874e+01 1.795137e-02 2.968311e-04
1.479110e+01 8.912510e-02 9.981056e-01 9.988153e-01 2.839201e+05 2.259141e+01 -3.096247e-02 2.959967e-04
1.517052e+01 8.912510e-02 9.985577e-01 9.972079e-01 2.894336e+05 2.302399e+01 -3.973126e-03 2.874136e-04
1.555967e+01 8.912510e-02 9.998653e-01 9.932939e-01 2.986121e+05 2.376501e+01 -5.413872e-02 2.845526e-04
1.595881e+01 8.912510e-02 9.989404e-01 9.912133e-01 3.067513e+05 2.442264e+01 -3.906584e-02 2.868176e-04
1.636819e+01 8.912510e-02 9.989940e-01 1.002622e+00 3.249505e+05 2.586268e+01 -1.010531e-02 2.866983e-04
1.678806e+01 8.912510e-02 9.994782e-01 9.975716e-01 3.331945e+05 2.650630e+01 -1.115471e-02 2.841949e-04
1.721871e+01 8.912510e-02 1.000261e+00 9.854833e-01 3.387760e+05 2.694047e+01 -1.978087e-02 2.807379e-04
1.766041e+01 8.912510e-02 9.994867e-01 1.002820e+00 3.465280e+05 2.761561e+01 -2.101928e-02 2.726316e-04
1.811343e+01 8.912510e-02 9.979309e-01 9.991554e-01 3.634819e+05 2.892514e+01 -1.136184e-02 2.735853e-04
1.857808e+01 8.912510e-02 9.974802e-01 9.704778e-01 3.608859e+05 2.870614e+01 -2.006358e-02 2.731085e-04
1.905464e+01 8.912510e-02 9.983368e-01 1.004572e+00 3.796457e+05 3.019551e+01 -1.625210e-02 2.768040e-04
1.954343e+01 8.912510e-02 9.971448e-01 9.775620e-01 3.846771e+05 3.059117e+01 -2.261084e-02 2.534389e-04
2.004476e+01 8.912510e-02 9.990762e-01 9.893992e-01 4.002705e+05 3.185900e+01 -2.235132e-02 2.607107e-04
2.055895e+01 8.912510e-02 9.979540e-01 9.891023e-01 4.016245e+05 3.197264e+01 3.190160e-03 2.621412e-04
2.108633e+01 8.912510e-02 9.983377e-01 9.952263e-01 4.204811e+05 3.347219e+01 -1.307136e-02 2.663136e-04
2.162724e+01 8.912510e-02 1.001038e+00 1.000764e+00 4.287926e+05 3.413619e+01 -6.169224e-02 2.648830e-04
2.218202e+01 8.912510e-02 9.993822e-01 9.898645e-01 4.371038e+05 3.478045e+01 -8.242488e-03 2.633333e-04
2.275103e+01 8.912510e-02 1.000760e+00 1.009567e+00 4.558656e+05 3.629656e+01 -3.548628e-02 2.622604e-04
2.333464e+01 8.912510e-02 1.001102e+00 1.014935e+00 4.713811e+05 3.750550e+01 -2.950740e-02 2.636909e-04
2.393322e+01 8.912510e-02 1.001173e+00 1.002427e+00 4.738136e+05 3.773022e+01 -3.219914e-02 2.672672e-04
2.454716e+01 8.912510e-02 9.989309e-01 1.010208e+00 4.877494e+05 3.882967e+01 -2.356613e-02 2.688169e-04
2.517684e+01 8.912510e-02 1.000777e+00 1.002902e+00 4.946694e+05 3.936729e+01 -2.413219e-02 2.627373e-04
2.582268e+01 8.912510e-02 1.000070e+00 9.906278e-01 4.942338e+05 3.936252e+01 -1.476651e-02 2.535582e-04
2.648508e+01 8.912510e-02 1.000474e+00 1.010693e+00 5.221388e+05 4.154803e+01 1.203799e-02 2.568960e-04
2.716448e+01 8.912510e-02 1.000036e+00 1.007586e+00 5.337889e+05 4.247113e+01 1.603520e-02 2.681017e-04
2.786130e+01 8.912510e-02 9.998296e-01 9.896587e-01 5.352186e+05 4.257904e+01 -1.776129e-02 2.658367e-04
2.857600e+01 8.912510e-02 9.994197e-01 1.002907e+00 5.609020e+05 4.463659e+01 2.565265e-03 2.644062e-04
2.930903e+01 8.912510e-02 9.996176e-01 9.963503e-01 5.706733e+05 4.542123e+01 1.381063e-02 2.558231e-04
3.006087e+01 8.912510e-02 1.001282e+00 9.889067e-01 5.867789e+05 4.668555e+01 2.728105e-03 2.694130e-04
3.083199e+01 8.912510e-02 1.000443e+00 9.944031e-01 6.055649e+05 4.818861e+01 -1.294810e-02 2.621412e-04
3.162289e+01 8.912510e-02 9.991682e-01 9.907981e-01 6.213058e+05 4.945994e+01 -6.150663e-03 2.706051e-04
3.243408e+01 8.912510e-02 1.000083e+00 9.896798e-01 6.349788e+05 5.054315e+01 -6.705827e-02 2.605915e-04
3.326608e+01 8.912510e-02 1.000560e+00 9.683947e-01 6.454349e+05 5.136344e+01 -6.833988e-02 2.532005e-04
3.411942e+01 8.912510e-02 1.000968e+00 9.911086e-01 6.699086e+05 5.331467e+01 -3.958917e-02 2.528429e-04
3.499465e+01 8.912510e-02 1.001233e+00 9.869138e-01 6.730931e+05 5.357410e+01 -2.006829e-02 2.484322e-04
3.589234e+01 8.912510e-02 9.998843e-01 9.941179e-01 7.090827e+05 5.643475e+01 -1.762182e-02 2.460480e-04
3.681305e+01 8.912510e-02 1.000849e+00 9.706418e-01 7.062334e+05 5.619825e+01 -3.790599e-02 2.408028e-04
3.775738e+01 8.912510e-02 1.002545e+00 9.767773e-01 7.315928e+05 5.820869e+01 -2.712870e-02 2.408028e-04
3.872593e+01 8.912510e-02 1.002733e+00 9.683697e-01 7.270929e+05 5.785600e+01 -2.833736e-02 2.430677e-04
3.971933e+01 8.912510e-02 1.003226e+00 9.781736e-01 7.668781e+05 6.102573e+01 -1.739526e-02 2.467632e-04
4.073821e+01 8.912510e-02 1.006033e+00 9.957030e-01 7.970791e+05 6.341465e+01 -1.978385e-02 2.429485e-04
4.178323e+01 8.912510e-02 1.002463e+00 9.744113e-01 8.148378e+05 6.483559e+01 -8.250535e-03 2.485514e-04
4.285505e+01 8.912510e-02 1.002309e+00 9.780104e-01 8.524076e+05 6.783279e+01 -3.306478e-02 2.520084e-04
4.395437e+01 8.912510e-02 1.002878e+00 9.870611e-01 8.782036e+05 6.988493e+01 -5.642122e-02 2.479553e-04
4.508189e+01 8.912510e-02 1.002185e+00 9.973330e-01 9.080552e+05 7.225507e+01 -2.496684e-02 2.470016e-04
4.623833e+01 8.912510e-02 1.000277e+00 1.002052e+00 9.320997e+05 7.419676e+01 2.638340e-03 2.410412e-04
4.742443e+01 8.912510e-02 1.001355e+00 9.876173e-01 9.417502e+05 7.491232e+01 -3.039849e-02 2.387762e-04
4.864096e+01 8.912510e-02 1.000995e+00 1.006172e+00 1.000053e+06 7.957014e+01 -7.071435e-03 2.272129e-04
4.988870e+01 8.912510e-02 1.003036e+00 1.005844e+00 1.002866e+06 7.978532e+01 2.716422e-03 2.441406e-04
5.116845e+01 8.912510e-02 1.000982e+00 9.678542e-01 9.607422e+05 7.646153e+01 -1.742476e-02 2.399683e-04
5.248102e+01 8.912510e-02 9.980975e-01 9.845061e-01 1.022888e+06 8.141189e+01 -2.156568e-02 2.331734e-04
5.382727e+01 8.912510e-02 9.981552e-01 9.836021e-01 1.039710e+06 8.273574e+01 -2.209783e-03 2.292395e-04
5.520805e+01 8.912510e-02 9.989816e-01 9.959187e-01 1.093362e+06 8.700459e+01 -1.555103e-02 2.193451e-04
5.662424e+01 8.912510e-02 9.994100e-01 9.842132e-01 1.101494e+06 8.766827e+01 -2.216846e-02 2.254248e-04
5.807677e+01 8.912510e-02 9.988803e-01 9.949635e-01 1.161630e+06 9.241522e+01 -3.506482e-02 2.268553e-04
5.956656e+01 8.912510e-02 1.001771e+00 9.806066e-01 1.134675e+06 9.030547e+01 -2.820712e-02 2.354383e-04
6.109455e+01 8.912510e-02 1.002129e+00 9.945388e-01 1.212757e+06 9.650391e+01 -2.251571e-02 2.359152e-04
6.266175e+01 8.912510e-02 1.003212e+00 1.007087e+00 1.272293e+06 1.012359e+02 -6.220782e-02 2.449751e-04
6.426916e+01 8.912510e-02 1.000862e+00 9.749978e-01 1.239454e+06 9.861081e+01 -2.696693e-02 2.392530e-04
6.591779e+01 8.912510e-02 1.003836e+00 1.007946e+00 1.316395e+06 1.047590e+02 -2.831084e-02 2.417564e-04
6.760871e+01 8.912510e-02 9.972584e-01 1.011144e+00 1.340625e+06 1.067029e+02 -4.455078e-02 2.431870e-04
6.934301e+01 8.912510e-02 9.989614e-01 1.001691e+00 1.381391e+06 1.099156e+02 -3.825897e-02 2.415180e-04
7.112180e+01 8.912510e-02 9.991658e-01 9.958531e-01 1.382995e+06 1.100388e+02 4.944801e-04 2.313852e-04
7.294622e+01 8.912510e-02 9.997471e-01 1.004002e+00 1.454758e+06 1.157795e+02 2.727270e-03 2.326965e-04
7.481744e+01 8.912510e-02 9.981043e-01 9.770111e-01 1.404388e+06 1.117538e+02 -7.115304e-03 2.187490e-04
7.673666e+01 8.912510e-02 9.964673e-01 9.610679e-01 1.438164e+06 1.144365e+02 -4.591572e-02 2.342463e-04
7.870510e+01 8.912510e-02 9.960853e-01 9.627653e-01 1.449446e+06 1.153291e+02 -3.283077e-02 2.255440e-04
8.072404e+01 8.912510e-02 9.991738e-01 9.714693e-01 1.494782e+06 1.189604e+02 -1.637441e-02 2.237558e-04
8.279478e+01 8.912510e-02 9.944699e-01 9.661053e-01 1.492038e+06 1.187305e+02 -2.058762e-02 2.297163e-04
8.491863e+01 8.912510e-02 9.987999e-01 9.738463e-01 1.550131e+06 1.233651e+02 -6.070977e-02 2.388954e-04
8.709697e+01 8.912510e-02 9.973870e-01 9.930241e-01 1.664577e+06 1.324612e+02 1.345789e-02 2.334118e-04
8.933118e+01 8.912510e-02 9.951025e-01 9.995070e-01 1.731484e+06 1.377782e+02 3.885472e-02 2.433062e-04
9.162270e+01 8.912510e-02 9.951878e-01 1.003904e+00 1.759797e+06 1.400264e+02 3.110456e-02 2.393723e-04
9.397301e+01 8.912510e-02 9.954802e-01 1.005460e+00 1.829609e+06 1.456096e+02 1.397312e-02 2.433062e-04
9.638361e+01 8.912510e-02 9.971094e-01 1.009463e+00 1.848732e+06 1.470875e+02 3.907084e-03 2.366304e-04
9.885604e+01 8.912510e-02 9.893746e-01 9.803314e-01 1.827469e+06 1.454151e+02 -4.855037e-03 2.350807e-04
1.013919e+02 8.912510e-02 9.988620e-01 9.780251e-01 1.937023e+06 1.541422e+02 2.243304e-02 2.388954e-04
1.039928e+02 8.912510e-02 9.936994e-01 9.734885e-01 1.929352e+06 1.535199e+02 -2.655798e-02 2.334118e-04
1.066603e+02 8.912510e-02 9.966804e-01 9.758343e-01 1.986277e+06 1.580405e+02 1.274931e-02 2.353191e-04
1.093964e+02 8.912510e-02 9.973474e-01 9.905022e-01 2.136144e+06 1.700023e+02 3.513730e-02 2.341270e-04

8.912509e+00 9.141134e-02 9.995269e-01 1.014498e+00 1.819842e+05 1.447769e+01 1.996970e-02 3.381968e-04
9.141131e+00 9.141134e-02 9.993587e-01 1.005214e+00 1.855735e+05 1.475207e+01 2.605617e-02 3.461838e-04
9.375619e+00 9.141134e-02 1.000160e+00 1.020055e+00 1.915707e+05 1.525818e+01 5.725384e-03 3.329515e-04
9.616121e+00 9.141134e-02 1.001342e+00 9.952637e-01 1.921539e+05 1.529415e+01 -1.896358e-02 3.367662e-04
9.862793e+00 9.141134e-02 1.000589e+00 1.001976e+00 1.930489e+05 1.536418e+01 2.094150e-03 3.199577e-04
1.011579e+01 9.141134e-02 1.001266e+00 1.015578e+00 2.032556e+05 1.617014e+01 1.905096e-02 3.204346e-04
1.037528e+01 9.141134e-02 9.996359e-01 1.004422e+00 2.063201e+05 1.641429e+01 1.950216e-02 3.275871e-04
1.064143e+01 9.141134e-02 9.999501e-01 1.014425e+00 2.147383e+05 1.709611e+01 3.702235e-02 3.180504e-04
1.091440e+01 9.141134e-02 1.001279e+00 9.990540e-01 2.182891e+05 1.737176e+01 3.945482e-02 3.248453e-04
1.119438e+01 9.141134e-02 1.000746e+00 9.911472e-01 2.183681e+05 1.738959e+01 9.398580e-03 3.206730e-04
1.148154e+01 9.141134e-02 1.000008e+00 1.000575e+00 2.263800e+05 1.799151e+01 -1.327598e-02 3.025532e-04
1.177606e+01 9.141134e-02 9.984564e-01 9.781549e-01 2.270253e+05 1.804849e+01 -2.760708e-03 3.120899e-04
1.207814e+01 9.141134e-02 9.995394e-01 9.925103e-01 2.381248e+05 1.892830e+01 -8.748472e-03 3.031492e-04
1.238797e+01 9.141134e-02 9.996072e-01 9.892332e-01 2.357546e+05 1.875736e+01 -6.318629e-03 2.986193e-04
1.270575e+01 9.141134e-02 9.989436e-01 9.736543e-01 2.369583e+05 1.884522e+01 -4.647195e-03 3.113747e-04
1.303168e+01 9.141134e-02 1.001236e+00 9.865041e-01 2.444726e+05 1.945669e+01 1.224589e-02 2.917051e-04
1.336596e+01 9.141134e-02 9.995879e-01 9.906384e-01 2.521706e+05 2.008185e+01 1.460874e-02 3.073215e-04
1.370883e+01 9.141134e-02 9.990912e-01 9.992244e-01 2.636109e+05 2.099604e+01 -3.892303e-03 2.987385e-04
1.406049e+01 9.141134e-02 9.995353e-01 9.831329e-01 2.678976e+05 2.130448e+01 1.097798e-02 3.012419e-04
1.442117e+01 9.141134e-02 9.990941e-01 1.010381e+00 2.787073e+05 2.217410e+01 4.897594e-03 3.001690e-04
1.479110e+01 9.141134e-02 9.991118e-01 1.004476e+00 2.860447e+05 2.278112e+01 -8.370519e-03 2.826452e-04
1.517052e+01 9.141134e-02 9.984073e-01 9.938995e-01 2.896716e+05 2.302876e+01 -2.756941e-02 2.810955e-04
1.555967e+01 9.141134e-02 1.000191e+00 1.004634e+00 3.003781e+05 2.391048e+01 -4.421419e-02 2.801418e-04
1.595881e+01 9.141134e-02 9.999042e-01 1.000944e+00 3.087625e+05 2.453373e+01 -5.864632e-02 2.883673e-04
1.636819e+01 9.141134e-02 9.983019e-01 9.852358e-01 3.203894e+05 2.550267e+01 -2.019554e-02 2.877712e-04
1.678806e+01 9.141134e-02 9.983349e-01 9.942219e-01 3.242027e+05 2.583212e+01 -1.784128e-02 2.737045e-04
1.721871e+01 9.141134e-02 9.991282e-01 9.907838e-01 3.435716e+05 2.736446e+01 -2.834892e-02 2.801418e-04
1.766041e+01 9.141134e-02 9.990489e-01 1.010979e+00 3.528253e+05 2.806920e+01 -3.349590e-02 2.752542e-04
1.811343e+01 9.141134e-02 1.000261e+00 1.002297e+00 3.613769e+05 2.876789e+01 -1.165891e-02 2.778769e-04
1.857808e+01 9.141134e-02 9.973124e-01 9.975772e-01 3.646116e+05 2.901522e+01 -3.828186e-02 2.735853e-04
1.905464e+01 9.141134e-02 9.987835e-01 9.941599e-01 3.772650e+05 3.004686e+01 7.610798e-03 2.747774e-04
1.954343e+01 9.141134e-02 9.990944e-01 9.890471e-01 3.908258e+05 3.110047e+01 -2.777666e-02 2.692938e-04
2.004476e+01 9.141134e-02 9.997952e-01 1.000419e+00 4.033445e+05 3.210442e+01 -1.788634e-02 2.694130e-04
2.055895e+01 9.141134e-02 9.967514e-01 9.938447e-01 4.107996e+05 3.265255e+01 -3.700531e-02 2.661943e-04
2.108633e+01 9.141134e-02 9.984295e-01 9.830822e-01 4.137275e+05 3.291515e+01 7.859588e-03 2.698898e-04
2.162724e+01 9.141134e-02 9.992646e-01 9.975725e-01 4.287872e+05 3.411900e+01 1.028180e-03 2.708435e-04
2.218202e+01 9.141134e-02 1.000844e+00 1.014926e+00 4.514774e+05 3.593559e+01 -4.193789e-02 2.626181e-04
2.275103e+01 9.141134e-02 1.001905e+00 9.972130e-01 4.536686e+05 3.611607e+01 -3.439748e-02 2.670288e-04
2.333464e+01 9.141134e-02 1.001367e+00 9.923853e-01 4.558006e+05 3.628414e+01 -4.182327e-02 2.552271e-04
2.393322e+01 9.141134e-02 1.000728e+00 1.003957e+00 4.701468e+05 3.738963e+01 -4.499322e-02 2.672672e-04
2.454716e+01 9.141134e-02 1.001046e+00 9.898630e-01 4.869367e+05 3.874945e+01 -1.404035e-02 2.564192e-04
2.517684e+01 9.141134e-02 1.001251e+00 9.995720e-01 4.952059e+05 3.939466e+01 -6.817102e-03 2.598763e-04
2.582268e+01 9.141134e-02 1.000033e+00 1.005958e+00 5.152294e+05 4.099258e+01 1.663089e-03 2.522469e-04
2.648508e+01 9.141134e-02 1.001182e+00 1.002566e+00 5.226074e+05 4.160629e+01 -9.435654e-03 2.665520e-04
2.716448e+01 9.141134e-02 1.001681e+00 9.985439e-01 5.296834e+05 4.217924e+01 6.679773e-03 2.629757e-04
2.786130e+01 9.141134e-02 9.999005e-01 1.001316e+00 5.395796e+05 4.294159e+01 7.532835e-04 2.568960e-04
2.857600e+01 9.141134e-02 9.998904e-01 1.006275e+00 5.575634e+05 4.436126e+01 -4.506409e-03 2.633333e-04
2.930903e+01 9.141134e-02 9.998276e-01 9.931960e-01 5.716650e+05 4.548616e+01 -1.120174e-02 2.688169e-04
3.006087e+01 9.141134e-02 1.000725e+00 9.973705e-01 5.898302e+05 4.694180e+01 -3.646672e-03 2.533197e-04
3.083199e+01 9.141134e-02 9.987299e-01 9.678512e-01 5.904351e+05 4.697554e+01 -2.088338e-02 2.665520e-04
3.162289e+01 9.141134e-02 9.994650e-01 9.752436e-01 6.139840e+05 4.887139e+01 -4.484057e-04 2.622604e-04
3.243408e+01 9.141134e-02 9.995439e-01 9.873871e-01 6.348806e+05 5.052374e+01 -6.017286e-02 2.651215e-04
3.326608e+01 9.141134e-02 1.001906e+00 9.974183e-01 6.514928e+05 5.185268e+01 -5.383962e-02 2.546310e-04
3.411942e+01 9.141134e-02 1.000927e+00 1.009840e+00 6.863725e+05 5.460510e+01 -5.638391e-02 2.590418e-04
3.499465e+01 9.141134e-02 1.000911e+00 9.784604e-01 6.774629e+05 5.390196e+01 -4.078901e-02 2.532005e-04
3.589234e+01 9.141134e-02 1.001234e+00 9.794266e-01 6.957676e+05 5.537159e+01 -3.249991e-02 2.428293e-04
3.681305e+01 9.141134e-02 1.000323e+00 9.894832e-01 7.156110e+05 5.694818e+01 -3.135377e-02 2.485514e-04
3.775738e+01 9.141134e-02 1.000410e+00 9.835740e-01 7.332639e+05 5.834270e+01 -1.286596e-02 2.410412e-04
3.872593e+01 9.141134e-02 1.000638e+00 9.878151e-01 7.617156e+05 6.058965e+01 -2.997822e-02 2.408028e-04
3.971933e+01 9.141134e-02 1.003034e+00 9.949467e-01 7.917128e+05 6.299162e+01 -4.434901e-02 2.436638e-04
4.073821e+01 9.141134e-02 1.003616e+00 9.726005e-01 7.796290e+05 6.205515e+01 -3.317499e-02 2.362728e-04
4.178323e+01 9.141134e-02 1.003526e+00 9.794364e-01 8.197988e+05 6.523984e+01 -2.626079e-02 2.580881e-04
4.285505e+01 9.141134e-02 1.003223e+00 9.984906e-01 8.616451e+05 6.855344e+01 -2.232862e-02 2.437830e-04
4.395437e+01 9.141134e-02 1.003358e+00 9.771925e-01 8.580306e+05 6.828384e+01 -5.441028e-02 2.459288e-04
4.508189e+01 9.141134e-02 1.002147e+00 1.007246e+00 9.033434e+05 7.190939e+01 -1.254529e-02 2.390146e-04
