#./overdamped_3d --dev=1 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=1000 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:1.95:3.05:100:1 --domainy=a:-0.05:1.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=0.99 --distribution=s>> symmetric_var_lam_l:1.95:3.05:100:1_a:-0.05:1.05:100:1_40_0.99_1.0.dat
#l a <<v>> qnu(q) mu_q Dx Gx EBx
8.912511e+01 8.912509e-01 1.002499e+00 9.921753e-01 1.683843e+06 1.340034e+02 1.724744e-02 2.336502e-04
9.141134e+01 8.912509e-01 1.001545e+00 9.982894e-01 1.750997e+06 1.393220e+02 1.988173e-02 2.360344e-04
9.375623e+01 8.912509e-01 9.981804e-01 1.008489e+00 1.827262e+06 1.453985e+02 1.276612e-02 2.391338e-04
9.616126e+01 8.912509e-01 9.963324e-01 1.033669e+00 1.908970e+06 1.518898e+02 -1.090157e-02 2.388954e-04
9.862799e+01 8.912509e-01 9.962220e-01 9.947340e-01 1.882614e+06 1.498106e+02 -2.482492e-02 2.329350e-04
1.011580e+02 8.912509e-01 9.971592e-01 9.677540e-01 1.834211e+06 1.459740e+02 4.826188e-03 2.285242e-04
1.037528e+02 8.912509e-01 9.986817e-01 9.857092e-01 1.948558e+06 1.550643e+02 2.606654e-02 2.365112e-04
1.064143e+02 8.912509e-01 9.977589e-01 9.794144e-01 1.987979e+06 1.582169e+02 7.793903e-03 2.379417e-04
1.091440e+02 8.912509e-01 9.991978e-01 9.832898e-01 2.086401e+06 1.660307e+02 -2.941549e-03 2.442598e-04
1.119437e+02 8.912509e-01 9.990316e-01 9.747096e-01 2.118410e+06 1.685667e+02 4.395139e-02 2.413988e-04
1.148153e+02 8.912509e-01 1.002988e+00 9.805884e-01 2.161137e+06 1.719765e+02 1.465917e-02 2.391338e-04
1.177605e+02 8.912509e-01 1.005667e+00 9.905270e-01 2.268148e+06 1.805008e+02 -3.277183e-03 2.256632e-04
1.207813e+02 8.912509e-01 1.004946e+00 1.006189e+00 2.357346e+06 1.876166e+02 1.608455e-02 2.319813e-04
1.238795e+02 8.912509e-01 1.006949e+00 1.000519e+00 2.428102e+06 1.931874e+02 5.615473e-02 2.218485e-04
1.270572e+02 8.912509e-01 1.003522e+00 1.026764e+00 2.639077e+06 2.100018e+02 2.816272e-02 2.241135e-04
1.303165e+02 8.912509e-01 1.003453e+00 9.742358e-01 2.514727e+06 2.001281e+02 1.841927e-02 2.249479e-04
1.336593e+02 8.912509e-01 1.002490e+00 9.921890e-01 2.582277e+06 2.054884e+02 7.320285e-03 2.477169e-04
1.370879e+02 8.912509e-01 1.008492e+00 9.737831e-01 2.627742e+06 2.091098e+02 4.625201e-03 2.260208e-04
1.406044e+02 8.912509e-01 9.983032e-01 9.883420e-01 2.790575e+06 2.220647e+02 3.170407e-02 2.319813e-04
1.442112e+02 8.912509e-01 9.981560e-01 1.006850e+00 2.880778e+06 2.292455e+02 3.926277e-03 2.264977e-04
1.479105e+02 8.912509e-01 9.885583e-01 9.826111e-01 2.750138e+06 2.188345e+02 -2.069312e-02 2.176762e-04
1.517046e+02 8.912509e-01 9.848268e-01 9.735264e-01 2.827520e+06 2.250199e+02 3.091908e-02 2.173185e-04
1.555961e+02 8.912509e-01 9.954903e-01 9.749389e-01 2.979197e+06 2.370912e+02 -2.390862e-02 2.046824e-04
1.595874e+02 8.912509e-01 1.000469e+00 9.793594e-01 3.065934e+06 2.439957e+02 5.252099e-02 2.130270e-04
1.636811e+02 8.912509e-01 9.965538e-01 9.921432e-01 3.262646e+06 2.596263e+02 1.897323e-02 2.248287e-04
1.678798e+02 8.912509e-01 9.931977e-01 9.925940e-01 3.292973e+06 2.620616e+02 4.902601e-03 2.294779e-04
1.721862e+02 8.912509e-01 9.893830e-01 9.835495e-01 3.413438e+06 2.716335e+02 3.410304e-02 2.192259e-04
1.766031e+02 8.912509e-01 9.967442e-01 9.907805e-01 3.450221e+06 2.745658e+02 8.451247e-02 2.210140e-04
1.811333e+02 8.912509e-01 1.006280e+00 9.889051e-01 3.573176e+06 2.843242e+02 3.991735e-02 2.199411e-04
1.857796e+02 8.912509e-01 1.013425e+00 9.734530e-01 3.570994e+06 2.841689e+02 2.411532e-02 2.191067e-04
1.905452e+02 8.912509e-01 1.018179e+00 9.754134e-01 3.582067e+06 2.850509e+02 -3.229237e-02 2.280474e-04
1.954330e+02 8.912509e-01 1.009656e+00 9.646538e-01 3.669088e+06 2.919879e+02 -1.560551e-02 2.083778e-04
2.004462e+02 8.912509e-01 1.014472e+00 9.642505e-01 3.946202e+06 3.140369e+02 -6.562603e-02 2.255440e-04
2.055880e+02 8.912509e-01 1.011483e+00 9.704733e-01 4.069566e+06 3.238434e+02 -6.906211e-02 2.263784e-04
2.108617e+02 8.912509e-01 1.014260e+00 9.828572e-01 4.107364e+06 3.268861e+02 -4.114056e-02 2.287626e-04
2.162707e+02 8.912509e-01 1.008805e+00 9.914466e-01 4.163441e+06 3.313055e+02 -4.495609e-02 2.334118e-04
2.218184e+02 8.912509e-01 1.006075e+00 9.515963e-01 3.990880e+06 3.175784e+02 -2.310455e-02 2.145767e-04
2.275084e+02 8.912509e-01 9.964615e-01 9.666017e-01 4.143776e+06 3.297490e+02 -4.333031e-02 2.288818e-04
2.333444e+02 8.912509e-01 1.005311e+00 1.006550e+00 4.634332e+06 3.687728e+02 -9.085059e-03 2.357960e-04
2.393301e+02 8.912509e-01 1.001213e+00 9.590265e-01 4.418699e+06 3.516156e+02 1.624799e-02 2.475977e-04
2.454693e+02 8.912509e-01 1.002485e+00 1.010765e+00 4.981792e+06 3.964457e+02 -1.513672e-02 2.441406e-04
2.517661e+02 8.912509e-01 9.883507e-01 1.017665e+00 5.126784e+06 4.079876e+02 -7.147014e-03 2.181530e-04
2.582243e+02 8.912509e-01 9.982717e-01 1.002146e+00 5.304688e+06 4.221317e+02 -5.873376e-02 2.188683e-04
2.648482e+02 8.912509e-01 9.977958e-01 9.784060e-01 5.063549e+06 4.029727e+02 3.439081e-02 2.187490e-04
2.716420e+02 8.912509e-01 9.956521e-01 9.977134e-01 5.389000e+06 4.288328e+02 -5.418897e-02 2.099276e-04
2.786101e+02 8.912509e-01 1.001053e+00 9.881457e-01 5.299800e+06 4.217357e+02 -1.250648e-02 2.290010e-04
2.857569e+02 8.912509e-01 9.941179e-01 9.326323e-01 4.954956e+06 3.943226e+02 -4.676491e-02 2.297163e-04
2.930871e+02 8.912509e-01 9.954475e-01 1.025803e+00 5.912087e+06 4.704636e+02 -1.692218e-02 2.431870e-04
3.006053e+02 8.912509e-01 9.960676e-01 9.979909e-01 5.980554e+06 4.759388e+02 -9.009594e-02 2.484322e-04
3.083163e+02 8.912509e-01 9.985223e-01 1.027079e+00 6.470488e+06 5.148932e+02 -3.782082e-02 2.189875e-04
3.162252e+02 8.912509e-01 9.866906e-01 1.023787e+00 6.733642e+06 5.358530e+02 -5.683184e-03 2.108812e-04
3.243369e+02 8.912509e-01 9.953057e-01 9.973215e-01 6.566930e+06 5.225728e+02 -2.229846e-02 2.150536e-04
3.326567e+02 8.912509e-01 1.012208e+00 1.031910e+00 6.869072e+06 5.465960e+02 -3.901899e-02 2.273321e-04
3.411899e+02 8.912509e-01 1.005119e+00 1.042716e+00 7.244166e+06 5.764869e+02 3.581774e-02 2.111197e-04
3.499420e+02 8.912509e-01 1.010837e+00 9.973409e-01 6.538240e+06 5.203010e+02 7.930636e-03 2.180338e-04
3.589186e+02 8.912509e-01 1.004385e+00 9.758891e-01 6.655089e+06 5.295613e+02 -4.727477e-02 2.431870e-04
3.681255e+02 8.912509e-01 1.002945e+00 1.026541e+00 7.447848e+06 5.926675e+02 -3.338033e-02 2.307892e-04
3.775686e+02 8.912509e-01 9.887114e-01 9.939014e-01 7.128885e+06 5.672947e+02 -5.451310e-02 2.202988e-04
3.872539e+02 8.912509e-01 9.866188e-01 1.004378e+00 7.502380e+06 5.970322e+02 -1.033910e-01 2.368689e-04
3.971876e+02 8.912509e-01 1.012617e+00 1.001578e+00 7.695464e+06 6.123680e+02 -5.092084e-02 2.127886e-04
4.073762e+02 8.912509e-01 9.994411e-01 1.016578e+00 7.669245e+06 6.103013e+02 -6.758744e-02 2.342463e-04
4.178260e+02 8.912509e-01 9.840499e-01 1.028171e+00 8.672629e+06 6.901429e+02 -9.402376e-02 2.205372e-04
4.285440e+02 8.912509e-01 9.844207e-01 9.818160e-01 7.925100e+06 6.306642e+02 -5.851549e-02 2.290010e-04
4.395369e+02 8.912509e-01 1.025066e+00 1.019533e+00 8.734083e+06 6.950605e+02 -2.632552e-02 2.273321e-04
4.508118e+02 8.912509e-01 1.013078e+00 1.010026e+00 8.912266e+06 7.091967e+02 2.042186e-02 2.256632e-04
4.623759e+02 8.912509e-01 1.017144e+00 9.995553e-01 8.592964e+06 6.838073e+02 -7.117867e-02 2.332926e-04
4.742366e+02 8.912509e-01 1.005452e+00 1.030766e+00 9.460650e+06 7.528194e+02 -1.702851e-02 2.139807e-04
4.864016e+02 8.912509e-01 9.853171e-01 9.588635e-01 8.724548e+06 6.942692e+02 -2.573246e-02 2.113581e-04
4.988787e+02 8.912509e-01 1.007421e+00 9.958301e-01 9.975591e+06 7.938215e+02 3.914046e-02 2.342463e-04
5.116758e+02 8.912509e-01 1.020265e+00 9.668852e-01 9.493738e+06 7.554894e+02 -3.133190e-02 2.332926e-04
5.248011e+02 8.912509e-01 9.864285e-01 1.018463e+00 1.100734e+07 8.759130e+02 -3.109390e-02 2.223253e-04
5.382632e+02 8.912509e-01 9.733301e-01 1.018324e+00 1.112275e+07 8.851211e+02 -4.344839e-02 2.249479e-04
5.520706e+02 8.912509e-01 1.012947e+00 1.037150e+00 1.194058e+07 9.501776e+02 -5.554527e-02 2.379417e-04
5.662322e+02 8.912509e-01 9.866522e-01 9.918139e-01 1.090606e+07 8.678843e+02 -9.159970e-02 2.351999e-04
5.807570e+02 8.912509e-01 9.813348e-01 1.021518e+00 1.220386e+07 9.711573e+02 -2.758026e-02 2.257824e-04
5.956544e+02 8.912509e-01 9.582893e-01 1.002731e+00 1.179914e+07 9.389362e+02 -9.693134e-02 2.317429e-04
6.109340e+02 8.912509e-01 1.003167e+00 9.909205e-01 1.156262e+07 9.201400e+02 -2.247059e-02 2.126694e-04
6.266055e+02 8.912509e-01 9.900367e-01 1.053383e+00 1.331211e+07 1.059351e+03 -4.249400e-02 2.237558e-04
6.426790e+02 8.912509e-01 9.999544e-01 9.756616e-01 1.175420e+07 9.353969e+02 -6.198156e-02 2.264977e-04
6.591649e+02 8.912509e-01 1.003664e+00 1.004432e+00 1.298501e+07 1.033309e+03 -4.365486e-02 2.063513e-04
6.760735e+02 8.912509e-01 9.866782e-01 1.013899e+00 1.391587e+07 1.107380e+03 -5.149323e-02 2.093315e-04
6.934160e+02 8.912509e-01 9.259523e-01 1.019169e+00 1.418338e+07 1.128703e+03 -4.013538e-02 2.261400e-04
