#./munderdamped_3d_gle --dev=0 --amp=15.0 --omega=4.0 --force=0.1 --mass=1.0 --Dg=0.001 --tau=0.1 --block=1024 --paths=65536 --periods=2000 --trans=1000 --samples=1000 --spp=1000 --algorithm=predcorr --pav=1 --mode=moments --domain=3d --domainx=t:0.0:0.005:10:0 --domainy=a:15.0:15.0:1:0 --domainz=w:4.0:4.0:1:0 --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> temp/f0.1-D0.001-m1.0-a15.0-w4.0-t_0.0_0.005.dat
#./munderdamped_3d_gle --dev=3 --amp=15.0 --omega=4.0 --force=0.1 --mass=1.0 --Dg=0.001 --tau=0.1 --block=1024 --paths=65536 --periods=2000 --trans=1000 --samples=200 --spp=200 --algorithm=predcorr --pav=1 --mode=moments --domain=3d --domainx=t:0.0:0.15:300:0 --domainy=a:15.0:15.0:1:0 --domainz=w:4.0:4.0:1:0 --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> temp/f0.1-D0.001-m1.0-a15.0-w4.0-t_0.0_0.15.dat
#t a w <<v>> <<v^2>> qnu(q) mu_q Dx Gx EBx
1.380000e-01 1.500000e+01 4.000000e+00 4.284084e-02 8.512184e+00 9.989751e-01 8.256188e+03 1.313996e+00 3.609180e-03 2.267957e-03
1.385000e-01 1.500000e+01 4.000000e+00 4.341514e-02 8.517537e+00 1.025944e+00 8.261022e+03 1.314749e+00 1.188755e-03 2.287745e-03
1.390000e-01 1.500000e+01 4.000000e+00 4.424335e-02 8.524331e+00 9.947928e-01 8.284461e+03 1.318464e+00 -4.407763e-04 2.265930e-03
1.395000e-01 1.500000e+01 4.000000e+00 4.508761e-02 8.531001e+00 9.993177e-01 8.325447e+03 1.324960e+00 -1.542747e-03 2.275348e-03
1.400000e-01 1.500000e+01 4.000000e+00 4.591003e-02 8.537338e+00 1.008240e+00 8.358412e+03 1.330230e+00 4.315138e-03 2.251029e-03
1.405000e-01 1.500000e+01 4.000000e+00 4.718082e-02 8.544802e+00 1.012575e+00 8.360068e+03 1.330456e+00 4.966021e-03 2.227306e-03
1.410000e-01 1.500000e+01 4.000000e+00 4.786780e-02 8.552967e+00 1.005318e+00 8.367843e+03 1.331749e+00 3.527880e-03 2.250552e-03
1.415000e-01 1.500000e+01 4.000000e+00 4.919124e-02 8.560240e+00 1.012825e+00 8.441149e+03 1.343410e+00 2.870202e-03 2.221107e-03
1.419999e-01 1.500000e+01 4.000000e+00 5.029248e-02 8.568976e+00 1.000563e+00 8.393301e+03 1.335697e+00 -5.747437e-03 2.214193e-03
1.424999e-01 1.500000e+01 4.000000e+00 5.147433e-02 8.577812e+00 9.996216e-01 8.467385e+03 1.347543e+00 4.714131e-03 2.197623e-03
1.429999e-01 1.500000e+01 4.000000e+00 5.333296e-02 8.586826e+00 9.973186e-01 8.334797e+03 1.326411e+00 1.071453e-03 2.195120e-03
1.434999e-01 1.500000e+01 4.000000e+00 5.449035e-02 8.596376e+00 9.971032e-01 8.448067e+03 1.344443e+00 5.158186e-04 2.189279e-03
1.439999e-01 1.500000e+01 4.000000e+00 5.584508e-02 8.605494e+00 1.009049e+00 8.459542e+03 1.346272e+00 -2.536714e-03 2.172828e-03
1.444999e-01 1.500000e+01 4.000000e+00 5.762734e-02 8.615469e+00 1.016869e+00 8.520749e+03 1.355958e+00 -1.649976e-03 2.140284e-03
1.449999e-01 1.500000e+01 4.000000e+00 5.925491e-02 8.625140e+00 1.004053e+00 8.496501e+03 1.352063e+00 -2.527833e-03 2.150297e-03
1.454999e-01 1.500000e+01 4.000000e+00 6.137355e-02 8.635102e+00 9.946085e-01 8.541915e+03 1.359258e+00 -8.191764e-03 2.140760e-03
1.459999e-01 1.500000e+01 4.000000e+00 6.313997e-02 8.644704e+00 9.851163e-01 8.522720e+03 1.356231e+00 7.547140e-03 2.143621e-03
1.464999e-01 1.500000e+01 4.000000e+00 6.587523e-02 8.654182e+00 1.000772e+00 8.617401e+03 1.371284e+00 1.561046e-03 2.133369e-03
1.469999e-01 1.500000e+01 4.000000e+00 6.796049e-02 8.664088e+00 9.918781e-01 8.529169e+03 1.357168e+00 -6.935716e-03 2.126336e-03
1.474999e-01 1.500000e+01 4.000000e+00 7.088314e-02 8.673583e+00 9.925328e-01 8.649327e+03 1.376345e+00 -1.129860e-02 2.114534e-03
1.479999e-01 1.500000e+01 4.000000e+00 7.330351e-02 8.683145e+00 1.006640e+00 8.779470e+03 1.396946e+00 1.358306e-02 2.131224e-03
1.484999e-01 1.500000e+01 4.000000e+00 7.598892e-02 8.692481e+00 9.961386e-01 8.780149e+03 1.396907e+00 -5.348980e-03 2.103567e-03
1.489999e-01 1.500000e+01 4.000000e+00 7.898512e-02 8.701800e+00 1.005430e+00 8.892418e+03 1.414880e+00 -1.212955e-04 2.138019e-03
1.494998e-01 1.500000e+01 4.000000e+00 8.226942e-02 8.710726e+00 9.940962e-01 8.878990e+03 1.412646e+00 -2.916694e-03 2.103448e-03

