#./munderdamped_3d --dev=2 --amp=15.0 --omega=4.0 --force=0.1 --mass=1.0 --Dg=0.001 --block=1024 --paths=65536 --periods=2000 --trans=1000 --samples=200 --spp=200 --algorithm=predcorr --pav=1 --mode=moments --domain=3d --domainx=g:0.85:1.0:300:0 --domainy=a:15.0:15.0:1:0 --domainz=w:4.0:4.0:1:0 --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> temp/f0.1-D0.001-m_0.85_1.0-a15.0-w4.0.dat
#./munderdamped_3d --dev=1 --amp=15.0 --omega=4.0 --force=0.1 --mass=1.0 --Dg=0.001 --block=1024 --paths=65536 --periods=2000 --trans=1000 --samples=200 --spp=200 --algorithm=predcorr --pav=1 --mode=moments --domain=3d --domainx=g:1.0:1.0:1:0 --domainy=a:15.0:15.0:1:0 --domainz=w:4.0:4.0:1:0 --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> temp/f0.1-D0.001-m1.0-a15.0-w4.0.dat
#g a w <<v>> <<v^2>> qnu(q) mu_q Dx Gx EBx
8.775013e-01 1.500000e+01 4.000000e+00 5.172144e-02 8.453604e+00 9.905370e-01 9.883411e+03 1.572903e+00 4.167557e-04 2.343059e-03
8.780013e-01 1.500000e+01 4.000000e+00 5.180565e-02 8.450020e+00 9.950545e-01 9.769130e+03 1.554711e+00 -5.710900e-03 2.384543e-03
8.785014e-01 1.500000e+01 4.000000e+00 5.110601e-02 8.446620e+00 1.001787e+00 9.810874e+03 1.561398e+00 2.606034e-03 2.364397e-03
8.790014e-01 1.500000e+01 4.000000e+00 5.030388e-02 8.444033e+00 1.003765e+00 9.618798e+03 1.530838e+00 -2.575338e-03 2.410650e-03
8.795014e-01 1.500000e+01 4.000000e+00 4.969082e-02 8.441019e+00 1.002858e+00 9.690242e+03 1.542242e+00 -5.945802e-03 2.445698e-03
8.800014e-01 1.500000e+01 4.000000e+00 4.896833e-02 8.439312e+00 1.014320e+00 9.717038e+03 1.546478e+00 -5.777478e-04 2.428055e-03
8.805014e-01 1.500000e+01 4.000000e+00 4.829305e-02 8.437058e+00 9.987684e-01 9.609159e+03 1.529337e+00 4.272580e-03 2.460003e-03
8.810015e-01 1.500000e+01 4.000000e+00 4.720374e-02 8.435688e+00 9.918576e-01 9.485086e+03 1.509556e+00 2.547860e-03 2.465129e-03
8.815015e-01 1.500000e+01 4.000000e+00 4.641433e-02 8.433504e+00 9.890887e-01 9.319203e+03 1.483205e+00 -9.490967e-03 2.464414e-03
8.820015e-01 1.500000e+01 4.000000e+00 4.489381e-02 8.432580e+00 1.001937e+00 9.364754e+03 1.490486e+00 1.035762e-02 2.487183e-03
8.825015e-01 1.500000e+01 4.000000e+00 4.378223e-02 8.431959e+00 1.007189e+00 9.246017e+03 1.471577e+00 6.110907e-03 2.510190e-03
8.830016e-01 1.500000e+01 4.000000e+00 4.176069e-02 8.430997e+00 1.002076e+00 9.179693e+03 1.461044e+00 8.906126e-04 2.516270e-03
8.835016e-01 1.500000e+01 4.000000e+00 3.981921e-02 8.431163e+00 9.972686e-01 8.949541e+03 1.424378e+00 3.097534e-03 2.519488e-03
8.840016e-01 1.500000e+01 4.000000e+00 3.812676e-02 8.430847e+00 1.004630e+00 8.892810e+03 1.415354e+00 -6.412089e-03 2.557397e-03
8.845016e-01 1.500000e+01 4.000000e+00 3.553281e-02 8.431717e+00 1.001700e+00 8.709508e+03 1.386173e+00 7.143021e-04 2.555251e-03
8.850017e-01 1.500000e+01 4.000000e+00 3.366261e-02 8.432796e+00 1.010546e+00 8.648392e+03 1.376458e+00 -1.090765e-05 2.559423e-03
8.855017e-01 1.500000e+01 4.000000e+00 3.142041e-02 8.433899e+00 9.987406e-01 8.501813e+03 1.353091e+00 -6.630361e-03 2.576351e-03
8.860017e-01 1.500000e+01 4.000000e+00 2.895277e-02 8.436028e+00 9.985127e-01 8.303068e+03 1.321497e+00 -2.523541e-03 2.571464e-03
8.865017e-01 1.500000e+01 4.000000e+00 2.673199e-02 8.439225e+00 1.003552e+00 8.348764e+03 1.328756e+00 1.444221e-03 2.591729e-03
8.870018e-01 1.500000e+01 4.000000e+00 2.506349e-02 8.441379e+00 9.961644e-01 8.202159e+03 1.305418e+00 2.778888e-03 2.604008e-03
8.875018e-01 1.500000e+01 4.000000e+00 2.363927e-02 8.444645e+00 9.972913e-01 8.084272e+03 1.286672e+00 3.513336e-03 2.608895e-03
8.880018e-01 1.500000e+01 4.000000e+00 2.264861e-02 8.448540e+00 9.973114e-01 8.020747e+03 1.276545e+00 -3.407598e-04 2.652764e-03
8.885018e-01 1.500000e+01 4.000000e+00 2.187321e-02 8.452127e+00 1.001830e+00 7.862432e+03 1.251350e+00 7.518530e-03 2.628565e-03
8.890018e-01 1.500000e+01 4.000000e+00 2.225691e-02 8.455311e+00 1.006593e+00 7.799777e+03 1.241368e+00 1.163745e-02 2.679825e-03
8.895019e-01 1.500000e+01 4.000000e+00 2.326295e-02 8.459230e+00 9.941568e-01 7.681177e+03 1.222489e+00 -3.291190e-03 2.675891e-03
8.900019e-01 1.500000e+01 4.000000e+00 2.449309e-02 8.461857e+00 9.912710e-01 7.605867e+03 1.210502e+00 1.344359e-02 2.693176e-03
8.905019e-01 1.500000e+01 4.000000e+00 2.739958e-02 8.464102e+00 1.003507e+00 7.512325e+03 1.195612e+00 4.058719e-03 2.750158e-03
8.910019e-01 1.500000e+01 4.000000e+00 3.052434e-02 8.465720e+00 1.004408e+00 7.434567e+03 1.183260e+00 5.629063e-04 2.727866e-03
8.915020e-01 1.500000e+01 4.000000e+00 3.397137e-02 8.466374e+00 1.004316e+00 7.367436e+03 1.172577e+00 -1.764715e-03 2.755046e-03
8.920020e-01 1.500000e+01 4.000000e+00 3.813459e-02 8.466159e+00 9.979516e-01 7.263500e+03 1.156078e+00 -1.044691e-02 2.790332e-03
8.925020e-01 1.500000e+01 4.000000e+00 4.280334e-02 8.465044e+00 1.004616e+00 7.264109e+03 1.156170e+00 6.598711e-03 2.771854e-03
8.930020e-01 1.500000e+01 4.000000e+00 4.715029e-02 8.463367e+00 9.844011e-01 7.044629e+03 1.121289e+00 7.900000e-04 2.797246e-03
8.935021e-01 1.500000e+01 4.000000e+00 5.191540e-02 8.461173e+00 1.015261e+00 7.074406e+03 1.125989e+00 1.095998e-02 2.808928e-03
8.940021e-01 1.500000e+01 4.000000e+00 5.623382e-02 8.457599e+00 9.981812e-01 7.035328e+03 1.119779e+00 -4.497588e-03 2.797246e-03
8.945021e-01 1.500000e+01 4.000000e+00 6.052821e-02 8.453283e+00 1.016398e+00 6.963412e+03 1.108250e+00 3.185153e-03 2.803087e-03
8.950021e-01 1.500000e+01 4.000000e+00 6.411108e-02 8.448873e+00 9.822978e-01 6.868267e+03 1.093365e+00 1.025426e-02 2.782702e-03
8.955022e-01 1.500000e+01 4.000000e+00 6.750789e-02 8.444020e+00 1.010828e+00 6.931130e+03 1.103205e+00 6.239414e-04 2.798438e-03
8.960022e-01 1.500000e+01 4.000000e+00 7.020951e-02 8.438983e+00 9.985893e-01 6.906740e+03 1.099329e+00 4.740596e-03 2.745032e-03
8.965022e-01 1.500000e+01 4.000000e+00 7.252005e-02 8.434004e+00 1.003658e+00 6.843500e+03 1.089216e+00 7.353187e-03 2.762914e-03
8.970022e-01 1.500000e+01 4.000000e+00 7.430593e-02 8.429782e+00 1.011182e+00 6.910794e+03 1.099991e+00 8.360744e-03 2.744794e-03
8.975022e-01 1.500000e+01 4.000000e+00 7.582912e-02 8.425004e+00 9.997244e-01 6.816008e+03 1.084918e+00 1.478553e-03 2.748847e-03
8.980023e-01 1.500000e+01 4.000000e+00 7.711035e-02 8.421292e+00 1.002316e+00 6.803232e+03 1.082937e+00 -7.618725e-03 2.732038e-03
8.985023e-01 1.500000e+01 4.000000e+00 7.794490e-02 8.417337e+00 1.003185e+00 6.829193e+03 1.086995e+00 8.323193e-03 2.706647e-03
8.990023e-01 1.500000e+01 4.000000e+00 7.917163e-02 8.414530e+00 9.902611e-01 6.741357e+03 1.073184e+00 -2.901495e-03 2.737761e-03
8.995023e-01 1.500000e+01 4.000000e+00 7.990997e-02 8.412070e+00 1.002759e+00 6.741324e+03 1.073143e+00 -1.401311e-02 2.720594e-03
9.000024e-01 1.500000e+01 4.000000e+00 8.075805e-02 8.410100e+00 1.004132e+00 6.645169e+03 1.057744e+00 -7.610083e-03 2.705097e-03
9.005024e-01 1.500000e+01 4.000000e+00 8.231901e-02 8.408341e+00 1.003084e+00 6.677618e+03 1.062990e+00 -3.875077e-03 2.753258e-03
9.010024e-01 1.500000e+01 4.000000e+00 8.390092e-02 8.407276e+00 1.001640e+00 6.563226e+03 1.044729e+00 1.267290e-02 2.725959e-03
9.015024e-01 1.500000e+01 4.000000e+00 8.570825e-02 8.406850e+00 9.867242e-01 6.506394e+03 1.035713e+00 -5.527496e-03 2.732396e-03
9.020025e-01 1.500000e+01 4.000000e+00 8.774772e-02 8.406697e+00 1.002181e+00 6.413390e+03 1.020836e+00 -3.275216e-03 2.757192e-03
9.025025e-01 1.500000e+01 4.000000e+00 9.086132e-02 8.406728e+00 9.893046e-01 6.352613e+03 1.011144e+00 -1.478195e-03 2.761960e-03
9.030025e-01 1.500000e+01 4.000000e+00 9.332033e-02 8.407330e+00 9.879932e-01 6.243726e+03 9.939226e-01 -1.152211e-02 2.838135e-03
9.035025e-01 1.500000e+01 4.000000e+00 9.682914e-02 8.407710e+00 1.008831e+00 6.157880e+03 9.803173e-01 1.669884e-03 2.811193e-03
9.040025e-01 1.500000e+01 4.000000e+00 1.002879e-01 8.407498e+00 9.961073e-01 6.090710e+03 9.696689e-01 -4.306018e-03 2.888799e-03
