-5.000000, 1.231308e-02
-4.994000, 1.243672e-02
-4.988000, 1.256024e-02
-4.982000, 1.268343e-02
-4.976000, 1.280601e-02
-4.970000, 1.292771e-02
-4.964000, 1.304823e-02
-4.958000, 1.316725e-02
-4.952000, 1.328443e-02
-4.946000, 1.339941e-02
-4.940000, 1.351180e-02
-4.934000, 1.362120e-02
-4.928000, 1.372718e-02
-4.922000, 1.382930e-02
-4.916000, 1.392711e-02
-4.910000, 1.402014e-02
-4.904000, 1.410792e-02
-4.898000, 1.418995e-02
-4.892000, 1.426575e-02
-4.886000, 1.433484e-02
-4.880000, 1.439674e-02
-4.874000, 1.445098e-02
-4.868000, 1.449712e-02
-4.862000, 1.453474e-02
-4.856000, 1.456343e-02
-4.850000, 1.458284e-02
-4.844000, 1.459264e-02
-4.838000, 1.459258e-02
-4.832000, 1.458242e-02
-4.826000, 1.456200e-02
-4.820000, 1.453122e-02
-4.814000, 1.449004e-02
-4.808000, 1.443848e-02
-4.802000, 1.437665e-02
-4.796000, 1.430469e-02
-4.790000, 1.422285e-02
-4.784000, 1.413140e-02
-4.778000, 1.403072e-02
-4.772000, 1.392121e-02
-4.766000, 1.380334e-02
-4.760000, 1.367763e-02
-4.754000, 1.354464e-02
-4.748000, 1.340497e-02
-4.742000, 1.325923e-02
-4.736000, 1.310807e-02
-4.730000, 1.295215e-02
-4.724000, 1.279214e-02
-4.718000, 1.262869e-02
-4.712000, 1.246248e-02
-4.706000, 1.229414e-02
-4.700000, 1.212431e-02
-4.694000, 1.195360e-02
-4.688000, 1.178259e-02
-4.682000, 1.161183e-02
-4.676000, 1.144184e-02
-4.670000, 1.127312e-02
-4.664000, 1.110610e-02
-4.658000, 1.094121e-02
-4.652000, 1.077883e-02
-4.646000, 1.061930e-02
-4.640000, 1.046292e-02
-4.634000, 1.030997e-02
-4.628000, 1.016069e-02
-4.622000, 1.001528e-02
-4.616000, 9.873922e-03
-4.610000, 9.736766e-03
-4.604000, 9.603931e-03
-4.598000, 9.475515e-03
-4.592000, 9.351592e-03
-4.586000, 9.232216e-03
-4.580000, 9.117422e-03
-4.574000, 9.007227e-03
-4.568000, 8.901634e-03
-4.562000, 8.800632e-03
-4.556000, 8.704197e-03
-4.550000, 8.612296e-03
-4.544000, 8.524885e-03
-4.538000, 8.441915e-03
-4.532000, 8.363327e-03
-4.526000, 8.289058e-03
-4.520000, 8.219041e-03
-4.514000, 8.153205e-03
-4.508000, 8.091474e-03
-4.502000, 8.033772e-03
