#./munderdamped_3d_gle --dev=1 --amp=12.2 --omega=5.775 --force=0.1 --mass=0.907 --Dg=0.0001 --tau=0.0275 --block=1024 --paths=65536 --periods=20000 --trans=18000 --samples=1000 --spp=1000 --algorithm=predcorr --pav=1 --mode=moments --domain=3d --domainx=f:0:0.1:100:0 --domainy=a:12.2:12.2:1:0 --domainz=w:5.775:5.775:1:0 --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> data/faw-D0.0001-m0.907-a12.2-w5.775-t0.0275-f_0.0_0.1-spp1000.dat
#f a w <<v>> <<v^2>> qnu(q) mu_q Dx Gx EBx
0.000000e+00 1.220000e+01 5.775000e+00 4.089188e-03 5.196632e+00 1.309297e+00 1.506351e+08 3.461312e+03 -3.708150e-01 3.959894e-03
1.000000e-03 1.220000e+01 5.775000e+00 -5.487950e-02 5.196660e+00 1.317032e+00 1.492968e+08 3.430560e+03 -3.655326e-01 4.022002e-03
2.000000e-03 1.220000e+01 5.775000e+00 -1.149539e-01 5.196763e+00 1.305140e+00 1.472529e+08 3.383597e+03 -3.535689e-01 4.003167e-03
3.000000e-03 1.220000e+01 5.775000e+00 -1.743253e-01 5.196219e+00 1.293814e+00 1.439773e+08 3.308321e+03 -3.325968e-01 3.986001e-03
4.000000e-03 1.220000e+01 5.775000e+00 -2.310335e-01 5.195027e+00 1.298344e+00 1.415170e+08 3.251731e+03 -3.102996e-01 3.936410e-03
5.000000e-03 1.220000e+01 5.775000e+00 -2.973596e-01 5.193661e+00 1.242825e+00 1.348773e+08 3.099163e+03 -2.655872e-01 3.821731e-03
6.000001e-03 1.220000e+01 5.775000e+00 -3.496279e-01 5.192512e+00 1.233713e+00 1.291438e+08 2.967409e+03 -2.209975e-01 3.724217e-03
7.000001e-03 1.220000e+01 5.775000e+00 -3.916412e-01 5.191307e+00 1.193708e+00 1.231089e+08 2.828746e+03 -1.677665e-01 3.641725e-03
8.000000e-03 1.220000e+01 5.775000e+00 -4.400000e-01 5.189429e+00 1.175675e+00 1.173826e+08 2.697214e+03 -1.160875e-01 3.546596e-03
9.000001e-03 1.220000e+01 5.775000e+00 -4.926242e-01 5.187110e+00 1.111404e+00 1.084969e+08 2.492993e+03 -3.992534e-02 3.378630e-03
1.000000e-02 1.220000e+01 5.775000e+00 -5.317810e-01 5.185269e+00 1.101645e+00 1.002087e+08 2.302586e+03 4.472494e-02 3.290176e-03
