#./munderdamped_3d_gle --dev=1 --amp=12.2 --omega=5.775 --force=0.1 --mass=0.907 --Dg=0.0001 --tau=0.0115 --block=1024 --paths=65536 --periods=20000 --trans=18000 --samples=1000 --spp=1000 --algorithm=predcorr --pav=1 --mode=moments --domain=3d --domainx=f:0:0.1:100:0 --domainy=a:12.2:12.2:1:0 --domainz=w:5.775:5.775:1:0 --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> data/faw-D0.0001-m0.907-a12.2-w5.775-t0.0115-f_0.0_0.1-spp1000.dat
#f a w <<v>> <<v^2>> qnu(q) mu_q Dx Gx EBx
0.000000e+00 1.220000e+01 5.775000e+00 1.291362e-02 4.851284e+00 1.548306e+00 2.295025e+08 5.273236e+03 -5.024374e-01 4.975796e-03
1.000000e-03 1.220000e+01 5.775000e+00 1.265551e-01 4.852483e+00 1.540155e+00 2.271083e+08 5.218265e+03 -4.908632e-01 4.628181e-03
2.000000e-03 1.220000e+01 5.775000e+00 2.391998e-01 4.855219e+00 1.507610e+00 2.194278e+08 5.041657e+03 -4.548742e-01 4.349351e-03
3.000000e-03 1.220000e+01 5.775000e+00 3.461221e-01 4.857484e+00 1.451307e+00 2.074103e+08 4.765527e+03 -3.892651e-01 4.076481e-03
4.000000e-03 1.220000e+01 5.775000e+00 4.538328e-01 4.860775e+00 1.370196e+00 1.902766e+08 4.371875e+03 -2.974277e-01 3.660917e-03
5.000000e-03 1.220000e+01 5.775000e+00 5.421714e-01 4.865254e+00 1.275801e+00 1.728975e+08 3.972596e+03 -1.772157e-01 3.296375e-03
6.000001e-03 1.220000e+01 5.775000e+00 6.251789e-01 4.870941e+00 1.164597e+00 1.529887e+08 3.515100e+03 -3.055853e-02 2.972603e-03
7.000001e-03 1.220000e+01 5.775000e+00 6.879570e-01 4.874557e+00 1.055396e+00 1.336371e+08 3.070257e+03 1.648759e-01 2.727628e-03
8.000000e-03 1.220000e+01 5.775000e+00 7.450666e-01 4.877782e+00 9.244795e-01 1.131596e+08 2.599704e+03 3.839456e-01 2.510667e-03
9.000001e-03 1.220000e+01 5.775000e+00 7.882171e-01 4.882983e+00 8.159554e-01 9.566978e+07 2.198141e+03 6.496542e-01 2.307534e-03
1.000000e-02 1.220000e+01 5.775000e+00 8.217320e-01 4.889280e+00 6.718665e-01 7.926081e+07 1.821069e+03 9.173142e-01 2.169967e-03
1.100000e-02 1.220000e+01 5.775000e+00 8.516505e-01 4.894413e+00 5.415848e-01 6.366867e+07 1.462849e+03 1.253019e+00 2.073884e-03
1.200000e-02 1.220000e+01 5.775000e+00 8.712525e-01 4.899409e+00 4.085633e-01 5.056924e+07 1.161914e+03 1.513859e+00 1.974940e-03
1.300000e-02 1.220000e+01 5.775000e+00 8.846036e-01 4.904450e+00 3.249990e-01 4.076399e+07 9.366706e+02 1.865883e+00 1.906514e-03
1.400000e-02 1.220000e+01 5.775000e+00 8.948660e-01 4.910304e+00 2.454291e-01 3.247694e+07 7.464444e+02 2.184587e+00 1.887679e-03
1.500000e-02 1.220000e+01 5.775000e+00 9.012872e-01 4.913422e+00 1.922373e-01 2.539848e+07 5.840278e+02 2.523666e+00 1.850128e-03
1.600000e-02 1.220000e+01 5.775000e+00 9.068766e-01 4.915369e+00 1.373182e-01 2.046908e+07 4.709923e+02 2.714949e+00 1.827240e-03
1.700000e-02 1.220000e+01 5.775000e+00 9.097922e-01 4.918771e+00 1.092342e-01 1.579959e+07 3.638670e+02 2.847160e+00 1.798987e-03
1.800000e-02 1.220000e+01 5.775000e+00 9.121465e-01 4.924346e+00 8.373041e-02 1.283288e+07 2.958411e+02 3.114425e+00 1.768708e-03
1.900000e-02 1.220000e+01 5.775000e+00 9.134582e-01 4.928308e+00 7.077979e-02 1.023672e+07 2.363851e+02 3.073047e+00 1.730323e-03
2.000000e-02 1.220000e+01 5.775000e+00 9.149155e-01 4.932567e+00 5.353312e-02 8.304565e+06 1.921387e+02 3.295845e+00 1.716971e-03
2.100000e-02 1.220000e+01 5.775000e+00 9.162377e-01 4.936392e+00 3.174287e-02 6.624195e+06 1.535474e+02 3.189524e+00 1.726031e-03
2.200000e-02 1.220000e+01 5.775000e+00 9.165393e-01 4.941317e+00 3.677896e-02 5.408976e+06 1.258356e+02 2.994288e+00 1.695991e-03
2.300000e-02 1.220000e+01 5.775000e+00 9.170594e-01 4.945727e+00 2.534098e-02 4.475673e+06 1.044988e+02 3.481238e+00 1.704693e-03
2.400000e-02 1.220000e+01 5.775000e+00 9.170791e-01 4.947618e+00 2.553497e-02 3.647017e+06 8.550388e+01 3.310753e+00 1.647592e-03
2.500000e-02 1.220000e+01 5.775000e+00 9.172761e-01 4.948993e+00 2.582504e-02 3.081189e+06 7.273399e+01 3.192145e+00 1.622677e-03
2.600000e-02 1.220000e+01 5.775000e+00 9.175733e-01 4.952045e+00 1.176780e-02 2.435654e+06 5.781631e+01 2.964153e+00 1.632929e-03
2.700000e-02 1.220000e+01 5.775000e+00 9.177437e-01 4.957260e+00 8.143101e-03 2.083449e+06 4.982144e+01 3.064500e+00 1.608014e-03
2.800000e-02 1.220000e+01 5.775000e+00 9.177339e-01 4.960732e+00 1.115912e-02 1.711525e+06 4.155304e+01 3.012126e+00 1.626372e-03
2.900000e-02 1.220000e+01 5.775000e+00 9.179126e-01 4.964448e+00 6.084879e-03 1.433496e+06 3.520890e+01 3.366970e+00 1.601100e-03
3.000000e-02 1.220000e+01 5.775000e+00 9.179868e-01 4.968090e+00 9.756222e-03 1.236814e+06 3.054125e+01 3.372145e+00 1.593113e-03
3.100000e-02 1.220000e+01 5.775000e+00 9.180462e-01 4.971458e+00 4.429590e-03 1.022029e+06 2.584565e+01 3.239559e+00 1.572967e-03
3.200000e-02 1.220000e+01 5.775000e+00 9.181194e-01 4.976548e+00 4.493855e-03 8.816969e+05 2.261623e+01 3.609339e+00 1.524806e-03
3.300000e-02 1.220000e+01 5.775000e+00 9.180798e-01 4.979425e+00 8.304163e-03 7.483411e+05 1.966696e+01 3.223092e+00 1.502633e-03
3.400000e-02 1.220000e+01 5.775000e+00 9.181315e-01 4.980699e+00 8.836216e-03 6.267789e+05 1.695225e+01 3.112464e+00 1.518488e-03
3.500000e-02 1.220000e+01 5.775000e+00 9.181986e-01 4.981866e+00 1.852424e-03 5.411769e+05 1.497503e+01 3.434530e+00 1.509666e-03
3.599999e-02 1.220000e+01 5.775000e+00 9.181932e-01 4.984357e+00 1.558901e-03 4.671407e+05 1.327135e+01 3.069695e+00 1.491785e-03
3.699999e-02 1.220000e+01 5.775000e+00 9.182244e-01 4.989240e+00 1.595556e-03 4.004941e+05 1.199635e+01 3.010141e+00 1.486659e-03
3.799999e-02 1.220000e+01 5.775000e+00 9.182620e-01 4.992599e+00 5.033240e-04 3.435309e+05 1.050885e+01 3.026845e+00 1.481175e-03
3.899999e-02 1.220000e+01 5.775000e+00 9.182702e-01 4.995293e+00 1.589602e-03 3.013434e+05 9.519876e+00 3.123109e+00 1.452446e-03
3.999999e-02 1.220000e+01 5.775000e+00 9.182987e-01 4.999332e+00 2.343829e-03 2.593172e+05 8.755903e+00 3.219741e+00 1.423597e-03
4.099999e-02 1.220000e+01 5.775000e+00 9.183264e-01 5.001808e+00 -4.245091e-04 2.297887e+05 8.050018e+00 3.174341e+00 1.410007e-03
4.199998e-02 1.220000e+01 5.775000e+00 9.183493e-01 5.005155e+00 -3.210832e-04 2.020714e+05 7.483106e+00 3.277330e+00 1.429319e-03
4.299998e-02 1.220000e+01 5.775000e+00 9.183673e-01 5.009925e+00 5.140867e-04 1.793185e+05 6.904428e+00 3.361596e+00 1.421452e-03
4.399998e-02 1.220000e+01 5.775000e+00 9.183835e-01 5.012233e+00 3.559733e-04 1.589602e+05 6.485309e+00 3.193650e+00 1.414061e-03
4.499998e-02 1.220000e+01 5.775000e+00 9.183938e-01 5.013356e+00 4.445272e-04 1.344156e+05 5.911043e+00 3.037490e+00 1.386404e-03
4.599998e-02 1.220000e+01 5.775000e+00 9.184039e-01 5.014133e+00 3.992452e-04 1.216820e+05 5.602219e+00 3.129765e+00 1.429915e-03
4.699998e-02 1.220000e+01 5.775000e+00 9.184101e-01 5.015795e+00 4.714032e-04 1.090009e+05 5.457366e+00 2.999326e+00 1.377463e-03
4.799997e-02 1.220000e+01 5.775000e+00 9.184154e-01 5.019072e+00 2.316249e-04 9.714366e+04 5.175747e+00 2.934358e+00 1.333117e-03
4.899997e-02 1.220000e+01 5.775000e+00 9.184178e-01 5.023666e+00 9.173286e-04 8.616041e+04 5.047806e+00 3.192644e+00 1.327157e-03
4.999997e-02 1.220000e+01 5.775000e+00 9.184211e-01 5.025853e+00 5.359744e-04 7.816545e+04 4.777217e+00 3.039082e+00 1.298666e-03
5.099997e-02 1.220000e+01 5.775000e+00 9.184238e-01 5.028388e+00 1.009848e-04 6.767080e+04 4.696334e+00 3.635191e+00 1.313329e-03
5.199997e-02 1.220000e+01 5.775000e+00 9.184252e-01 5.032270e+00 -1.310739e-04 6.310416e+04 4.585305e+00 2.903811e+00 1.315117e-03
5.299997e-02 1.220000e+01 5.775000e+00 9.184279e-01 5.034376e+00 6.393233e-04 5.605457e+04 4.448540e+00 2.847240e+00 1.303554e-03
5.399996e-02 1.220000e+01 5.775000e+00 9.184298e-01 5.036676e+00 1.126178e-03 5.006958e+04 4.402216e+00 3.229486e+00 1.279235e-03
5.499996e-02 1.220000e+01 5.775000e+00 9.184309e-01 5.041516e+00 2.521464e-04 4.601318e+04 4.215451e+00 3.005808e+00 1.277804e-03
5.599996e-02 1.220000e+01 5.775000e+00 9.184329e-01 5.044151e+00 8.580962e-04 4.172846e+04 4.247069e+00 3.042399e+00 1.280308e-03
5.699996e-02 1.220000e+01 5.775000e+00 9.184349e-01 5.045659e+00 1.081994e-03 3.689472e+04 4.069127e+00 3.116302e+00 1.256704e-03
5.799996e-02 1.220000e+01 5.775000e+00 9.184366e-01 5.046325e+00 4.210715e-04 3.390202e+04 4.032362e+00 2.954517e+00 1.236677e-03
5.899996e-02 1.220000e+01 5.775000e+00 9.184379e-01 5.047088e+00 1.035427e-03 3.180160e+04 4.023539e+00 3.181830e+00 1.208544e-03
5.999995e-02 1.220000e+01 5.775000e+00 9.184383e-01 5.048701e+00 1.330849e-03 2.864795e+04 4.044862e+00 3.196937e+00 1.217604e-03
6.099995e-02 1.220000e+01 5.775000e+00 9.184400e-01 5.051556e+00 7.180705e-04 2.645529e+04 3.811038e+00 3.210471e+00 1.201153e-03
6.199995e-02 1.220000e+01 5.775000e+00 9.184411e-01 5.056155e+00 2.428747e-03 2.414279e+04 3.908833e+00 3.052514e+00 1.208425e-03
6.299995e-02 1.220000e+01 5.775000e+00 9.184430e-01 5.058102e+00 1.503025e-03 2.199422e+04 3.804421e+00 2.985754e+00 1.212001e-03
6.399995e-02 1.220000e+01 5.775000e+00 9.184424e-01 5.059860e+00 2.359668e-03 2.033032e+04 3.845597e+00 3.038216e+00 1.172900e-03
6.499995e-02 1.220000e+01 5.775000e+00 9.184451e-01 5.063637e+00 2.183188e-03 1.827119e+04 3.739715e+00 2.918312e+00 1.188278e-03
6.599995e-02 1.220000e+01 5.775000e+00 9.184445e-01 5.066254e+00 2.144329e-03 1.735365e+04 3.924274e+00 3.110993e+00 1.181960e-03
6.699996e-02 1.220000e+01 5.775000e+00 9.184448e-01 5.067891e+00 2.449475e-03 1.610043e+04 3.582361e+00 3.298554e+00 1.155257e-03
6.799996e-02 1.220000e+01 5.775000e+00 9.184446e-01 5.070453e+00 3.480509e-03 1.466374e+04 3.897803e+00 2.812431e+00 1.140356e-03
6.899996e-02 1.220000e+01 5.775000e+00 9.184445e-01 5.075150e+00 3.266227e-03 1.379166e+04 3.737509e+00 2.981267e+00 1.125932e-03
6.999996e-02 1.220000e+01 5.775000e+00 9.184444e-01 5.077054e+00 2.782479e-03 1.268505e+04 3.644126e+00 3.032059e+00 1.095653e-03
7.099997e-02 1.220000e+01 5.775000e+00 9.184435e-01 5.078458e+00 3.376074e-03 1.167993e+04 3.749274e+00 3.050186e+00 1.117110e-03
7.199997e-02 1.220000e+01 5.775000e+00 9.184433e-01 5.079035e+00 4.249813e-03 1.094828e+04 3.677950e+00 2.886850e+00 1.110554e-03
7.299997e-02 1.220000e+01 5.775000e+00 9.184424e-01 5.079591e+00 4.242321e-03 1.030917e+04 3.701479e+00 3.159575e+00 1.123667e-03
7.399997e-02 1.220000e+01 5.775000e+00 9.184421e-01 5.080954e+00 4.412755e-03 9.548933e+03 3.733097e+00 2.910036e+00 1.102805e-03
7.499997e-02 1.220000e+01 5.775000e+00 9.184400e-01 5.082641e+00 5.038311e-03 8.950536e+03 3.727950e+00 2.727345e+00 1.107812e-03
7.599998e-02 1.220000e+01 5.775000e+00 9.184409e-01 5.087136e+00 5.281951e-03 8.350394e+03 3.761774e+00 2.749490e+00 1.079321e-03
7.699998e-02 1.220000e+01 5.775000e+00 9.184390e-01 5.089877e+00 5.295128e-03 7.629396e+03 3.521332e+00 2.698148e+00 1.090169e-03
7.799998e-02 1.220000e+01 5.775000e+00 9.184383e-01 5.091396e+00 5.505520e-03 7.272594e+03 3.647803e+00 2.744412e+00 1.100063e-03
7.899998e-02 1.220000e+01 5.775000e+00 9.184366e-01 5.093195e+00 7.451532e-03 6.934292e+03 3.780891e+00 2.999763e+00 1.073480e-03
7.999998e-02 1.220000e+01 5.775000e+00 9.184359e-01 5.097291e+00 8.426667e-03 6.394812e+03 3.769862e+00 2.970063e+00 1.062512e-03
8.099999e-02 1.220000e+01 5.775000e+00 9.184347e-01 5.099268e+00 7.730338e-03 5.944008e+03 3.667656e+00 2.638346e+00 1.020908e-03
8.199999e-02 1.220000e+01 5.775000e+00 9.184346e-01 5.100787e+00 1.015793e-02 5.673171e+03 3.866185e+00 2.883179e+00 1.022696e-03
