#./overdamped_3d --dev=0 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:1.95:3.05:100:1 --domainy=s:-1.05:0.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=0.99 --distribution=s>> symmetric_var_lam_l:1.95:3.05:100:1_s:-1.05:0.05:100:1_40_0.99_1.0.dat
#l s <<v>> qnu(q) mu_q Dx Gx EBx
8.912511e+01 8.912510e-02 5.166470e-03 9.136469e-01 2.092162e+02 1.664902e-02 1.063716e-01 4.055858e-03
9.141134e+01 8.912510e-02 5.836442e-03 9.224192e-01 2.418518e+02 1.924666e-02 1.887174e-01 4.276514e-03
9.375623e+01 8.912510e-02 6.424506e-03 9.090557e-01 2.489425e+02 1.981085e-02 7.834673e-02 4.133701e-03
9.616126e+01 8.912510e-02 7.106433e-03 9.710656e-01 3.033097e+02 2.413783e-02 4.383504e-02 4.405141e-03
9.862799e+01 8.912510e-02 7.773118e-03 1.001646e+00 3.424537e+02 2.725280e-02 -1.177907e-03 4.569292e-03
1.011580e+02 8.912510e-02 8.663821e-03 9.797316e-01 3.875522e+02 3.083996e-02 1.689589e-02 4.807949e-03
1.037528e+02 8.912510e-02 9.568726e-03 9.792348e-01 4.041135e+02 3.215825e-02 -1.908541e-03 4.678845e-03
1.064143e+02 8.912510e-02 1.058054e-02 9.994649e-01 4.479717e+02 3.564931e-02 7.900238e-02 4.635334e-03
1.091440e+02 8.912510e-02 1.162693e-02 9.553657e-01 4.662190e+02 3.709759e-02 2.318430e-02 4.476666e-03
1.119437e+02 8.912510e-02 1.287124e-02 9.756293e-01 5.216625e+02 4.151255e-02 3.781855e-02 4.654884e-03
1.148153e+02 8.912510e-02 1.427309e-02 9.361670e-01 5.566741e+02 4.429823e-02 -2.030903e-02 4.567266e-03
1.177605e+02 8.912510e-02 1.591895e-02 9.833958e-01 6.547893e+02 5.210444e-02 8.411074e-02 4.735231e-03
1.207813e+02 8.912510e-02 1.757031e-02 9.832924e-01 7.162105e+02 5.699861e-02 4.612780e-02 4.774809e-03
1.238795e+02 8.912510e-02 1.922418e-02 9.799622e-01 7.775896e+02 6.187630e-02 4.864967e-02 4.743814e-03
1.270572e+02 8.912510e-02 2.110159e-02 9.749566e-01 8.357075e+02 6.650485e-02 1.215947e-02 4.733205e-03
1.303165e+02 8.912510e-02 2.316176e-02 1.018875e+00 9.876569e+02 7.859348e-02 2.508163e-02 4.936218e-03
1.336593e+02 8.912510e-02 2.570779e-02 1.029497e+00 1.093619e+03 8.702418e-02 -1.796055e-02 4.955173e-03
1.370879e+02 8.912510e-02 2.822325e-02 1.009126e+00 1.147002e+03 9.127660e-02 -1.790065e-02 4.683733e-03
1.406044e+02 8.912510e-02 3.123329e-02 1.009140e+00 1.307466e+03 1.040367e-01 -7.620454e-04 4.875422e-03
1.442112e+02 8.912510e-02 3.444360e-02 9.810494e-01 1.346215e+03 1.071439e-01 -7.002890e-03 4.637957e-03
