#./overdamped_3d --dev=0 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:0.95:2.05:100:1 --domainy=s:-1.05:0.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=0.99 --distribution=s>> symmetric_var_lam_l:0.95:2.05:100:1_s:-1.05:0.05:100:1_40_0.99_1.0.dat
#l s <<v>> qnu(q) mu_q Dx Gx EBx
8.912509e+00 8.912510e-02 5.477095e-06 1.668105e-02 7.662716e+00 6.097885e-04 -1.815988e-01 6.388068e-03
9.141131e+00 8.912510e-02 4.965801e-06 1.540623e-02 7.716953e+00 6.140987e-04 -1.360171e-01 6.138206e-03
9.375619e+00 8.912510e-02 5.406559e-06 1.315107e-02 7.688541e+00 6.118305e-04 -1.892784e-01 5.966067e-03
9.616121e+00 8.912510e-02 5.434512e-06 1.064598e-02 7.634975e+00 6.075668e-04 -1.900417e-01 5.738854e-03
9.862793e+00 8.912510e-02 4.506407e-06 1.472360e-02 7.820833e+00 6.223543e-04 -2.116642e-01 5.733848e-03
1.011579e+01 8.912510e-02 4.672608e-06 1.274575e-02 7.704560e+00 6.131012e-04 -2.045020e-01 5.623341e-03
1.037528e+01 8.912510e-02 6.204341e-06 1.838873e-02 7.809514e+00 6.214654e-04 -1.788942e-01 5.601048e-03
1.064143e+01 8.912510e-02 5.179096e-06 1.556361e-02 7.790479e+00 6.199446e-04 -1.965748e-01 5.403996e-03
1.091440e+01 8.912510e-02 7.912437e-06 2.309926e-02 7.794376e+00 6.202538e-04 -1.595339e-01 5.281568e-03
1.119438e+01 8.912510e-02 6.966793e-06 2.036205e-02 7.791934e+00 6.200627e-04 -1.552574e-01 5.221605e-03
1.148154e+01 8.912510e-02 6.887613e-06 2.081458e-02 7.736736e+00 6.156714e-04 -1.667311e-01 5.042553e-03
1.177606e+01 8.912510e-02 7.971126e-06 1.899551e-02 7.850124e+00 6.246942e-04 -1.670700e-01 5.046844e-03
1.207814e+01 8.912510e-02 9.100088e-06 2.302168e-02 7.874588e+00 6.266357e-04 -1.634482e-01 4.844666e-03
1.238797e+01 8.912510e-02 9.456777e-06 2.573906e-02 7.853027e+00 6.249291e-04 -1.372781e-01 4.812002e-03
1.270575e+01 8.912510e-02 1.008958e-05 2.902943e-02 7.939633e+00 6.318084e-04 -1.350806e-01 4.714489e-03
1.303168e+01 8.912510e-02 9.957235e-06 3.221751e-02 7.774096e+00 6.186435e-04 -8.138263e-02 4.663348e-03
1.336596e+01 8.912510e-02 9.539118e-06 2.766067e-02 7.796411e+00 6.204215e-04 -1.302544e-01 4.443169e-03
1.370883e+01 8.912510e-02 9.630567e-06 2.612403e-02 7.950364e+00 6.326651e-04 -1.247131e-01 4.361510e-03
1.406049e+01 8.912510e-02 1.060977e-05 3.003511e-02 7.897958e+00 6.284950e-04 -1.308170e-01 4.367232e-03
1.442117e+01 8.912510e-02 9.441177e-06 2.664741e-02 7.905508e+00 6.290986e-04 -1.784895e-01 4.201889e-03
1.479110e+01 8.912510e-02 1.366746e-05 3.611699e-02 7.951889e+00 6.327881e-04 -1.220259e-01 4.149199e-03
1.517052e+01 8.912510e-02 1.186863e-05 3.216020e-02 7.934033e+00 6.313770e-04 -1.408985e-01 4.041433e-03
1.555967e+01 8.912510e-02 1.335572e-05 3.786449e-02 8.012030e+00 6.375742e-04 -9.550226e-02 3.983617e-03
1.595881e+01 8.912510e-02 1.440664e-05 3.881587e-02 8.141786e+00 6.479023e-04 -1.207310e-01 3.952146e-03
1.636819e+01 8.912510e-02 1.851112e-05 4.731456e-02 8.126382e+00 6.466732e-04 -6.184918e-02 3.954887e-03
1.678806e+01 8.912510e-02 1.772771e-05 4.677249e-02 8.190737e+00 6.517878e-04 -7.184756e-02 3.737569e-03
1.721871e+01 8.912510e-02 2.030114e-05 5.095011e-02 8.227399e+00 6.547159e-04 -8.008325e-02 3.741026e-03
1.766041e+01 8.912510e-02 1.974764e-05 5.823774e-02 8.263673e+00 6.576051e-04 7.865071e-03 3.652334e-03
1.811343e+01 8.912510e-02 2.369460e-05 5.980819e-02 8.426290e+00 6.705417e-04 -3.840959e-02 3.587127e-03
1.857808e+01 8.912510e-02 2.439929e-05 6.963950e-02 8.489820e+00 6.755980e-04 1.934075e-02 3.555894e-03
1.905464e+01 8.912510e-02 2.856482e-05 7.703716e-02 8.735965e+00 6.951905e-04 8.531785e-02 3.550529e-03
