#./overdamped_3d --dev=0 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:0.95:2.05:100:1 --domainy=s:0.95:2.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=0.99 --distribution=s>> symmetric_var_lam_l:0.95:2.05:100:1_s:0.95:2.05:100:1_40_0.99_1.0.dat
#l s <<v>> qnu(q) mu_q Dx Gx EBx
8.912509e+00 8.912509e+00 2.126741e+00 9.941161e-01 5.731366e+05 4.560999e+01 -8.287072e-03 5.464554e-04
9.141131e+00 8.912509e+00 2.134157e+00 9.862029e-01 5.883299e+05 4.683739e+01 5.524158e-03 5.341768e-04
9.375619e+00 8.912509e+00 2.141644e+00 1.002819e+00 6.138303e+05 4.881473e+01 -4.798234e-03 5.522966e-04
9.616121e+00 8.912509e+00 2.149094e+00 1.003185e+00 6.307224e+05 5.009561e+01 -3.459454e-02 5.500317e-04
9.862793e+00 8.912509e+00 2.158741e+00 1.012364e+00 6.519364e+05 5.182976e+01 -2.193952e-02 5.342960e-04
1.011579e+01 8.912509e+00 2.167831e+00 1.003853e+00 6.536502e+05 5.192525e+01 -1.373649e-03 5.332232e-04
1.037528e+01 8.912509e+00 2.174806e+00 1.010859e+00 6.859098e+05 5.465253e+01 -1.121342e-03 5.418062e-04
1.064143e+01 8.912509e+00 2.180944e+00 1.008340e+00 7.012713e+05 5.574752e+01 -3.855705e-03 5.235672e-04
1.091440e+01 8.912509e+00 2.189291e+00 1.013883e+00 7.236402e+05 5.761663e+01 -3.594339e-02 5.350113e-04
1.119438e+01 8.912509e+00 2.195073e+00 1.016866e+00 7.386014e+05 5.881857e+01 -2.953690e-02 5.452633e-04
1.148154e+01 8.912509e+00 2.204323e+00 9.997127e-01 7.365150e+05 5.856392e+01 -2.210838e-02 5.394220e-04
1.177606e+01 8.912509e+00 2.210295e+00 1.021731e+00 7.749140e+05 6.163243e+01 -2.888441e-04 5.240440e-04
1.207814e+01 8.912509e+00 2.216493e+00 1.018808e+00 7.946494e+05 6.310684e+01 -1.235068e-03 5.180836e-04
1.238797e+01 8.912509e+00 2.221410e+00 9.861810e-01 7.800807e+05 6.197620e+01 6.027222e-03 5.173683e-04
1.270575e+01 8.912509e+00 2.224424e+00 9.947881e-01 7.975686e+05 6.351428e+01 -1.075798e-02 5.227327e-04
1.303168e+01 8.912509e+00 2.231656e+00 1.019924e+00 8.530561e+05 6.777200e+01 5.583763e-03 5.065203e-04
1.336596e+01 8.912509e+00 2.235192e+00 1.002873e+00 8.364376e+05 6.650767e+01 1.393950e-02 5.128384e-04
1.370883e+01 8.912509e+00 2.243772e+00 1.015545e+00 8.757235e+05 6.976716e+01 1.195264e-02 5.156994e-04
1.406049e+01 8.912509e+00 2.248162e+00 9.946056e-01 8.674006e+05 6.897648e+01 4.349470e-02 5.197525e-04
1.442117e+01 8.912509e+00 2.250421e+00 1.007457e+00 9.126381e+05 7.256956e+01 3.156662e-03 5.218983e-04
1.479110e+01 8.912509e+00 2.254293e+00 1.018564e+00 9.593859e+05 7.634599e+01 7.198691e-03 5.328655e-04
1.517052e+01 8.912509e+00 2.258499e+00 1.007930e+00 9.558507e+05 7.598439e+01 -3.534436e-03 5.092621e-04
1.555967e+01 8.912509e+00 2.258616e+00 1.018970e+00 1.016798e+06 8.096021e+01 -1.384139e-03 5.265474e-04
1.595881e+01 8.912509e+00 2.263637e+00 9.939898e-01 1.007124e+06 8.009441e+01 -2.244592e-02 5.198717e-04
1.636819e+01 8.912509e+00 2.264928e+00 1.022242e+00 1.053874e+06 8.386956e+01 -1.481199e-02 5.221367e-04
1.678806e+01 8.912509e+00 2.269327e+00 1.011645e+00 1.072289e+06 8.529177e+01 -1.472282e-02 5.203485e-04
1.721871e+01 8.912509e+00 2.268990e+00 1.008534e+00 1.078685e+06 8.576669e+01 -4.295880e-02 5.117655e-04
1.766041e+01 8.912509e+00 2.271396e+00 1.005841e+00 1.114984e+06 8.863784e+01 -2.234995e-02 5.064011e-04
1.811343e+01 8.912509e+00 2.276220e+00 9.776464e-01 1.094537e+06 8.710104e+01 -6.680131e-03 4.913807e-04
1.857808e+01 8.912509e+00 2.276351e+00 9.860967e-01 1.143745e+06 9.092712e+01 -3.007573e-02 4.922152e-04
1.905464e+01 8.912509e+00 2.272584e+00 9.972025e-01 1.183399e+06 9.414715e+01 -4.204923e-02 5.029440e-04
1.954343e+01 8.912509e+00 2.273713e+00 9.982522e-01 1.226535e+06 9.762054e+01 -3.101581e-02 4.886389e-04
2.004476e+01 8.912509e+00 2.275440e+00 9.862972e-01 1.211246e+06 9.627855e+01 -1.505589e-02 4.863739e-04
2.055895e+01 8.912509e+00 2.273203e+00 9.831069e-01 1.253614e+06 9.970738e+01 -1.908326e-02 4.955530e-04
2.108633e+01 8.912509e+00 2.274819e+00 1.013272e+00 1.328138e+06 1.056025e+02 -5.731642e-03 4.851818e-04
2.162724e+01 8.912509e+00 2.270936e+00 9.928929e-01 1.352289e+06 1.076320e+02 -4.221022e-03 4.998446e-04
2.218202e+01 8.912509e+00 2.263978e+00 9.924871e-01 1.364419e+06 1.085055e+02 -1.444024e-02 4.889965e-04
2.275103e+01 8.912509e+00 2.260182e+00 1.025467e+00 1.460411e+06 1.161589e+02 3.013718e-02 4.913807e-04
2.333464e+01 8.912509e+00 2.258435e+00 1.013856e+00 1.468478e+06 1.168847e+02 2.440321e-02 4.948378e-04
2.393322e+01 8.912509e+00 2.258184e+00 1.019345e+00 1.495922e+06 1.190746e+02 3.455901e-02 4.943609e-04
2.454716e+01 8.912509e+00 2.254057e+00 1.020459e+00 1.529078e+06 1.217166e+02 -1.054895e-02 4.898310e-04
2.517684e+01 8.912509e+00 2.252867e+00 1.001350e+00 1.536088e+06 1.221584e+02 1.151693e-02 4.842281e-04
2.582268e+01 8.912509e+00 2.245914e+00 1.007447e+00 1.589468e+06 1.265536e+02 -3.022838e-02 4.899502e-04
2.648508e+01 8.912509e+00 2.240108e+00 1.002204e+00 1.617138e+06 1.286341e+02 -9.814084e-03 4.895926e-04
2.716448e+01 8.912509e+00 2.235404e+00 1.026397e+00 1.656174e+06 1.317370e+02 1.336968e-02 4.806519e-04
2.786130e+01 8.912509e+00 2.228044e+00 1.000396e+00 1.685344e+06 1.340377e+02 -2.711415e-04 4.875660e-04
2.857600e+01 8.912509e+00 2.218843e+00 1.000863e+00 1.729736e+06 1.377098e+02 1.915359e-02 4.944801e-04
2.930903e+01 8.912509e+00 2.215226e+00 1.011049e+00 1.807464e+06 1.436571e+02 -1.605177e-02 4.798174e-04
3.006087e+01 8.912509e+00 2.206590e+00 9.912133e-01 1.819605e+06 1.447470e+02 2.321553e-02 4.948378e-04
3.083199e+01 8.912509e+00 2.200456e+00 1.018579e+00 1.894159e+06 1.506752e+02 -2.269584e-02 4.724264e-04
3.162289e+01 8.912509e+00 2.192935e+00 1.012414e+00 1.917464e+06 1.525061e+02 -9.826362e-03 4.823208e-04
3.243408e+01 8.912509e+00 2.182220e+00 1.011570e+00 1.965966e+06 1.564760e+02 -3.147721e-04 4.689693e-04
3.326608e+01 8.912509e+00 2.173294e+00 1.011268e+00 2.015106e+06 1.602792e+02 4.290938e-03 4.838705e-04
3.411942e+01 8.912509e+00 2.162659e+00 1.006326e+00 2.044311e+06 1.625265e+02 6.327629e-04 4.770756e-04
3.499465e+01 8.912509e+00 2.150598e+00 1.008954e+00 2.091900e+06 1.663742e+02 1.339996e-02 4.807711e-04
3.589234e+01 8.912509e+00 2.142077e+00 9.995338e-01 2.087409e+06 1.660775e+02 -6.073117e-03 4.800558e-04
3.681305e+01 8.912509e+00 2.131102e+00 1.001167e+00 2.171526e+06 1.728665e+02 -1.206422e-02 4.718304e-04
3.775738e+01 8.912509e+00 2.118762e+00 1.007502e+00 2.221416e+06 1.766340e+02 -3.944516e-02 4.633665e-04
3.872593e+01 8.912509e+00 2.105913e+00 9.856796e-01 2.202610e+06 1.751226e+02 -1.084644e-02 4.702806e-04
3.971933e+01 8.912509e+00 2.093083e+00 9.883577e-01 2.295924e+06 1.825978e+02 -2.213115e-02 4.732609e-04
4.073821e+01 8.912509e+00 2.081518e+00 9.707966e-01 2.223636e+06 1.769637e+02 4.087150e-02 4.788637e-04
4.178323e+01 8.912509e+00 2.070635e+00 9.784441e-01 2.356442e+06 1.876017e+02 2.236688e-02 4.754066e-04
4.285505e+01 8.912509e+00 2.053336e+00 9.864302e-01 2.430953e+06 1.934522e+02 -1.596808e-03 4.961491e-04
4.395437e+01 8.912509e+00 2.044963e+00 9.614905e-01 2.476726e+06 1.971293e+02 -3.907681e-03 4.807711e-04
4.508189e+01 8.912509e+00 2.027014e+00 9.796709e-01 2.483590e+06 1.976730e+02 4.722512e-02 4.793406e-04
4.623833e+01 8.912509e+00 2.016792e+00 9.791181e-01 2.586361e+06 2.057975e+02 1.480782e-02 4.799366e-04
