#./overdamped_3d --dev=0 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:0.95:2.05:100:1 --domainy=s:-0.05:1.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=0.99 --distribution=s>> symmetric_var_lam_l:0.95:2.05:100:1_s:-0.05:1.05:100:1_40_0.99_1.0.dat
#l s <<v>> qnu(q) mu_q Dx Gx EBx
8.912509e+00 8.912509e-01 5.008135e-01 9.915493e-01 1.966459e+04 1.552477e+00 3.314018e-04 2.556443e-03
9.141131e+00 8.912509e-01 5.138881e-01 9.884637e-01 1.957726e+04 1.560196e+00 1.439190e-02 2.431512e-03
9.375619e+00 8.912509e-01 5.272535e-01 9.966922e-01 2.033283e+04 1.622744e+00 -3.015399e-02 2.410769e-03
9.616121e+00 8.912509e-01 5.413271e-01 9.863936e-01 2.065284e+04 1.665636e+00 -1.468027e-02 2.331018e-03
9.862793e+00 8.912509e-01 5.555061e-01 9.947041e-01 2.148334e+04 1.730094e+00 -1.476353e-02 2.340078e-03
1.011579e+01 8.912509e-01 5.702412e-01 9.864125e-01 2.201373e+04 1.772747e+00 2.243829e-02 2.280116e-03
1.037528e+01 8.912509e-01 5.851749e-01 9.837711e-01 2.248924e+04 1.805294e+00 -1.572359e-02 2.224565e-03
1.064143e+01 8.912509e-01 6.008216e-01 1.029370e+00 2.448736e+04 1.949648e+00 -2.644181e-02 2.293110e-03
1.091440e+01 8.912509e-01 6.170502e-01 9.913533e-01 2.410566e+04 1.902697e+00 -2.619559e-02 2.154827e-03
1.119438e+01 8.912509e-01 6.335126e-01 9.868307e-01 2.454533e+04 1.927287e+00 1.624882e-02 2.079248e-03
1.148154e+01 8.912509e-01 6.512073e-01 1.007598e+00 2.523169e+04 1.968667e+00 -1.786590e-02 2.084851e-03
1.177606e+01 8.912509e-01 6.689900e-01 1.008304e+00 2.607951e+04 2.031613e+00 -1.443499e-02 2.015114e-03
1.207814e+01 8.912509e-01 6.874474e-01 9.943743e-01 2.655389e+04 2.073471e+00 2.673733e-02 2.001047e-03
1.238797e+01 8.912509e-01 7.064819e-01 1.014627e+00 2.798899e+04 2.199203e+00 -8.386135e-03 2.009749e-03
1.270575e+01 8.912509e-01 7.260842e-01 9.938949e-01 2.811360e+04 2.228328e+00 2.267396e-02 1.940846e-03
1.303168e+01 8.912509e-01 7.463700e-01 1.006462e+00 2.945121e+04 2.333848e+00 5.490303e-03 1.912475e-03
1.336596e+01 8.912509e-01 7.673419e-01 1.039226e+00 3.118357e+04 2.498414e+00 4.647970e-04 1.923800e-03
1.370883e+01 8.912509e-01 7.894516e-01 1.007427e+00 3.151276e+04 2.528176e+00 6.072998e-03 1.862526e-03
1.406049e+01 8.912509e-01 8.113013e-01 1.008903e+00 3.275165e+04 2.652954e+00 -3.737509e-03 1.850605e-03
1.442117e+01 8.912509e-01 8.351942e-01 1.014412e+00 3.359682e+04 2.705793e+00 6.440639e-03 1.773834e-03
1.479110e+01 8.912509e-01 8.586589e-01 1.000648e+00 3.389174e+04 2.747173e+00 3.250396e-02 1.739025e-03
1.517052e+01 8.912509e-01 8.836201e-01 1.009535e+00 3.497859e+04 2.791100e+00 2.709842e-02 1.670480e-03
1.555967e+01 8.912509e-01 9.089941e-01 1.008344e+00 3.593865e+04 2.850942e+00 1.701224e-02 1.641870e-03
1.595881e+01 8.912509e-01 9.353731e-01 9.884894e-01 3.666331e+04 2.930361e+00 8.691311e-03 1.594305e-03
1.636819e+01 8.912509e-01 9.628755e-01 9.844159e-01 3.752402e+04 2.999116e+00 2.173400e-02 1.555085e-03
1.678806e+01 8.912509e-01 9.905879e-01 9.899176e-01 3.910774e+04 3.130578e+00 3.946304e-03 1.554608e-03
1.721871e+01 8.912509e-01 1.018966e+00 9.906218e-01 4.008292e+04 3.182144e+00 -3.748178e-03 1.541853e-03
1.766041e+01 8.912509e-01 1.048536e+00 1.007027e+00 4.091537e+04 3.225116e+00 -2.367479e-02 1.513243e-03
1.811343e+01 8.912509e-01 1.079067e+00 1.023470e+00 4.322467e+04 3.434882e+00 -2.681059e-02 1.500010e-03
1.857808e+01 8.912509e-01 1.110780e+00 9.958302e-01 4.254469e+04 3.382997e+00 -1.371074e-02 1.383901e-03
1.905464e+01 8.912509e-01 1.142227e+00 9.975012e-01 4.475276e+04 3.548518e+00 -7.756650e-03 1.376152e-03
1.954343e+01 8.912509e-01 1.176757e+00 1.014658e+00 4.741563e+04 3.790116e+00 1.014364e-02 1.379013e-03
2.004476e+01 8.912509e-01 1.211068e+00 1.011608e+00 4.829128e+04 3.859507e+00 -2.803987e-02 1.317620e-03
2.055895e+01 8.912509e-01 1.246565e+00 1.018483e+00 4.998956e+04 3.992242e+00 -8.607447e-03 1.323938e-03
2.108633e+01 8.912509e-01 1.282753e+00 1.001875e+00 5.157453e+04 4.130707e+00 -1.146895e-02 1.295090e-03
2.162724e+01 8.912509e-01 1.320186e+00 1.007807e+00 5.372282e+04 4.264079e+00 5.779028e-03 1.256347e-03
2.218202e+01 8.912509e-01 1.358154e+00 1.011337e+00 5.518228e+04 4.402862e+00 -1.036066e-02 1.233459e-03
2.275103e+01 8.912509e-01 1.396987e+00 1.006641e+00 5.646552e+04 4.456338e+00 1.296794e-02 1.191139e-03
2.333464e+01 8.912509e-01 1.437478e+00 9.824359e-01 5.758162e+04 4.524457e+00 6.235838e-03 1.143813e-03
2.393322e+01 8.912509e-01 1.478728e+00 1.007318e+00 6.109499e+04 4.828761e+00 -1.055360e-02 1.121402e-03
2.454716e+01 8.912509e-01 1.521471e+00 9.968260e-01 6.120583e+04 4.878417e+00 -1.377034e-02 1.085758e-03
2.517684e+01 8.912509e-01 1.565074e+00 1.003360e+00 6.396546e+04 5.080862e+00 -1.779538e-02 1.071215e-03
2.582268e+01 8.912509e-01 1.609163e+00 1.007263e+00 6.555708e+04 5.203093e+00 5.120993e-03 1.062036e-03
2.648508e+01 8.912509e-01 1.655260e+00 1.005127e+00 6.778648e+04 5.034389e+00 3.316569e-02 1.027584e-03
2.716448e+01 8.912509e-01 1.700780e+00 9.993826e-01 6.855612e+04 5.294766e+00 2.936542e-02 9.989738e-04
2.786130e+01 8.912509e-01 1.748335e+00 9.857451e-01 7.111127e+04 5.585065e+00 3.117263e-02 9.582043e-04
2.857600e+01 8.912509e-01 1.796229e+00 9.862812e-01 7.396572e+04 5.868361e+00 1.046991e-02 9.511709e-04
2.930903e+01 8.912509e-01 1.847162e+00 9.714467e-01 7.509945e+04 6.002051e+00 3.851593e-02 9.431839e-04
3.006087e+01 8.912509e-01 1.897776e+00 9.748595e-01 7.805439e+04 6.363651e+00 -1.475787e-02 9.332895e-04
3.083199e+01 8.912509e-01 1.948553e+00 9.833838e-01 8.010995e+04 6.358558e+00 1.871586e-02 9.136200e-04
3.162289e+01 8.912509e-01 2.001703e+00 9.814627e-01 8.211418e+04 6.443865e+00 8.289218e-03 8.654594e-04
3.243408e+01 8.912509e-01 2.053898e+00 9.784145e-01 8.501463e+04 6.736710e+00 -6.662607e-03 8.527040e-04
3.326608e+01 8.912509e-01 2.107965e+00 9.807593e-01 8.848226e+04 6.968440e+00 1.103354e-02 8.522272e-04
3.411942e+01 8.912509e-01 2.162265e+00 1.008958e+00 9.440560e+04 7.452271e+00 2.696168e-02 8.656979e-04
3.499465e+01 8.912509e-01 2.217952e+00 9.987626e-01 9.586762e+04 7.456090e+00 3.757739e-02 8.333921e-04
3.589234e+01 8.912509e-01 2.274584e+00 9.873174e-01 9.857317e+04 7.673814e+00 9.072423e-03 8.009672e-04
3.681305e+01 8.912509e-01 2.331858e+00 9.966685e-01 1.039380e+05 8.183110e+00 -2.516842e-02 7.961988e-04
3.775738e+01 8.912509e-01 2.388220e+00 1.022251e+00 1.100347e+05 8.697499e+00 1.327395e-03 7.926226e-04
3.872593e+01 8.912509e-01 2.444760e+00 9.865222e-01 1.108801e+05 8.800632e+00 5.375862e-03 7.501841e-04
3.971933e+01 8.912509e-01 2.503823e+00 9.860782e-01 1.154075e+05 9.103662e+00 -3.275740e-02 7.447004e-04
4.073821e+01 8.912509e-01 2.561984e+00 9.793105e-01 1.166792e+05 9.313746e+00 -3.680891e-02 7.317066e-04
4.178323e+01 8.912509e-01 2.620532e+00 9.997272e-01 1.232985e+05 9.806491e+00 -3.663111e-02 7.143021e-04
