#./overdamped_3d --dev=0 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:-1.05:0.05:100:1 --domainy=s:-1.05:0.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=0.99 --distribution=s>> symmetric_var_lam_l:-1.05:0.05:100:1_s:-1.05:0.05:100:1_40_0.99_1.0.dat
#l s <<v>> qnu(q) mu_q Dx Gx EBx
8.912510e-02 8.912510e-02 1.119908e+00 9.967701e-01 8.854551e+04 7.071572e+00 -3.794253e-03 2.737164e-03
9.141134e-02 8.912510e-02 1.148295e+00 9.873878e-01 8.934984e+04 7.097673e+00 2.212083e-02 2.672791e-03
9.375623e-02 8.912510e-02 1.177274e+00 1.002938e+00 9.347609e+04 7.461184e+00 2.349770e-02 2.634048e-03
9.616126e-02 8.912510e-02 1.205780e+00 9.999691e-01 9.521245e+04 7.551902e+00 8.568048e-03 2.563834e-03
9.862799e-02 8.912510e-02 1.235595e+00 9.959831e-01 9.754950e+04 7.747025e+00 5.201936e-03 2.489567e-03
1.011580e-01 8.912510e-02 1.265704e+00 9.938369e-01 9.803459e+04 7.818964e+00 -8.548617e-03 2.417564e-03
1.037529e-01 8.912510e-02 1.114423e+00 9.996362e-01 8.070890e+04 6.439409e+00 -6.951869e-03 2.649426e-03
1.064143e-01 8.912510e-02 9.335319e-01 9.943057e-01 5.684514e+04 4.545784e+00 -5.509615e-03 3.062248e-03
1.091441e-01 8.912510e-02 8.160999e-01 1.002264e+00 4.296679e+04 3.464962e+00 2.739429e-03 3.290534e-03
1.119438e-01 8.912510e-02 7.601352e-01 1.010361e+00 3.450586e+04 2.773116e+00 -6.879508e-03 3.151298e-03
1.148154e-01 8.912510e-02 7.435313e-01 9.770483e-01 3.057327e+04 2.438731e+00 5.934834e-03 2.741337e-03
1.177606e-01 8.912510e-02 7.480755e-01 1.012800e+00 3.062447e+04 2.444142e+00 -8.111537e-03 2.636194e-03
1.207814e-01 8.912510e-02 7.620677e-01 9.987473e-01 3.062353e+04 2.469448e+00 -2.659571e-02 2.425671e-03
1.238797e-01 8.912510e-02 7.796503e-01 1.015619e+00 3.168090e+04 2.551254e+00 -4.180747e-02 2.313733e-03
1.270574e-01 8.912510e-02 7.989045e-01 1.006858e+00 3.227517e+04 2.620645e+00 -1.595265e-02 2.174616e-03
1.303167e-01 8.912510e-02 8.189569e-01 1.005359e+00 3.277882e+04 2.660275e+00 -2.385628e-02 2.105594e-03
1.336595e-01 8.912510e-02 8.399028e-01 1.004470e+00 3.339264e+04 2.720435e+00 -2.342522e-02 2.076149e-03
1.370881e-01 8.912510e-02 8.607063e-01 9.816309e-01 3.400416e+04 2.735078e+00 -1.473343e-02 2.002358e-03
1.406047e-01 8.912510e-02 8.828329e-01 9.983728e-01 3.462861e+04 2.772002e+00 -1.355785e-02 2.007008e-03
1.442115e-01 8.912510e-02 9.053404e-01 1.013936e+00 3.636118e+04 2.896461e+00 -3.108901e-02 1.957536e-03
1.479108e-01 8.912510e-02 9.283776e-01 1.003536e+00 3.672641e+04 2.896938e+00 -2.796149e-02 1.915455e-03
1.517050e-01 8.912510e-02 9.531975e-01 9.924189e-01 3.742521e+04 3.005163e+00 -2.980566e-02 1.876473e-03
1.555965e-01 8.912510e-02 9.772646e-01 9.935437e-01 3.818093e+04 3.068825e+00 -3.105760e-02 1.806736e-03
1.595878e-01 8.912510e-02 1.002803e+00 9.978288e-01 3.863021e+04 3.067234e+00 -5.725801e-02 1.767039e-03
1.636816e-01 8.912510e-02 1.028016e+00 9.970470e-01 3.976471e+04 3.125166e+00 -2.955985e-02 1.730561e-03
1.678803e-01 8.912510e-02 1.054747e+00 9.845901e-01 4.034826e+04 3.185327e+00 -2.371830e-02 1.680136e-03
1.721867e-01 8.912510e-02 1.081828e+00 9.972100e-01 4.252662e+04 3.379814e+00 -3.352422e-02 1.700044e-03
1.766036e-01 8.912510e-02 1.109839e+00 1.002310e+00 4.342505e+04 3.495997e+00 -3.288269e-03 1.668811e-03
1.811339e-01 8.912510e-02 1.138481e+00 9.988815e-01 4.484824e+04 3.602631e+00 -3.729916e-02 1.640916e-03
1.857803e-01 8.912510e-02 1.167336e+00 9.972540e-01 4.534886e+04 3.638600e+00 -3.055018e-02 1.632690e-03
1.905459e-01 8.912510e-02 1.197449e+00 9.905096e-01 4.671433e+04 3.736958e+00 -2.346873e-02 1.585960e-03
1.954338e-01 8.912510e-02 1.228265e+00 9.924864e-01 4.806728e+04 3.834361e+00 -1.883209e-02 1.589179e-03
2.004470e-01 8.912510e-02 1.259661e+00 1.008392e+00 4.938227e+04 3.947679e+00 -2.841604e-02 1.528740e-03
2.055888e-01 8.912510e-02 1.291728e+00 9.866914e-01 4.955973e+04 3.913620e+00 -2.082771e-02 1.474023e-03
2.108626e-01 8.912510e-02 1.324130e+00 9.936842e-01 5.218994e+04 4.192778e+00 -2.711773e-02 1.497507e-03
2.162716e-01 8.912510e-02 1.356819e+00 9.927197e-01 5.310776e+04 4.305459e+00 -4.103822e-02 1.440287e-03
2.218194e-01 8.912510e-02 1.390465e+00 9.838736e-01 5.373475e+04 4.309279e+00 -3.156358e-02 1.416326e-03
2.275095e-01 8.912510e-02 1.423671e+00 1.011438e+00 5.636538e+04 4.496445e+00 -3.860480e-02 1.400352e-03
2.333455e-01 8.912510e-02 1.457766e+00 9.963467e-01 5.692136e+04 4.460794e+00 -4.200834e-02 1.390100e-03
2.393312e-01 8.912510e-02 1.493063e+00 1.004728e+00 5.772220e+04 4.533369e+00 -2.113020e-02 1.311183e-03
2.454706e-01 8.912510e-02 1.527895e+00 9.973549e-01 5.875985e+04 4.655600e+00 -1.958203e-02 1.295209e-03
2.517673e-01 8.912510e-02 1.564761e+00 1.000279e+00 5.990342e+04 4.830671e+00 2.620220e-03 1.263976e-03
2.582256e-01 8.912510e-02 1.600855e+00 9.961120e-01 6.092435e+04 4.726902e+00 -2.346587e-02 1.249552e-03
2.648496e-01 8.912510e-02 1.637192e+00 1.004547e+00 6.255871e+04 4.664513e+00 -1.757324e-03 1.220822e-03
2.716435e-01 8.912510e-02 1.674658e+00 9.958445e-01 6.360324e+04 4.625679e+00 -2.122402e-03 1.174808e-03
2.786117e-01 8.912510e-02 1.708661e+00 9.869242e-01 6.220867e+04 4.715443e+00 -5.733907e-03 1.104593e-03
2.857586e-01 8.912510e-02 1.642013e+00 9.937103e-01 6.073273e+04 4.493899e+00 -3.313106e-02 1.149774e-03
2.930888e-01 8.912510e-02 1.445086e+00 9.714230e-01 5.236094e+04 4.131662e+00 -2.232856e-02 1.225829e-03
3.006071e-01 8.912510e-02 1.251301e+00 1.004404e+00 4.720525e+04 3.760513e+00 -1.792711e-02 1.389623e-03
3.083182e-01 8.912510e-02 1.070167e+00 9.957200e-01 4.048066e+04 3.223524e+00 2.211237e-02 1.528859e-03
3.162272e-01 8.912510e-02 9.035299e-01 9.962727e-01 3.474404e+04 2.765317e+00 1.542640e-02 1.770735e-03
3.243390e-01 8.912510e-02 7.547914e-01 1.009511e+00 2.956946e+04 2.390348e+00 -2.097261e-02 2.008557e-03
3.326589e-01 8.912510e-02 6.243814e-01 1.032738e+00 2.498971e+04 1.970259e+00 -1.772612e-02 2.360225e-03
3.411923e-01 8.912510e-02 5.129465e-01 9.973026e-01 2.007458e+04 1.589082e+00 -1.319706e-02 2.608895e-03
3.499445e-01 8.912510e-02 4.189825e-01 1.016104e+00 1.688933e+04 1.326636e+00 1.464069e-02 3.123760e-03
3.589213e-01 8.912510e-02 3.407366e-01 1.019039e+00 1.382207e+04 1.103501e+00 5.677581e-03 3.683448e-03
3.681283e-01 8.912510e-02 2.771302e-01 9.943627e-01 1.083302e+04 8.683891e-01 -1.034069e-02 4.162669e-03
3.775715e-01 8.912510e-02 2.256307e-01 9.910931e-01 8.886142e+03 7.067574e-01 -3.251451e-02 4.762888e-03
3.872570e-01 8.912510e-02 1.849371e-01 1.011033e+00 7.463649e+03 5.913103e-01 -1.755196e-02 5.742192e-03
3.971908e-01 8.912510e-02 1.523947e-01 1.005404e+00 6.040545e+03 4.794493e-01 7.352233e-03 6.544232e-03
4.073796e-01 8.912510e-02 1.270050e-01 1.011470e+00 5.177977e+03 4.102418e-01 3.891706e-03 7.579803e-03
4.178296e-01 8.912510e-02 1.070904e-01 1.005625e+00 4.403000e+03 3.495216e-01 2.869725e-03 8.560896e-03
4.285478e-01 8.912510e-02 9.117885e-02 1.001143e+00 3.666133e+03 2.913331e-01 -1.345509e-02 9.422898e-03
4.395409e-01 8.912510e-02 7.885935e-02 9.953899e-01 3.185575e+03 2.531944e-01 -2.868575e-02 1.059186e-02
4.508159e-01 8.912510e-02 6.914213e-02 9.903653e-01 2.751428e+03 2.189375e-01 -2.254415e-02 1.172173e-02
4.623803e-01 8.912510e-02 6.133514e-02 9.873034e-01 2.456906e+03 1.957083e-01 -8.733153e-03 1.262963e-02
4.742412e-01 8.912510e-02 5.479521e-02 9.761568e-01 2.177286e+03 1.735379e-01 -3.682542e-02 1.348472e-02
4.864064e-01 8.912510e-02 4.913001e-02 9.886558e-01 1.965461e+03 1.566153e-01 -2.017695e-02 1.476359e-02
4.988837e-01 8.912510e-02 4.425336e-02 9.861520e-01 1.762864e+03 1.403753e-01 1.300216e-02 1.586044e-02
5.116810e-01 8.912510e-02 4.005172e-02 9.706546e-01 1.599706e+03 1.273090e-01 9.059548e-03 1.718879e-02
5.248066e-01 8.912510e-02 3.627595e-02 1.005525e+00 1.479441e+03 1.177632e-01 2.891421e-03 1.847303e-02
5.382689e-01 8.912510e-02 3.272618e-02 9.837532e-01 1.306183e+03 1.039437e-01 2.579010e-02 1.952231e-02
5.520766e-01 8.912510e-02 2.944620e-02 9.929959e-01 1.182246e+03 9.406896e-02 1.236486e-02 2.107811e-02
5.662384e-01 8.912510e-02 2.627559e-02 9.875873e-01 1.067718e+03 8.498625e-02 1.262176e-02 2.259076e-02
5.807635e-01 8.912510e-02 2.336918e-02 9.749393e-01 9.611216e+02 7.650860e-02 5.426526e-03 2.456331e-02
5.956612e-01 8.912510e-02 2.075071e-02 9.750576e-01 8.351769e+02 6.646957e-02 4.049695e-02 2.523899e-02
6.109411e-01 8.912510e-02 1.827680e-02 9.762904e-01 7.369598e+02 5.863873e-02 2.781463e-02 2.687776e-02
6.266128e-01 8.912510e-02 1.595883e-02 9.722489e-01 6.446973e+02 5.128535e-02 2.639306e-02 2.908313e-02
6.426867e-01 8.912510e-02 1.402498e-02 9.614813e-01 5.738184e+02 4.566053e-02 4.550862e-02 3.124690e-02
6.591728e-01 8.912510e-02 1.215887e-02 9.692203e-01 4.957458e+02 3.945026e-02 2.347136e-02 3.262103e-02
6.760818e-01 8.912510e-02 1.053890e-02 9.489846e-01 4.231631e+02 3.367285e-02 6.986356e-02 3.380156e-02
6.934246e-01 8.912510e-02 9.075115e-03 9.407618e-01 3.673097e+02 2.922793e-02 5.277550e-02 3.595459e-02
7.112123e-01 8.912510e-02 7.830571e-03 9.427936e-01 3.282321e+02 2.611728e-02 5.101252e-02 3.788471e-02
7.294562e-01 8.912510e-02 6.775282e-03 9.558063e-01 2.874682e+02 2.287596e-02 7.170582e-02 3.921282e-02
7.481682e-01 8.912510e-02 5.816270e-03 9.560447e-01 2.411375e+02 1.918847e-02 5.151343e-02 3.929281e-02
7.673602e-01 8.912510e-02 4.971724e-03 9.235916e-01 2.090760e+02 1.663755e-02 3.814530e-02 3.994882e-02
7.870444e-01 8.912510e-02 4.235707e-03 9.328495e-01 1.793064e+02 1.426803e-02 6.353283e-02 4.098654e-02
