#./overdamped_3d --dev=0 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:-0.05:1.05:100:1 --domainy=s:0.95:2.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=0.99 --distribution=s>> symmetric_var_lam_l:-0.05:1.05:100:1_s:0.95:2.05:100:1_40_0.99_1.0.dat
#l s <<v>> qnu(q) mu_q Dx Gx EBx
8.912509e-01 8.912509e+00 1.329260e+00 1.013274e+00 5.867240e+04 4.741544e+00 1.642990e-02 1.765251e-03
9.141132e-01 8.912509e+00 1.346878e+00 1.000544e+00 5.930362e+04 4.772738e+00 1.861262e-02 1.726270e-03
9.375620e-01 8.912509e+00 1.364437e+00 1.005668e+00 6.159448e+04 4.973910e+00 1.715147e-02 1.760006e-03
9.616123e-01 8.912509e+00 1.381690e+00 9.990038e-01 6.170523e+04 4.963088e+00 3.260064e-02 1.705170e-03
9.862795e-01 8.912509e+00 1.399547e+00 9.973743e-01 6.207198e+04 4.939533e+00 3.873396e-02 1.632571e-03
1.011579e+00 8.912509e+00 1.416977e+00 1.013835e+00 6.434191e+04 5.145797e+00 3.521478e-02 1.680493e-03
1.037528e+00 8.912509e+00 1.433669e+00 1.011117e+00 6.546626e+04 5.167442e+00 2.721143e-02 1.624942e-03
1.064143e+00 8.912509e+00 1.449669e+00 1.014437e+00 6.666555e+04 5.261025e+00 2.049041e-02 1.617551e-03
1.091440e+00 8.912509e+00 1.465358e+00 1.013592e+00 6.883629e+04 5.443736e+00 2.430785e-02 1.610994e-03
1.119438e+00 8.912509e+00 1.480349e+00 1.014812e+00 7.019691e+04 5.556417e+00 3.063524e-02 1.564860e-03
1.148154e+00 8.912509e+00 1.494032e+00 1.009433e+00 7.127075e+04 5.586975e+00 2.083039e-02 1.556039e-03
1.177606e+00 8.912509e+00 1.507759e+00 1.014745e+00 7.342011e+04 5.813612e+00 1.451373e-02 1.527309e-03
1.207814e+00 8.912509e+00 1.521792e+00 1.008685e+00 7.634874e+04 6.054891e+00 2.986372e-02 1.509309e-03
1.238797e+00 8.912509e+00 1.533950e+00 1.003059e+00 7.754612e+04 6.177758e+00 1.008403e-02 1.486421e-03
1.270574e+00 8.912509e+00 1.545600e+00 1.013745e+00 7.937266e+04 6.287893e+00 1.167130e-02 1.416087e-03
1.303167e+00 8.912509e+00 1.556844e+00 1.021385e+00 8.223068e+04 6.533628e+00 -6.536603e-03 1.416683e-03
1.336596e+00 8.912509e+00 1.566493e+00 1.017967e+00 8.493677e+04 6.746896e+00 1.211870e-02 1.393080e-03
1.370882e+00 8.912509e+00 1.576970e+00 1.021402e+00 8.755348e+04 6.967166e+00 8.817196e-03 1.402497e-03
1.406047e+00 8.912509e+00 1.584839e+00 1.015847e+00 8.898416e+04 7.087488e+00 1.049674e-02 1.341820e-03
1.442115e+00 8.912509e+00 1.593145e+00 1.012438e+00 9.112806e+04 7.183617e+00 1.205540e-02 1.308918e-03
1.479108e+00 8.912509e+00 1.601691e+00 1.021228e+00 9.653541e+04 7.614609e+00 -1.046336e-02 1.302004e-03
1.517050e+00 8.912509e+00 1.608867e+00 1.008579e+00 9.822449e+04 7.783950e+00 -1.531988e-02 1.256227e-03
1.555965e+00 8.912509e+00 1.615467e+00 1.018065e+00 1.004829e+05 7.859071e+00 -1.949608e-03 1.253009e-03
1.595879e+00 8.912509e+00 1.624022e+00 1.012615e+00 1.036696e+05 8.048147e+00 8.946180e-03 1.207829e-03
1.636816e+00 8.912509e+00 1.629812e+00 1.012152e+00 1.066006e+05 8.219398e+00 9.732246e-04 1.198053e-03
1.678804e+00 8.912509e+00 1.636008e+00 1.030767e+00 1.090856e+05 8.433938e+00 -7.110953e-03 1.177311e-03
1.721868e+00 8.912509e+00 1.643428e+00 1.012173e+00 1.114579e+05 8.653572e+00 3.982663e-02 1.153469e-03
1.766037e+00 8.912509e+00 1.647836e+00 1.019455e+00 1.144142e+05 8.868114e+00 1.797140e-02 1.127958e-03
1.811340e+00 8.912509e+00 1.653557e+00 1.009589e+00 1.171108e+05 9.056553e+00 1.158679e-02 1.114607e-03
1.857804e+00 8.912509e+00 1.660670e+00 1.012745e+00 1.207895e+05 9.295285e+00 9.241819e-03 1.082182e-03
1.905460e+00 8.912509e+00 1.666395e+00 1.013504e+00 1.255437e+05 9.761291e+00 3.169286e-02 1.059413e-03
1.954339e+00 8.912509e+00 1.671240e+00 1.002436e+00 1.270679e+05 9.768930e+00 1.839125e-02 1.036167e-03
2.004472e+00 8.912509e+00 1.677097e+00 1.001653e+00 1.299384e+05 1.009042e+01 7.669806e-03 1.011133e-03
2.055890e+00 8.912509e+00 1.683266e+00 9.997565e-01 1.337448e+05 1.040746e+01 6.745815e-03 1.005173e-03
2.108628e+00 8.912509e+00 1.688353e+00 1.017269e+00 1.392523e+05 1.085437e+01 4.941928e-02 9.970665e-04
2.162718e+00 8.912509e+00 1.694758e+00 9.970394e-01 1.409884e+05 1.098424e+01 1.527452e-02 9.760857e-04
2.218196e+00 8.912509e+00 1.700247e+00 1.011979e+00 1.488827e+05 1.166988e+01 7.301450e-03 9.630919e-04
2.275097e+00 8.912509e+00 1.705461e+00 9.930731e-01 1.515618e+05 1.184495e+01 -1.046264e-02 9.468794e-04
2.333458e+00 8.912509e+00 1.711832e+00 1.007679e+00 1.556543e+05 1.226321e+01 7.723212e-03 9.369850e-04
2.393316e+00 8.912509e+00 1.718258e+00 1.002171e+00 1.572373e+05 1.243064e+01 2.578914e-02 9.154081e-04
2.454709e+00 8.912509e+00 1.723858e+00 9.958288e-01 1.581568e+05 1.246438e+01 6.658316e-03 9.183884e-04
2.517677e+00 8.912509e+00 1.730011e+00 9.847964e-01 1.610321e+05 1.264709e+01 -2.116615e-02 8.790493e-04
2.582260e+00 8.912509e+00 1.736158e+00 1.007909e+00 1.689248e+05 1.327352e+01 -1.890391e-02 8.705854e-04
2.648500e+00 8.912509e+00 1.742867e+00 1.011562e+00 1.780439e+05 1.413041e+01 8.920670e-03 8.791685e-04
2.716439e+00 8.912509e+00 1.749424e+00 9.952157e-01 1.811173e+05 1.434877e+01 8.876681e-03 8.620024e-04
2.786121e+00 8.912509e+00 1.754822e+00 1.003320e+00 1.855080e+05 1.469318e+01 1.102293e-02 8.462667e-04
2.857591e+00 8.912509e+00 1.761247e+00 1.007737e+00 1.893029e+05 1.500576e+01 1.411402e-02 8.155107e-04
2.930893e+00 8.912509e+00 1.766989e+00 9.929687e-01 1.930187e+05 1.531134e+01 1.396608e-02 7.988214e-04
3.006077e+00 8.912509e+00 1.775931e+00 9.873945e-01 1.975499e+05 1.562710e+01 1.037002e-02 7.780790e-04
3.083188e+00 8.912509e+00 1.782637e+00 1.008258e+00 2.051886e+05 1.628410e+01 2.895081e-02 7.872581e-04
3.162278e+00 8.912509e+00 1.789557e+00 1.001850e+00 2.048092e+05 1.627837e+01 3.044462e-02 7.576942e-04
3.243397e+00 8.912509e+00 1.795586e+00 1.007303e+00 2.188868e+05 1.732943e+01 1.505232e-02 7.377863e-04
