#./overdamped_3d --dev=0 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:-0.05:1.05:100:1 --domainy=s:-1.05:0.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=0.99 --distribution=s>> symmetric_var_lam_l:-0.05:1.05:100:1_s:-1.05:0.05:100:1_40_0.99_1.0.dat
#l s <<v>> qnu(q) mu_q Dx Gx EBx
8.912509e-01 8.912510e-02 1.974166e-03 8.021566e-01 8.362238e+01 6.654426e-03 1.962162e-01 3.759301e-02
9.141132e-01 8.912510e-02 1.692527e-03 8.042189e-01 7.509259e+01 5.975734e-03 1.876361e-01 3.832531e-02
9.375620e-01 8.912510e-02 1.452618e-03 7.844529e-01 6.588809e+01 5.243311e-03 2.690651e-01 3.700519e-02
9.616123e-01 8.912510e-02 1.231587e-03 7.393258e-01 5.600859e+01 4.457071e-03 3.570458e-01 3.567255e-02
9.862795e-01 8.912510e-02 1.051916e-03 7.360322e-01 5.030521e+01 4.003165e-03 2.893937e-01 3.551519e-02
1.011579e+00 8.912510e-02 9.244463e-04 6.905398e-01 4.431045e+01 3.526076e-03 3.504837e-01 3.402650e-02
1.037528e+00 8.912510e-02 7.849932e-04 6.774837e-01 3.952095e+01 3.145001e-03 2.964008e-01 3.279400e-02
1.064143e+00 8.912510e-02 6.816499e-04 6.139883e-01 3.398601e+01 2.704457e-03 2.530609e-01 3.099847e-02
1.091440e+00 8.912510e-02 5.758074e-04 5.862458e-01 3.122290e+01 2.484592e-03 3.222672e-01 2.990413e-02
1.119438e+00 8.912510e-02 4.961991e-04 5.452781e-01 2.690439e+01 2.140988e-03 2.580644e-01 2.863455e-02
1.148154e+00 8.912510e-02 4.224958e-04 4.990812e-01 2.369436e+01 1.885529e-03 2.531061e-01 2.684414e-02
1.177606e+00 8.912510e-02 3.608140e-04 4.633904e-01 2.168197e+01 1.725391e-03 2.785896e-01 2.564061e-02
1.207814e+00 8.912510e-02 3.196341e-04 4.357845e-01 1.989302e+01 1.583014e-03 3.361456e-01 2.446353e-02
1.238797e+00 8.912510e-02 2.837639e-04 3.996673e-01 1.823812e+01 1.451350e-03 3.205909e-01 2.386379e-02
1.270574e+00 8.912510e-02 2.529834e-04 4.002303e-01 1.781379e+01 1.417574e-03 4.028708e-01 2.420425e-02
1.303167e+00 8.912510e-02 2.180084e-04 3.725610e-01 1.619548e+01 1.288805e-03 4.259790e-01 2.267718e-02
1.336596e+00 8.912510e-02 1.974748e-04 3.365714e-01 1.543924e+01 1.228615e-03 3.403311e-01 2.191842e-02
1.370882e+00 8.912510e-02 1.697122e-04 3.106019e-01 1.422738e+01 1.132176e-03 3.479724e-01 2.114248e-02
1.406047e+00 8.912510e-02 1.575585e-04 2.950834e-01 1.346178e+01 1.071257e-03 3.074238e-01 2.073681e-02
1.442115e+00 8.912510e-02 1.332242e-04 2.714375e-01 1.294853e+01 1.030401e-03 2.365377e-01 1.986408e-02
1.479108e+00 8.912510e-02 1.139844e-04 2.205745e-01 1.169362e+01 9.305446e-04 2.623416e-01 1.908576e-02
1.517050e+00 8.912510e-02 1.008120e-04 2.158819e-01 1.156305e+01 9.201583e-04 2.969916e-01 1.839960e-02
1.555965e+00 8.912510e-02 8.839062e-05 1.921926e-01 1.094364e+01 8.708682e-04 2.052215e-01 1.738167e-02
1.595879e+00 8.912510e-02 7.972884e-05 1.756626e-01 1.069829e+01 8.513348e-04 1.886917e-01 1.736808e-02
1.636816e+00 8.912510e-02 7.215016e-05 1.630796e-01 1.029806e+01 8.194997e-04 1.867714e-01 1.718819e-02
1.678804e+00 8.912510e-02 6.618124e-05 1.615607e-01 1.003472e+01 7.985288e-04 2.337015e-01 1.730728e-02
1.721868e+00 8.912510e-02 5.638612e-05 1.318713e-01 9.557909e+00 7.605986e-04 1.049885e-01 1.646221e-02
1.766037e+00 8.912510e-02 5.151700e-05 1.162514e-01 9.516753e+00 7.573183e-04 3.954077e-02 1.627970e-02
1.811340e+00 8.912510e-02 4.831992e-05 1.129816e-01 9.204851e+00 7.324984e-04 2.320921e-02 1.612318e-02
1.857804e+00 8.912510e-02 4.293436e-05 1.067586e-01 9.226017e+00 7.341810e-04 1.203086e-01 1.565135e-02
1.905460e+00 8.912510e-02 3.881209e-05 1.080082e-01 8.968409e+00 7.136785e-04 2.304845e-01 1.598430e-02
1.954339e+00 8.912510e-02 3.772044e-05 1.109689e-01 9.179963e+00 7.305206e-04 2.548727e-01 1.620400e-02
2.004472e+00 8.912510e-02 3.228715e-05 9.313440e-02 8.808437e+00 7.009551e-04 1.484188e-01 1.537132e-02
2.055890e+00 8.912510e-02 3.470267e-05 9.070446e-02 8.621213e+00 6.860502e-04 1.486671e-01 1.560843e-02
2.108628e+00 8.912510e-02 3.008230e-05 8.927874e-02 8.677811e+00 6.905540e-04 1.917574e-01 1.530862e-02
2.162718e+00 8.912510e-02 2.789871e-05 8.397343e-02 8.701124e+00 6.924113e-04 3.529298e-02 1.504934e-02
2.218196e+00 8.912510e-02 2.394711e-05 6.769363e-02 8.524146e+00 6.783361e-04 1.064885e-02 1.462758e-02
2.275097e+00 8.912510e-02 2.176322e-05 5.870008e-02 8.387193e+00 6.674342e-04 2.732158e-03 1.410210e-02
2.333458e+00 8.912510e-02 2.091796e-05 5.716350e-02 8.202923e+00 6.527679e-04 -5.397457e-02 1.393533e-02
2.393316e+00 8.912510e-02 1.863444e-05 5.018417e-02 8.231117e+00 6.550095e-04 -8.440173e-02 1.362526e-02
2.454709e+00 8.912510e-02 1.735534e-05 5.377705e-02 8.165784e+00 6.498083e-04 -2.099019e-02 1.363862e-02
2.517677e+00 8.912510e-02 1.516272e-05 3.881296e-02 8.224671e+00 6.544961e-04 -1.415045e-01 1.390600e-02
2.582260e+00 8.912510e-02 1.730281e-05 4.688698e-02 8.172614e+00 6.503474e-04 -1.011491e-01 1.367748e-02
2.648500e+00 8.912510e-02 1.353453e-05 3.949589e-02 7.996560e+00 6.363460e-04 -6.900662e-02 1.316297e-02
2.716439e+00 8.912510e-02 1.387195e-05 3.725791e-02 8.085542e+00 6.434187e-04 -1.026295e-01 1.337218e-02
