#./underdamped_3d --dev=0 --amp=4.818 --omega=4.028 --force=0.01925 --gam=0.1 --Dg=0 --block=1024 --paths=262144 --periods=250000 --trans=249750 --samples=20 --spp=200 --algorithm=predcorr --pav=1 --mode=moments --domain=3d --domainx=a:4.818:4.818:1:0 --domainy=w:4.028:4.028:1:0 --domainz=g:0.005:0.0325:100:0 --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> ./temp/3d-gaw-f0.01925-D0-a4.818-w4.028-spp200-part0.dat
#g a w <<v>> <<v^2>> qnu(q) mu_q Dx Gx EBx
4.377504e-02 4.818000e+00 4.028000e+00 1.293670e+00 5.423824e+00 2.466016e+00 2.122478e+11 2.724294e+05 -5.404332e-01 1.360098e-01
4.405004e-02 4.818000e+00 4.028000e+00 1.265488e+00 5.380641e+00 2.412545e+00 2.133472e+11 2.736969e+05 -5.437989e-01 1.383272e-01
4.432504e-02 4.818000e+00 4.028000e+00 1.246258e+00 5.350882e+00 2.475464e+00 2.101233e+11 2.696491e+05 -5.390583e-01 1.398739e-01
4.460004e-02 4.818000e+00 4.028000e+00 1.228535e+00 5.322075e+00 2.298108e+00 2.107630e+11 2.704378e+05 -5.457788e-01 1.412625e-01
4.487504e-02 4.818000e+00 4.028000e+00 1.062993e+00 5.070422e+00 2.397288e+00 2.078729e+11 2.667011e+05 -5.200177e-01 1.519413e-01
4.515004e-02 4.818000e+00 4.028000e+00 9.249830e-01 4.861290e+00 2.338176e+00 1.983425e+11 2.542984e+05 -4.522339e-01 1.574789e-01
4.542504e-02 4.818000e+00 4.028000e+00 9.706667e-01 4.928788e+00 1.985341e+00 1.892914e+11 2.429276e+05 -4.491737e-01 1.561810e-01
4.570004e-02 4.818000e+00 4.028000e+00 1.125655e+00 5.162857e+00 2.378225e+00 1.935697e+11 2.483616e+05 -5.026317e-01 1.487851e-01
4.597504e-02 4.818000e+00 4.028000e+00 1.189715e+00 5.258496e+00 2.420216e+00 1.967050e+11 2.523420e+05 -5.244724e-01 1.447092e-01
4.625005e-02 4.818000e+00 4.028000e+00 1.246853e+00 5.347493e+00 1.987301e+00 2.045667e+11 2.625769e+05 -5.388390e-01 1.404814e-01
4.652505e-02 4.818000e+00 4.028000e+00 1.031528e+00 5.020631e+00 2.321000e+00 1.961959e+11 2.515855e+05 -4.872003e-01 1.541231e-01
4.680005e-02 4.818000e+00 4.028000e+00 8.168156e-01 4.692257e+00 2.454503e+00 1.739018e+11 2.229524e+05 -3.277377e-01 1.597292e-01
