#./underdamped_3d --dev=0 --amp=4.818 --omega=4.028 --force=0.01925 --gam=0.1 --Dg=0 --block=1024 --paths=262144 --periods=250000 --trans=249750 --samples=20 --spp=200 --algorithm=predcorr --pav=1 --mode=moments --domain=3d --domainx=a:4.818:4.818:1:0 --domainy=w:4.028:4.028:1:0 --domainz=g:0.005:0.0325:100:0 --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> ./temp/3d-gaw-f0.01925-D0-a4.818-w4.028-spp200-part0.dat
#g a w <<v>> <<v^2>> qnu(q) mu_q Dx Gx EBx
4.707505e-02 4.818000e+00 4.028000e+00 5.903763e-01 4.347688e+00 2.177978e+00 1.443283e+11 1.850523e+05 2.053738e-02 1.520544e-01
4.735005e-02 4.818000e+00 4.028000e+00 4.411587e-01 4.120628e+00 2.387760e+00 1.184171e+11 1.517505e+05 4.767774e-01 1.371471e-01
4.762505e-02 4.818000e+00 4.028000e+00 2.030439e-01 3.756362e+00 2.197042e+00 6.572263e+10 8.416505e+04 2.556495e+00 8.767867e-02
4.790005e-02 4.818000e+00 4.028000e+00 1.215657e-01 3.628296e+00 2.183700e+00 4.424644e+10 5.664581e+04 4.907851e+00 6.045544e-02
4.817505e-02 4.818000e+00 4.028000e+00 3.330597e-02 3.491475e+00 2.057814e+00 1.768796e+10 2.265043e+04 1.610708e+01 2.273130e-02
4.845005e-02 4.818000e+00 4.028000e+00 4.207481e-02 3.507113e+00 2.092145e+00 2.071022e+10 2.657541e+04 1.327103e+01 2.809227e-02
4.872505e-02 4.818000e+00 4.028000e+00 2.925084e-03 3.444412e+00 1.992983e+00 7.618968e+09 9.769147e+03 4.234747e+01 8.520365e-03
4.900005e-02 4.818000e+00 4.028000e+00 1.671185e-03 3.442418e+00 2.008221e+00 7.306716e+09 9.367972e+03 4.460341e+01 8.644819e-03
4.927506e-02 4.818000e+00 4.028000e+00 1.464467e-03 3.441711e+00 2.000597e+00 7.246179e+09 9.290411e+03 4.498983e+01 8.918047e-03
4.955006e-02 4.818000e+00 4.028000e+00 1.908549e-03 3.438795e+00 1.981539e+00 6.753337e+09 8.658836e+03 4.833877e+01 9.080291e-03
4.982506e-02 4.818000e+00 4.028000e+00 1.236377e-03 3.437750e+00 2.010139e+00 6.987301e+09 8.958399e+03 4.669594e+01 9.686470e-03
5.010006e-02 4.818000e+00 4.028000e+00 1.151993e-03 3.435064e+00 2.000621e+00 6.686192e+09 8.572240e+03 4.884398e+01 9.764075e-03
5.037506e-02 4.818000e+00 4.028000e+00 1.124569e-03 3.432861e+00 1.983448e+00 6.575484e+09 8.430396e+03 4.968344e+01 1.013088e-02
5.065006e-02 4.818000e+00 4.028000e+00 2.152774e-03 3.431277e+00 2.008244e+00 6.547138e+09 8.394554e+03 4.988975e+01 1.018548e-02
5.092506e-02 4.818000e+00 4.028000e+00 1.374041e-03 3.429363e+00 2.008236e+00 6.388161e+09 8.190228e+03 5.116624e+01 1.034772e-02
5.120006e-02 4.818000e+00 4.028000e+00 1.301406e-03 3.428904e+00 2.012048e+00 6.502674e+09 8.336862e+03 5.024576e+01 1.137662e-02
5.147506e-02 4.818000e+00 4.028000e+00 1.737236e-03 3.428893e+00 1.989172e+00 6.692543e+09 8.580549e+03 4.878640e+01 1.220798e-02
5.175006e-02 4.818000e+00 4.028000e+00 1.582348e-03 3.427141e+00 2.004414e+00 6.422053e+09 8.233802e+03 5.088764e+01 1.248276e-02
5.202506e-02 4.818000e+00 4.028000e+00 1.784667e-03 3.422485e+00 2.006326e+00 6.063294e+09 7.774015e+03 5.395498e+01 1.270211e-02
5.230007e-02 4.818000e+00 4.028000e+00 2.414772e-03 3.423326e+00 1.994893e+00 6.038836e+09 7.742890e+03 5.416019e+01 1.320028e-02
5.257507e-02 4.818000e+00 4.028000e+00 1.803531e-03 3.422164e+00 2.008232e+00 6.249943e+09 8.013072e+03 5.229605e+01 1.392829e-02
5.285007e-02 4.818000e+00 4.028000e+00 2.961839e-03 3.417298e+00 2.010136e+00 5.995390e+09 7.688211e+03 5.450473e+01 1.375139e-02
5.312507e-02 4.818000e+00 4.028000e+00 3.691692e-03 3.411488e+00 2.010132e+00 6.093031e+09 7.814554e+03 5.357546e+01 1.375151e-02
5.340007e-02 4.818000e+00 4.028000e+00 3.618423e-03 3.402331e+00 2.010150e+00 6.099134e+09 7.822254e+03 5.351660e+01 1.392603e-02
5.367507e-02 4.818000e+00 4.028000e+00 4.776507e-03 3.389348e+00 2.008232e+00 5.764040e+09 7.394331e+03 5.661353e+01 1.355636e-02
5.395007e-02 4.818000e+00 4.028000e+00 5.058056e-03 3.377114e+00 1.994873e+00 5.888336e+09 7.554245e+03 5.539594e+01 1.441598e-02
5.422507e-02 4.818000e+00 4.028000e+00 5.858619e-03 3.359228e+00 2.010149e+00 5.416553e+09 6.948731e+03 6.023682e+01 1.452708e-02
5.450007e-02 4.818000e+00 4.028000e+00 7.373407e-03 3.357694e+00 2.012048e+00 5.509559e+09 7.067209e+03 5.908567e+01 1.473939e-02
5.477507e-02 4.818000e+00 4.028000e+00 5.988265e-03 3.398968e+00 1.996798e+00 6.110034e+09 7.838552e+03 5.331231e+01 1.252925e-02
5.505008e-02 4.818000e+00 4.028000e+00 5.558700e-03 3.398283e+00 1.994885e+00 5.562096e+09 7.135431e+03 5.867936e+01 1.091921e-02
5.532508e-02 4.818000e+00 4.028000e+00 6.745198e-03 3.397997e+00 1.998707e+00 5.716785e+09 7.335231e+03 5.698747e+01 1.120532e-02
5.560008e-02 4.818000e+00 4.028000e+00 7.022480e-03 3.394453e+00 2.000595e+00 5.962589e+09 7.651463e+03 5.458629e+01 1.166558e-02
5.587508e-02 4.818000e+00 4.028000e+00 8.667767e-03 3.392946e+00 1.998690e+00 6.150576e+09 7.891558e+03 5.276339e+01 1.193523e-02
5.615008e-02 4.818000e+00 4.028000e+00 9.434397e-03 3.381757e+00 1.998689e+00 6.187011e+09 7.937539e+03 5.236767e+01 1.227701e-02
5.642508e-02 4.818000e+00 4.028000e+00 1.013969e-02 3.354223e+00 1.985346e+00 5.967310e+09 7.656139e+03 5.427670e+01 1.279819e-02
5.670008e-02 4.818000e+00 4.028000e+00 1.519138e-02 3.266498e+00 2.006334e+00 5.735039e+09 7.354398e+03 5.616806e+01 1.624179e-02
5.697508e-02 4.818000e+00 4.028000e+00 2.940997e-02 2.998128e+00 2.015861e+00 5.960871e+09 7.642656e+03 5.383270e+01 2.517474e-02
5.725008e-02 4.818000e+00 4.028000e+00 4.373709e-02 2.732827e+00 2.000612e+00 5.547861e+09 7.120800e+03 5.779008e+01 1.831746e-02
5.752508e-02 4.818000e+00 4.028000e+00 4.427030e-02 2.732257e+00 2.006326e+00 5.590376e+09 7.175564e+03 5.736391e+01 1.845789e-02
5.780008e-02 4.818000e+00 4.028000e+00 4.414222e-02 2.731544e+00 2.000608e+00 5.538153e+09 7.108873e+03 5.792592e+01 1.831865e-02
5.807509e-02 4.818000e+00 4.028000e+00 4.336229e-02 2.729370e+00 1.996792e+00 5.308970e+09 6.814241e+03 6.050292e+01 1.759756e-02
5.835009e-02 4.818000e+00 4.028000e+00 4.459286e-02 2.728590e+00 1.991072e+00 5.205107e+09 6.681693e+03 6.150392e+01 1.727247e-02
5.862509e-02 4.818000e+00 4.028000e+00 4.443707e-02 2.726489e+00 2.013959e+00 4.971546e+09 6.382143e+03 6.433884e+01 1.659214e-02
5.890009e-02 4.818000e+00 4.028000e+00 4.442745e-02 2.725490e+00 1.979631e+00 4.878743e+09 6.263154e+03 6.551833e+01 1.628971e-02
5.917509e-02 4.818000e+00 4.028000e+00 4.392612e-02 2.724510e+00 1.977720e+00 4.842043e+09 6.215759e+03 6.617728e+01 1.618671e-02
5.945009e-02 4.818000e+00 4.028000e+00 4.478838e-02 2.724335e+00 2.013959e+00 4.923127e+09 6.320125e+03 6.483982e+01 1.650000e-02
5.972509e-02 4.818000e+00 4.028000e+00 4.382973e-02 2.721616e+00 2.000616e+00 4.419612e+09 5.673572e+03 7.230811e+01 1.496637e-02
