#./underdamped_3d_long --dev=0 --amp=3.3 --omega=4.04 --force=0.004 --gam=0.08 --Dg=0.1 --block=1024 --paths=65536 --periods=2000000 --trans=1998000 --samples=20 --spp=200 --algorithm=predcorr --pav=1 --mode=moments --domain=3d --domainx=D:-6:-5:50:1 --domainy=a:3.3:3.3:1:0 --domainz=w:4.04:4.04:1:0 --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> ./temp/3d-Daw-f0.004-g0.08-a3.3-w4.04-part0.dat
#D a w <<v>> <<v^2>> qnu(q) mu_q Dx Gx EBx
9.120089e-04 3.300000e+00 4.040000e+00 8.186151e-03 1.840421e+00 1.185686e+00 9.051494e+06 1.454393e+00 4.969239e-03 4.501343e-04
9.549905e-04 3.300000e+00 4.040000e+00 7.967945e-03 1.840122e+00 7.683516e-01 9.044152e+06 1.453992e+00 -4.824519e-03 4.293919e-04
1.000000e-03 3.300000e+00 4.040000e+00 7.912848e-03 1.839850e+00 8.141440e-01 8.872796e+06 1.425947e+00 9.670138e-03 4.154444e-04
1.047128e-03 3.300000e+00 4.040000e+00 8.130700e-03 1.839593e+00 1.033129e+00 8.913767e+06 1.433529e+00 -9.801924e-03 4.237890e-04
1.096478e-03 3.300000e+00 4.040000e+00 7.979127e-03 1.839496e+00 1.283064e+00 8.839552e+06 1.421431e+00 -6.244063e-03 4.171133e-04
1.148153e-03 3.300000e+00 4.040000e+00 7.957615e-03 1.838763e+00 8.703738e-01 8.694710e+06 1.396288e+00 -9.912848e-04 4.160404e-04
1.202264e-03 3.300000e+00 4.040000e+00 7.984973e-03 1.838795e+00 1.084843e+00 8.795142e+06 1.414662e+00 -6.419063e-03 4.198551e-04
1.258925e-03 3.300000e+00 4.040000e+00 8.336496e-03 1.838405e+00 1.017959e+00 8.755906e+06 1.408911e+00 -3.495693e-03 4.143715e-04
1.318256e-03 3.300000e+00 4.040000e+00 7.977243e-03 1.838030e+00 1.035232e+00 8.677670e+06 1.394292e+00 -1.493615e-02 4.103184e-04
1.380384e-03 3.300000e+00 4.040000e+00 8.092375e-03 1.837949e+00 1.275416e+00 8.602737e+06 1.382842e+00 8.994102e-03 3.975630e-04
1.445439e-03 3.300000e+00 4.040000e+00 7.986243e-03 1.837443e+00 6.854766e-01 8.523573e+06 1.369828e+00 8.734584e-03 4.041195e-04
1.513561e-03 3.300000e+00 4.040000e+00 8.090709e-03 1.837317e+00 9.371260e-01 8.567835e+06 1.376165e+00 1.963019e-03 4.043579e-04
1.584893e-03 3.300000e+00 4.040000e+00 8.326825e-03 1.837171e+00 7.302999e-01 8.451588e+06 1.359725e+00 7.872939e-03 3.952980e-04
1.659586e-03 3.300000e+00 4.040000e+00 8.268232e-03 1.836930e+00 7.464383e-01 8.559405e+06 1.376062e+00 2.781630e-03 3.944635e-04
1.737800e-03 3.300000e+00 4.040000e+00 8.117447e-03 1.836823e+00 6.882762e-01 8.409523e+06 1.352657e+00 -1.494169e-03 3.855228e-04
1.819700e-03 3.300000e+00 4.040000e+00 8.077396e-03 1.836688e+00 6.939898e-01 8.459912e+06 1.361515e+00 7.117152e-03 3.869534e-04
1.905460e-03 3.300000e+00 4.040000e+00 8.108596e-03 1.836430e+00 9.398671e-01 8.338871e+06 1.339530e+00 7.284403e-03 3.989935e-04
1.995261e-03 3.300000e+00 4.040000e+00 7.967304e-03 1.836284e+00 1.031358e+00 8.374821e+06 1.346886e+00 6.666899e-03 3.774166e-04
2.089295e-03 3.300000e+00 4.040000e+00 8.057622e-03 1.836233e+00 6.996408e-01 8.295266e+06 1.333789e+00 -3.602862e-03 3.999472e-04
2.187760e-03 3.300000e+00 4.040000e+00 7.801062e-03 1.836011e+00 1.175345e+00 8.356116e+06 1.343470e+00 3.416538e-03 3.725290e-04
2.290866e-03 3.300000e+00 4.040000e+00 8.130840e-03 1.836054e+00 9.151757e-01 8.321145e+06 1.338388e+00 6.742477e-04 3.906488e-04
2.398831e-03 3.300000e+00 4.040000e+00 8.098410e-03 1.835779e+00 1.568043e+00 8.229524e+06 1.322565e+00 6.950378e-03 3.781319e-04
2.511884e-03 3.300000e+00 4.040000e+00 7.973494e-03 1.835712e+00 1.034237e+00 8.161786e+06 1.313533e+00 -3.777981e-03 3.868341e-04
2.630266e-03 3.300000e+00 4.040000e+00 8.033700e-03 1.835337e+00 1.023753e+00 8.126764e+06 1.306969e+00 -6.476641e-03 3.697872e-04
2.754226e-03 3.300000e+00 4.040000e+00 8.016434e-03 1.835537e+00 1.009366e+00 8.175653e+06 1.313903e+00 -4.018784e-03 3.719330e-04
2.884028e-03 3.300000e+00 4.040000e+00 8.094315e-03 1.835222e+00 8.826252e-01 8.016128e+06 1.288122e+00 7.137775e-03 3.637075e-04
3.019948e-03 3.300000e+00 4.040000e+00 8.054649e-03 1.835190e+00 9.971091e-01 8.115720e+06 1.304819e+00 -1.680911e-03 3.749132e-04
3.162274e-03 3.300000e+00 4.040000e+00 8.085519e-03 1.834871e+00 1.034208e+00 8.100261e+06 1.301650e+00 1.806021e-03 3.716946e-04
3.311307e-03 3.300000e+00 4.040000e+00 7.848786e-03 1.835053e+00 1.200101e+00 8.013864e+06 1.287916e+00 -1.373053e-03 3.702641e-04
3.467364e-03 3.300000e+00 4.040000e+00 7.889559e-03 1.834989e+00 7.768680e-01 8.030447e+06 1.290612e+00 2.504706e-03 3.608465e-04
3.630776e-03 3.300000e+00 4.040000e+00 7.761545e-03 1.834940e+00 7.950322e-01 8.042576e+06 1.293502e+00 -1.729190e-03 3.610849e-04
3.801889e-03 3.300000e+00 4.040000e+00 7.793050e-03 1.835009e+00 8.301606e-01 8.023204e+06 1.290632e+00 -2.679527e-03 3.443956e-04
3.981066e-03 3.300000e+00 4.040000e+00 7.930552e-03 1.834694e+00 1.432672e+00 8.037232e+06 1.293091e+00 -1.414537e-03 3.633499e-04
4.168688e-03 3.300000e+00 4.040000e+00 7.858840e-03 1.834812e+00 1.102793e+00 7.936744e+06 1.276096e+00 -1.380146e-03 3.635883e-04
4.365152e-03 3.300000e+00 4.040000e+00 7.740252e-03 1.834525e+00 1.161076e+00 7.991132e+06 1.285108e+00 -3.531814e-03 3.715754e-04
4.570875e-03 3.300000e+00 4.040000e+00 7.657674e-03 1.834635e+00 7.997317e-01 7.984254e+06 1.282793e+00 1.063740e-02 3.479719e-04
4.786294e-03 3.300000e+00 4.040000e+00 7.734362e-03 1.834445e+00 8.132320e-01 7.959714e+06 1.280591e+00 1.280916e-02 3.497601e-04
5.011864e-03 3.300000e+00 4.040000e+00 7.710344e-03 1.834484e+00 1.095246e+00 8.020112e+06 1.289480e+00 1.337290e-03 3.461838e-04
5.248067e-03 3.300000e+00 4.040000e+00 7.696884e-03 1.834652e+00 1.003631e+00 7.872429e+06 1.266044e+00 2.853394e-03 3.476143e-04
5.495400e-03 3.300000e+00 4.040000e+00 7.816553e-03 1.834408e+00 7.683231e-01 7.899804e+06 1.271178e+00 -6.497502e-03 3.499985e-04
5.754390e-03 3.300000e+00 4.040000e+00 7.632179e-03 1.834582e+00 9.217355e-01 7.786091e+06 1.252557e+00 -2.373159e-03 3.390312e-04
6.025585e-03 3.300000e+00 4.040000e+00 7.654409e-03 1.834445e+00 1.132417e+00 7.919024e+06 1.271867e+00 4.748106e-04 3.477335e-04
6.309562e-03 3.300000e+00 4.040000e+00 7.897094e-03 1.834767e+00 1.253526e+00 7.834330e+06 1.260335e+00 1.211905e-02 3.385544e-04
6.606922e-03 3.300000e+00 4.040000e+00 7.588794e-03 1.834710e+00 8.645806e-01 7.799863e+06 1.253884e+00 6.246209e-03 3.422499e-04
6.918297e-03 3.300000e+00 4.040000e+00 7.547475e-03 1.834741e+00 1.081920e+00 7.792208e+06 1.253277e+00 2.800107e-03 3.538132e-04
7.244346e-03 3.300000e+00 4.040000e+00 7.498602e-03 1.834843e+00 1.080955e+00 7.776504e+06 1.250325e+00 1.064777e-03 3.523827e-04
7.585761e-03 3.300000e+00 4.040000e+00 7.532601e-03 1.834816e+00 8.198093e-01 7.679962e+06 1.233885e+00 -7.719338e-03 3.404617e-04
7.943267e-03 3.300000e+00 4.040000e+00 7.517485e-03 1.835077e+00 1.346945e+00 7.776782e+06 1.250170e+00 -1.010460e-02 3.323555e-04
8.317620e-03 3.300000e+00 4.040000e+00 7.480221e-03 1.835204e+00 1.183993e+00 7.663844e+06 1.232619e+00 5.872011e-03 3.546476e-04
8.709618e-03 3.300000e+00 4.040000e+00 7.467828e-03 1.835422e+00 1.292636e+00 7.647854e+06 1.229250e+00 -7.151902e-03 3.365278e-04
9.120089e-03 3.300000e+00 4.040000e+00 7.327034e-03 1.835299e+00 6.502095e-01 7.695404e+06 1.237686e+00 1.072884e-05 3.396273e-04
9.549906e-03 3.300000e+00 4.040000e+00 7.312488e-03 1.835403e+00 9.274884e-01 7.658381e+06 1.231678e+00 3.124118e-03 3.455877e-04
