#./underdamped_3d --dev=0 --amp=4.818 --omega=4.028 --force=0.025 --gam=0.022 --Dg=0.1 --block=1024 --paths=65536 --periods=1000000.0 --trans=999000 --samples=20 --spp=200 --algorithm=predcorr --pav=1 --mode=moments --domain=3d --domainx=D:-6:-4:100:1 --domainy=a:4.818:4.818:1:0 --domainz=w:4.028:4.028:1:0 --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> ./data/3d-Daw-f0.025-g0.022-a4.818-w4.028-part0.dat
#D a w <<v>> <<v^2>> qnu(q) mu_q Dx Gx EBx
9.999978e-04 4.818000e+00 4.028000e+00 1.099882e-01 3.202188e+00 1.136349e+00 1.988453e+08 6.374639e+01 1.374471e-02 1.671731e-02
1.047126e-03 4.818000e+00 4.028000e+00 1.142656e-01 3.194232e+00 1.109635e+00 1.753850e+08 5.626075e+01 1.117682e-02 1.450503e-02
1.096476e-03 4.818000e+00 4.028000e+00 1.147649e-01 3.188384e+00 1.004700e+00 1.551895e+08 4.974209e+01 3.804684e-03 1.332843e-02
1.148151e-03 4.818000e+00 4.028000e+00 1.186981e-01 3.183293e+00 1.098227e+00 1.400346e+08 4.497617e+01 -2.440512e-03 1.222670e-02
1.202262e-03 4.818000e+00 4.028000e+00 1.202478e-01 3.175399e+00 1.330801e+00 1.258533e+08 4.030020e+01 -3.568053e-03 1.123977e-02
1.258922e-03 4.818000e+00 4.028000e+00 1.211984e-01 3.173251e+00 1.246959e+00 1.151450e+08 3.695224e+01 -2.482712e-03 1.047122e-02
1.318253e-03 4.818000e+00 4.028000e+00 1.238788e-01 3.168123e+00 1.044889e+00 1.055968e+08 3.384455e+01 1.038074e-02 9.432673e-03
1.380381e-03 4.818000e+00 4.028000e+00 1.253879e-01 3.164237e+00 1.021934e+00 9.605178e+07 3.073817e+01 9.664893e-03 8.910537e-03
1.445436e-03 4.818000e+00 4.028000e+00 1.268460e-01 3.159462e+00 1.218305e+00 8.895158e+07 2.856528e+01 7.635593e-03 8.181214e-03
1.513557e-03 4.818000e+00 4.028000e+00 1.288243e-01 3.157249e+00 6.635984e-01 8.330930e+07 2.670881e+01 2.152324e-03 7.661223e-03
1.584889e-03 4.818000e+00 4.028000e+00 1.274666e-01 3.154878e+00 9.742992e-01 7.817562e+07 2.495868e+01 4.674196e-03 7.492661e-03
