#./overdamped_3d --dev=0 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=262144 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=p:-3:2:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0 --comp=0 --mean=1.0 --second=10 --skew=0.99 --distribution=s>> journal_3_s_10_p:-3:2:300:1_1.0_0.99_40.0.dat
#p <<v>> qnu(q) mu_q Dx Gx EBx
1.995261e-03 1.011253e+00 1.016793e+00 3.149526e+07 2.506157e+03 -6.696665e-02 4.396439e-04
2.073320e-03 9.936836e-01 1.023144e+00 3.253612e+07 2.588970e+03 -4.785740e-02 4.578829e-04
2.154433e-03 1.026562e+00 9.968991e-01 2.893319e+07 2.302225e+03 -5.286700e-02 4.068613e-04
2.238719e-03 1.012568e+00 1.005639e+00 2.876756e+07 2.289126e+03 1.358914e-02 4.104376e-04
2.326303e-03 1.049490e+00 1.055625e+00 3.114673e+07 2.478409e+03 -6.973416e-02 4.754066e-04
2.417313e-03 1.013638e+00 1.017954e+00 2.765745e+07 2.200729e+03 -3.050542e-02 4.423857e-04
2.511884e-03 1.006220e+00 1.006420e+00 2.537539e+07 2.019190e+03 2.783346e-02 4.462004e-04
2.610155e-03 1.006035e+00 1.004023e+00 2.409341e+07 1.917278e+03 2.417445e-03 4.700422e-04
2.712270e-03 1.046005e+00 1.006999e+00 2.397732e+07 1.907909e+03 4.764485e-02 4.335642e-04
2.818380e-03 9.888375e-01 1.023882e+00 2.341366e+07 1.863150e+03 -1.132339e-02 4.178286e-04
2.928642e-03 1.006244e+00 9.730680e-01 2.094544e+07 1.666707e+03 -2.903277e-02 4.289150e-04
3.043217e-03 1.017252e+00 1.010794e+00 2.083538e+07 1.657964e+03 3.672910e-02 4.415512e-04
3.162274e-03 1.018188e+00 1.019144e+00 2.064491e+07 1.642777e+03 -8.003199e-02 4.651546e-04
3.285990e-03 1.051550e+00 9.960789e-01 1.823807e+07 1.451279e+03 7.515097e-02 4.853010e-04
3.414545e-03 1.022890e+00 1.006829e+00 1.887781e+07 1.502199e+03 -6.468499e-02 4.644394e-04
3.548130e-03 1.054684e+00 1.033063e+00 1.893172e+07 1.506501e+03 -2.570987e-03 4.497766e-04
3.686941e-03 1.070510e+00 1.037776e+00 1.889006e+07 1.503171e+03 -1.215136e-02 4.465580e-04
3.831182e-03 1.060353e+00 1.011509e+00 1.701768e+07 1.354178e+03 -4.859406e-02 4.495382e-04
3.981066e-03 1.080312e+00 1.008157e+00 1.596229e+07 1.270222e+03 6.787539e-03 4.668236e-04
4.136815e-03 1.056136e+00 9.995950e-01 1.489023e+07 1.184859e+03 -7.472932e-03 4.385710e-04
4.298656e-03 1.106509e+00 9.715105e-01 1.360445e+07 1.082560e+03 -2.109325e-02 4.925728e-04
4.466829e-03 1.087983e+00 1.021152e+00 1.446603e+07 1.151155e+03 1.381302e-02 4.557371e-04
4.641582e-03 1.099031e+00 9.925507e-01 1.319317e+07 1.049879e+03 1.079297e-02 4.315376e-04
4.823171e-03 1.118161e+00 9.857150e-01 1.251522e+07 9.959165e+02 4.873514e-03 4.680157e-04
5.011864e-03 1.122079e+00 9.688403e-01 1.181187e+07 9.399703e+02 -1.495790e-02 4.290342e-04
5.207940e-03 1.123877e+00 9.819409e-01 1.148400e+07 9.138775e+02 -5.761248e-02 4.512072e-04
5.411686e-03 1.140450e+00 1.011553e+00 1.172685e+07 9.331473e+02 2.472007e-02 4.577637e-04
5.623404e-03 1.163298e+00 9.864665e-01 1.083226e+07 8.619892e+02 4.906332e-02 4.464388e-04
5.843404e-03 1.170303e+00 1.018699e+00 1.098617e+07 8.741846e+02 -3.587055e-02 4.280806e-04
6.072011e-03 1.189595e+00 1.020000e+00 1.072730e+07 8.536129e+02 -3.765607e-02 4.779100e-04
6.309562e-03 1.189644e+00 1.000117e+00 1.028995e+07 8.188060e+02 -1.551747e-03 4.633665e-04
6.556407e-03 1.210247e+00 1.022486e+00 9.909793e+06 7.886392e+02 -5.657315e-02 4.436970e-04
6.812908e-03 1.204462e+00 1.001287e+00 9.263910e+06 7.373973e+02 7.196665e-04 4.633665e-04
7.079445e-03 1.228317e+00 1.000655e+00 8.990417e+06 7.154387e+02 -6.079513e-02 4.569292e-04
7.356409e-03 1.241769e+00 9.961248e-01 8.611009e+06 6.853460e+02 -2.777505e-02 4.266500e-04
7.644208e-03 1.262429e+00 1.028183e+00 8.563811e+06 6.814887e+02 9.083509e-03 4.789829e-04
7.943267e-03 1.263227e+00 1.016860e+00 8.200336e+06 6.525547e+02 3.679991e-04 4.426241e-04
8.254025e-03 1.284145e+00 9.987106e-01 7.675631e+06 6.107370e+02 -1.062155e-04 4.961491e-04
8.576942e-03 1.303168e+00 9.825954e-01 7.248135e+06 5.767947e+02 -6.281316e-03 4.382133e-04
8.912491e-03 1.315100e+00 9.859472e-01 6.931709e+06 5.515387e+02 -3.969055e-02 4.249811e-04
9.261168e-03 1.334485e+00 9.973789e-01 6.832692e+06 5.435599e+02 -2.715075e-02 4.242659e-04
9.623486e-03 1.360793e+00 9.922799e-01 6.629855e+06 5.276661e+02 -6.361246e-02 4.467964e-04
9.999978e-03 1.367885e+00 9.903007e-01 6.455528e+06 5.137941e+02 -1.804298e-02 4.510880e-04
1.039120e-02 1.386985e+00 9.844609e-01 6.047506e+06 4.812438e+02 -4.433215e-03 4.922152e-04
1.079773e-02 1.400551e+00 1.000852e+00 5.930490e+06 4.720414e+02 1.085579e-02 4.168749e-04
1.122016e-02 1.401995e+00 1.005193e+00 5.714736e+06 4.548368e+02 6.315327e-02 4.128218e-04
1.165912e-02 1.414102e+00 1.008537e+00 5.549212e+06 4.415741e+02 3.505790e-02 4.831553e-04
1.211525e-02 1.434215e+00 1.003632e+00 5.301759e+06 4.221795e+02 1.583552e-02 4.509687e-04
1.258922e-02 1.450219e+00 1.001973e+00 5.140510e+06 4.093293e+02 1.984715e-03 4.656315e-04
1.308174e-02 1.460126e+00 9.995723e-01 4.907748e+06 3.907133e+02 -1.770490e-02 4.434586e-04
1.359353e-02 1.476452e+00 9.809725e-01 4.610472e+06 3.669254e+02 2.061367e-03 4.510880e-04
1.412534e-02 1.496332e+00 9.936658e-01 4.534362e+06 3.608081e+02 3.607154e-03 4.584789e-04
1.467795e-02 1.516284e+00 9.960200e-01 4.395950e+06 3.497207e+02 4.032838e-02 4.621744e-04
1.525219e-02 1.530526e+00 9.955736e-01 4.241188e+06 3.376205e+02 3.764808e-02 4.501343e-04
1.584889e-02 1.546319e+00 1.006556e+00 4.127241e+06 3.285652e+02 7.381368e-02 4.543066e-04
1.646893e-02 1.561279e+00 9.770928e-01 3.741315e+06 2.977171e+02 3.897429e-02 5.108118e-04
1.711324e-02 1.575317e+00 9.881999e-01 3.670985e+06 2.919455e+02 -8.871555e-04 4.611015e-04
1.778275e-02 1.587297e+00 9.771871e-01 3.520606e+06 2.800535e+02 5.819678e-03 4.600286e-04
1.847845e-02 1.597052e+00 9.848934e-01 3.445069e+06 2.741075e+02 1.288307e-02 4.922152e-04
1.920136e-02 1.608686e+00 9.825673e-01 3.291304e+06 2.619830e+02 1.482117e-02 4.775524e-04
1.995257e-02 1.619113e+00 9.752603e-01 3.141533e+06 2.500184e+02 2.580452e-02 4.353523e-04
2.073316e-02 1.631711e+00 9.710401e-01 3.003448e+06 2.394651e+02 2.405584e-02 4.818439e-04
2.154428e-02 1.646312e+00 9.814664e-01 2.950828e+06 2.350050e+02 3.593230e-02 4.668236e-04
2.238715e-02 1.658092e+00 9.773956e-01 2.812864e+06 2.239832e+02 6.070375e-03 4.757643e-04
2.326298e-02 1.670734e+00 9.737952e-01 2.705247e+06 2.150508e+02 5.242705e-03 4.751682e-04
2.417308e-02 1.678308e+00 9.738531e-01 2.571738e+06 2.045771e+02 2.819932e-02 4.743338e-04
2.511879e-02 1.687758e+00 9.771022e-01 2.496986e+06 1.984516e+02 1.570225e-03 4.783869e-04
2.610149e-02 1.697460e+00 9.906497e-01 2.470148e+06 1.966302e+02 -2.477884e-03 4.736185e-04
2.712264e-02 1.712498e+00 9.968550e-01 2.426731e+06 1.929913e+02 -2.197802e-03 4.388094e-04
2.818374e-02 1.721876e+00 9.978254e-01 2.346838e+06 1.868727e+02 2.142417e-02 4.615784e-04
2.928635e-02 1.725933e+00 1.004874e+00 2.283080e+06 1.817575e+02 -1.190901e-04 4.712343e-04
3.043210e-02 1.737673e+00 9.982923e-01 2.172327e+06 1.730543e+02 -1.038963e-02 4.760027e-04
3.162267e-02 1.744251e+00 1.003853e+00 2.140576e+06 1.703817e+02 -8.514822e-03 4.869699e-04
3.285982e-02 1.748884e+00 1.016940e+00 2.111099e+06 1.680460e+02 -1.833439e-04 4.709959e-04
3.414537e-02 1.754151e+00 1.002034e+00 1.998353e+06 1.591365e+02 -1.575887e-03 4.656315e-04
3.548122e-02 1.758541e+00 1.008333e+00 1.937323e+06 1.544643e+02 1.861763e-02 4.538298e-04
3.686932e-02 1.763226e+00 1.008114e+00 1.851616e+06 1.472903e+02 -7.003546e-05 5.208254e-04
3.831173e-02 1.769332e+00 1.005699e+00 1.782769e+06 1.418618e+02 -1.457340e-02 4.726648e-04
3.981058e-02 1.772191e+00 1.006043e+00 1.731363e+06 1.378963e+02 6.065607e-03 4.850626e-04
4.136806e-02 1.774141e+00 1.016542e+00 1.700842e+06 1.356070e+02 -3.731430e-03 4.979372e-04
4.298647e-02 1.774333e+00 1.006868e+00 1.625424e+06 1.294840e+02 1.244867e-02 4.838705e-04
4.466820e-02 1.778560e+00 1.009758e+00 1.587386e+06 1.261335e+02 -2.049208e-03 5.064011e-04
4.641572e-02 1.779149e+00 1.008633e+00 1.531394e+06 1.223341e+02 -3.120226e-02 5.071163e-04
4.823161e-02 1.780463e+00 1.006172e+00 1.466327e+06 1.168974e+02 -1.031613e-02 4.976988e-04
5.011854e-02 1.778684e+00 9.950273e-01 1.393790e+06 1.111449e+02 -1.982534e-02 4.993677e-04
5.207929e-02 1.777833e+00 1.001502e+00 1.353358e+06 1.077173e+02 -3.652513e-02 4.802942e-04
5.411675e-02 1.777124e+00 9.873154e-01 1.277964e+06 1.019012e+02 -3.652889e-02 5.018711e-04
5.623392e-02 1.774816e+00 9.952226e-01 1.251430e+06 9.947948e+01 -3.312451e-02 4.779100e-04
5.843392e-02 1.772795e+00 1.002963e+00 1.218790e+06 9.719465e+01 -1.582491e-02 5.166531e-04
6.071998e-02 1.768920e+00 9.973637e-01 1.164575e+06 9.256133e+01 -1.748818e-02 5.345345e-04
6.309549e-02 1.764586e+00 1.003658e+00 1.122169e+06 8.945844e+01 -2.747953e-03 4.985332e-04
6.556392e-02 1.763736e+00 1.007153e+00 1.087343e+06 8.658538e+01 1.819611e-03 4.692078e-04
6.812894e-02 1.759114e+00 1.011840e+00 1.054488e+06 8.449535e+01 8.209348e-03 5.207062e-04
7.079429e-02 1.755568e+00 1.006284e+00 1.007864e+06 8.018607e+01 1.923978e-02 4.937649e-04
7.356393e-02 1.751767e+00 1.003967e+00 9.785685e+05 7.793945e+01 2.029300e-02 5.058050e-04
7.644191e-02 1.746725e+00 1.008435e+00 9.488331e+05 7.542097e+01 5.039930e-03 5.252361e-04
7.943249e-02 1.741838e+00 1.001047e+00 9.128134e+05 7.275800e+01 9.673834e-04 5.208254e-04
8.254007e-02 1.735883e+00 9.988660e-01 8.847878e+05 7.047699e+01 2.622485e-03 4.900694e-04
8.576923e-02 1.731639e+00 1.008440e+00 8.605773e+05 6.843599e+01 -5.444229e-03 5.424023e-04
8.912471e-02 1.725245e+00 1.011179e+00 8.324201e+05 6.643063e+01 -2.040148e-02 5.190372e-04
9.261147e-02 1.717826e+00 1.008183e+00 8.015332e+05 6.374282e+01 -2.889365e-02 5.136728e-04
9.623464e-02 1.710908e+00 1.007081e+00 7.704035e+05 6.134977e+01 -1.915681e-02 5.365610e-04
9.999956e-02 1.704809e+00 1.020420e+00 7.637038e+05 6.113778e+01 -1.384676e-02 5.245209e-04
1.039118e-01 1.698592e+00 1.005843e+00 7.209733e+05 5.755170e+01 -2.035260e-02 5.384684e-04
1.079770e-01 1.691382e+00 9.985301e-01 6.879546e+05 5.511217e+01 -1.070440e-02 5.569458e-04
1.122013e-01 1.686045e+00 1.003559e+00 6.628323e+05 5.281779e+01 4.226446e-03 5.190372e-04
1.165909e-01 1.679618e+00 9.991487e-01 6.370211e+05 5.084682e+01 3.291249e-03 5.381107e-04
1.211522e-01 1.672500e+00 1.000283e+00 6.141061e+05 4.906237e+01 1.869953e-02 5.631447e-04
1.258920e-01 1.664949e+00 9.907679e-01 5.812223e+05 4.651526e+01 1.541543e-02 5.316734e-04
1.308171e-01 1.658520e+00 9.889258e-01 5.614128e+05 4.473845e+01 1.564455e-02 5.797148e-04
1.359350e-01 1.651649e+00 9.832128e-01 5.409196e+05 4.322585e+01 1.609766e-02 5.837679e-04
1.412531e-01 1.644658e+00 9.876412e-01 5.233275e+05 4.191377e+01 3.280509e-02 5.528927e-04
1.467792e-01 1.638250e+00 9.848121e-01 5.006098e+05 4.000773e+01 5.115628e-03 5.731583e-04
1.525216e-01 1.631948e+00 9.774106e-01 4.772431e+05 3.848812e+01 5.436540e-03 5.598068e-04
1.584886e-01 1.625380e+00 9.787591e-01 4.610151e+05 3.691567e+01 1.283324e-02 5.909204e-04
1.646890e-01 1.619401e+00 9.838173e-01 4.522723e+05 3.589389e+01 1.313090e-03 6.071329e-04
1.711320e-01 1.612532e+00 9.927394e-01 4.395687e+05 3.508093e+01 2.837420e-03 5.686283e-04
1.778271e-01 1.606319e+00 9.872848e-01 4.211936e+05 3.370520e+01 6.093979e-04 5.886555e-04
1.847841e-01 1.600021e+00 9.889758e-01 4.072398e+05 3.267069e+01 2.255094e-02 6.233454e-04
1.920132e-01 1.593953e+00 9.864835e-01 3.914375e+05 3.136625e+01 1.478589e-02 6.207228e-04
1.995252e-01 1.587798e+00 9.873474e-01 3.756443e+05 2.984219e+01 2.059114e-02 6.004572e-04
2.073311e-01 1.581416e+00 9.930547e-01 3.653666e+05 2.904896e+01 2.444983e-02 5.954504e-04
2.154424e-01 1.576000e+00 9.979206e-01 3.586351e+05 2.864025e+01 3.283143e-03 6.754398e-04
2.238710e-01 1.570110e+00 9.987081e-01 3.435810e+05 2.761211e+01 9.603381e-03 6.356239e-04
2.326293e-01 1.564853e+00 9.909560e-01 3.292811e+05 2.615616e+01 -2.038360e-03 6.370544e-04
2.417303e-01 1.559015e+00 9.990637e-01 3.227527e+05 2.565196e+01 1.358032e-03 6.527901e-04
2.511873e-01 1.553639e+00 1.000607e+00 3.083729e+05 2.456652e+01 8.033276e-03 6.872416e-04
2.610143e-01 1.547554e+00 1.007971e+00 3.013982e+05 2.409415e+01 2.267480e-03 6.909370e-04
2.712258e-01 1.542793e+00 1.006033e+00 2.892235e+05 2.293232e+01 -3.479958e-03 6.903410e-04
2.818368e-01 1.537450e+00 1.011943e+00 2.791648e+05 2.237655e+01 -8.839369e-04 6.934404e-04
2.928629e-01 1.532414e+00 1.024144e+00 2.743285e+05 2.163107e+01 -1.632988e-03 7.020235e-04
3.043203e-01 1.527715e+00 1.017252e+00 2.626449e+05 2.107466e+01 7.511854e-03 7.146597e-04
3.162260e-01 1.522205e+00 1.011865e+00 2.504974e+05 1.974731e+01 1.497316e-02 7.388592e-04
3.285975e-01 1.517916e+00 1.006293e+00 2.387114e+05 1.872299e+01 8.205056e-03 7.579327e-04
3.414530e-01 1.513542e+00 1.013213e+00 2.309400e+05 1.845752e+01 8.623719e-03 7.544756e-04
3.548115e-01 1.509537e+00 1.007717e+00 2.212789e+05 1.767065e+01 4.557371e-04 8.059740e-04
3.686925e-01 1.505565e+00 1.004515e+00 2.110518e+05 1.651646e+01 -8.786082e-03 8.227825e-04
3.831166e-01 1.501683e+00 1.007623e+00 2.043458e+05 1.607656e+01 -1.833308e-02 8.374453e-04
3.981051e-01 1.497725e+00 1.007000e+00 1.960394e+05 1.557427e+01 -2.358335e-02 8.188486e-04
4.136799e-01 1.494153e+00 1.004391e+00 1.873568e+05 1.489754e+01 -1.298076e-02 8.840561e-04
4.298640e-01 1.491053e+00 1.008589e+00 1.813012e+05 1.441753e+01 -7.612705e-04 8.850098e-04
4.466813e-01 1.487812e+00 1.009992e+00 1.750991e+05 1.383120e+01 6.010532e-04 9.140968e-04
4.641565e-01 1.484715e+00 1.009876e+00 1.678639e+05 1.309591e+01 9.858489e-03 9.030104e-04
4.823154e-01 1.481656e+00 1.000985e+00 1.583290e+05 1.257388e+01 1.587152e-03 9.285212e-04
5.011847e-01 1.478842e+00 9.976403e-01 1.498177e+05 1.189078e+01 -7.516921e-03 9.995699e-04
5.207922e-01 1.476170e+00 1.001342e+00 1.468188e+05 1.178192e+01 6.990671e-03 1.000881e-03
5.411668e-01 1.473543e+00 1.011047e+00 1.436121e+05 1.152218e+01 1.663089e-03 1.007199e-03
5.623385e-01 1.470981e+00 1.016127e+00 1.380805e+05 1.104790e+01 6.527066e-03 1.044631e-03
5.843385e-01 1.469156e+00 1.013194e+00 1.319040e+05 1.061882e+01 9.726048e-03 1.074314e-03
6.071991e-01 1.466844e+00 1.022506e+00 1.288124e+05 1.036099e+01 5.260944e-03 1.072764e-03
6.309542e-01 1.464461e+00 1.021948e+00 1.230012e+05 9.683623e+00 -7.850885e-03 1.140714e-03
6.556386e-01 1.462692e+00 1.016658e+00 1.177317e+05 9.302288e+00 -5.922318e-03 1.156330e-03
6.812887e-01 1.460176e+00 1.023925e+00 1.139226e+05 8.910130e+00 -1.366377e-03 1.196861e-03
7.079422e-01 1.457935e+00 1.017042e+00 1.076692e+05 8.696226e+00 -3.823221e-03 1.191258e-03
7.356386e-01 1.455172e+00 1.020939e+00 1.032725e+05 8.296429e+00 -4.375577e-03 1.271605e-03
7.644184e-01 1.452516e+00 1.017737e+00 9.850043e+04 8.018226e+00 -5.020618e-03 1.307011e-03
7.943242e-01 1.449162e+00 1.017128e+00 9.456346e+04 7.526755e+00 -7.013679e-04 1.381874e-03
8.254001e-01 1.445449e+00 1.020687e+00 9.075082e+04 7.066479e+00 1.033473e-02 1.422167e-03
8.576916e-01 1.440356e+00 1.013744e+00 8.613871e+04 6.674958e+00 9.051323e-03 1.454949e-03
8.912464e-01 1.434320e+00 1.017839e+00 8.271684e+04 6.606840e+00 3.935921e-02 1.499534e-03
9.261141e-01 1.427130e+00 1.012428e+00 7.832066e+04 6.428586e+00 2.373278e-02 1.512766e-03
9.623458e-01 1.418926e+00 1.008829e+00 7.503895e+04 5.913561e+00 2.643979e-02 1.575351e-03
9.999950e-01 1.408237e+00 1.011429e+00 7.233320e+04 6.082901e+00 2.730310e-02 1.613498e-03
1.039117e+00 1.395572e+00 1.002041e+00 6.902691e+04 5.362885e+00 1.048267e-02 1.644373e-03
1.079770e+00 1.380483e+00 1.006785e+00 6.702381e+04 5.623899e+00 -6.155372e-04 1.713753e-03
1.122013e+00 1.363772e+00 1.002088e+00 6.510120e+04 5.245110e+00 1.333833e-03 1.753092e-03
1.165909e+00 1.345133e+00 9.943633e-01 6.294182e+04 5.268028e+00 -5.882859e-03 1.794457e-03
1.211522e+00 1.324514e+00 9.963193e-01 6.160593e+04 5.191634e+00 -2.749407e-02 1.844525e-03
1.258919e+00 1.302476e+00 1.006160e+00 6.083057e+04 4.949400e+00 -2.462202e-02 1.901746e-03
1.308171e+00 1.279521e+00 1.009707e+00 5.970645e+04 4.675972e+00 -1.084697e-02 1.907706e-03
1.359350e+00 1.256524e+00 1.008787e+00 5.830648e+04 4.641594e+00 1.862288e-03 1.974463e-03
1.412530e+00 1.233689e+00 1.003619e+00 5.622421e+04 4.541008e+00 -7.075965e-03 1.973033e-03
1.467792e+00 1.210667e+00 1.000562e+00 5.466771e+04 4.629180e+00 -1.789016e-02 2.007008e-03
1.525215e+00 1.188471e+00 9.943358e-01 5.348796e+04 4.698254e+00 -1.420730e-02 2.043724e-03
1.584885e+00 1.167341e+00 9.980721e-01 5.241108e+04 4.560426e+00 -1.674354e-03 2.075911e-03
1.646890e+00 1.146725e+00 9.932110e-01 5.142820e+04 4.403499e+00 3.141522e-03 2.123117e-03
1.711320e+00 1.127118e+00 9.959918e-01 5.064289e+04 4.230020e+00 -1.538873e-02 2.150059e-03
1.778270e+00 1.108923e+00 1.002877e+00 5.087796e+04 4.124023e+00 -8.786976e-03 2.218604e-03
1.847840e+00 1.091833e+00 9.959109e-01 5.008647e+04 4.055586e+00 -2.378911e-02 2.251387e-03
1.920132e+00 1.075620e+00 9.970719e-01 4.933827e+04 3.910119e+00 -2.065682e-02 2.258301e-03
1.995252e+00 1.060130e+00 9.886535e-01 4.838226e+04 3.704809e+00 -1.469123e-02 2.276540e-03
2.073311e+00 1.045261e+00 9.907155e-01 4.774807e+04 3.592445e+00 -2.367842e-02 2.338886e-03
2.154424e+00 1.031528e+00 9.977809e-01 4.774198e+04 3.774200e+00 -2.379131e-02 2.362847e-03
2.238710e+00 1.018907e+00 9.970158e-01 4.722082e+04 3.659927e+00 -2.205652e-02 2.450466e-03
2.326294e+00 1.007121e+00 9.957739e-01 4.647109e+04 3.687938e+00 -2.699822e-02 2.447367e-03
2.417304e+00 9.962922e-01 9.924919e-01 4.563857e+04 3.561251e+00 -3.868884e-02 2.517343e-03
2.511874e+00 9.860905e-01 9.939403e-01 4.519602e+04 3.627778e+00 -2.128702e-02 2.491713e-03
2.610145e+00 9.772714e-01 9.965775e-01 4.535053e+04 3.637327e+00 -2.751100e-02 2.521038e-03
2.712260e+00 9.688844e-01 1.006115e+00 4.581127e+04 3.765287e+00 -1.199847e-02 2.653122e-03
2.818370e+00 9.615685e-01 1.002990e+00 4.551689e+04 3.460983e+00 -1.086348e-02 2.586842e-03
2.928631e+00 9.551694e-01 1.003450e+00 4.549728e+04 3.606769e+00 3.143907e-03 2.696037e-03
3.043206e+00 9.498729e-01 1.002720e+00 4.505043e+04 3.661837e+00 9.036779e-03 2.703547e-03
3.162263e+00 9.453060e-01 1.003129e+00 4.556067e+04 3.475626e+00 1.758158e-02 2.731919e-03
3.285978e+00 9.416488e-01 9.959873e-01 4.504251e+04 3.586397e+00 3.613830e-03 2.709866e-03
3.414533e+00 9.386275e-01 9.943454e-01 4.475534e+04 3.585442e+00 -5.158901e-03 2.752185e-03
3.548117e+00 9.370246e-01 9.908534e-01 4.434830e+04 3.559659e+00 -1.672548e-02 2.730489e-03
3.686928e+00 9.359004e-01 9.959611e-01 4.477344e+04 3.537378e+00 8.494854e-04 2.755284e-03
3.831169e+00 9.357536e-01 1.002784e+00 4.546142e+04 3.649741e+00 -6.403267e-03 2.819538e-03
3.981053e+00 9.365077e-01 1.002022e+00 4.581335e+04 3.668521e+00 -6.017804e-03 2.845049e-03
4.136801e+00 9.382586e-01 1.010026e+00 4.708540e+04 3.665975e+00 1.506805e-03 2.887487e-03
4.298642e+00 9.409174e-01 1.007369e+00 4.704420e+04 3.636372e+00 2.054548e-02 2.903342e-03
4.466814e+00 9.445073e-01 9.985965e-01 4.669070e+04 3.712130e+00 1.470244e-02 2.854586e-03
4.641566e+00 9.488556e-01 1.003730e+00 4.764801e+04 3.789161e+00 1.231158e-02 2.845764e-03
4.823155e+00 9.542372e-01 1.009694e+00 4.832017e+04 3.871603e+00 2.765739e-02 2.917051e-03
5.011847e+00 9.606095e-01 1.006011e+00 4.887768e+04 3.898341e+00 1.228940e-02 2.950311e-03
5.207922e+00 9.675479e-01 1.010064e+00 4.991731e+04 3.964550e+00 1.944041e-02 2.914310e-03
5.411668e+00 9.756032e-01 1.003135e+00 5.047469e+04 3.927307e+00 1.313877e-02 2.946973e-03
5.623384e+00 9.843141e-01 1.008053e+00 5.147859e+04 4.048584e+00 5.414844e-03 2.921700e-03
5.843384e+00 9.940851e-01 9.990231e-01 5.189612e+04 4.212831e+00 -9.268343e-03 2.926707e-03
6.071990e+00 1.004727e+00 9.875464e-01 5.226304e+04 4.132936e+00 1.075268e-03 2.880216e-03
6.309541e+00 1.016078e+00 9.915166e-01 5.376327e+04 4.131025e+00 -1.388508e-02 2.927542e-03
6.556384e+00 1.028550e+00 9.977202e-01 5.579053e+04 4.369758e+00 -2.099389e-02 2.939701e-03
6.812885e+00 1.041475e+00 1.006798e+00 5.835993e+04 4.583025e+00 -1.380694e-02 2.964735e-03
7.079421e+00 1.054645e+00 9.979514e-01 5.879049e+04 4.494853e+00 5.439281e-03 2.953887e-03
7.356383e+00 1.059146e+00 1.001464e+00 6.045987e+04 4.757141e+00 -8.217335e-03 3.012061e-03
7.644182e+00 1.047250e+00 1.011962e+00 6.165940e+04 4.751093e+00 -1.542234e-02 3.084660e-03
7.943239e+00 1.030356e+00 1.010378e+00 6.167586e+04 4.762871e+00 -1.293832e-02 3.148913e-03
8.253997e+00 1.015384e+00 1.006427e+00 6.273270e+04 4.955130e+00 -1.240307e-02 3.283739e-03
8.576912e+00 1.002563e+00 9.994056e-01 6.279366e+04 4.977411e+00 -1.848662e-02 3.324389e-03
