#./overdamped_3d --dev=0 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=262144 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=p:-3:2:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0 --comp=0 --mean=1.0 --second=0.1 --skew=0.99 --distribution=s>> journal_3_s_0.1_p:-3:2:300:1_1.0_0.99_40.0.dat
#p <<v>> qnu(q) mu_q Dx Gx EBx
4.823155e+00 1.302269e+00 1.003304e+00 5.118729e+04 4.092828e+00 -2.707249e-02 1.512527e-03
5.011847e+00 1.254106e+00 9.988725e-01 4.911339e+04 3.830223e+00 -2.945977e-02 1.556754e-03
5.207922e+00 1.206820e+00 1.002093e+00 4.755122e+04 3.958502e+00 -2.892929e-02 1.607537e-03
5.411668e+00 1.161115e+00 1.001363e+00 4.558129e+04 3.955955e+00 -3.250903e-02 1.646399e-03
5.623384e+00 1.117368e+00 1.001080e+00 4.389109e+04 3.789479e+00 -2.318555e-02 1.662135e-03
5.843384e+00 1.075375e+00 9.955834e-01 4.187148e+04 3.252809e+00 -2.705210e-02 1.716495e-03
6.071990e+00 1.034902e+00 9.932659e-01 4.041582e+04 2.991476e+00 -3.295302e-02 1.735926e-03
6.309541e+00 9.957264e-01 9.933392e-01 3.892105e+04 3.095245e+00 -3.300363e-02 1.785278e-03
6.556384e+00 9.579498e-01 9.919036e-01 3.740254e+04 3.048135e+00 -3.275877e-02 1.856923e-03
6.812885e+00 9.216985e-01 9.986246e-01 3.652356e+04 2.884842e+00 -2.953613e-02 1.935959e-03
7.079421e+00 8.870240e-01 9.976209e-01 3.510917e+04 2.874020e+00 -2.310079e-02 2.006650e-03
7.356383e+00 8.538942e-01 9.996492e-01 3.391914e+04 2.899803e+00 -2.032346e-02 2.040863e-03
7.644182e+00 8.219141e-01 1.009341e+00 3.292639e+04 2.886275e+00 -2.058911e-02 2.122283e-03
7.943239e+00 7.916467e-01 1.007078e+00 3.182352e+04 2.554118e+00 -1.708376e-02 2.214313e-03
8.253997e+00 7.647595e-01 1.002168e+00 3.089391e+04 2.413266e+00 -2.578014e-02 2.423644e-03
8.576912e+00 7.472957e-01 1.001138e+00 3.113042e+04 2.457670e+00 -1.187408e-02 2.689481e-03
8.912460e+00 7.630330e-01 1.001839e+00 3.509698e+04 2.720594e+00 -4.559994e-03 3.147006e-03
9.261136e+00 8.629566e-01 9.901355e-01 4.812359e+04 3.968847e+00 -3.554285e-03 3.126025e-03
9.623452e+00 1.091940e+00 9.941188e-01 7.676117e+04 6.145609e+00 1.276493e-03 2.707481e-03
9.999944e+00 1.252159e+00 9.959658e-01 9.729016e+04 7.737476e+00 5.235314e-03 2.437234e-03
1.039117e+01 1.206844e+00 9.941569e-01 9.457980e+04 7.758803e+00 1.422369e-02 2.576947e-03
1.079769e+01 1.162787e+00 9.950042e-01 9.110006e+04 7.582459e+00 1.094377e-02 2.649069e-03
1.122012e+01 1.119932e+00 9.951375e-01 8.846367e+04 7.218313e+00 -9.233356e-04 2.759337e-03
1.165908e+01 1.077621e+00 1.000257e+00 8.560256e+04 6.952206e+00 2.568555e-02 2.849936e-03
1.211521e+01 1.036948e+00 9.978335e-01 8.222991e+04 6.450550e+00 2.672827e-02 2.864599e-03
1.258918e+01 9.980506e-01 9.933041e-01 7.879173e+04 5.962899e+00 2.845740e-02 3.105521e-03
1.308170e+01 9.603110e-01 9.946635e-01 7.561328e+04 5.821251e+00 2.117801e-02 3.038168e-03
1.359348e+01 9.244237e-01 9.991599e-01 7.339245e+04 5.571378e+00 2.038908e-02 3.198385e-03
1.412529e+01 8.897587e-01 1.004673e+00 7.163945e+04 5.603527e+00 2.485108e-02 3.368855e-03
1.467791e+01 8.593380e-01 1.008145e+00 6.991162e+04 5.713185e+00 1.890111e-02 3.548384e-03
1.525214e+01 8.648029e-01 1.008785e+00 7.532317e+04 6.171073e+00 1.077533e-02 3.981113e-03
1.584884e+01 1.029385e+00 1.006220e+00 1.109697e+05 8.806680e+00 4.147410e-03 3.943086e-03
1.646888e+01 1.143137e+00 1.012306e+00 1.391391e+05 1.141937e+01 3.570795e-02 3.827810e-03
1.711318e+01 1.100723e+00 1.003164e+00 1.316303e+05 1.036353e+01 1.081014e-02 3.858566e-03
1.778269e+01 1.059691e+00 1.018681e+00 1.298102e+05 1.015568e+01 2.487206e-02 4.070163e-03
1.847839e+01 1.019530e+00 1.011968e+00 1.235557e+05 9.816040e+00 1.410842e-02 4.293680e-03
1.920130e+01 9.811590e-01 1.016292e+00 1.192085e+05 9.478313e+00 2.042055e-04 4.345179e-03
1.995250e+01 9.442974e-01 1.011122e+00 1.136675e+05 8.921589e+00 9.929657e-03 4.452348e-03
2.073309e+01 9.090791e-01 1.001619e+00 1.076804e+05 8.562218e+00 1.230013e-02 4.526615e-03
2.154421e+01 9.040717e-01 1.002090e+00 1.118027e+05 8.972360e+00 -4.352510e-03 4.846215e-03
2.238707e+01 1.109070e+00 1.001398e+00 1.721041e+05 1.374398e+01 1.119387e-02 4.721761e-03
2.326291e+01 1.079174e+00 9.974915e-01 1.689152e+05 1.379778e+01 6.346345e-03 4.862547e-03
2.417300e+01 1.038712e+00 1.000320e+00 1.621362e+05 1.301378e+01 7.061124e-03 5.115390e-03
2.511870e+01 9.997423e-01 1.003194e+00 1.575203e+05 1.239371e+01 -1.709402e-03 5.380988e-03
2.610140e+01 9.625356e-01 1.000791e+00 1.508288e+05 1.167402e+01 -1.381397e-02 5.354524e-03
2.712255e+01 9.274206e-01 1.008214e+00 1.476050e+05 1.161258e+01 5.944610e-03 5.672336e-03
2.818365e+01 9.661470e-01 1.004169e+00 1.668513e+05 1.318503e+01 -1.076400e-03 6.016135e-03
2.928625e+01 1.072665e+00 1.007394e+00 2.121505e+05 1.632771e+01 -9.484649e-03 6.045461e-03
3.043200e+01 1.032618e+00 1.007289e+00 2.057063e+05 1.581172e+01 -1.659322e-02 6.277800e-03
3.162257e+01 9.933538e-01 1.002634e+00 1.960298e+05 1.577130e+01 -1.923448e-02 6.400824e-03
3.285971e+01 9.558263e-01 9.960417e-01 1.869202e+05 1.578690e+01 -2.094865e-02 6.610513e-03
3.414526e+01 9.411576e-01 1.001760e+00 1.911821e+05 1.528874e+01 -1.550001e-02 7.003903e-03
3.548110e+01 1.062023e+00 1.007421e+00 2.529729e+05 2.071974e+01 -6.712794e-03 7.115960e-03
3.686920e+01 1.022129e+00 1.005569e+00 2.429249e+05 1.963431e+01 1.066446e-03 7.449627e-03
3.831161e+01 9.837511e-01 1.004369e+00 2.337621e+05 1.883376e+01 -3.642917e-03 7.596374e-03
3.981045e+01 9.474287e-01 1.004500e+00 2.252224e+05 1.789920e+01 -5.613983e-03 7.894874e-03
4.136792e+01 1.062642e+00 1.004873e+00 2.941598e+05 2.287438e+01 -9.611368e-03 8.209586e-03
4.298633e+01 1.022689e+00 1.013147e+00 2.854991e+05 2.241061e+01 -2.651381e-02 7.862329e-03
4.466805e+01 9.845743e-01 1.005212e+00 2.725453e+05 2.149101e+01 -1.936966e-02 8.621216e-03
4.641557e+01 9.528045e-01 1.005402e+00 2.648591e+05 2.101100e+01 -1.301938e-02 9.105682e-03
4.823145e+01 1.042794e+00 1.000983e+00 3.299854e+05 2.614152e+01 -1.223677e-02 9.381056e-03
5.011837e+01 1.003052e+00 1.005906e+00 3.168569e+05 2.487942e+01 5.554318e-03 9.914994e-03
5.207912e+01 9.657009e-01 9.986511e-01 3.053905e+05 2.375069e+01 -6.833494e-03 1.005197e-02
5.411657e+01 1.045429e+00 9.982384e-01 3.718906e+05 3.015349e+01 1.691937e-03 9.941220e-03
5.623373e+01 1.005825e+00 9.928679e-01 3.539635e+05 2.884238e+01 4.137278e-03 1.122534e-02
5.843372e+01 9.675830e-01 9.939470e-01 3.411620e+05 2.762452e+01 -1.233846e-02 1.148391e-02
6.071978e+01 1.034290e+00 9.920945e-01 4.021711e+05 3.192584e+01 -1.093805e-03 1.147282e-02
6.309528e+01 9.957227e-01 9.880176e-01 3.847347e+05 3.104444e+01 5.576611e-04 1.183987e-02
6.556371e+01 9.690706e-01 9.941491e-01 3.818389e+05 3.049409e+01 1.234818e-02 1.232564e-02
6.812871e+01 1.015689e+00 9.981204e-01 4.391126e+05 3.423900e+01 -5.425096e-03 1.286364e-02
7.079406e+01 9.764835e-01 9.949189e-01 4.197056e+05 3.298104e+01 1.692057e-03 1.300538e-02
7.356368e+01 1.024803e+00 9.919102e-01 4.768843e+05 3.797850e+01 -6.038547e-03 1.379538e-02
7.644166e+01 9.861923e-01 9.929045e-01 4.578909e+05 3.658049e+01 1.775742e-03 1.421344e-02
7.943223e+01 1.027155e+00 9.948279e-01 5.193250e+05 4.239442e+01 -1.167554e-02 1.472986e-02
8.253980e+01 9.885376e-01 9.977196e-01 5.052590e+05 4.093974e+01 -1.710254e-02 1.543093e-02
8.576894e+01 1.024640e+00 1.000787e+00 5.616819e+05 4.512011e+01 -5.817115e-03 1.561308e-02
8.912442e+01 9.864227e-01 1.002098e+00 5.420039e+05 4.367020e+01 -2.109349e-03 1.632404e-02
9.261117e+01 1.017156e+00 1.002361e+00 5.963398e+05 4.887425e+01 -1.264423e-02 1.734674e-02
9.623433e+01 9.792300e-01 9.943752e-01 5.723144e+05 4.620491e+01 -8.015156e-03 1.789367e-02
