#./overdamped_3d --dev=0 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=262144 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=p:-3:2:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0 --comp=0 --mean=1.0 --second=1 --skew=0.99 --distribution=s>> journal_3_s_1_p:-3:2:300:1_1.0_0.99_40.0.dat
#p <<v>> qnu(q) mu_q Dx Gx EBx
3.981053e+00 1.209796e+00 1.008934e+00 4.732391e+04 4.120203e+00 -1.310831e-02 1.539469e-03
4.136801e+00 1.273031e+00 1.000909e+00 4.916725e+04 3.803166e+00 -2.482390e-02 1.479149e-03
4.298642e+00 1.336048e+00 1.004400e+00 5.242693e+04 4.297184e+00 -3.459281e-02 1.467109e-03
4.466814e+00 1.381141e+00 9.962843e-01 5.310817e+04 4.299093e+00 -3.438425e-02 1.393676e-03
4.641566e+00 1.347878e+00 9.994346e-01 5.253678e+04 4.528913e+00 -2.145088e-02 1.449943e-03
4.823155e+00 1.299773e+00 1.001276e+00 5.089996e+04 3.962640e+00 -2.470851e-02 1.485467e-03
5.011847e+00 1.252756e+00 1.000461e+00 4.891533e+04 3.921259e+00 -3.607762e-02 1.554966e-03
5.207922e+00 1.206865e+00 9.928603e-01 4.692688e+04 3.901206e+00 -3.206265e-02 1.598954e-03
5.411668e+00 1.162084e+00 9.951200e-01 4.566211e+04 4.085825e+00 -3.276110e-02 1.644254e-03
5.623384e+00 1.119406e+00 9.972711e-01 4.390443e+04 3.778656e+00 -2.316368e-02 1.679778e-03
5.843384e+00 1.078707e+00 9.976916e-01 4.228180e+04 3.224479e+00 -2.939993e-02 1.731873e-03
6.071990e+00 1.039803e+00 9.912169e-01 4.074828e+04 3.209837e+00 -3.040087e-02 1.764894e-03
6.309541e+00 1.003016e+00 9.932979e-01 3.964907e+04 3.149358e+00 -3.306162e-02 1.835108e-03
6.556384e+00 9.689928e-01 9.903085e-01 3.857382e+04 3.154769e+00 -3.367603e-02 1.943350e-03
6.812885e+00 9.381080e-01 9.955108e-01 3.838896e+04 3.094609e+00 -2.701950e-02 2.038717e-03
7.079421e+00 9.112674e-01 1.000984e+00 3.802052e+04 3.017100e+00 -1.583254e-02 2.223253e-03
7.356383e+00 8.892532e-01 1.002976e+00 3.825973e+04 3.154610e+00 -5.720913e-03 2.384543e-03
7.644182e+00 8.727421e-01 1.012368e+00 3.910015e+04 3.247875e+00 -1.515114e-02 2.576947e-03
7.943239e+00 8.635067e-01 1.007994e+00 4.040038e+04 3.459869e+00 -1.080948e-02 2.769709e-03
8.253997e+00 8.629732e-01 1.003797e+00 4.262163e+04 3.660086e+00 -1.006240e-02 2.951264e-03
8.576912e+00 8.729569e-01 1.005089e+00 4.627439e+04 3.870171e+00 -2.060533e-04 3.111362e-03
8.912460e+00 8.953686e-01 9.990561e-01 5.017098e+04 4.028212e+00 -8.758903e-03 3.077507e-03
9.261136e+00 9.304387e-01 9.913290e-01 5.585189e+04 4.450927e+00 -6.207049e-03 3.107071e-03
9.623452e+00 9.781952e-01 9.945656e-01 6.391297e+04 5.032161e+00 -4.184723e-03 3.034830e-03
9.999944e+00 1.037601e+00 9.924030e-01 7.220580e+04 5.671009e+00 -4.477680e-03 2.823353e-03
1.039117e+01 1.104936e+00 9.937877e-01 8.215076e+04 6.626575e+00 -2.489209e-03 2.694368e-03
1.079769e+01 1.159732e+00 9.950754e-01 9.059104e+04 7.652169e+00 8.873105e-03 2.645731e-03
1.122012e+01 1.119658e+00 9.960307e-01 8.871777e+04 7.251417e+00 3.496170e-03 2.739191e-03
1.165908e+01 1.078183e+00 9.977295e-01 8.522314e+04 6.775544e+00 1.751697e-02 2.861738e-03
1.211521e+01 1.038486e+00 9.941441e-01 8.240366e+04 6.524079e+00 4.069269e-02 2.925754e-03
1.258918e+01 1.001588e+00 9.903561e-01 7.911606e+04 6.349964e+00 3.492844e-02 3.049016e-03
1.308170e+01 9.688771e-01 9.985730e-01 7.747828e+04 6.100727e+00 2.596354e-02 3.160477e-03
1.359348e+01 9.421541e-01 1.000201e+00 7.717998e+04 6.237282e+00 2.143180e-02 3.346443e-03
1.412529e+01 9.253538e-01 1.005955e+00 7.869597e+04 6.277707e+00 2.011967e-02 3.587008e-03
1.467791e+01 9.232877e-01 1.008367e+00 8.296449e+04 6.540950e+00 1.209307e-02 3.823519e-03
1.525214e+01 9.408892e-01 1.006419e+00 9.000262e+04 7.143828e+00 4.612565e-03 4.016638e-03
1.584884e+01 9.818620e-01 1.008187e+00 1.023217e+05 8.132499e+00 6.125212e-03 4.077196e-03
1.646888e+01 1.042729e+00 1.010347e+00 1.185367e+05 9.420699e+00 1.416659e-02 4.048705e-03
1.711318e+01 1.100010e+00 1.007730e+00 1.326923e+05 1.051632e+01 1.546597e-02 3.891468e-03
1.778269e+01 1.059702e+00 1.012867e+00 1.291436e+05 1.019610e+01 1.935160e-02 4.109502e-03
1.847839e+01 1.020699e+00 1.012684e+00 1.238455e+05 9.789939e+00 1.362276e-02 4.231215e-03
1.920130e+01 9.853508e-01 1.014398e+00 1.202080e+05 9.627919e+00 3.866553e-03 4.358172e-03
1.995250e+01 9.578320e-01 1.006621e+00 1.174431e+05 9.312473e+00 2.090931e-04 4.477382e-03
2.073309e+01 9.444168e-01 9.991212e-01 1.174066e+05 9.410194e+00 1.507652e-02 4.628539e-03
2.154421e+01 9.578824e-01 9.980459e-01 1.254535e+05 1.002612e+01 -1.557112e-03 4.875064e-03
2.238707e+01 1.002880e+00 9.981081e-01 1.426601e+05 1.129586e+01 -1.557767e-03 4.990935e-03
2.326291e+01 1.071629e+00 9.951007e-01 1.655984e+05 1.310354e+01 1.304626e-02 4.872084e-03
2.417300e+01 1.038842e+00 9.971326e-01 1.619502e+05 1.288264e+01 1.400566e-02 5.050421e-03
2.511870e+01 1.001458e+00 1.003369e+00 1.580768e+05 1.230809e+01 -5.050719e-03 5.284190e-03
2.610140e+01 9.708990e-01 1.006776e+00 1.552885e+05 1.225397e+01 -2.251923e-03 5.502105e-03
2.712255e+01 9.582279e-01 1.003469e+00 1.571812e+05 1.261271e+01 9.793520e-03 5.714655e-03
2.818365e+01 9.800525e-01 1.001555e+00 1.710526e+05 1.368096e+01 7.417321e-03 6.029963e-03
2.928625e+01 1.040505e+00 1.006648e+00 2.007262e+05 1.600462e+01 -8.616507e-03 6.098151e-03
3.043200e+01 1.032494e+00 1.005980e+00 2.049653e+05 1.594223e+01 -2.132678e-02 6.231666e-03
3.162257e+01 9.951051e-01 1.002439e+00 1.974977e+05 1.612590e+01 -2.014536e-02 6.425261e-03
3.285971e+01 9.692563e-01 9.924515e-01 1.919373e+05 1.527251e+01 -2.456349e-02 6.614685e-03
3.414526e+01 9.745226e-01 1.002019e+00 2.053629e+05 1.631370e+01 -2.408719e-02 7.107377e-03
3.548110e+01 1.028585e+00 1.002808e+00 2.383177e+05 1.903907e+01 -4.573464e-03 7.223129e-03
3.686920e+01 1.022050e+00 1.003544e+00 2.422736e+05 1.953181e+01 -1.631320e-03 7.326841e-03
3.831161e+01 9.870096e-01 1.008091e+00 2.356042e+05 1.857752e+01 -6.986260e-04 7.644653e-03
3.981045e+01 9.710382e-01 1.007046e+00 2.372837e+05 1.884681e+01 -1.558334e-02 7.998586e-03
4.136792e+01 1.006898e+00 1.007261e+00 2.674239e+05 2.126565e+01 -1.626271e-02 8.324742e-03
4.298633e+01 1.022748e+00 1.010198e+00 2.836382e+05 2.230652e+01 -2.313727e-02 8.016706e-03
4.466805e+01 9.878829e-01 1.003100e+00 2.735299e+05 2.219511e+01 -2.072442e-02 8.758307e-03
4.641557e+01 9.780561e-01 9.963276e-01 2.790485e+05 2.221771e+01 -2.208525e-02 9.132266e-03
4.823145e+01 1.029617e+00 1.003402e+00 3.215978e+05 2.559148e+01 -9.910464e-03 9.416580e-03
5.011837e+01 1.003977e+00 1.000250e+00 3.169715e+05 2.491698e+01 5.971193e-04 9.755611e-03
5.207912e+01 9.789915e-01 1.001861e+00 3.157117e+05 2.516876e+01 -8.401811e-03 1.017690e-02
5.411657e+01 1.012598e+00 1.001822e+00 3.517899e+05 2.804819e+01 -2.279401e-03 1.069093e-02
5.623373e+01 1.006545e+00 9.906551e-01 3.536384e+05 2.863707e+01 9.141326e-03 1.117313e-02
5.843372e+01 9.802712e-01 9.933568e-01 3.500763e+05 2.789254e+01 -6.259918e-03 1.113069e-02
6.071978e+01 1.019787e+00 9.929196e-01 3.925123e+05 3.132328e+01 -3.046453e-03 1.149118e-02
6.309528e+01 9.971684e-01 9.899106e-01 3.871148e+05 3.123384e+01 -4.896522e-04 1.168919e-02
6.556371e+01 9.870085e-01 9.956127e-01 3.981438e+05 3.164128e+01 9.091258e-03 1.238906e-02
6.812871e+01 1.015651e+00 9.961619e-01 4.376705e+05 3.427847e+01 -5.492508e-03 1.280570e-02
7.079406e+01 9.846099e-01 9.960147e-01 4.275050e+05 3.407634e+01 -1.770496e-03 1.323783e-02
7.356368e+01 1.023309e+00 9.936523e-01 4.766868e+05 3.905089e+01 -4.378676e-03 1.377463e-02
7.644166e+01 9.895253e-01 9.934548e-01 4.613788e+05 3.605655e+01 3.338099e-03 1.404464e-02
7.943223e+01 1.010629e+00 9.911408e-01 5.028234e+05 4.033782e+01 2.247453e-03 1.472330e-02
8.253980e+01 9.907337e-01 9.929952e-01 5.040691e+05 4.010068e+01 -9.538233e-03 1.527488e-02
8.576894e+01 1.011637e+00 9.992202e-01 5.478678e+05 4.321407e+01 -9.502947e-03 1.594186e-02
8.912442e+01 9.896581e-01 1.001199e+00 5.449089e+05 4.344866e+01 5.511284e-03 1.636899e-02
9.261117e+01 1.017942e+00 1.001630e+00 5.985371e+05 4.900635e+01 -1.215184e-02 1.733148e-02
9.623433e+01 9.876848e-01 9.904176e-01 5.811589e+05 4.580798e+01 -6.696403e-03 1.769888e-02
