#./overdamped_3d --dev=0 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=262144 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=p:-3:2:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0 --comp=0 --mean=1.0 --second=3.14 --skew=0.99 --distribution=s>> journal_3_s_3.14_p:-3:2:300:1_1.0_0.99_40.0.dat
#p <<v>> qnu(q) mu_q Dx Gx EBx
8.912460e+00 9.399163e-01 9.928057e-01 5.529800e+04 4.484350e+00 -7.706225e-03 3.104329e-03
9.261136e+00 9.474251e-01 9.935234e-01 5.834629e+04 4.690296e+00 -1.248920e-02 3.095984e-03
9.623452e+00 9.596078e-01 9.922242e-01 6.178058e+04 4.996510e+00 -5.927563e-03 3.107071e-03
9.999944e+00 9.762698e-01 9.973995e-01 6.594360e+04 5.246065e+00 1.336336e-03 3.088951e-03
1.039117e+01 9.968239e-01 9.959784e-01 7.020357e+04 5.622307e+00 1.304269e-03 3.015518e-03
1.079769e+01 1.020716e+00 9.945183e-01 7.477663e+04 5.893507e+00 -1.425147e-03 2.974153e-03
1.122012e+01 1.047992e+00 9.903597e-01 8.019070e+04 6.286620e+00 4.022002e-03 2.946019e-03
1.165908e+01 1.075901e+00 9.950613e-01 8.568455e+04 6.738302e+00 1.924264e-02 2.950430e-03
1.211521e+01 1.059174e+00 9.963084e-01 8.656688e+04 6.880586e+00 3.445995e-02 2.992988e-03
1.258918e+01 1.029331e+00 9.910347e-01 8.472698e+04 6.745623e+00 3.473938e-02 3.169298e-03
1.308170e+01 1.004113e+00 9.947981e-01 8.443367e+04 6.700105e+00 2.323258e-02 3.271341e-03
1.359348e+01 9.843011e-01 1.001052e+00 8.582131e+04 6.837296e+00 2.688205e-02 3.535628e-03
1.412529e+01 9.703285e-01 1.001390e+00 8.779128e+04 6.965575e+00 1.688302e-02 3.697038e-03
1.467791e+01 9.639967e-01 1.007418e+00 9.102545e+04 7.209082e+00 5.824089e-03 3.884196e-03
1.525214e+01 9.651174e-01 1.005223e+00 9.469590e+04 7.498744e+00 6.150961e-03 4.026294e-03
1.584884e+01 9.744049e-01 1.007149e+00 1.006898e+05 8.060880e+00 5.429864e-03 4.136682e-03
1.646888e+01 9.910996e-01 1.009071e+00 1.077843e+05 8.648479e+00 1.399744e-02 4.165053e-03
1.711318e+01 1.014068e+00 1.010053e+00 1.160118e+05 9.247539e+00 1.862645e-03 4.169941e-03
1.778269e+01 1.042782e+00 1.013210e+00 1.258548e+05 9.936679e+00 1.805711e-02 4.181147e-03
1.847839e+01 1.035252e+00 1.013412e+00 1.279089e+05 1.004490e+01 1.733613e-02 4.303217e-03
1.920130e+01 1.007609e+00 1.011511e+00 1.262392e+05 1.000798e+01 7.492781e-03 4.454374e-03
1.995250e+01 9.872617e-01 1.009306e+00 1.254745e+05 9.994293e+00 4.026771e-03 4.590034e-03
2.073309e+01 9.751462e-01 9.991034e-01 1.261717e+05 1.000416e+01 7.648110e-03 4.704118e-03
2.154421e+01 9.746174e-01 9.960421e-01 1.299875e+05 1.037308e+01 2.286792e-03 4.876971e-03
2.238707e+01 9.848630e-01 1.000104e+00 1.379286e+05 1.091134e+01 2.494216e-03 5.043507e-03
2.326291e+01 1.006014e+00 1.003821e+00 1.497526e+05 1.192293e+01 7.123947e-04 5.099654e-03
2.417300e+01 1.034336e+00 9.975672e-01 1.620195e+05 1.295076e+01 2.640247e-03 5.106568e-03
2.511870e+01 1.015176e+00 1.003212e+00 1.632019e+05 1.291097e+01 -1.108265e-02 5.327225e-03
2.610140e+01 9.929202e-01 1.005867e+00 1.623922e+05 1.284380e+01 -1.192504e-02 5.567431e-03
2.712255e+01 9.806272e-01 9.987689e-01 1.647715e+05 1.307744e+01 1.079762e-02 5.736828e-03
2.818365e+01 9.832793e-01 9.980245e-01 1.720073e+05 1.360456e+01 1.736522e-03 5.974770e-03
2.928625e+01 9.997656e-01 1.003229e+00 1.860288e+05 1.471419e+01 -1.294899e-02 6.252408e-03
3.043200e+01 1.027854e+00 1.009561e+00 2.047635e+05 1.620484e+01 -2.131623e-02 6.340027e-03
3.162257e+01 1.007525e+00 1.000206e+00 2.016914e+05 1.606860e+01 -2.005637e-02 6.488323e-03
3.285971e+01 9.882178e-01 9.929311e-01 1.997113e+05 1.578976e+01 -3.489429e-02 6.703258e-03
3.414526e+01 9.844124e-01 9.981844e-01 2.092942e+05 1.659318e+01 -1.680529e-02 7.072210e-03
3.548110e+01 9.985698e-01 1.002797e+00 2.252195e+05 1.786069e+01 -9.331286e-03 7.354736e-03
3.686920e+01 1.024588e+00 1.003839e+00 2.443373e+05 1.943823e+01 3.050804e-03 7.394552e-03
3.831161e+01 9.999939e-01 1.004722e+00 2.412627e+05 1.916989e+01 -2.235472e-03 7.653475e-03
3.981045e+01 9.863327e-01 1.005889e+00 2.455440e+05 1.949998e+01 -1.701641e-02 8.041263e-03
4.136792e+01 9.933821e-01 1.011118e+00 2.610631e+05 2.076335e+01 -2.016121e-02 8.403897e-03
4.298633e+01 1.019248e+00 1.010956e+00 2.831305e+05 2.261942e+01 -2.064937e-02 8.508563e-03
4.466805e+01 9.995807e-01 1.001692e+00 2.800046e+05 2.223554e+01 -2.211034e-02 8.751512e-03
4.641557e+01 9.890827e-01 1.004624e+00 2.849370e+05 2.268276e+01 -1.567078e-02 9.122610e-03
4.823145e+01 1.001724e+00 1.005105e+00 3.069563e+05 2.434370e+01 -1.932728e-02 9.603620e-03
5.011837e+01 1.009838e+00 9.991719e-01 3.207380e+05 2.540272e+01 -2.424836e-03 9.736180e-03
5.207912e+01 9.910973e-01 9.997296e-01 3.234118e+05 2.567328e+01 -2.194166e-03 1.023483e-02
5.411657e+01 9.977906e-01 1.000089e+00 3.419360e+05 2.721900e+01 -8.118391e-03 1.064551e-02
5.623373e+01 1.011563e+00 9.970104e-01 3.592971e+05 2.850338e+01 1.065660e-02 1.074994e-02
5.843372e+01 9.912192e-01 9.953972e-01 3.596697e+05 2.859951e+01 -8.485377e-03 1.123512e-02
6.071978e+01 9.998012e-01 9.956484e-01 3.797773e+05 3.022671e+01 -6.369948e-04 1.166677e-02
6.309528e+01 1.003435e+00 9.892377e-01 3.919015e+05 3.118736e+01 -4.601121e-03 1.178265e-02
6.556371e+01 9.919391e-01 9.961958e-01 4.032430e+05 3.218813e+01 8.343101e-03 1.244318e-02
6.812871e+01 1.013426e+00 9.961097e-01 4.383733e+05 3.498035e+01 -8.749425e-03 1.281977e-02
7.079406e+01 9.936841e-01 9.955747e-01 4.356874e+05 3.467509e+01 4.140258e-03 1.331723e-02
7.356368e+01 1.002280e+00 9.937815e-01 4.578581e+05 3.646908e+01 4.242182e-03 1.370966e-02
7.644166e+01 9.970356e-01 9.923948e-01 4.685846e+05 3.738454e+01 -2.193451e-03 1.409435e-02
7.943223e+01 9.974703e-01 9.917803e-01 4.898149e+05 3.914639e+01 -5.162537e-03 1.476002e-02
8.253980e+01 9.969162e-01 9.954486e-01 5.120956e+05 4.090027e+01 -5.299687e-03 1.533914e-02
8.576894e+01 9.990748e-01 9.941581e-01 5.322034e+05 4.226200e+01 -1.021355e-02 1.596034e-02
8.912442e+01 9.958984e-01 9.994588e-01 5.516382e+05 4.434375e+01 1.116633e-03 1.644218e-02
9.261117e+01 1.003555e+00 9.983451e-01 5.782803e+05 4.652513e+01 -1.477599e-02 1.706326e-02
9.623433e+01 9.943648e-01 9.951073e-01 5.882455e+05 4.698158e+01 -6.480813e-03 1.770711e-02
