#./overdamped_3d --dev=1 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:-1.05:0.05:100:1 --domainy=s:-1.05:0.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=-0.99 --distribution=s>> symmetric_var_lam_l:-1.05:0.05:100:1_s:-1.05:0.05:100:1_40_-0.99_1.0.dat
#l s <<v>> qnu(q) mu_q Dx Gx EBx
8.912510e-02 8.912510e-02 1.119204e+00 9.865817e-01 8.668552e+04 6.891409e+00 -5.345583e-03 2.679110e-03
9.141134e-02 8.912510e-02 1.148121e+00 9.978442e-01 9.078838e+04 7.229454e+00 3.617883e-03 2.688050e-03
9.375623e-02 8.912510e-02 1.175974e+00 9.994988e-01 9.264184e+04 7.366327e+00 7.491589e-03 2.646804e-03
9.616126e-02 8.912510e-02 1.202255e+00 9.869197e-01 9.385338e+04 7.489195e+00 -1.563132e-03 2.537489e-03
9.862799e-02 8.912510e-02 1.220079e+00 9.923179e-01 9.555025e+04 7.604741e+00 -2.160048e-02 2.535462e-03
1.011580e-01 8.912510e-02 1.213416e+00 9.948100e-01 9.234305e+04 7.366645e+00 -6.453156e-03 2.508759e-03
1.037529e-01 8.912510e-02 1.157482e+00 9.980628e-01 8.532651e+04 6.823927e+00 -5.151629e-03 2.626896e-03
1.064143e-01 8.912510e-02 1.029548e+00 9.957286e-01 6.860330e+04 5.443736e+00 -7.733643e-03 2.845645e-03
1.091441e-01 8.912510e-02 8.338799e-01 1.009944e+00 4.546055e+04 3.661359e+00 -2.395147e-02 3.288746e-03
1.119438e-01 8.912510e-02 7.089859e-01 9.960005e-01 2.849591e+04 2.218938e+00 1.155972e-03 2.902865e-03
1.148154e-01 8.912510e-02 7.253580e-01 9.958370e-01 2.914572e+04 2.293104e+00 1.628840e-02 2.693057e-03
1.177606e-01 8.912510e-02 7.422532e-01 1.003014e+00 3.026807e+04 2.400375e+00 -5.135417e-03 2.589464e-03
1.207814e-01 8.912510e-02 7.606701e-01 1.004640e+00 3.069682e+04 2.459739e+00 -2.701664e-02 2.436399e-03
1.238797e-01 8.912510e-02 7.790325e-01 1.003042e+00 3.092995e+04 2.496027e+00 -3.639716e-02 2.269745e-03
1.270574e-01 8.912510e-02 7.985286e-01 1.007513e+00 3.219730e+04 2.603138e+00 -1.807392e-03 2.194047e-03
1.303167e-01 8.912510e-02 8.189979e-01 1.024333e+00 3.322359e+04 2.708339e+00 1.136982e-02 2.134323e-03
1.336595e-01 8.912510e-02 8.397847e-01 1.014205e+00 3.411871e+04 2.781073e+00 -4.245621e-02 2.103090e-03
1.370881e-01 8.912510e-02 8.609849e-01 9.929922e-01 3.407691e+04 2.764362e+00 -2.334177e-02 2.046227e-03
1.406047e-01 8.912510e-02 8.830951e-01 9.921576e-01 3.516262e+04 2.819271e+00 -3.021961e-02 1.982212e-03
1.442115e-01 8.912510e-02 9.052179e-01 9.990499e-01 3.582962e+04 2.857786e+00 -2.523232e-02 1.956940e-03
1.479108e-01 8.912510e-02 9.283128e-01 9.958947e-01 3.676595e+04 2.927814e+00 -2.430493e-02 1.897454e-03
1.517050e-01 8.912510e-02 9.530684e-01 9.857707e-01 3.754785e+04 3.017578e+00 -1.509649e-02 1.873732e-03
1.555965e-01 8.912510e-02 9.778659e-01 9.891752e-01 3.795475e+04 3.040814e+00 -1.388419e-02 1.780033e-03
1.595878e-01 8.912510e-02 1.003201e+00 9.877549e-01 3.899666e+04 3.111479e+00 -3.424400e-02 1.754761e-03
1.636816e-01 8.912510e-02 1.027881e+00 9.994459e-01 4.016271e+04 3.180552e+00 -2.416015e-02 1.731396e-03
1.678803e-01 8.912510e-02 1.054574e+00 9.903870e-01 4.071035e+04 3.209837e+00 -3.963840e-02 1.718283e-03
1.721867e-01 8.912510e-02 1.081945e+00 9.975565e-01 4.202093e+04 3.373130e+00 -3.519714e-02 1.669526e-03
1.766036e-01 8.912510e-02 1.109568e+00 1.006972e+00 4.338527e+04 3.484538e+00 -3.033054e-02 1.673460e-03
1.811339e-01 8.912510e-02 1.138195e+00 1.004268e+00 4.556439e+04 3.670431e+00 -4.625195e-02 1.693606e-03
1.857803e-01 8.912510e-02 1.167394e+00 9.987470e-01 4.582732e+04 3.644330e+00 -4.975170e-02 1.619458e-03
