#./overdamped_3d --dev=1 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:0.95:2.05:100:1 --domainy=s:-0.05:1.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=-0.99 --distribution=s>> symmetric_var_lam_l:0.95:2.05:100:1_s:-0.05:1.05:100:1_40_-0.99_1.0.dat
#l s <<v>> qnu(q) mu_q Dx Gx EBx
8.912509e+00 8.912509e-01 -2.689410e-01 9.984216e-01 1.103824e+04 8.813006e-01 -1.396155e-02 3.576875e-03
9.141131e+00 8.912509e-01 -2.792443e-01 9.786378e-01 1.131098e+04 9.006777e-01 -2.637386e-02 3.389239e-03
9.375619e+00 8.912509e-01 -2.893307e-01 9.953869e-01 1.208894e+04 9.644988e-01 -4.808092e-02 3.434896e-03
9.616121e+00 8.912509e-01 -3.002794e-01 9.866279e-01 1.224615e+04 9.756396e-01 -2.730602e-02 3.271580e-03
9.862793e+00 8.912509e-01 -3.110696e-01 9.680547e-01 1.253653e+04 9.953749e-01 -2.412552e-02 3.101707e-03
1.011579e+01 8.912509e-01 -3.227145e-01 9.820938e-01 1.306792e+04 1.041550e+00 -3.950280e-02 3.014803e-03
1.037528e+01 8.912509e-01 -3.343180e-01 9.968469e-01 1.388313e+04 1.102625e+00 -3.425437e-02 2.978206e-03
1.064143e+01 8.912509e-01 -3.468286e-01 9.943287e-01 1.441800e+04 1.149855e+00 -3.555310e-02 2.938986e-03
1.091440e+01 8.912509e-01 -3.597736e-01 1.008720e+00 1.505770e+04 1.198476e+00 -4.944682e-02 2.837658e-03
1.119438e+01 8.912509e-01 -3.730548e-01 9.946280e-01 1.543695e+04 1.228398e+00 -3.101963e-02 2.779245e-03
1.148154e+01 8.912509e-01 -3.865979e-01 9.953995e-01 1.587688e+04 1.262616e+00 -3.731912e-02 2.655268e-03
1.177606e+01 8.912509e-01 -4.004935e-01 9.991326e-01 1.695941e+04 1.349316e+00 -3.484738e-02 2.677798e-03
1.207814e+01 8.912509e-01 -4.150761e-01 9.854602e-01 1.720434e+04 1.368573e+00 -1.569337e-02 2.559423e-03
1.238797e+01 8.912509e-01 -4.301573e-01 1.002196e+00 1.796485e+04 1.430524e+00 -6.338298e-03 2.471089e-03
1.270575e+01 8.912509e-01 -4.452450e-01 9.885272e-01 1.869418e+04 1.490963e+00 -1.159012e-03 2.457023e-03
1.303168e+01 8.912509e-01 -4.613580e-01 1.018327e+00 2.000977e+04 1.593061e+00 7.033348e-04 2.400875e-03
1.336596e+01 8.912509e-01 -4.775497e-01 1.007175e+00 2.043210e+04 1.628314e+00 -8.413732e-03 2.358437e-03
1.370883e+01 8.912509e-01 -4.947026e-01 1.009373e+00 2.153046e+04 1.715292e+00 2.178204e-02 2.307296e-03
1.406049e+01 8.912509e-01 -5.122727e-01 1.012134e+00 2.232302e+04 1.774896e+00 -2.018273e-03 2.218366e-03
1.442117e+01 8.912509e-01 -5.302370e-01 9.950156e-01 2.266843e+04 1.796939e+00 7.120323e-02 2.091050e-03
1.479110e+01 8.912509e-01 -5.486249e-01 9.850819e-01 2.363248e+04 1.868240e+00 8.548021e-03 2.019525e-03
1.517052e+01 8.912509e-01 -5.681529e-01 1.011068e+00 2.494486e+04 1.963335e+00 5.181789e-03 2.034068e-03
1.555967e+01 8.912509e-01 -5.884817e-01 1.004597e+00 2.614993e+04 2.073869e+00 1.904202e-02 1.980662e-03
1.595881e+01 8.912509e-01 -6.087914e-01 1.018117e+00 2.687888e+04 2.146523e+00 5.318999e-03 1.921535e-03
1.636819e+01 8.912509e-01 -6.298426e-01 1.002689e+00 2.760516e+04 2.213368e+00 -2.023578e-04 1.868486e-03
1.678806e+01 8.912509e-01 -6.516271e-01 9.973873e-01 2.875075e+04 2.311964e+00 -9.751320e-03 1.803517e-03
1.721871e+01 8.912509e-01 -6.744140e-01 1.009667e+00 3.063158e+04 2.458466e+00 -1.946193e-02 1.831055e-03
1.766041e+01 8.912509e-01 -6.972346e-01 1.012153e+00 3.103982e+04 2.493162e+00 -9.783745e-03 1.743793e-03
1.811343e+01 8.912509e-01 -7.210477e-01 1.016327e+00 3.280966e+04 2.612847e+00 4.354000e-03 1.711130e-03
1.857808e+01 8.912509e-01 -7.456806e-01 1.009834e+00 3.357573e+04 2.684785e+00 -2.339363e-03 1.655817e-03
1.905464e+01 8.912509e-01 -7.701967e-01 1.010350e+00 3.483029e+04 2.763248e+00 1.430213e-02 1.600623e-03
1.954343e+01 8.912509e-01 -7.961609e-01 1.007066e+00 3.541056e+04 2.814018e+00 1.680398e-02 1.564622e-03
2.004476e+01 8.912509e-01 -8.230650e-01 1.003736e+00 3.749716e+04 3.004686e+00 1.452374e-02 1.488328e-03
2.055895e+01 8.912509e-01 -8.502227e-01 1.003306e+00 3.879364e+04 3.115617e+00 -3.072917e-03 1.480818e-03
2.108633e+01 8.912509e-01 -8.782467e-01 1.006624e+00 4.007492e+04 3.201879e+00 -4.097462e-03 1.453161e-03
2.162724e+01 8.912509e-01 -9.071934e-01 1.003291e+00 4.164873e+04 3.311219e+00 6.771684e-03 1.385689e-03
2.218202e+01 8.912509e-01 -9.368383e-01 1.011167e+00 4.382675e+04 3.488039e+00 -3.104722e-02 1.336455e-03
2.275103e+01 8.912509e-01 -9.666955e-01 1.009907e+00 4.552459e+04 3.618865e+00 2.753758e-02 1.312256e-03
2.333464e+01 8.912509e-01 -9.966384e-01 1.021221e+00 4.795255e+04 3.829586e+00 8.343935e-03 1.287103e-03
2.393322e+01 8.912509e-01 -1.029028e+00 1.007758e+00 4.909693e+04 3.871921e+00 2.276134e-02 1.183391e-03
2.454716e+01 8.912509e-01 -1.060768e+00 1.008404e+00 5.126801e+04 4.106197e+00 -2.190667e-02 1.205087e-03
2.517684e+01 8.912509e-01 -1.093231e+00 9.880959e-01 5.208529e+04 4.140256e+00 -3.027600e-02 1.162291e-03
2.582268e+01 8.912509e-01 -1.126628e+00 1.002504e+00 5.485272e+04 4.354479e+00 -2.755028e-02 1.153946e-03
