#./overdamped_3d --dev=1 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:1.95:3.05:100:1 --domainy=s:0.95:2.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=-0.99 --distribution=s>> symmetric_var_lam_l:1.95:3.05:100:1_s:0.95:2.05:100:1_40_-0.99_1.0.dat
#l s <<v>> qnu(q) mu_q Dx Gx EBx
8.912511e+01 8.912509e+00 4.031925e-01 1.012438e+00 5.221956e+06 4.155506e+02 4.725504e-02 4.354715e-04
9.141134e+01 8.912509e+00 4.015591e-01 9.870938e-01 5.228974e+06 4.161162e+02 1.210511e-02 4.338026e-04
9.375623e+01 8.912509e+00 4.226815e-01 9.797760e-01 5.260369e+06 4.186077e+02 3.287971e-02 4.653931e-04
9.616126e+01 8.912509e+00 4.317389e-01 9.804626e-01 5.381361e+06 4.282322e+02 -1.404405e-03 4.506111e-04
9.862799e+01 8.912509e+00 4.502471e-01 9.947274e-01 5.596312e+06 4.453399e+02 3.345490e-03 4.355907e-04
1.011580e+02 8.912509e+00 4.675358e-01 9.882886e-01 5.743144e+06 4.570253e+02 -5.674994e-02 4.490614e-04
1.037528e+02 8.912509e+00 4.831811e-01 9.932691e-01 5.950305e+06 4.735210e+02 -6.898707e-02 4.320145e-04
1.064143e+02 8.912509e+00 4.856867e-01 9.959484e-01 6.056550e+06 4.819648e+02 -5.397612e-02 4.616976e-04
1.091440e+02 8.912509e+00 5.220091e-01 1.005682e+00 6.175064e+06 4.913986e+02 -4.236376e-02 4.575253e-04
1.119437e+02 8.912509e+00 5.345390e-01 9.776283e-01 6.227820e+06 4.955991e+02 -1.489097e-02 4.384518e-04
1.148153e+02 8.912509e+00 5.439361e-01 9.968674e-01 6.503676e+06 5.175535e+02 5.836129e-03 4.489422e-04
1.177605e+02 8.912509e+00 5.510931e-01 9.935145e-01 6.773014e+06 5.389730e+02 -1.058918e-02 4.628897e-04
1.207813e+02 8.912509e+00 5.806450e-01 9.914274e-01 6.952446e+06 5.532631e+02 -1.534909e-02 4.683733e-04
1.238795e+02 8.912509e+00 5.982054e-01 1.039599e+00 7.455472e+06 5.932836e+02 -2.560598e-02 4.614592e-04
1.270572e+02 8.912509e+00 6.071939e-01 1.019396e+00 7.503509e+06 5.971154e+02 2.433419e-03 4.459620e-04
1.303165e+02 8.912509e+00 6.172439e-01 1.018695e+00 7.549908e+06 6.008088e+02 -1.710087e-02 4.547834e-04
1.336593e+02 8.912509e+00 6.395969e-01 9.980371e-01 7.734028e+06 6.154653e+02 1.121819e-02 4.347563e-04
1.370879e+02 8.912509e+00 6.466147e-01 9.978445e-01 7.920930e+06 6.303123e+02 -1.292783e-02 4.318953e-04
1.406044e+02 8.912509e+00 6.505879e-01 9.910520e-01 7.797433e+06 6.205136e+02 -3.565896e-02 4.431009e-04
1.442112e+02 8.912509e+00 6.806870e-01 9.925759e-01 7.908180e+06 6.293074e+02 4.904747e-03 4.495382e-04
1.479105e+02 8.912509e+00 6.983934e-01 1.031205e+00 8.674288e+06 6.902742e+02 -4.612339e-02 4.600286e-04
1.517046e+02 8.912509e+00 6.885073e-01 1.013672e+00 8.936202e+06 7.111238e+02 -3.898549e-02 4.566908e-04
1.555961e+02 8.912509e+00 7.152703e-01 1.018966e+00 9.050870e+06 7.202393e+02 1.826406e-02 4.671812e-04
1.595874e+02 8.912509e+00 7.072711e-01 9.758216e-01 8.928934e+06 7.105437e+02 3.356636e-02 4.310608e-04
1.636811e+02 8.912509e+00 7.264284e-01 1.015537e+00 9.602772e+06 7.641647e+02 -2.303463e-02 4.625320e-04
1.678798e+02 8.912509e+00 7.430431e-01 1.004238e+00 9.498703e+06 7.558820e+02 -5.032003e-03 4.433393e-04
1.721862e+02 8.912509e+00 7.479241e-01 9.919736e-01 9.593969e+06 7.634651e+02 -9.784341e-03 4.208088e-04
1.766031e+02 8.912509e+00 7.653145e-01 9.816161e-01 9.641147e+06 7.672210e+02 1.681042e-02 4.597902e-04
1.811333e+02 8.912509e+00 7.897182e-01 1.010794e+00 1.030379e+07 8.199498e+02 1.757836e-02 4.594326e-04
1.857796e+02 8.912509e+00 7.933828e-01 9.949461e-01 1.041694e+07 8.289349e+02 1.254857e-02 4.358292e-04
1.905452e+02 8.912509e+00 8.168083e-01 1.010335e+00 1.058719e+07 8.425018e+02 -3.742039e-03 4.622936e-04
1.954330e+02 8.912509e+00 8.137671e-01 1.007867e+00 1.091384e+07 8.685002e+02 -2.963293e-02 4.734993e-04
2.004462e+02 8.912509e+00 8.224015e-01 9.766189e-01 1.041841e+07 8.290449e+02 -3.245318e-02 4.286766e-04
2.055880e+02 8.912509e+00 8.144353e-01 9.908128e-01 1.113280e+07 8.859407e+02 -2.512771e-02 4.547834e-04
2.108617e+02 8.912509e+00 8.585122e-01 9.950780e-01 1.169222e+07 9.304473e+02 -2.776569e-02 4.354715e-04
2.162707e+02 8.912509e+00 8.596693e-01 9.920835e-01 1.177820e+07 9.372682e+02 6.483996e-02 4.451275e-04
2.218184e+02 8.912509e+00 8.381697e-01 9.746746e-01 1.176643e+07 9.363312e+02 2.445412e-02 4.444122e-04
2.275084e+02 8.912509e+00 8.526652e-01 1.019127e+00 1.288654e+07 1.025462e+03 1.748443e-02 4.482269e-04
2.333444e+02 8.912509e+00 8.453962e-01 9.869787e-01 1.276541e+07 1.015837e+03 3.914762e-02 4.481077e-04
2.393301e+02 8.912509e+00 8.870049e-01 9.999427e-01 1.312593e+07 1.044544e+03 -7.353663e-03 4.371405e-04
2.454693e+02 8.912509e+00 8.922654e-01 9.898287e-01 1.305836e+07 1.039157e+03 -1.525152e-02 4.385710e-04
2.517661e+02 8.912509e+00 8.917972e-01 9.890175e-01 1.395059e+07 1.110145e+03 3.341436e-03 4.384518e-04
2.582243e+02 8.912509e+00 8.920663e-01 9.967030e-01 1.454616e+07 1.157528e+03 2.341080e-02 4.676580e-04
2.648482e+02 8.912509e+00 8.975917e-01 1.000127e+00 1.558018e+07 1.239823e+03 -2.490467e-02 4.382133e-04
2.716420e+02 8.912509e+00 8.927271e-01 1.039041e+00 1.666595e+07 1.326215e+03 -3.095865e-03 4.628897e-04
2.786101e+02 8.912509e+00 9.321211e-01 1.014574e+00 1.662573e+07 1.323043e+03 -2.053183e-02 4.451275e-04
2.857569e+02 8.912509e+00 9.227939e-01 9.778339e-01 1.567837e+07 1.247635e+03 -4.036629e-02 4.301071e-04
2.930871e+02 8.912509e+00 9.576264e-01 1.004104e+00 1.658407e+07 1.319698e+03 -5.765432e-02 4.649162e-04
3.006053e+02 8.912509e+00 9.412777e-01 9.918801e-01 1.668793e+07 1.327963e+03 5.460858e-03 4.433393e-04
3.083163e+02 8.912509e+00 9.420431e-01 1.012023e+00 1.748380e+07 1.391319e+03 -9.282827e-03 4.640818e-04
3.162252e+02 8.912509e+00 9.628351e-01 1.027656e+00 1.868137e+07 1.486614e+03 -7.060248e-02 4.485846e-04
3.243369e+02 8.912509e+00 9.951211e-01 9.732822e-01 1.746373e+07 1.389711e+03 2.354157e-02 4.558563e-04
3.326567e+02 8.912509e+00 9.640265e-01 1.027296e+00 1.947543e+07 1.549824e+03 5.184591e-02 4.197359e-04
3.411899e+02 8.912509e+00 9.876986e-01 9.765567e-01 1.907362e+07 1.517823e+03 -1.114339e-02 4.392862e-04
3.499420e+02 8.912509e+00 9.968374e-01 9.970155e-01 1.993937e+07 1.586741e+03 5.237186e-02 4.312992e-04
3.589186e+02 8.912509e+00 9.916984e-01 1.022348e+00 2.115903e+07 1.683762e+03 2.868855e-02 4.632473e-04
3.681255e+02 8.912509e+00 9.549231e-01 1.024412e+00 2.174384e+07 1.730303e+03 2.262592e-04 4.503727e-04
3.775686e+02 8.912509e+00 9.342033e-01 1.001967e+00 2.164370e+07 1.722324e+03 -4.856241e-02 4.343987e-04
3.872539e+02 8.912509e+00 9.749677e-01 9.700264e-01 2.006367e+07 1.596601e+03 3.805363e-02 4.632473e-04
3.971876e+02 8.912509e+00 9.561619e-01 9.972973e-01 2.243603e+07 1.785391e+03 4.044962e-02 4.436970e-04
4.073762e+02 8.912509e+00 9.611751e-01 1.011409e+00 2.425637e+07 1.930240e+03 -2.018231e-02 4.286766e-04
4.178260e+02 8.912509e+00 1.013068e+00 1.021873e+00 2.589834e+07 2.060927e+03 -5.753946e-02 4.512072e-04
4.285440e+02 8.912509e+00 9.708318e-01 1.039753e+00 2.728952e+07 2.171628e+03 -5.095112e-02 4.841089e-04
4.395369e+02 8.912509e+00 1.035645e+00 1.010877e+00 2.548369e+07 2.027894e+03 -1.013896e-01 4.535913e-04
4.508118e+02 8.912509e+00 9.631320e-01 9.744796e-01 2.446538e+07 1.946875e+03 -8.722484e-03 4.208088e-04
4.623759e+02 8.912509e+00 9.676427e-01 1.030276e+00 2.918792e+07 2.322692e+03 1.410246e-03 4.471540e-04
4.742366e+02 8.912509e+00 9.919589e-01 1.008906e+00 2.745964e+07 2.185170e+03 -5.181676e-02 4.236698e-04
