#./overdamped_3d --dev=1 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:1.95:3.05:100:1 --domainy=s:-1.05:0.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=-0.99 --distribution=s>> symmetric_var_lam_l:1.95:3.05:100:1_s:-1.05:0.05:100:1_40_-0.99_1.0.dat
#l s <<v>> qnu(q) mu_q Dx Gx EBx
1.011580e+02 9.141134e-02 -5.063446e-03 9.453912e-01 2.229525e+02 1.774179e-02 2.798867e-02 3.422022e-03
1.037528e+02 9.141134e-02 -5.653157e-03 9.099726e-01 2.333644e+02 1.857135e-02 4.520273e-02 3.306031e-03
1.064143e+02 9.141134e-02 -6.268441e-03 9.608176e-01 2.665486e+02 2.121176e-02 5.869114e-02 3.461599e-03
1.091440e+02 9.141134e-02 -7.005794e-03 9.362534e-01 2.938532e+02 2.338358e-02 -2.335835e-02 3.504395e-03
1.119437e+02 9.141134e-02 -7.755591e-03 9.289494e-01 3.137686e+02 2.496831e-02 2.571261e-02 3.520608e-03
1.148153e+02 9.141134e-02 -8.747784e-03 9.599980e-01 3.591644e+02 2.858333e-02 1.672983e-02 3.644705e-03
1.177605e+02 9.141134e-02 -9.681989e-03 9.707446e-01 4.091762e+02 3.256166e-02 9.672356e-02 3.785968e-03
1.207813e+02 9.141134e-02 -1.081573e-02 9.721004e-01 4.623594e+02 3.679269e-02 1.394081e-02 3.885031e-03
1.238795e+02 9.141134e-02 -1.200402e-02 9.583014e-01 4.914977e+02 3.911178e-02 6.767178e-02 3.850579e-03
1.270572e+02 9.141134e-02 -1.335165e-02 9.556223e-01 5.400897e+02 4.297918e-02 5.157828e-02 3.842950e-03
1.303165e+02 9.141134e-02 -1.471013e-02 9.979532e-01 6.317464e+02 5.027283e-02 3.500581e-03 3.933311e-03
1.336593e+02 9.141134e-02 -1.634181e-02 9.866810e-01 6.766145e+02 5.384667e-02 5.994558e-03 3.920913e-03
1.370879e+02 9.141134e-02 -1.818896e-02 9.494307e-01 7.033090e+02 5.596884e-02 3.758156e-02 3.794551e-03
1.406044e+02 9.141134e-02 -2.018238e-02 9.889504e-01 8.502809e+02 6.765608e-02 1.866972e-02 4.099965e-03
1.442112e+02 9.141134e-02 -2.242000e-02 9.991686e-01 9.282195e+02 7.386343e-02 2.848744e-02 4.076838e-03
1.479105e+02 9.141134e-02 -2.500196e-02 9.741318e-01 9.988468e+02 7.948608e-02 -3.072488e-02 3.970861e-03
1.517046e+02 9.141134e-02 -2.764371e-02 9.674817e-01 1.068759e+03 8.504298e-02 -2.948225e-03 3.795385e-03
1.555961e+02 9.141134e-02 -3.080969e-02 9.743150e-01 1.214201e+03 9.660487e-02 2.025592e-02 3.968477e-03
1.595874e+02 9.141134e-02 -3.392549e-02 9.999400e-01 1.398441e+03 1.113071e-01 -2.113163e-02 4.057646e-03
1.636811e+02 9.141134e-02 -3.797283e-02 9.565315e-01 1.502131e+03 1.194999e-01 2.198291e-02 3.855348e-03
1.678798e+02 9.141134e-02 -4.182116e-02 9.651625e-01 1.711291e+03 1.361888e-01 -1.318508e-02 3.905535e-03
1.721862e+02 9.141134e-02 -4.611515e-02 9.807744e-01 1.894025e+03 1.507477e-01 -2.184081e-02 3.929853e-03
1.766031e+02 9.141134e-02 -5.073164e-02 9.764163e-01 2.135033e+03 1.698792e-01 -3.604442e-02 3.790379e-03
1.811333e+02 9.141134e-02 -5.566032e-02 9.662606e-01 2.311332e+03 1.839483e-01 4.343271e-03 3.676653e-03
1.857796e+02 9.141134e-02 -6.118353e-02 9.516760e-01 2.447145e+03 1.947199e-01 -4.508775e-02 3.559113e-03
1.905452e+02 9.141134e-02 -6.773161e-02 1.002460e+00 2.946479e+03 2.344539e-01 -9.240568e-03 3.695369e-03
1.954330e+02 9.141134e-02 -7.437421e-02 9.793059e-01 3.287896e+03 2.615724e-01 1.013728e-01 3.618121e-03
2.004462e+02 9.141134e-02 -8.118199e-02 9.905100e-01 3.644636e+03 2.902377e-01 -4.534501e-02 3.681302e-03
2.055880e+02 9.141134e-02 -8.926773e-02 9.999196e-01 4.148692e+03 3.300849e-01 5.241752e-03 3.621221e-03
2.108617e+02 9.141134e-02 -9.766558e-02 9.740153e-01 4.347602e+03 3.459531e-01 -5.130196e-02 3.369570e-03
2.162707e+02 9.141134e-02 -1.066075e-01 1.005943e+00 4.970123e+03 3.956816e-01 -3.861260e-02 3.257394e-03
2.218184e+02 9.141134e-02 -1.166117e-01 9.909185e-01 5.457524e+03 4.342493e-01 -6.625205e-02 3.159642e-03
2.275084e+02 9.141134e-02 -1.269256e-01 1.025678e+00 6.206228e+03 4.939423e-01 4.487157e-03 3.004909e-03
2.333444e+02 9.141134e-02 -1.374202e-01 1.021792e+00 6.808672e+03 5.420817e-01 -1.878804e-02 3.022909e-03
2.393301e+02 9.141134e-02 -1.493428e-01 9.958671e-01 7.493826e+03 5.960303e-01 -4.996252e-02 2.774954e-03
2.454693e+02 9.141134e-02 -1.616076e-01 9.928680e-01 8.268035e+03 6.579117e-01 1.136124e-02 2.751112e-03
2.517661e+02 9.141134e-02 -1.750025e-01 1.007429e+00 8.766361e+03 6.970190e-01 -7.881933e-02 2.602577e-03
2.582243e+02 9.141134e-02 -1.883339e-01 1.006588e+00 1.029684e+04 8.188323e-01 5.282342e-02 2.470970e-03
2.648482e+02 9.141134e-02 -2.032124e-01 1.052882e+00 1.153215e+04 9.183240e-01 2.123427e-02 2.380967e-03
2.716420e+02 9.141134e-02 -2.183852e-01 1.007684e+00 1.218166e+04 9.704174e-01 -5.236858e-02 2.132535e-03
2.786101e+02 9.141134e-02 -2.351377e-01 1.026459e+00 1.365606e+04 1.086033e+00 -5.298096e-02 2.152920e-03
