#./overdamped_3d --dev=1 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:-0.05:1.05:100:1 --domainy=s:0.95:2.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=-0.99 --distribution=s>> symmetric_var_lam_l:-0.05:1.05:100:1_s:0.95:2.05:100:1_40_-0.99_1.0.dat
#l s <<v>> qnu(q) mu_q Dx Gx EBx
8.912509e-01 8.912509e+00 1.122438e+00 1.007704e+00 9.092956e+04 7.291206e+00 2.373326e-02 9.741783e-04
9.141132e-01 8.912509e+00 1.119508e+00 1.010205e+00 9.187150e+04 7.355505e+00 -5.682945e-03 9.589195e-04
9.375620e-01 8.912509e+00 1.117934e+00 9.994732e-01 9.289914e+04 7.375240e+00 -2.941781e-02 9.514093e-04
9.616123e-01 8.912509e+00 1.114371e+00 1.017296e+00 9.679672e+04 7.717741e+00 6.363750e-03 9.424686e-04
9.862795e-01 8.912509e+00 1.112271e+00 1.015722e+00 9.620975e+04 7.682090e+00 -1.534778e-02 9.355545e-04
1.011579e+00 8.912509e+00 1.109380e+00 1.020139e+00 9.909559e+04 7.913184e+00 -3.476417e-02 9.424686e-04
1.037528e+00 8.912509e+00 1.106269e+00 1.019104e+00 1.005834e+05 8.013769e+00 -1.051003e-02 9.315014e-04
1.064143e+00 8.912509e+00 1.103357e+00 1.014274e+00 9.917525e+04 7.905544e+00 -1.163423e-02 9.090900e-04
1.091440e+00 8.912509e+00 1.099592e+00 1.005220e+00 1.026387e+05 8.169742e+00 1.768982e-02 8.982420e-04
1.119438e+00 8.912509e+00 1.096288e+00 9.915410e-01 1.018084e+05 8.107671e+00 2.727592e-02 8.665323e-04
1.148154e+00 8.912509e+00 1.091989e+00 1.014943e+00 1.092512e+05 8.712460e+00 -1.103824e-02 8.684397e-04
1.177606e+00 8.912509e+00 1.089367e+00 1.016503e+00 1.100342e+05 8.786626e+00 1.096225e-02 8.506775e-04
1.207814e+00 8.912509e+00 1.084390e+00 1.014602e+00 1.111405e+05 8.844240e+00 1.048470e-02 8.555651e-04
1.238797e+00 8.912509e+00 1.080837e+00 1.010726e+00 1.136360e+05 9.028542e+00 3.323197e-03 8.401871e-04
1.270574e+00 8.912509e+00 1.076263e+00 1.000658e+00 1.156617e+05 9.197882e+00 9.861708e-03 8.358955e-04
1.303167e+00 8.912509e+00 1.071238e+00 1.020776e+00 1.212178e+05 9.647336e+00 2.215385e-02 8.150339e-04
1.336596e+00 8.912509e+00 1.066720e+00 1.014132e+00 1.214034e+05 9.674073e+00 4.579353e-02 7.908344e-04
1.370882e+00 8.912509e+00 1.061790e+00 1.020178e+00 1.245911e+05 9.915989e+00 2.876401e-02 7.976294e-04
1.406047e+00 8.912509e+00 1.056911e+00 1.009771e+00 1.263398e+05 1.006591e+01 -2.583325e-03 8.227825e-04
1.442115e+00 8.912509e+00 1.051865e+00 1.020141e+00 1.298908e+05 1.033934e+01 3.367901e-02 7.996559e-04
1.479108e+00 8.912509e+00 1.047565e+00 1.005604e+00 1.312641e+05 1.045616e+01 1.619565e-02 7.919073e-04
1.517050e+00 8.912509e+00 1.041599e+00 1.006571e+00 1.353526e+05 1.077288e+01 2.325284e-02 7.662773e-04
1.555965e+00 8.912509e+00 1.034206e+00 1.012163e+00 1.377239e+05 1.094095e+01 -5.704820e-03 7.756948e-04
1.595879e+00 8.912509e+00 1.029920e+00 1.015468e+00 1.420656e+05 1.130509e+01 2.947545e-02 7.476807e-04
