#./overdamped_3d --dev=1 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:-0.05:1.05:100:1 --domainy=s:-0.05:1.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=-0.99 --distribution=s>> symmetric_var_lam_l:-0.05:1.05:100:1_s:-0.05:1.05:100:1_40_-0.99_1.0.dat
#l s <<v>> qnu(q) mu_q Dx Gx EBx
8.912509e-01 8.912509e-01 2.149742e-02 9.884139e-01 1.009632e+03 8.035459e-02 -1.772320e-02 2.153552e-02
9.141132e-01 8.912509e-01 2.009061e-02 9.891030e-01 1.005578e+03 8.002556e-02 -3.721094e-02 2.196407e-02
9.375620e-01 8.912509e-01 1.887112e-02 9.703701e-01 9.446368e+02 7.516838e-02 -1.826453e-02 2.207673e-02
9.616123e-01 8.912509e-01 1.770423e-02 9.543364e-01 9.225067e+02 7.339863e-02 -1.924980e-02 2.236044e-02
9.862795e-01 8.912509e-01 1.628789e-02 9.566950e-01 8.967527e+02 7.134687e-02 -3.055519e-02 2.280951e-02
1.011579e+00 8.912509e-01 1.519779e-02 9.851252e-01 9.035756e+02 7.189731e-02 -3.710794e-02 2.371824e-02
1.037528e+00 8.912509e-01 1.400705e-02 9.567876e-01 8.551377e+02 6.804418e-02 -9.627342e-03 2.337897e-02
1.064143e+00 8.912509e-01 1.286724e-02 9.964534e-01 8.807654e+02 7.008735e-02 7.472515e-03 2.430165e-02
1.091440e+00 8.912509e-01 1.159393e-02 9.699104e-01 8.358081e+02 6.650982e-02 5.360985e-02 2.436996e-02
1.119438e+00 8.912509e-01 1.047930e-02 9.715759e-01 8.022560e+02 6.384009e-02 -1.080430e-02 2.460051e-02
1.148154e+00 8.912509e-01 9.335851e-03 9.688272e-01 7.999096e+02 6.365515e-02 -5.700231e-03 2.444065e-02
1.177606e+00 8.912509e-01 8.093813e-03 9.861675e-01 7.900132e+02 6.286379e-02 4.617214e-03 2.468860e-02
1.207814e+00 8.912509e-01 6.937436e-03 9.800403e-01 7.793630e+02 6.201939e-02 -7.134676e-05 2.492440e-02
1.238797e+00 8.912509e-01 5.796455e-03 9.931959e-01 8.018665e+02 6.380933e-02 3.610849e-03 2.538109e-02
1.270574e+00 8.912509e-01 4.663369e-03 9.765655e-01 7.812773e+02 6.217238e-02 8.473396e-03 2.497315e-02
1.303167e+00 8.912509e-01 3.514351e-03 9.754506e-01 7.838817e+02 6.237823e-02 -7.462561e-03 2.461505e-02
1.336596e+00 8.912509e-01 2.348255e-03 1.000897e+00 7.911395e+02 6.295536e-02 1.350784e-02 2.481401e-02
1.370882e+00 8.912509e-01 1.227860e-03 9.858398e-01 7.802052e+02 6.208653e-02 8.581877e-03 2.487123e-02
1.406047e+00 8.912509e-01 1.602260e-04 9.648681e-01 7.641339e+02 6.080653e-02 1.993382e-02 2.446926e-02
1.442115e+00 8.912509e-01 -1.034842e-03 9.870631e-01 7.713945e+02 6.138431e-02 2.050674e-02 2.448750e-02
1.479108e+00 8.912509e-01 -2.221193e-03 9.667010e-01 7.645698e+02 6.084181e-02 3.215063e-02 2.415192e-02
1.517050e+00 8.912509e-01 -3.427157e-03 9.701837e-01 7.902055e+02 6.288147e-02 7.583857e-03 2.469730e-02
1.555965e+00 8.912509e-01 -4.633770e-03 9.711118e-01 7.971793e+02 6.343638e-02 1.118433e-02 2.328897e-02
1.595879e+00 8.912509e-01 -5.873886e-03 9.752387e-01 8.250251e+02 6.565368e-02 5.433869e-02 2.333844e-02
1.636816e+00 8.912509e-01 -7.118410e-03 9.613670e-01 8.273671e+02 6.584022e-02 5.545497e-03 2.304292e-02
1.678804e+00 8.912509e-01 -8.302591e-03 9.830713e-01 8.741065e+02 6.955953e-02 -1.734000e-02 2.340603e-02
1.721868e+00 8.912509e-01 -9.523092e-03 9.763023e-01 8.954928e+02 7.125933e-02 -2.219373e-02 2.290797e-02
1.766037e+00 8.912509e-01 -1.073499e-02 9.476076e-01 9.063350e+02 7.212143e-02 -7.530272e-03 2.199888e-02
1.811340e+00 8.912509e-01 -1.211414e-02 9.522464e-01 9.275937e+02 7.381661e-02 1.882684e-02 2.187526e-02
1.857804e+00 8.912509e-01 -1.335062e-02 9.818172e-01 9.817467e+02 7.811897e-02 1.376235e-02 2.172375e-02
1.905460e+00 8.912509e-01 -1.462357e-02 9.685351e-01 1.002029e+03 7.974365e-02 8.911133e-03 2.145088e-02
1.954339e+00 8.912509e-01 -1.600589e-02 9.815305e-01 1.038729e+03 8.265931e-02 2.393198e-02 2.035868e-02
2.004472e+00 8.912509e-01 -1.750034e-02 9.780130e-01 1.084313e+03 8.629221e-02 3.810155e-02 2.032149e-02
2.055890e+00 8.912509e-01 -1.890305e-02 1.000374e+00 1.139779e+03 9.070021e-02 5.020809e-02 1.993370e-02
2.108628e+00 8.912509e-01 -2.037937e-02 9.939141e-01 1.190982e+03 9.477008e-02 5.169475e-02 1.972234e-02
2.162718e+00 8.912509e-01 -2.206839e-02 9.990593e-01 1.254578e+03 9.984625e-02 3.975010e-02 1.909697e-02
2.218196e+00 8.912509e-01 -2.363302e-02 1.003277e+00 1.306757e+03 1.039956e-01 4.095638e-02 1.844084e-02
2.275097e+00 8.912509e-01 -2.519905e-02 9.984758e-01 1.349904e+03 1.074548e-01 -1.591372e-02 1.762915e-02
2.333458e+00 8.912509e-01 -2.696106e-02 9.828069e-01 1.356956e+03 1.080148e-01 -2.462268e-03 1.762831e-02
2.393316e+00 8.912509e-01 -2.863110e-02 9.989494e-01 1.432287e+03 1.140177e-01 -7.106841e-03 1.699495e-02
2.454709e+00 8.912509e-01 -3.036293e-02 9.879863e-01 1.502919e+03 1.196133e-01 -4.998088e-03 1.679218e-02
2.517677e+00 8.912509e-01 -3.232203e-02 1.000080e+00 1.565767e+03 1.246034e-01 -1.618820e-02 1.634753e-02
2.582260e+00 8.912509e-01 -3.404804e-02 9.816182e-01 1.583086e+03 1.259954e-01 -7.948697e-03 1.574111e-02
2.648500e+00 8.912509e-01 -3.606680e-02 9.895166e-01 1.711000e+03 1.361539e-01 -1.057404e-02 1.581740e-02
2.716439e+00 8.912509e-01 -3.798103e-02 9.843339e-01 1.754464e+03 1.395820e-01 -5.595565e-03 1.517653e-02
2.786121e+00 8.912509e-01 -4.014281e-02 9.919840e-01 1.838244e+03 1.462230e-01 1.754570e-02 1.475286e-02
2.857591e+00 8.912509e-01 -4.227033e-02 9.884683e-01 1.881931e+03 1.496616e-01 2.888477e-02 1.410639e-02
2.930893e+00 8.912509e-01 -4.457822e-02 9.820434e-01 1.936330e+03 1.539700e-01 -2.166867e-02 1.375270e-02
3.006077e+00 8.912509e-01 -4.668015e-02 9.853796e-01 2.061676e+03 1.639283e-01 2.990603e-03 1.337695e-02
3.083188e+00 8.912509e-01 -4.901995e-02 1.001312e+00 2.137279e+03 1.699023e-01 1.046824e-02 1.291001e-02
3.162278e+00 8.912509e-01 -5.157945e-02 9.717208e-01 2.183528e+03 1.736324e-01 3.958106e-03 1.225436e-02
3.243397e+00 8.912509e-01 -5.402706e-02 9.896221e-01 2.277318e+03 1.810425e-01 -1.784569e-02 1.179504e-02
